dataset,fold,K,subject_id,n_observations,harm_rate,mean_H,same_auroc,same_spearman,same_sign_accuracy,different_auroc,different_spearman,different_sign_accuracy,permuted_auroc,permuted_spearman,permuted_sign_accuracy,random_auroc,random_spearman,random_sign_accuracy
OpenBMI,2,1,43,1,0.0,-0.0007529556751251,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,2,1,45,2,0.5,5.654990673050007e-06,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.5,0.0,-1.0,0.5
OpenBMI,2,1,47,1,1.0,0.000470831990242,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,1,48,1,1.0,0.0001149177551269,,,0.0,,,0.0,,,0.0,,,0.0
OpenBMI,2,1,49,1,0.0,-0.0005322992801666,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,1,5,1,1.0,0.0005174577236175,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,1,53,1,1.0,2.294778823852539e-05,,,0.0,,,1.0,,,0.0,,,0.0
OpenBMI,2,1,6,2,1.0,3.976002335548401e-05,,1.0,0.5,,1.0,0.0,,1.0,0.0,,1.0,0.5
OpenBMI,2,1,8,1,0.0,-0.0015140771865844,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,2,1,9,2,0.5,8.52346420287707e-05,0.0,-1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.5
OpenBMI,2,2,11,2,0.5,-0.00024044513702390003,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.5
OpenBMI,2,2,12,1,0.0,-0.0001106262207031,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,2,2,13,1,1.0,0.0002408623695373,,,0.0,,,1.0,,,0.0,,,0.0
OpenBMI,2,2,14,1,0.0,-0.0004716515541076,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,2,2,15,1,0.0,-2.282857894897461e-05,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,2,2,16,2,0.5,-3.378093242645117e-05,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.5
OpenBMI,2,2,17,2,0.5,1.2964010238647427e-06,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0
OpenBMI,2,2,2,1,1.0,0.0001867711544036,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,2,2,20,1,1.0,0.0001634955406188,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,2,2,21,2,0.5,0.0004139831289648686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
OpenBMI,2,2,23,1,0.0,-0.0004095137119293,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,2,2,24,1,0.0,-0.0011904537677764,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,2,2,25,1,0.0,-9.63360071182251e-06,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,2,2,27,1,0.0,-0.0001716166734695,,,0.0,,,1.0,,,0.0,,,0.0
OpenBMI,2,2,28,1,0.0,-0.0004283860325813,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,2,2,3,2,0.5,0.00105273723602295,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.0
OpenBMI,2,2,30,1,0.0,-0.0003642737865447,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,2,31,1,0.0,-7.975101470947266e-05,,,0.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,2,32,1,0.0,-0.0001452565193176,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,2,2,33,1,0.0,-0.0001779943704605,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,2,2,35,2,0.5,-6.65858387947e-05,0.0,-1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.5
OpenBMI,2,2,37,1,1.0,0.0005984902381896,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,2,40,1,0.0,-0.0001376867294311,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,2,41,1,1.0,0.0001382529735565,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,2,2,42,1,1.0,0.0001221299171447,,,0.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,2,43,1,0.0,-0.0007529556751251,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,2,2,45,2,0.5,5.654990673050007e-06,0.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
OpenBMI,2,2,47,1,1.0,0.000470831990242,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,2,48,1,1.0,0.0001149177551269,,,0.0,,,0.0,,,0.0,,,1.0
OpenBMI,2,2,49,1,0.0,-0.0005322992801666,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,2,2,5,1,1.0,0.0005174577236175,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,2,2,53,1,1.0,2.294778823852539e-05,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,2,2,6,2,1.0,3.976002335548401e-05,,1.0,0.0,,-1.0,0.0,,-1.0,0.0,,-1.0,0.5
OpenBMI,2,2,8,1,0.0,-0.0015140771865844,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,2,2,9,2,0.5,8.52346420287707e-05,1.0,1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.5
OpenBMI,2,4,11,2,0.5,-0.00024044513702390003,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0
OpenBMI,2,4,12,1,0.0,-0.0001106262207031,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,2,4,13,1,1.0,0.0002408623695373,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,2,4,14,1,0.0,-0.0004716515541076,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,2,4,15,1,0.0,-2.282857894897461e-05,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,2,4,16,2,0.5,-3.378093242645117e-05,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.5,1.0,1.0,0.5
OpenBMI,2,4,17,2,0.5,1.2964010238647427e-06,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0
OpenBMI,2,4,2,1,1.0,0.0001867711544036,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,2,4,20,1,1.0,0.0001634955406188,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,2,4,21,2,0.5,0.0004139831289648686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-1.0,0.0
OpenBMI,2,4,23,1,0.0,-0.0004095137119293,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,2,4,24,1,0.0,-0.0011904537677764,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,2,4,25,1,0.0,-9.63360071182251e-06,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,2,4,27,1,0.0,-0.0001716166734695,,,0.0,,,0.0,,,0.0,,,0.0
OpenBMI,2,4,28,1,0.0,-0.0004283860325813,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,2,4,3,2,0.5,0.00105273723602295,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.5,1.0,1.0,1.0
OpenBMI,2,4,30,1,0.0,-0.0003642737865447,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,2,4,31,1,0.0,-7.975101470947266e-05,,,0.0,,,0.0,,,1.0,,,0.0
OpenBMI,2,4,32,1,0.0,-0.0001452565193176,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,2,4,33,1,0.0,-0.0001779943704605,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,2,4,35,2,0.5,-6.65858387947e-05,0.0,-1.0,0.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,-1.0,0.5
OpenBMI,2,4,37,1,1.0,0.0005984902381896,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,2,4,40,1,0.0,-0.0001376867294311,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,4,41,1,1.0,0.0001382529735565,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,4,42,1,1.0,0.0001221299171447,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,2,4,43,1,0.0,-0.0007529556751251,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,2,4,45,2,0.5,5.654990673050007e-06,0.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
OpenBMI,2,4,47,1,1.0,0.000470831990242,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,2,4,48,1,1.0,0.0001149177551269,,,0.0,,,0.0,,,0.0,,,0.0
OpenBMI,2,4,49,1,0.0,-0.0005322992801666,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,2,4,5,1,1.0,0.0005174577236175,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,2,4,53,1,1.0,2.294778823852539e-05,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,2,4,6,2,1.0,3.976002335548401e-05,,-1.0,0.5,,-1.0,0.0,,-1.0,0.0,,-1.0,0.0
OpenBMI,2,4,8,1,0.0,-0.0015140771865844,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,2,4,9,2,0.5,8.52346420287707e-05,1.0,1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,0.5
OpenBMI,3,1,1,1,0.0,-0.0001401007175445,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,1,11,2,1.0,0.0002655535936355,,-1.0,0.5,,1.0,0.0,,-1.0,0.5,,1.0,1.0
OpenBMI,3,1,12,2,1.0,0.00016260147094724521,,-1.0,0.0,,1.0,0.5,,-1.0,1.0,,1.0,0.0
OpenBMI,3,1,13,2,0.5,0.0002872049808502,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,0.0,-1.0,0.0
OpenBMI,3,1,14,2,0.0,-0.00046730041503905,,1.0,0.5,,1.0,1.0,,1.0,0.5,,1.0,0.5
OpenBMI,3,1,16,1,0.0,-0.000212550163269,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,3,1,18,1,0.0,-0.0001686811447143,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,1,19,1,1.0,0.0001136362552642,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,3,1,2,1,0.0,-1.0520219802856444e-05,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,1,23,1,1.0,0.000109851360321,,,0.0,,,1.0,,,0.0,,,0.0
OpenBMI,3,1,25,1,0.0,-9.47713851928711e-05,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,1,26,1,0.0,-0.0001880228519439,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,1,29,1,1.0,0.0002383887767791,,,0.0,,,0.0,,,0.0,,,1.0
OpenBMI,3,1,3,1,1.0,7.617473602294922e-05,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,3,1,31,1,0.0,-2.456456422805786e-05,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,3,1,32,2,0.5,4.057586193084289e-05,0.0,-1.0,0.5,0.0,-1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0
OpenBMI,3,1,33,1,0.0,-5.5596232414245605e-05,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,1,36,1,1.0,2.71722674369812e-05,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,1,39,2,0.5,-3.1352043151830715e-05,0.0,-1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,0.5
OpenBMI,3,1,4,1,1.0,9.894371032714844e-06,,,0.0,,,0.0,,,1.0,,,0.0
OpenBMI,3,1,42,1,0.0,-0.0001494288444519,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,1,43,1,1.0,1.6592442989349365e-05,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,1,44,1,0.0,-0.0001195967197418,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,1,47,1,0.0,-0.000102162361145,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,1,48,2,0.0,-0.00036236643791195,,-1.0,0.5,,1.0,0.0,,-1.0,1.0,,-1.0,0.5
OpenBMI,3,1,49,1,1.0,4.060566425323486e-05,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,1,5,1,0.0,-0.0001106113195419,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,1,50,1,0.0,-0.0003750920295715,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,3,1,51,1,0.0,-0.0002384483814239,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,3,1,52,2,0.0,-0.0004213452339171999,,-1.0,0.0,,-1.0,0.5,,1.0,0.5,,-1.0,0.5
OpenBMI,3,1,53,1,1.0,0.0001298487186431,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,3,1,54,1,0.0,-6.085634231567383e-05,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,1,6,1,0.0,-3.191083669662476e-05,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,3,1,7,2,1.0,0.00027364492416377635,,1.0,0.5,,-1.0,0.5,,1.0,0.5,,-1.0,0.0
OpenBMI,3,1,8,1,1.0,8.344650268554688e-07,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,2,1,1,0.0,-0.0001401007175445,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,2,11,2,1.0,0.0002655535936355,,1.0,0.0,,-1.0,0.0,,-1.0,0.0,,-1.0,0.0
OpenBMI,3,2,12,2,1.0,0.00016260147094724521,,1.0,0.0,,1.0,0.0,,-1.0,0.5,,1.0,0.5
OpenBMI,3,2,13,2,0.5,0.0002872049808502,0.0,-1.0,0.5,0.0,-1.0,0.5,1.0,1.0,1.0,0.0,-1.0,0.0
OpenBMI,3,2,14,2,0.0,-0.00046730041503905,,1.0,1.0,,1.0,1.0,,-1.0,1.0,,1.0,0.5
OpenBMI,3,2,16,1,0.0,-0.000212550163269,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,3,2,18,1,0.0,-0.0001686811447143,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,2,19,1,1.0,0.0001136362552642,,,0.0,,,0.0,,,1.0,,,0.0
OpenBMI,3,2,2,1,0.0,-1.0520219802856444e-05,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,2,23,1,1.0,0.000109851360321,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,3,2,25,1,0.0,-9.47713851928711e-05,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,2,26,1,0.0,-0.0001880228519439,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,2,29,1,1.0,0.0002383887767791,,,0.0,,,0.0,,,0.0,,,1.0
OpenBMI,3,2,3,1,1.0,7.617473602294922e-05,,,0.0,,,0.0,,,0.0,,,1.0
OpenBMI,3,2,31,1,0.0,-2.456456422805786e-05,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,3,2,32,2,0.5,4.057586193084289e-05,0.0,-1.0,0.5,0.0,-1.0,0.5,0.0,-1.0,0.0,1.0,1.0,0.5
OpenBMI,3,2,33,1,0.0,-5.5596232414245605e-05,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,3,2,36,1,1.0,2.71722674369812e-05,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,2,39,2,0.5,-3.1352043151830715e-05,0.0,-1.0,0.5,0.0,-1.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0
OpenBMI,3,2,4,1,1.0,9.894371032714844e-06,,,0.0,,,0.0,,,0.0,,,0.0
OpenBMI,3,2,42,1,0.0,-0.0001494288444519,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,2,43,1,1.0,1.6592442989349365e-05,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,2,44,1,0.0,-0.0001195967197418,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,2,47,1,0.0,-0.000102162361145,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,2,48,2,0.0,-0.00036236643791195,,-1.0,0.5,,1.0,0.0,,-1.0,0.5,,1.0,0.5
OpenBMI,3,2,49,1,1.0,4.060566425323486e-05,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,2,5,1,0.0,-0.0001106113195419,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,3,2,50,1,0.0,-0.0003750920295715,,,0.0,,,0.0,,,0.0,,,0.0
OpenBMI,3,2,51,1,0.0,-0.0002384483814239,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,2,52,2,0.0,-0.0004213452339171999,,-1.0,0.0,,-1.0,0.0,,1.0,1.0,,-1.0,0.5
OpenBMI,3,2,53,1,1.0,0.0001298487186431,,,0.0,,,0.0,,,0.0,,,1.0
OpenBMI,3,2,54,1,0.0,-6.085634231567383e-05,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,2,6,1,0.0,-3.191083669662476e-05,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,2,7,2,1.0,0.00027364492416377635,,1.0,1.0,,1.0,0.0,,-1.0,0.0,,1.0,0.5
OpenBMI,3,2,8,1,1.0,8.344650268554688e-07,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,4,1,1,0.0,-0.0001401007175445,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,4,11,2,1.0,0.0002655535936355,,1.0,1.0,,-1.0,0.5,,-1.0,0.5,,-1.0,0.5
OpenBMI,3,4,12,2,1.0,0.00016260147094724521,,1.0,0.5,,-1.0,1.0,,-1.0,0.5,,1.0,0.0
OpenBMI,3,4,13,2,0.5,0.0002872049808502,1.0,1.0,0.5,0.0,-1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5
OpenBMI,3,4,14,2,0.0,-0.00046730041503905,,1.0,1.0,,1.0,1.0,,-1.0,0.5,,1.0,0.0
OpenBMI,3,4,16,1,0.0,-0.000212550163269,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,3,4,18,1,0.0,-0.0001686811447143,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,4,19,1,1.0,0.0001136362552642,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,3,4,2,1,0.0,-1.0520219802856444e-05,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,3,4,23,1,1.0,0.000109851360321,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,3,4,25,1,0.0,-9.47713851928711e-05,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,4,26,1,0.0,-0.0001880228519439,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,4,29,1,1.0,0.0002383887767791,,,0.0,,,0.0,,,0.0,,,1.0
OpenBMI,3,4,3,1,1.0,7.617473602294922e-05,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,3,4,31,1,0.0,-2.456456422805786e-05,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,3,4,32,2,0.5,4.057586193084289e-05,0.0,-1.0,0.5,1.0,1.0,1.0,0.0,-1.0,0.0,1.0,1.0,0.5
OpenBMI,3,4,33,1,0.0,-5.5596232414245605e-05,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,3,4,36,1,1.0,2.71722674369812e-05,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,3,4,39,2,0.5,-3.1352043151830715e-05,1.0,1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,0.5,1.0,1.0,0.5
OpenBMI,3,4,4,1,1.0,9.894371032714844e-06,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,3,4,42,1,0.0,-0.0001494288444519,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,4,43,1,1.0,1.6592442989349365e-05,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,4,44,1,0.0,-0.0001195967197418,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,4,47,1,0.0,-0.000102162361145,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,4,48,2,0.0,-0.00036236643791195,,-1.0,0.5,,1.0,0.0,,-1.0,0.5,,1.0,0.5
OpenBMI,3,4,49,1,1.0,4.060566425323486e-05,,,0.0,,,0.0,,,0.0,,,1.0
OpenBMI,3,4,5,1,0.0,-0.0001106113195419,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,3,4,50,1,0.0,-0.0003750920295715,,,0.0,,,0.0,,,1.0,,,1.0
OpenBMI,3,4,51,1,0.0,-0.0002384483814239,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,3,4,52,2,0.0,-0.0004213452339171999,,-1.0,0.0,,-1.0,0.0,,1.0,0.5,,-1.0,0.5
OpenBMI,3,4,53,1,1.0,0.0001298487186431,,,0.0,,,0.0,,,1.0,,,0.0
OpenBMI,3,4,54,1,0.0,-6.085634231567383e-05,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,3,4,6,1,0.0,-3.191083669662476e-05,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,3,4,7,2,1.0,0.00027364492416377635,,1.0,1.0,,1.0,1.0,,1.0,1.0,,-1.0,0.0
OpenBMI,3,4,8,1,1.0,8.344650268554688e-07,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,1,1,1,0.0,-0.0008711516857147,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,1,10,1,0.0,-0.0006808042526245,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,1,13,1,1.0,0.000263512134552,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,1,14,1,0.0,-0.00179123878479,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,1,15,1,0.0,-0.0005055665969848,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,1,16,1,1.0,3.725290298461914e-05,,,0.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,1,17,1,0.0,-0.0021030008792877,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,1,18,1,0.0,-4.583597183227539e-05,,,0.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,1,19,1,0.0,-0.0001031160354614,,,0.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,1,2,1,1.0,0.0002325773239135,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,1,20,1,1.0,1.5795230865478516e-05,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,1,21,1,0.0,-0.0002463459968566,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,1,22,1,0.0,-0.001196801662445,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,1,24,1,1.0,0.0014221668243408,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,1,25,1,0.0,-6.805360317230225e-05,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,1,26,1,0.0,-0.0008457005023956,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,1,27,1,0.0,-4.939734935760498e-05,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,1,28,1,0.0,-0.0008378475904464,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,1,29,1,0.0,-0.0004468262195587,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,1,32,1,0.0,-0.0002388656139373,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,1,33,1,0.0,-0.0002086162567138,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,1,34,1,0.0,-0.001559555530548,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,1,35,1,1.0,1.4826655387878418e-05,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,1,36,1,0.0,-8.151866495609283e-05,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,1,38,1,1.0,0.0003196597099304,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,1,4,1,1.0,0.0001387000083923,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,1,40,1,0.0,-0.0002239495515823,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,1,41,1,0.0,-0.0003128945827484,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,1,42,1,0.0,-0.0003166198730468,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,1,43,1,1.0,7.155537605285645e-05,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,1,44,1,1.0,0.0004986226558685,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,1,45,1,0.0,-4.163384437561035e-05,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,1,46,1,1.0,0.000438243150711,,,1.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,1,47,1,1.0,0.0002578943967819,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,1,48,1,1.0,2.6613473892211917e-05,,,0.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,1,5,1,1.0,6.040185689926148e-05,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,1,50,1,1.0,0.0006195306777954,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,1,51,1,0.0,-4.89652156829834e-05,,,0.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,1,52,1,1.0,0.0005919635295867,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,1,53,1,0.0,-0.0004435181617736,,,1.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,1,54,1,0.0,-0.000436246395111,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,1,6,1,0.0,-0.000919222831726,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,1,7,1,1.0,0.0002791583538055,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,1,9,1,0.0,-0.0013539195060729,,,0.0,,,1.0,,,0.0,,,1.0
OpenBMI,4,2,1,1,0.0,-0.0008711516857147,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,2,10,1,0.0,-0.0006808042526245,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,2,13,1,1.0,0.000263512134552,,,0.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,2,14,1,0.0,-0.00179123878479,,,1.0,,,1.0,,,1.0,,,0.0
OpenBMI,4,2,15,1,0.0,-0.0005055665969848,,,1.0,,,1.0,,,0.0,,,0.0
OpenBMI,4,2,16,1,1.0,3.725290298461914e-05,,,0.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,2,17,1,0.0,-0.0021030008792877,,,1.0,,,0.0,,,1.0,,,0.0
OpenBMI,4,2,18,1,0.0,-4.583597183227539e-05,,,1.0,,,0.0,,,0.0,,,0.0
OpenBMI,4,2,19,1,0.0,-0.0001031160354614,,,0.0,,,1.0,,,1.0,,,1.0
OpenBMI,4,2,2,1,1.0,0.0002325773239135,,,1.0,,,0.0,,,0.0,,,1.0
OpenBMI,4,2,20,1,1.0,1.5795230865478516e-05,,,1.0,,,0.0,,,1.0,,,1.0
OpenBMI,4,2,21,1,0.0,-0.0002463459968566,,,1.0,,,1.0,,,0.0,,,1.0
