method,fold,seed,subject_id,BA,macro_f1,n_trials
PUD-Aux,3,1,6,0.95,0.949874686716792,100
PUD-Aux,3,1,7,0.74,0.7383252818035426,100
PUD-Aux,3,1,20,0.88,0.8792270531400965,100
PUD-Aux,3,1,23,0.66,0.6532027743778049,100
PUD-Aux,3,1,26,0.8400000000000001,0.839421918908069,100
PUD-Aux,3,1,35,0.83,0.8279178054458953,100
PUD-Aux,3,2,1,0.6799999999999999,0.6666666666666666,100
PUD-Aux,3,2,5,0.81,0.8090644156366193,100
PUD-Aux,3,2,6,0.98,0.98,100
PUD-Aux,3,2,7,0.75,0.7493734335839599,100
PUD-Aux,3,2,20,0.8600000000000001,0.8594941790445605,100
PUD-Aux,3,2,23,0.64,0.6305418719211823,100
PUD-Aux,3,2,26,0.87,0.8693598633303186,100
PUD-Aux,3,2,35,0.85,0.8481627695110842,100
PUD-Aux,4,0,3,0.83,0.8279178054458953,100
PUD-Aux,4,0,8,0.71,0.7050147492625369,100
PUD-Aux,4,0,11,0.71,0.7033248081841432,100
PUD-Aux,4,0,27,0.94,0.9399759903961584,100
PUD-Aux,4,0,28,0.88,0.8799519807923168,100
PUD-Aux,4,0,30,0.67,0.6643271284711627,100
PUD-Aux,4,0,38,0.67,0.6547756041426928,100
PUD-Aux,4,0,52,0.8200000000000001,0.8199279711884754,100
PUD-Aux,4,1,3,0.8200000000000001,0.8164014687882497,100
PUD-Aux,4,1,8,0.75,0.7493734335839599,100
PUD-Aux,4,1,11,0.78,0.7777777777777778,100
PUD-Aux,4,1,27,0.93,0.9298245614035088,100
PUD-Aux,4,1,28,0.8500000000000001,0.849624060150376,100
PUD-Aux,4,1,30,0.74,0.7390606182256123,100
PUD-Aux,4,1,38,0.72,0.7106242248863166,100
PUD-Aux,4,1,52,0.78,0.7796474358974359,100
PUD-Aux,4,2,3,0.94,0.939903846153846,100
PUD-Aux,4,2,8,0.76,0.7536945812807883,100
PUD-Aux,4,2,11,0.7,0.6899545266639107,100
PUD-Aux,4,2,27,0.8999999999999999,0.8993558776167472,100
PUD-Aux,4,2,28,0.88,0.8782467532467533,100
PUD-Aux,4,2,30,0.7,0.6995192307692308,100
PUD-Aux,4,2,38,0.71,0.6906666666666667,100
PUD-Aux,4,2,52,0.8,0.7947454844006567,100
Random-Aux,0,0,15,0.8300000000000001,0.8286117552172598,100
Random-Aux,0,0,19,0.83,0.8299829982998299,100
Random-Aux,0,0,32,0.71,0.7085720028137876,100
Random-Aux,0,0,33,0.82,0.8173701298701299,100
Random-Aux,0,0,41,0.77,0.7699769976997699,100
Random-Aux,0,0,46,0.66,0.6353496353496353,100
Random-Aux,0,0,47,0.93,0.9298245614035088,100
Random-Aux,0,0,49,0.8500000000000001,0.8492613807657522,100
Random-Aux,0,1,15,0.88,0.88,100
Random-Aux,0,1,19,0.74,0.7373737373737375,100
Random-Aux,0,1,32,0.69,0.6899689968996899,100
Random-Aux,0,1,33,0.73,0.721964782205746,100
Random-Aux,0,1,41,0.74,0.7383252818035426,100
Random-Aux,0,1,46,0.64,0.625,100
Random-Aux,0,1,47,0.91,0.9099189270343307,100
Random-Aux,0,1,49,0.8500000000000001,0.8492613807657522,100
Random-Aux,0,2,15,0.78,0.7756017951856384,100
Random-Aux,0,2,19,0.71,0.6991389148251893,100
Random-Aux,0,2,32,0.75,0.74997499749975,100
Random-Aux,0,2,33,0.81,0.8076728413807066,100
Random-Aux,0,2,41,0.77,0.7681217864704104,100
Random-Aux,0,2,46,0.64,0.6216897856242118,100
Random-Aux,0,2,47,0.91,0.909265046879726,100
Random-Aux,0,2,49,0.88,0.8792270531400965,100
Random-Aux,1,0,2,0.78,0.7767857142857143,100
Random-Aux,1,0,14,0.75,0.742559983523839,100
Random-Aux,1,0,34,0.72,0.719551282051282,100
Random-Aux,1,0,40,0.84,0.8399359743897559,100
Random-Aux,1,0,43,0.88,0.8798076923076923,100
Random-Aux,1,0,44,0.77,0.7593890574327858,100
Random-Aux,1,0,48,0.71,0.7013695808876532,100
Random-Aux,1,0,50,0.69,0.6899689968996899,100
Random-Aux,1,1,2,0.76,0.7599039615846338,100
Random-Aux,1,1,14,0.72,0.7159090909090908,100
Random-Aux,1,1,34,0.65,0.6496847162446202,100
Random-Aux,1,1,40,0.79,0.7874278773155178,100
Random-Aux,1,1,43,0.85,0.8498648783905515,100
Random-Aux,1,1,44,0.72,0.72,100
Random-Aux,1,1,48,0.6799999999999999,0.6736026111791106,100
Random-Aux,1,1,50,0.5700000000000001,0.568922305764411,100
Random-Aux,1,2,2,0.77,0.7699769976997699,100
Random-Aux,1,2,14,0.72,0.7144022847817217,100
Random-Aux,1,2,34,0.67,0.6659580929243851,100
Random-Aux,1,2,40,0.88,0.8799519807923168,100
Random-Aux,1,2,43,0.92,0.919967987194878,100
Random-Aux,1,2,44,0.75,0.7406369955389562,100
Random-Aux,1,2,48,0.69,0.6897207486738064,100
Random-Aux,1,2,50,0.6,0.5920032639738881,100
Random-Aux,2,0,9,0.65,0.6457131288591963,100
Random-Aux,2,0,10,0.71,0.7033248081841432,100
Random-Aux,2,0,16,0.81,0.8076728413807066,100
Random-Aux,2,0,21,0.86,0.8599439775910365,100
Random-Aux,2,0,22,0.65,0.6496847162446202,100
Random-Aux,2,0,31,0.91,0.9099189270343307,100
Random-Aux,2,0,45,0.71,0.7097387648883995,100
Random-Aux,2,0,53,0.78,0.7777777777777778,100
Random-Aux,2,1,9,0.6,0.5998399359743898,100
Random-Aux,2,1,10,0.7,0.6989160979526294,100
Random-Aux,2,1,16,0.8400000000000001,0.839421918908069,100
Random-Aux,2,1,21,0.8200000000000001,0.8193496587715776,100
Random-Aux,2,1,22,0.68,0.6637242538881883,100
Random-Aux,2,1,31,0.87,0.8699869986998701,100
Random-Aux,2,1,45,0.75,0.7497747973175859,100
Random-Aux,2,1,53,0.78,0.7785829307568438,100
Random-Aux,2,2,9,0.6000000000000001,0.5985547972701726,100
Random-Aux,2,2,10,0.69,0.6899689968996899,100
Random-Aux,2,2,16,0.86,0.8599439775910365,100
Random-Aux,2,2,21,0.8,0.7999199679871949,100
Random-Aux,2,2,22,0.6,0.5796553173602353,100
Random-Aux,2,2,31,0.8600000000000001,0.8594941790445605,100
Random-Aux,2,2,45,0.77,0.7694235588972431,100
Random-Aux,2,2,53,0.77,0.7660461804495982,100
Random-Aux,3,0,1,0.68,0.6753246753246753,100
Random-Aux,3,0,5,0.72,0.7181964573268921,100
Random-Aux,3,0,6,0.92,0.919967987194878,100
Random-Aux,3,0,7,0.76,0.7552019583843329,100
Random-Aux,3,0,20,0.88,0.8799519807923168,100
Random-Aux,3,0,23,0.65,0.6439833180754755,100
Random-Aux,3,0,26,0.8200000000000001,0.8193496587715776,100
Random-Aux,3,0,35,0.82,0.8173701298701299,100
Random-Aux,3,1,1,0.6799999999999999,0.6798719487795117,100
Random-Aux,3,1,5,0.7,0.6899545266639107,100
Random-Aux,3,1,6,0.96,0.959983993597439,100
Random-Aux,3,1,7,0.74,0.7383252818035426,100
Random-Aux,3,1,20,0.8300000000000001,0.8286117552172598,100
Random-Aux,3,1,23,0.6499999999999999,0.6395839769333744,100
Random-Aux,3,1,26,0.93,0.92999299929993,100
Random-Aux,3,1,35,0.82,0.8173701298701299,100
Random-Aux,3,2,1,0.69,0.6828644501278772,100
Random-Aux,3,2,5,0.8,0.797979797979798,100
Random-Aux,3,2,6,0.98,0.98,100
Random-Aux,3,2,7,0.75,0.7469379491851402,100
Random-Aux,3,2,20,0.91,0.9097744360902256,100
Random-Aux,3,2,23,0.69,0.6846709388668497,100
Random-Aux,3,2,26,0.8799999999999999,0.8795664391810518,100
Random-Aux,3,2,35,0.84,0.8383838383838383,100
Random-Aux,4,0,3,0.88,0.8792270531400965,100
Random-Aux,4,0,8,0.6799999999999999,0.677938808373591,100
Random-Aux,4,0,11,0.73,0.7237851662404092,100
Random-Aux,4,0,27,0.91,0.9097744360902256,100
Random-Aux,4,0,28,0.86,0.8585858585858586,100
Random-Aux,4,0,30,0.76,0.7596153846153846,100
Random-Aux,4,0,38,0.7,0.6899545266639107,100
Random-Aux,4,0,52,0.71,0.7013695808876532,100
Random-Aux,4,1,3,0.95,0.94999499949995,100
Random-Aux,4,1,8,0.79,0.78997899789979,100
Random-Aux,4,1,11,0.71,0.7050147492625369,100
Random-Aux,4,1,27,0.94,0.939903846153846,100
Random-Aux,4,1,28,0.8899999999999999,0.8894583458948849,100
Random-Aux,4,1,30,0.74,0.7398959583833533,100
Random-Aux,4,1,38,0.71,0.7092731829573935,100
Random-Aux,4,1,52,0.75,0.7497747973175859,100
Random-Aux,4,2,3,0.96,0.959983993597439,100
Random-Aux,4,2,8,0.85,0.84998499849985,100
Random-Aux,4,2,11,0.74,0.7362012987012987,100
Random-Aux,4,2,27,0.91,0.9099189270343307,100
Random-Aux,4,2,28,0.8999999999999999,0.8996386993175431,100
Random-Aux,4,2,30,0.72,0.7171717171717171,100
Random-Aux,4,2,38,0.69,0.6756982948007113,100
Random-Aux,4,2,52,0.77,0.769792813532179,100
Vanilla,0,0,15,0.88,0.8798076923076923,100
Vanilla,0,0,19,0.78,0.779205138498595,100
Vanilla,0,0,32,0.7,0.7,100
Vanilla,0,0,33,0.83,0.8270776116366596,100
Vanilla,0,0,41,0.75,0.742559983523839,100
Vanilla,0,0,46,0.6599999999999999,0.6263736263736264,100
Vanilla,0,0,47,0.93,0.929936943248924,100
Vanilla,0,0,49,0.87,0.8689384010484928,100
Vanilla,0,1,15,0.92,0.919967987194878,100
Vanilla,0,1,19,0.65,0.630450849963045,100
Vanilla,0,1,32,0.64,0.6398559423769508,100
Vanilla,0,1,33,0.73,0.721964782205746,100
Vanilla,0,1,41,0.77,0.7699769976997699,100
Vanilla,0,1,46,0.6000000000000001,0.5985547972701726,100
Vanilla,0,1,47,0.89,0.8899889988998899,100
Vanilla,0,1,49,0.87,0.8696741854636592,100
Vanilla,0,2,15,0.89,0.8899889988998899,100
Vanilla,0,2,19,0.77,0.7660461804495982,100
Vanilla,0,2,32,0.73,0.72997299729973,100
Vanilla,0,2,33,0.86,0.8585858585858586,100
Vanilla,0,2,41,0.76,0.7575757575757576,100
Vanilla,0,2,46,0.66,0.6550324675324675,100
Vanilla,0,2,47,0.95,0.9499549594635172,100
Vanilla,0,2,49,0.8799999999999999,0.8795664391810518,100
Vanilla,1,0,2,0.74,0.7373737373737375,100
Vanilla,1,0,14,0.79,0.7882851093860268,100
Vanilla,1,0,34,0.66,0.6565656565656566,100
Vanilla,1,0,40,0.8400000000000001,0.8357963875205254,100
Vanilla,1,0,43,0.8799999999999999,0.8795664391810518,100
Vanilla,1,0,44,0.81,0.8056265984654731,100
Vanilla,1,0,48,0.69,0.6783898744683059,100
Vanilla,1,0,50,0.6,0.5659722222222222,100
Vanilla,1,1,2,0.8200000000000001,0.8199279711884754,100
Vanilla,1,1,14,0.6799999999999999,0.6692848284415047,100
Vanilla,1,1,34,0.6699999999999999,0.6673051718923279,100
Vanilla,1,1,40,0.78,0.7726333195535345,100
Vanilla,1,1,43,0.8999999999999999,0.8998397435897436,100
Vanilla,1,1,44,0.75,0.7457023700539112,100
Vanilla,1,1,48,0.71,0.7085720028137876,100
Vanilla,1,1,50,0.6,0.5659722222222222,100
Vanilla,1,2,2,0.8,0.7992773986350863,100
Vanilla,1,2,14,0.78,0.779205138498595,100
Vanilla,1,2,34,0.56,0.5452666391070691,100
Vanilla,1,2,40,0.87,0.8693598633303186,100
Vanilla,1,2,43,0.8999999999999999,0.8998397435897436,100
Vanilla,1,2,44,0.7,0.6744791666666667,100
Vanilla,1,2,48,0.69,0.6874684948079444,100
Vanilla,1,2,50,0.7,0.6998799519807923,100
Vanilla,2,0,9,0.69,0.6846709388668497,100
Vanilla,2,0,10,0.6799999999999999,0.6788438378161381,100
Vanilla,2,0,16,0.85,0.8498648783905515,100
Vanilla,2,0,21,0.97,0.96999699969997,100
Vanilla,2,0,22,0.7,0.696969696969697,100
Vanilla,2,0,31,0.86,0.86,100
Vanilla,2,0,45,0.8200000000000001,0.8193496587715776,100
Vanilla,2,0,53,0.81,0.8098288459613652,100
Vanilla,2,1,9,0.72,0.7181964573268921,100
Vanilla,2,1,10,0.64,0.6347402597402598,100
Vanilla,2,1,16,0.88,0.88,100
Vanilla,2,1,21,1.0,1.0,100
Vanilla,2,1,22,0.74,0.7390606182256123,100
Vanilla,2,1,31,0.89,0.8899889988998899,100
Vanilla,2,1,45,0.88,0.8799519807923168,100
Vanilla,2,1,53,0.76,0.7599039615846338,100
Vanilla,2,2,9,0.61,0.6096486838154338,100
Vanilla,2,2,10,0.7,0.6998799519807923,100
Vanilla,2,2,16,0.8200000000000001,0.8199279711884754,100
Vanilla,2,2,21,0.91,0.9099189270343307,100
Vanilla,2,2,22,0.6699999999999999,0.6683750376846548,100
Vanilla,2,2,31,0.8200000000000001,0.8197115384615384,100
Vanilla,2,2,45,0.76,0.7599039615846338,100
Vanilla,2,2,53,0.8,0.7987117552334944,100
Vanilla,3,0,1,0.62,0.6100164203612479,100
Vanilla,3,0,5,0.72,0.7126436781609196,100
Vanilla,3,0,6,0.97,0.96999699969997,100
Vanilla,3,0,7,0.74,0.74,100
Vanilla,3,0,20,0.91,0.9099189270343307,100
Vanilla,3,0,23,0.6799999999999999,0.6692848284415047,100
Vanilla,3,0,26,0.88,0.8799519807923168,100
Vanilla,3,0,35,0.81,0.8067338012409724,100
Vanilla,3,1,1,0.6699999999999999,0.6576408341114224,100
Vanilla,3,1,5,0.78,0.7796474358974359,100
Vanilla,3,1,6,0.98,0.98,100
Vanilla,3,1,7,0.69,0.6897207486738064,100
Vanilla,3,1,20,0.89,0.8899009108197378,100
Vanilla,3,1,23,0.65,0.6368917937545389,100
Vanilla,3,1,26,0.85,0.8481627695110842,100
Vanilla,3,1,35,0.87,0.8684077335762729,100
Vanilla,3,2,1,0.63,0.6290726817042607,100
Vanilla,3,2,5,0.77,0.7694235588972431,100
Vanilla,3,2,6,0.96,0.959983993597439,100
Vanilla,3,2,7,0.77,0.7688674505074866,100
Vanilla,3,2,20,0.87,0.8699869986998701,100
Vanilla,3,2,23,0.62,0.6006725514922235,100
Vanilla,3,2,26,0.8400000000000001,0.8397435897435898,100
Vanilla,3,2,35,0.85,0.8465473145780051,100
Vanilla,4,0,3,0.87,0.8698828946051447,100
Vanilla,4,0,8,0.76,0.7575757575757576,100
Vanilla,4,0,11,0.67,0.648,100
Vanilla,4,0,27,0.8999999999999999,0.8993558776167472,100
Vanilla,4,0,28,0.87,0.8693598633303186,100
Vanilla,4,0,30,0.71,0.7092731829573935,100
Vanilla,4,0,38,0.6799999999999999,0.6692848284415047,100
Vanilla,4,0,52,0.79,0.7889659330720531,100
Vanilla,4,1,3,0.95,0.9499549594635172,100
Vanilla,4,1,8,0.85,0.8498648783905515,100
Vanilla,4,1,11,0.73,0.7277951406391774,100
Vanilla,4,1,27,0.94,0.939903846153846,100
Vanilla,4,1,28,0.93,0.929936943248924,100
Vanilla,4,1,30,0.7,0.6980676328502415,100
Vanilla,4,1,38,0.6699999999999999,0.6349153667441089,100
Vanilla,4,1,52,0.81,0.8090644156366193,100
Vanilla,4,2,3,0.96,0.959983993597439,100
Vanilla,4,2,8,0.78,0.7799119647859143,100
Vanilla,4,2,11,0.77,0.7694235588972431,100
Vanilla,4,2,27,0.93,0.9298245614035088,100
Vanilla,4,2,28,0.8999999999999999,0.8993558776167472,100
Vanilla,4,2,30,0.75,0.7487689679429204,100
Vanilla,4,2,38,0.74,0.7331691297208538,100
Vanilla,4,2,52,0.79,0.7863899908452854,100
