variant,seed,fold,subject_id,BA,macro_F1,accuracy,NLL,source_sessions,target_S1_used,target_adaptation,strict_unseen_subject,best_epoch,OUTER_TEST_USED
S1_ONLY_SOURCE_TO_S2,2,1,45,0.72,0.7159090909090908,0.72,0.582561201865589,1,False,False,True,56,False
S1_ONLY_SOURCE_TO_S2,2,1,48,0.63,0.62996299629963,0.63,0.7375812089948637,1,False,False,True,56,False
S1_ONLY_SOURCE_TO_S2,2,2,7,0.66,0.6598639455782312,0.66,0.6063504549592831,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,2,2,22,0.64,0.6216897856242118,0.64,0.6754055355961084,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,2,2,26,0.73,0.7293233082706767,0.73,0.4781891431837693,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,2,2,34,0.59,0.5849782366636299,0.59,0.9220484528145587,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,2,2,44,0.63,0.6214833759590792,0.63,0.7513328655927104,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,2,2,52,0.6399999999999999,0.6386993175431553,0.64,0.5954719428676887,1,False,False,True,59,False
S1_ONLY_SOURCE_TO_S2,2,3,9,0.5700000000000001,0.568922305764411,0.57,0.8292038120501798,1,False,False,True,45,False
S1_ONLY_SOURCE_TO_S2,2,3,15,0.76,0.7584541062801933,0.76,0.48044075374064243,1,False,False,True,45,False
S1_ONLY_SOURCE_TO_S2,2,3,20,0.84,0.8399359743897559,0.84,0.38807323744246774,1,False,False,True,45,False
S1_ONLY_SOURCE_TO_S2,2,3,21,0.7,0.696969696969697,0.7,0.6343564550235803,1,False,False,True,45,False
S1_ONLY_SOURCE_TO_S2,2,3,27,0.85,0.8481627695110842,0.85,0.34040201130832587,1,False,False,True,45,False
S1_ONLY_SOURCE_TO_S2,2,3,28,0.78,0.7777777777777778,0.78,0.48764466681355373,1,False,False,True,45,False
S1_ONLY_SOURCE_TO_S2,2,3,38,0.5900000000000001,0.5896306676008407,0.59,0.6746425112124835,1,False,False,True,45,False
S1_ONLY_SOURCE_TO_S2,2,3,41,0.74,0.7331691297208538,0.74,0.5923510103665557,1,False,False,True,45,False
S1_ONLY_SOURCE_TO_S2,2,3,46,0.7,0.6956168831168831,0.7,0.6364132447423273,1,False,False,True,45,False
S1_ONLY_SOURCE_TO_S2,2,4,3,0.8300000000000001,0.8295739348370927,0.83,0.42984344967203925,1,False,False,True,53,False
S1_ONLY_SOURCE_TO_S2,2,4,8,0.6799999999999999,0.6736026111791106,0.68,0.6184660954553047,1,False,False,True,53,False
S1_ONLY_SOURCE_TO_S2,2,4,11,0.73,0.7293233082706767,0.73,0.521635895033006,1,False,False,True,53,False
S1_ONLY_SOURCE_TO_S2,2,4,23,0.62,0.6161616161616161,0.62,0.8561193781461196,1,False,False,True,53,False
S1_ONLY_SOURCE_TO_S2,2,4,30,0.6499999999999999,0.6482765551200884,0.65,0.6790100211134232,1,False,False,True,53,False
S1_ONLY_SOURCE_TO_S2,2,4,31,0.73,0.7277951406391774,0.73,0.47388129300159276,1,False,False,True,53,False
S1_ONLY_SOURCE_TO_S2,2,4,49,0.77,0.769792813532179,0.77,0.5010052605855699,1,False,False,True,53,False
