dataset,role,fold,seed,subject,method,recipe,BA,macro_F1,future_session_used_for_fit,future_labels_used_for_fit,population_checkpoint_id,matched_subject,assigned_subject
WBCIC,outcome,3,2,42,wrong_adapter,pda_r1_lx0.5_lp0.01,0.81,0.809313528703332,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,23,
WBCIC,outcome,3,2,42,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7799119647859143,False,False,7a82961dd3ad2b1c1a659c2e46a5a9791ad459b3e9b88148bb8f7d67e9ed00fe,,6
WBCIC,outcome,4,0,7,correct_adapter,pda_r1_lx0.5_lp0.01,0.77,0.7688674505074866,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,
WBCIC,outcome,4,0,7,wrong_adapter,pda_r1_lx0.5_lp0.01,0.74,0.7340153452685422,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,47,
WBCIC,outcome,4,0,7,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.7949999999999999,0.794584032666149,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,12
WBCIC,outcome,4,0,12,correct_adapter,pda_r1_lx0.5_lp0.01,0.485,0.482814892922598,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,
WBCIC,outcome,4,0,12,wrong_adapter,pda_r1_lx0.5_lp0.01,0.51,0.4987212276214834,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,50,
WBCIC,outcome,4,0,12,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.49,0.47482236638863146,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,14
WBCIC,outcome,4,0,14,correct_adapter,pda_r1_lx0.5_lp0.01,0.53,0.4506778868630201,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,
WBCIC,outcome,4,0,14,wrong_adapter,pda_r1_lx0.5_lp0.01,0.52,0.5104039167686658,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,17,
WBCIC,outcome,4,0,14,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.52,0.5104039167686658,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,17
WBCIC,outcome,4,0,17,correct_adapter,pda_r1_lx0.5_lp0.01,0.835,0.8331605955661164,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,
WBCIC,outcome,4,0,17,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8200000000000001,0.8185300937594515,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,14,
WBCIC,outcome,4,0,17,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7688104245481295,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,32
WBCIC,outcome,4,0,32,correct_adapter,pda_r1_lx0.5_lp0.01,0.5658080808080808,0.48202179176755444,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,
WBCIC,outcome,4,0,32,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5667676767676768,0.5466730239457512,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,17,
WBCIC,outcome,4,0,32,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6227777777777778,0.6212409592691284,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,47
WBCIC,outcome,4,0,47,correct_adapter,pda_r1_lx0.5_lp0.01,0.825,0.8242574878863197,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,
WBCIC,outcome,4,0,47,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8400000000000001,0.839421918908069,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,50,
WBCIC,outcome,4,0,47,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.82,0.816905706438816,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,48
WBCIC,outcome,4,0,48,correct_adapter,pda_r1_lx0.5_lp0.01,0.8500000000000001,0.8492613807657522,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,
WBCIC,outcome,4,0,48,wrong_adapter,pda_r1_lx0.5_lp0.01,0.845,0.8421226859514654,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,32,
WBCIC,outcome,4,0,48,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.86,0.859775641025641,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,50
WBCIC,outcome,4,0,50,correct_adapter,pda_r1_lx0.5_lp0.01,0.955,0.9549898727213624,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,
WBCIC,outcome,4,0,50,wrong_adapter,pda_r1_lx0.5_lp0.01,0.9550000000000001,0.9549718574108819,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,12,
WBCIC,outcome,4,0,50,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.9550000000000001,0.9549718574108819,False,False,79c15d2d55be5fef806f196d95a701c68545ebc6aad18869474ddae1c7bbc955,,7
WBCIC,outcome,4,1,7,correct_adapter,pda_r1_lx0.5_lp0.01,0.81,0.809313528703332,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,
WBCIC,outcome,4,1,7,wrong_adapter,pda_r1_lx0.5_lp0.01,0.81,0.809313528703332,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,14,
WBCIC,outcome,4,1,7,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.78,0.7756017951856384,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,12
WBCIC,outcome,4,1,12,correct_adapter,pda_r1_lx0.5_lp0.01,0.535,0.4998790029845931,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,
WBCIC,outcome,4,1,12,wrong_adapter,pda_r1_lx0.5_lp0.01,0.485,0.47232254924562617,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,17,
WBCIC,outcome,4,1,12,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.5,0.49919871794871795,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,14
WBCIC,outcome,4,1,14,correct_adapter,pda_r1_lx0.5_lp0.01,0.54,0.5208333333333334,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,
WBCIC,outcome,4,1,14,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5700000000000001,0.5664885573142454,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,7,
WBCIC,outcome,4,1,14,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.56,0.5578333835795397,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,17
WBCIC,outcome,4,1,17,correct_adapter,pda_r1_lx0.5_lp0.01,0.84,0.83998399839984,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,
WBCIC,outcome,4,1,17,wrong_adapter,pda_r1_lx0.5_lp0.01,0.835,0.8344993605657113,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,14,
WBCIC,outcome,4,1,17,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8200000000000001,0.8177953234133009,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,32
WBCIC,outcome,4,1,32,correct_adapter,pda_r1_lx0.5_lp0.01,0.6045454545454545,0.5633176856198439,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,
WBCIC,outcome,4,1,32,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5988383838383838,0.586622351474865,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,50,
WBCIC,outcome,4,1,32,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.5583838383838384,0.5518018018018018,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,47
WBCIC,outcome,4,1,47,correct_adapter,pda_r1_lx0.5_lp0.01,0.8,0.7992773986350863,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,
WBCIC,outcome,4,1,47,wrong_adapter,pda_r1_lx0.5_lp0.01,0.76,0.7528575841828853,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,12,
WBCIC,outcome,4,1,47,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.845,0.8445297023496076,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,48
WBCIC,outcome,4,1,48,correct_adapter,pda_r1_lx0.5_lp0.01,0.855,0.8548221571424997,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,
WBCIC,outcome,4,1,48,wrong_adapter,pda_r1_lx0.5_lp0.01,0.865,0.8649155722326454,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,50,
WBCIC,outcome,4,1,48,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.865,0.8649155722326454,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,50
WBCIC,outcome,4,1,50,correct_adapter,pda_r1_lx0.5_lp0.01,0.95,0.9499549594635172,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,
WBCIC,outcome,4,1,50,wrong_adapter,pda_r1_lx0.5_lp0.01,0.95,0.9499198717948718,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,48,
WBCIC,outcome,4,1,50,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.95,0.9499549594635172,False,False,d91ae8eda4e2b3165ec3038ad046585be57eae89f9472371c35266eeac72bd77,,7
WBCIC,outcome,4,2,7,correct_adapter,pda_r1_lx0.5_lp0.01,0.76,0.7544757033248082,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,
WBCIC,outcome,4,2,7,wrong_adapter,pda_r1_lx0.5_lp0.01,0.79,0.78997899789979,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,48,
WBCIC,outcome,4,2,7,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.785,0.7849516141131755,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,12
WBCIC,outcome,4,2,12,correct_adapter,pda_r1_lx0.5_lp0.01,0.54,0.5398159263705482,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,
WBCIC,outcome,4,2,12,wrong_adapter,pda_r1_lx0.5_lp0.01,0.565,0.5459171690284192,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,32,
WBCIC,outcome,4,2,12,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.585,0.5584988962472406,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,14
WBCIC,outcome,4,2,14,correct_adapter,pda_r1_lx0.5_lp0.01,0.525,0.5249881247031176,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,
WBCIC,outcome,4,2,14,wrong_adapter,pda_r1_lx0.5_lp0.01,0.5349999999999999,0.5330270392407923,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,32,
WBCIC,outcome,4,2,14,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.5449999999999999,0.5337995337995338,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,17
WBCIC,outcome,4,2,17,correct_adapter,pda_r1_lx0.5_lp0.01,0.86,0.8599439775910365,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,
WBCIC,outcome,4,2,17,wrong_adapter,pda_r1_lx0.5_lp0.01,0.875,0.8746207277012964,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,48,
WBCIC,outcome,4,2,17,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.8700000000000001,0.8695303091128062,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,32
WBCIC,outcome,4,2,32,correct_adapter,pda_r1_lx0.5_lp0.01,0.6373737373737374,0.6279601163273785,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,
WBCIC,outcome,4,2,32,wrong_adapter,pda_r1_lx0.5_lp0.01,0.621969696969697,0.6018407362945177,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,14,
WBCIC,outcome,4,2,32,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.6175252525252526,0.612919737919738,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,47
WBCIC,outcome,4,2,47,correct_adapter,pda_r1_lx0.5_lp0.01,0.815,0.8144386769979186,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,
WBCIC,outcome,4,2,47,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8300000000000001,0.8298468621759583,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,50,
WBCIC,outcome,4,2,47,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.85,0.8487750781328763,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,48
WBCIC,outcome,4,2,48,correct_adapter,pda_r1_lx0.5_lp0.01,0.875,0.8749968749218731,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,
WBCIC,outcome,4,2,48,wrong_adapter,pda_r1_lx0.5_lp0.01,0.8,0.7960016319869441,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,7,
WBCIC,outcome,4,2,48,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.865,0.8640175266299011,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,50
WBCIC,outcome,4,2,50,correct_adapter,pda_r1_lx0.5_lp0.01,0.96,0.95999599959996,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,
WBCIC,outcome,4,2,50,wrong_adapter,pda_r1_lx0.5_lp0.01,0.955,0.9549988749718743,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,47,
WBCIC,outcome,4,2,50,shuffled_adapter,pda_r1_lx0.5_lp0.01,0.94,0.9398496240601504,False,False,85dfec5791c4a3e4aa3528451bdc45e0b3e8122187dba2e4efdbb6a8511b2f1c,,7
