Model,Task,fold,seed,checkpoint_record_path,checkpoint_present,checkpoint_path,checkpoint_sha256,split_sha256,representation_layer,protected_assignment_path,protected_assignment_sha256,protected_rank,frozen_embedding_path,spectral_transform_path,random_coordinate_path,sessions,probe_configuration,status,reason
CBraMod,OpenBMI_ERP,1,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold1_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_ERP,1,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold1_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,7bade5eb5140df02acc16657be3fdac56162d2a53a3225323df8e690e89cd363,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_ERP,2,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold2_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,e5e211720278511a307e0fcb0265e0d69a8decd48dd4032101b33bb7bc2e4d17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\openbmi_erp\fold2_seed0.json,1044e4fe27147350b1b500aacd3fb410e12227a40bdb4538a2492672614546cc,5,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
CBraMod,OpenBMI_ERP,2,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold2_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_ERP,2,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold2_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,4078c4237220a7a6a347efd5f130a88493b920708ad061aa61960bd8c5f7836e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_ERP,3,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold3_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,74bd14ef700f6c45d2caebfc968f88636f086f283ef251d4b32ab0a4415164d4,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\openbmi_erp\fold3_seed0.json,832b7152b8c3b2cc6bb271a98e4bab13ae3ba8613823f3d04c6e23a535cfb4c7,4,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
CBraMod,OpenBMI_ERP,3,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold3_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,6645702487984c44d329e4b32fb47ee2f304248a2fcc71d9bdf29db25225ada6,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_ERP,3,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold3_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,d9d4c012e83780b19349e372ee61cd0302f0f64ec5b81c8b56db150d47d882f8,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_ERP,4,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold4_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,89a5f53f116a846a0cf5d73d78e6f07ea10d1804e2c3d86af596eb78d6fc83ea,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\openbmi_erp\fold4_seed0.json,2baace9b597d9eff4ef0a2466465411b41b67c8ed447165528ac91fe28393e84,4,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
CBraMod,OpenBMI_ERP,4,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold4_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,b95b50d42d3b85f304884c6dc4d42c4a92d82b63b572a79fac6c72659bafc668,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_ERP,4,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_erp\cbramod\fold4_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,5aa64be20360c6ee97ac90a4cc1e56283d5a8736707431d1828b983b72ef6990,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_SSVEP,0,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold0_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,a4a86c87a0a3a2db6f7ace786463b2aa46c26b1915a4b698b44f0b5764f7d462,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\openbmi_ssvep\fold0_seed0.json,3640d79f1772a9c540c6a9ab5456763674565456d4a1d909b7642b12488bc196,0,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,EMPTY_PROTECTED,PROTECTED_RANK_ZERO_EXCLUDED_BY_PROTOCOL
CBraMod,OpenBMI_SSVEP,0,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold0_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,f36eba93fd5a6e752b8fedd37c4c5a44b84d1de3bad5d5d5b7e1ad185a217627,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_SSVEP,0,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold0_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,d5c088ec8069122bcad2d592a158c03046b4c25b781dcfdc17bf0c164c07083c,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_SSVEP,1,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold1_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,c0ccf2724454df896ed7c95d6ccec969194c8cc395f28fe9bbf783519003eb17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\openbmi_ssvep\fold1_seed0.json,4832420dc698e1ba80945ce01ad2f04070bfdc5249284a6eece88784992b19fb,0,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,EMPTY_PROTECTED,PROTECTED_RANK_ZERO_EXCLUDED_BY_PROTOCOL
CBraMod,OpenBMI_SSVEP,1,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold1_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,f16580e3fbac26ae0a83eba9eee4539f7f6d9b24f2daba18b63f75568aea89e1,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_SSVEP,1,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold1_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,70d04a476c212c73a5ef29e3bde76e7357201e2fd654d617aed13525f3def0c1,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_SSVEP,2,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold2_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,edfa127aaca856d34147e0a77e2859b8fc0efab1ee6bf82614d35757177e3daa,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\openbmi_ssvep\fold2_seed0.json,6561d3007ed4fb4634b2444132dbd404a49d89f11834b8c3f8c4958c2edc2165,0,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,EMPTY_PROTECTED,PROTECTED_RANK_ZERO_EXCLUDED_BY_PROTOCOL
CBraMod,OpenBMI_SSVEP,2,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold2_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,f2096749ab06aff683ba05621a5b0064ac76a96f043bc50c3476841f1818a797,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_SSVEP,2,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold2_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,1ccbdd7096904b45d48a518dea77aa14afa3a2951f3779be23250c51ea51fc93,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_SSVEP,3,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold3_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,b32b6848250162b630d39c79cfdbe500fb2a673cb1864b39f9776c7463e41d13,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\openbmi_ssvep\fold3_seed0.json,1688aa63fb003890f8d2cb5f210225ea49b88ed623432fc5f6e7d9a33cb72af9,0,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,EMPTY_PROTECTED,PROTECTED_RANK_ZERO_EXCLUDED_BY_PROTOCOL
CBraMod,OpenBMI_SSVEP,3,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold3_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,bb8933aa5f347e83f62ff87c42ceb4591b6441e3fe59ab9af62bbd2141ab2f52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_SSVEP,3,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold3_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,4efe8703d62eecfbb9e2684b554b1373ceb79336dff94abbefddd60f4186fbee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_SSVEP,4,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold4_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,5f4bae51c14beb8156e44f93fa4d2c587632df709456f4ea1df9ca45e27ece36,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\openbmi_ssvep\fold4_seed0.json,597b944d695eb5fad06abc2da5ee7f304c524830beea79c794bdf633bb6e2d14,3,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
CBraMod,OpenBMI_SSVEP,4,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold4_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,9eb7dda3434cba641ca55ef83c853868538f3e0d1efaf366d3e0e60ab43cb488,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,OpenBMI_SSVEP,4,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\openbmi_ssvep\cbramod\fold4_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,81247a470eeb6c86945bf3887790dbe0a05886d4b5e2db5be103629fe449c64c,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,WBCIC_MI,0,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold0_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,359f25f1af29ce35834d562a2aa4a282d3e463b259f742fa91b3873c8c5a017e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\wbcic_mi\fold0_seed0.json,97529acad8025ecd7ff844969fd76a951dd65330925376b7c3cc4da95b8d6f24,0,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,EMPTY_PROTECTED,PROTECTED_RANK_ZERO_EXCLUDED_BY_PROTOCOL
CBraMod,WBCIC_MI,0,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold0_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,8725c4e49ffa3b91386487bea9755c17782fcb522b5b1bb602588aee16906381,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,WBCIC_MI,0,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold0_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,4a8ba859930fa2325efbe7ac52b612776d93711cd4b7bf86b1dff16d078aaec8,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,WBCIC_MI,1,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold1_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,83d11588545624c1852b45b143326c32623feee1dfec5154d76af8664f8f39e6,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\wbcic_mi\fold1_seed0.json,d99e9f9fb1830c6974bf03aa0769d6d31feb41e156ea9994bdfd542a15329ea4,4,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
CBraMod,WBCIC_MI,1,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold1_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,afa609be53a5cf43c3f2f351c4d6c264c08999e06c2e84d7fcb656acee71b7ce,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,WBCIC_MI,1,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold1_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,c010d09b943505180be57363a5d5d0ce6b2b55746aa4613831bf16c388702054,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,WBCIC_MI,2,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold2_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,fc9325fd6f4aabd59045bb70bed999c939545c70cad0c47332996de6a018d737,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\wbcic_mi\fold2_seed0.json,32042f89e034d970af9bb3e6143d1e2749616744710b7f172297b45e74f3646a,4,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
CBraMod,WBCIC_MI,2,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold2_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,e360285a02b6cd419bbb1bd9352060cde0b4b4b0627b171a57e3b13a765ca175,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,WBCIC_MI,2,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold2_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,36ecec42e5038b4d4885eaf27a06886be938a296e0122e3457d2691bcb68b88e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,WBCIC_MI,3,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold3_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,b330b681fd536c39787b0ae475f2fcdb2b855901e878f28a0ec5b1a97ae92914,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,final pre-classifier hook used by corrected PEEH,D:\nips-temp\TotalP\P1\crossbackbone_peeh_runtime\cells\cbramod\wbcic_mi\fold3_seed0.json,a4640bf797cf40a84ba54166874790fbb6c2b725281dfdde06a385fd2cc0fee5,4,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_FROZEN_EMBEDDING_SPECTRAL_TRANSFORM_AND_RANDOM_COORDINATE_FILES
CBraMod,WBCIC_MI,3,1,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold3_seed1\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,564d5a30b42e002d35488ace287de1c3749c176a3b9a942783b23c29fe88de08,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,WBCIC_MI,3,2,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold3_seed2\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,ac52a8853c707295c9223a4894cff20d357f4995582803413cd32e415e82c0a7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
CBraMod,WBCIC_MI,4,0,D:\nips-temp\TotalP\P1\seven_backbone_fourtask_3seed_runtime\search_cells\wbcic_mi\cbramod\fold4_seed0\record.json,True,D:\nips-temp\TotalP\P2\fm_rescue_runtime\CBraMod\pretrained_weights\pretrained_weights.pth,014ec79e698389fe84b4374e8bba8dc294647b8b6800d3ecf7464720510e7925,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,,,,,,,S0;S1;S2,Appendix-L ridge/linear probe; alpha=0.01; TRAIN-only standardizer,INCOMPLETE,MISSING_CORRECTED_PEEH_PROTECTED_ASSIGNMENT
