subject_id,source_fold,step,checkpoint,finite_decision_change,predicted_decision_damage_finite
9,3,1,t1,0.0,0.0
9,3,2,t2,0.0,0.0
9,3,3,t3,0.0,0.0
9,3,4,t4,0.0,0.0
1,4,0,t0,0.01,0.0
1,4,1,t1,-0.01,0.01
1,4,2,t2,0.0,0.0
1,4,3,t3,0.0,0.0
1,4,4,t4,0.0,0.0
10,4,0,t0,0.01,0.0
10,4,1,t1,0.01,0.0
10,4,2,t2,0.0,0.0
10,4,3,t3,0.02,0.0
10,4,4,t4,-0.010000000000000002,0.010000000000000002
11,4,0,t0,0.0,0.0
11,4,1,t1,0.02,0.0
11,4,2,t2,0.0,0.0
11,4,3,t3,0.0,0.0
11,4,4,t4,0.02,0.0
14,4,0,t0,0.0,0.0
14,4,1,t1,0.0,0.0
14,4,2,t2,0.0,0.0
14,4,3,t3,0.01,0.0
14,4,4,t4,0.0,0.0
15,4,0,t0,0.0,0.0
15,4,1,t1,0.0,0.0
15,4,2,t2,0.0,0.0
15,4,3,t3,0.0,0.0
15,4,4,t4,0.0,0.0
16,4,0,t0,0.0,0.0
16,4,1,t1,0.0,0.0
16,4,2,t2,0.0,0.0
16,4,3,t3,0.0,0.0
16,4,4,t4,0.0,0.0
19,4,0,t0,0.0,0.0
19,4,1,t1,0.0,0.0
19,4,2,t2,0.0,0.0
19,4,3,t3,0.0,0.0
19,4,4,t4,0.0,0.0
2,4,0,t0,0.0,0.0
2,4,1,t1,0.01,0.0
2,4,2,t2,0.0,0.0
2,4,3,t3,0.01,0.0
2,4,4,t4,0.009999999999999998,0.0
20,4,0,t0,0.0,0.0
20,4,1,t1,0.0,0.0
20,4,2,t2,0.0,0.0
20,4,3,t3,0.0,0.0
20,4,4,t4,0.01,0.0
21,4,0,t0,0.02,0.0
21,4,1,t1,-0.01,0.01
21,4,2,t2,-0.01,0.01
21,4,3,t3,0.0,0.0
21,4,4,t4,0.0,0.0
22,4,0,t0,0.01,0.0
22,4,1,t1,0.01,0.0
22,4,2,t2,0.0,0.0
22,4,3,t3,0.009999999999999998,0.0
22,4,4,t4,0.010000000000000002,0.0
23,4,0,t0,0.01,0.0
23,4,1,t1,0.0,0.0
23,4,2,t2,0.0,0.0
23,4,3,t3,0.0,0.0
23,4,4,t4,-0.01,0.01
26,4,0,t0,0.01,0.0
26,4,1,t1,0.0,0.0
26,4,2,t2,0.0,0.0
26,4,3,t3,0.01,0.0
26,4,4,t4,0.0,0.0
27,4,0,t0,0.0,0.0
27,4,1,t1,0.0,0.0
27,4,2,t2,0.0,0.0
27,4,3,t3,0.0,0.0
27,4,4,t4,0.01,0.0
28,4,0,t0,0.0,0.0
28,4,1,t1,0.0,0.0
28,4,2,t2,0.0,0.0
28,4,3,t3,0.0,0.0
28,4,4,t4,0.0,0.0
3,4,0,t0,0.0,0.0
3,4,1,t1,0.0,0.0
3,4,2,t2,0.0,0.0
3,4,3,t3,0.0,0.0
3,4,4,t4,0.0,0.0
30,4,0,t0,0.01,0.0
30,4,1,t1,0.01,0.0
30,4,2,t2,0.0,0.0
30,4,3,t3,0.009999999999999998,0.0
30,4,4,t4,0.0,0.0
31,4,0,t0,0.0,0.0
31,4,1,t1,0.0,0.0
31,4,2,t2,0.0,0.0
31,4,3,t3,0.0,0.0
31,4,4,t4,0.01,0.0
32,4,0,t0,0.01,0.0
32,4,1,t1,0.0,0.0
32,4,2,t2,0.01,0.0
32,4,3,t3,0.0,0.0
32,4,4,t4,0.009999999999999998,0.0
33,4,0,t0,0.0,0.0
33,4,1,t1,0.0,0.0
33,4,2,t2,0.0,0.0
33,4,3,t3,0.0,0.0
33,4,4,t4,0.0,0.0
34,4,0,t0,0.03,0.0
34,4,1,t1,0.010000000000000002,0.0
34,4,2,t2,0.0,0.0
34,4,3,t3,-0.010000000000000002,0.010000000000000002
34,4,4,t4,0.020000000000000004,0.0
35,4,0,t0,0.0,0.0
35,4,1,t1,0.0,0.0
35,4,2,t2,0.0,0.0
35,4,3,t3,0.0,0.0
35,4,4,t4,0.0,0.0
38,4,0,t0,0.0,0.0
38,4,1,t1,0.0,0.0
38,4,2,t2,0.03,0.0
38,4,3,t3,0.0,0.0
38,4,4,t4,0.010000000000000002,0.0
40,4,0,t0,0.01,0.0
40,4,1,t1,0.01,0.0
40,4,2,t2,0.009999999999999998,0.0
40,4,3,t3,0.0,0.0
40,4,4,t4,0.0,0.0
41,4,0,t0,0.0,0.0
41,4,1,t1,0.03,0.0
41,4,2,t2,0.0,0.0
41,4,3,t3,0.0,0.0
41,4,4,t4,0.0,0.0
43,4,0,t0,0.0,0.0
43,4,1,t1,0.0,0.0
43,4,2,t2,0.0,0.0
43,4,3,t3,0.0,0.0
43,4,4,t4,0.0,0.0
44,4,0,t0,0.0,0.0
44,4,1,t1,0.0,0.0
44,4,2,t2,0.0,0.0
44,4,3,t3,0.0,0.0
44,4,4,t4,0.0,0.0
45,4,0,t0,0.0,0.0
45,4,1,t1,0.0,0.0
45,4,2,t2,0.0,0.0
45,4,3,t3,0.0,0.0
45,4,4,t4,0.01,0.0
46,4,0,t0,0.0,0.0
46,4,1,t1,0.0,0.0
46,4,2,t2,0.0,0.0
46,4,3,t3,0.0,0.0
46,4,4,t4,0.0,0.0
47,4,0,t0,0.0,0.0
47,4,1,t1,0.0,0.0
47,4,2,t2,0.0,0.0
47,4,3,t3,0.0,0.0
47,4,4,t4,0.0,0.0
48,4,0,t0,0.01,0.0
48,4,1,t1,0.019999999999999997,0.0
48,4,2,t2,-0.009999999999999998,0.009999999999999998
48,4,3,t3,0.009999999999999998,0.0
48,4,4,t4,0.0,0.0
49,4,0,t0,0.01,0.0
49,4,1,t1,0.0,0.0
49,4,2,t2,0.03,0.0
49,4,3,t3,0.0,0.0
49,4,4,t4,0.0,0.0
5,4,0,t0,0.0,0.0
5,4,1,t1,0.0,0.0
5,4,2,t2,0.0,0.0
5,4,3,t3,0.0,0.0
5,4,4,t4,0.0,0.0
50,4,0,t0,0.02,0.0
50,4,1,t1,0.0,0.0
50,4,2,t2,0.0,0.0
50,4,3,t3,0.02,0.0
50,4,4,t4,0.0,0.0
52,4,0,t0,0.0,0.0
52,4,1,t1,0.0,0.0
52,4,2,t2,0.0,0.0
52,4,3,t3,0.0,0.0
52,4,4,t4,0.0,0.0
53,4,0,t0,0.01,0.0
53,4,1,t1,-0.01,0.01
53,4,2,t2,0.0,0.0
53,4,3,t3,0.0,0.0
53,4,4,t4,0.0,0.0
6,4,0,t0,0.0,0.0
6,4,1,t1,0.0,0.0
6,4,2,t2,0.0,0.0
6,4,3,t3,0.0,0.0
6,4,4,t4,0.0,0.0
7,4,0,t0,0.01,0.0
7,4,1,t1,-0.01,0.01
7,4,2,t2,0.0,0.0
7,4,3,t3,0.0,0.0
7,4,4,t4,0.0,0.0
8,4,0,t0,0.0,0.0
8,4,1,t1,0.0,0.0
8,4,2,t2,0.0,0.0
8,4,3,t3,0.01,0.0
8,4,4,t4,0.01,0.0
9,4,0,t0,0.0,0.0
9,4,1,t1,0.0,0.0
9,4,2,t2,0.0,0.0
9,4,3,t3,0.0,0.0
9,4,4,t4,0.0,0.0
