method,fold,seed,subject_id,BA,macro_f1,n_trials,lambda_aux,selected_epoch,target_kind
Full-Teacher-KD-Aux,2,0,45,0.7,0.6995192307692308,100,0.25,39,FULL_KD
Full-Teacher-KD-Aux,2,0,53,0.79,0.7863899908452854,100,0.25,39,FULL_KD
P-only-Aux,2,0,9,0.5700000000000001,0.5696126513862476,100,0.25,39,P_ONLY
P-only-Aux,2,0,10,0.76,0.7599039615846338,100,0.25,39,P_ONLY
P-only-Aux,2,0,16,0.88,0.88,100,0.25,39,P_ONLY
P-only-Aux,2,0,21,0.8,0.8,100,0.25,39,P_ONLY
P-only-Aux,2,0,22,0.6499999999999999,0.6491228070175439,100,0.25,39,P_ONLY
P-only-Aux,2,0,31,0.86,0.8599439775910365,100,0.25,39,P_ONLY
P-only-Aux,2,0,45,0.7,0.6989160979526294,100,0.25,39,P_ONLY
P-only-Aux,2,0,53,0.79,0.7863899908452854,100,0.25,39,P_ONLY
PUD-Aux,2,0,9,0.5700000000000001,0.5696126513862476,100,0.25,39,PUD
PUD-Aux,2,0,10,0.77,0.769792813532179,100,0.25,39,PUD
PUD-Aux,2,0,16,0.88,0.88,100,0.25,39,PUD
PUD-Aux,2,0,21,0.8,0.7999199679871949,100,0.25,39,PUD
PUD-Aux,2,0,22,0.63,0.628178072555522,100,0.25,39,PUD
PUD-Aux,2,0,31,0.8300000000000001,0.8298468621759583,100,0.25,39,PUD
PUD-Aux,2,0,45,0.7,0.6989160979526294,100,0.25,39,PUD
PUD-Aux,2,0,53,0.79,0.7863899908452854,100,0.25,39,PUD
Matched-TaskOnly,2,1,9,0.65,0.6439833180754755,100,0.0,34,TASK_ONLY
Matched-TaskOnly,2,1,10,0.74,0.7390606182256123,100,0.0,34,TASK_ONLY
Matched-TaskOnly,2,1,16,0.81,0.8090644156366193,100,0.0,34,TASK_ONLY
Matched-TaskOnly,2,1,21,0.85,0.8487750781328763,100,0.0,34,TASK_ONLY
Matched-TaskOnly,2,1,22,0.6000000000000001,0.5833333333333333,100,0.0,34,TASK_ONLY
Matched-TaskOnly,2,1,31,0.81,0.8084484323016433,100,0.0,34,TASK_ONLY
Matched-TaskOnly,2,1,45,0.72,0.7171717171717171,100,0.0,34,TASK_ONLY
Matched-TaskOnly,2,1,53,0.72,0.7144022847817217,100,0.0,34,TASK_ONLY
Random-Aux,2,1,9,0.6699999999999999,0.6683750376846548,100,0.25,39,RANDOM
Random-Aux,2,1,10,0.72,0.719551282051282,100,0.25,39,RANDOM
Random-Aux,2,1,16,0.81,0.8099809980998101,100,0.25,39,RANDOM
Random-Aux,2,1,21,0.8500000000000001,0.8492613807657522,100,0.25,39,RANDOM
Random-Aux,2,1,22,0.6,0.570999570999571,100,0.25,39,RANDOM
Random-Aux,2,1,31,0.81,0.8076728413807066,100,0.25,39,RANDOM
Random-Aux,2,1,45,0.69,0.6897207486738064,100,0.25,39,RANDOM
Random-Aux,2,1,53,0.74,0.7362012987012987,100,0.25,39,RANDOM
Identity-Aux,2,1,9,0.5900000000000001,0.5889724310776943,100,0.05,34,IDENTITY
Identity-Aux,2,1,10,0.69,0.6862030569895738,100,0.05,34,IDENTITY
Identity-Aux,2,1,16,0.8200000000000001,0.8193496587715776,100,0.05,34,IDENTITY
Identity-Aux,2,1,21,0.71,0.7013695808876532,100,0.05,34,IDENTITY
Identity-Aux,2,1,22,0.5800000000000001,0.5586380832282472,100,0.05,34,IDENTITY
Identity-Aux,2,1,31,0.78,0.7785829307568438,100,0.05,34,IDENTITY
Identity-Aux,2,1,45,0.65,0.64996499649965,100,0.05,34,IDENTITY
Identity-Aux,2,1,53,0.6,0.570999570999571,100,0.05,34,IDENTITY
Full-Teacher-KD-Aux,2,1,9,0.63,0.6214833759590792,100,0.05,34,FULL_KD
Full-Teacher-KD-Aux,2,1,10,0.73,0.7286704853783539,100,0.05,34,FULL_KD
Full-Teacher-KD-Aux,2,1,16,0.79,0.7889659330720531,100,0.05,34,FULL_KD
Full-Teacher-KD-Aux,2,1,21,0.85,0.8487750781328763,100,0.05,34,FULL_KD
Full-Teacher-KD-Aux,2,1,22,0.6000000000000001,0.5833333333333333,100,0.05,34,FULL_KD
Full-Teacher-KD-Aux,2,1,31,0.8500000000000001,0.8492613807657522,100,0.05,34,FULL_KD
Full-Teacher-KD-Aux,2,1,45,0.74,0.7373737373737375,100,0.05,34,FULL_KD
Full-Teacher-KD-Aux,2,1,53,0.72,0.7144022847817217,100,0.05,34,FULL_KD
P-only-Aux,2,1,9,0.63,0.6214833759590792,100,0.05,34,P_ONLY
P-only-Aux,2,1,10,0.72,0.7181964573268921,100,0.05,34,P_ONLY
P-only-Aux,2,1,16,0.8,0.7987117552334944,100,0.05,34,P_ONLY
P-only-Aux,2,1,21,0.85,0.8487750781328763,100,0.05,34,P_ONLY
P-only-Aux,2,1,22,0.5700000000000001,0.557203171661003,100,0.05,34,P_ONLY
P-only-Aux,2,1,31,0.8500000000000001,0.8492613807657522,100,0.05,34,P_ONLY
P-only-Aux,2,1,45,0.76,0.7564935064935066,100,0.05,34,P_ONLY
P-only-Aux,2,1,53,0.73,0.7253585596582239,100,0.05,34,P_ONLY
PUD-Aux,2,1,9,0.64,0.6305418719211823,100,0.05,34,PUD
PUD-Aux,2,1,10,0.7,0.6980676328502415,100,0.05,34,PUD
PUD-Aux,2,1,16,0.8,0.7987117552334944,100,0.05,34,PUD
PUD-Aux,2,1,21,0.87,0.8693598633303186,100,0.05,34,PUD
PUD-Aux,2,1,22,0.5800000000000001,0.5625,100,0.05,34,PUD
PUD-Aux,2,1,31,0.8400000000000001,0.8389694041867954,100,0.05,34,PUD
PUD-Aux,2,1,45,0.76,0.7564935064935066,100,0.05,34,PUD
PUD-Aux,2,1,53,0.75,0.7469379491851402,100,0.05,34,PUD
Matched-TaskOnly,2,2,9,0.5700000000000001,0.568922305764411,100,0.0,35,TASK_ONLY
Matched-TaskOnly,2,2,10,0.71,0.7099709970997099,100,0.0,35,TASK_ONLY
Matched-TaskOnly,2,2,16,0.89,0.8899009108197378,100,0.0,35,TASK_ONLY
Matched-TaskOnly,2,2,21,0.78,0.78,100,0.0,35,TASK_ONLY
Matched-TaskOnly,2,2,22,0.65,0.6439833180754755,100,0.0,35,TASK_ONLY
Matched-TaskOnly,2,2,31,0.8899999999999999,0.8894583458948849,100,0.0,35,TASK_ONLY
Matched-TaskOnly,2,2,45,0.76,0.7552019583843329,100,0.0,35,TASK_ONLY
Matched-TaskOnly,2,2,53,0.71,0.7092731829573935,100,0.0,35,TASK_ONLY
Random-Aux,2,2,9,0.5900000000000001,0.5896306676008407,100,0.05,35,RANDOM
Random-Aux,2,2,10,0.7,0.7,100,0.05,35,RANDOM
Random-Aux,2,2,16,0.89,0.8899009108197378,100,0.05,35,RANDOM
Random-Aux,2,2,21,0.8,0.7999199679871949,100,0.05,35,RANDOM
Random-Aux,2,2,22,0.65,0.6439833180754755,100,0.05,35,RANDOM
Random-Aux,2,2,31,0.8899999999999999,0.8894583458948849,100,0.05,35,RANDOM
Random-Aux,2,2,45,0.76,0.7564935064935066,100,0.05,35,RANDOM
Random-Aux,2,2,53,0.71,0.7092731829573935,100,0.05,35,RANDOM
Identity-Aux,2,2,9,0.56,0.5598239295718287,100,0.05,23,IDENTITY
Identity-Aux,2,2,10,0.6599999999999999,0.6578099838969405,100,0.05,23,IDENTITY
Identity-Aux,2,2,16,0.85,0.84998499849985,100,0.05,23,IDENTITY
Identity-Aux,2,2,21,0.76,0.7599039615846338,100,0.05,23,IDENTITY
Identity-Aux,2,2,22,0.6,0.5920032639738881,100,0.05,23,IDENTITY
Identity-Aux,2,2,31,0.79,0.78997899789979,100,0.05,23,IDENTITY
Identity-Aux,2,2,45,0.6599999999999999,0.6587715776796468,100,0.05,23,IDENTITY
Identity-Aux,2,2,53,0.6799999999999999,0.6715927750410509,100,0.05,23,IDENTITY
Full-Teacher-KD-Aux,2,2,9,0.56,0.5592948717948718,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,2,2,10,0.71,0.7097387648883995,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,2,2,16,0.87,0.8696741854636592,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,2,2,21,0.8,0.7992773986350863,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,2,2,22,0.64,0.6328029375764994,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,2,2,31,0.8899999999999999,0.8894583458948849,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,2,2,45,0.75,0.7469379491851402,100,0.1,39,FULL_KD
Full-Teacher-KD-Aux,2,2,53,0.77,0.767182913250329,100,0.1,39,FULL_KD
P-only-Aux,2,2,9,0.5700000000000001,0.5696126513862476,100,0.05,39,P_ONLY
P-only-Aux,2,2,10,0.7,0.6995192307692308,100,0.05,39,P_ONLY
P-only-Aux,2,2,16,0.88,0.8798076923076923,100,0.05,39,P_ONLY
P-only-Aux,2,2,21,0.79,0.7894736842105263,100,0.05,39,P_ONLY
P-only-Aux,2,2,22,0.64,0.6328029375764994,100,0.05,39,P_ONLY
P-only-Aux,2,2,31,0.8899999999999999,0.8894583458948849,100,0.05,39,P_ONLY
P-only-Aux,2,2,45,0.76,0.7564935064935066,100,0.05,39,P_ONLY
P-only-Aux,2,2,53,0.75,0.7479584635547938,100,0.05,39,P_ONLY
PUD-Aux,2,2,9,0.5700000000000001,0.5699569956995699,100,0.25,39,PUD
PUD-Aux,2,2,10,0.7,0.6995192307692308,100,0.25,39,PUD
PUD-Aux,2,2,16,0.9,0.8999599839935974,100,0.25,39,PUD
PUD-Aux,2,2,21,0.8,0.7999199679871949,100,0.25,39,PUD
PUD-Aux,2,2,22,0.6,0.5894909688013137,100,0.25,39,PUD
PUD-Aux,2,2,31,0.8899999999999999,0.8894583458948849,100,0.25,39,PUD
PUD-Aux,2,2,45,0.74,0.7373737373737375,100,0.25,39,PUD
PUD-Aux,2,2,53,0.74,0.7373737373737375,100,0.25,39,PUD
Matched-TaskOnly,3,0,1,0.65,0.6457131288591963,100,0.0,39,TASK_ONLY
Matched-TaskOnly,3,0,5,0.79,0.7874278773155178,100,0.0,39,TASK_ONLY
Matched-TaskOnly,3,0,6,0.96,0.959983993597439,100,0.0,39,TASK_ONLY
Matched-TaskOnly,3,0,7,0.73,0.7266929851199515,100,0.0,39,TASK_ONLY
Matched-TaskOnly,3,0,20,0.85,0.8498648783905515,100,0.0,39,TASK_ONLY
Matched-TaskOnly,3,0,23,0.6699999999999999,0.6624040920716112,100,0.0,39,TASK_ONLY
Matched-TaskOnly,3,0,26,0.8500000000000001,0.8492613807657522,100,0.0,39,TASK_ONLY
Matched-TaskOnly,3,0,35,0.81,0.8056265984654731,100,0.0,39,TASK_ONLY
Random-Aux,3,0,1,0.66,0.6565656565656566,100,0.05,40,RANDOM
Random-Aux,3,0,5,0.74,0.7362012987012987,100,0.05,40,RANDOM
Random-Aux,3,0,6,0.96,0.96,100,0.05,40,RANDOM
Random-Aux,3,0,7,0.73,0.7277951406391774,100,0.05,40,RANDOM
Random-Aux,3,0,20,0.86,0.8599439775910365,100,0.05,40,RANDOM
Random-Aux,3,0,23,0.7,0.6980676328502415,100,0.05,40,RANDOM
Random-Aux,3,0,26,0.8400000000000001,0.8389694041867954,100,0.05,40,RANDOM
Random-Aux,3,0,35,0.79,0.7821350762527233,100,0.05,40,RANDOM
Identity-Aux,3,0,1,0.65,0.6471418489767113,100,0.05,40,IDENTITY
Identity-Aux,3,0,5,0.74,0.7362012987012987,100,0.05,40,IDENTITY
Identity-Aux,3,0,6,0.98,0.9799919967987194,100,0.05,40,IDENTITY
Identity-Aux,3,0,7,0.75,0.7479584635547938,100,0.05,40,IDENTITY
Identity-Aux,3,0,20,0.85,0.8498648783905515,100,0.05,40,IDENTITY
Identity-Aux,3,0,23,0.6799999999999999,0.6767676767676768,100,0.05,40,IDENTITY
Identity-Aux,3,0,26,0.8500000000000001,0.8492613807657522,100,0.05,40,IDENTITY
Identity-Aux,3,0,35,0.79,0.7803117480908045,100,0.05,40,IDENTITY
Full-Teacher-KD-Aux,3,0,1,0.66,0.6550324675324675,100,0.05,39,FULL_KD
Full-Teacher-KD-Aux,3,0,5,0.75,0.7469379491851402,100,0.05,39,FULL_KD
Full-Teacher-KD-Aux,3,0,6,0.97,0.96999699969997,100,0.05,39,FULL_KD
Full-Teacher-KD-Aux,3,0,7,0.74,0.7373737373737375,100,0.05,39,FULL_KD
Full-Teacher-KD-Aux,3,0,20,0.84,0.8399359743897559,100,0.05,39,FULL_KD
Full-Teacher-KD-Aux,3,0,23,0.72,0.7159090909090908,100,0.05,39,FULL_KD
Full-Teacher-KD-Aux,3,0,26,0.8500000000000001,0.8492613807657522,100,0.05,39,FULL_KD
Full-Teacher-KD-Aux,3,0,35,0.79,0.7821350762527233,100,0.05,39,FULL_KD
P-only-Aux,3,0,1,0.66,0.6565656565656566,100,0.1,39,P_ONLY
P-only-Aux,3,0,5,0.74,0.7373737373737375,100,0.1,39,P_ONLY
P-only-Aux,3,0,6,0.96,0.96,100,0.1,39,P_ONLY
P-only-Aux,3,0,7,0.75,0.7479584635547938,100,0.1,39,P_ONLY
P-only-Aux,3,0,20,0.85,0.8498648783905515,100,0.1,39,P_ONLY
P-only-Aux,3,0,23,0.7,0.6940024479804161,100,0.1,39,P_ONLY
P-only-Aux,3,0,26,0.8600000000000001,0.8594941790445605,100,0.1,39,P_ONLY
P-only-Aux,3,0,35,0.79,0.7821350762527233,100,0.1,39,P_ONLY
PUD-Aux,3,0,1,0.65,0.6457131288591963,100,0.25,39,PUD
PUD-Aux,3,0,5,0.8,0.797979797979798,100,0.25,39,PUD
PUD-Aux,3,0,6,0.98,0.98,100,0.25,39,PUD
PUD-Aux,3,0,7,0.75,0.7479584635547938,100,0.25,39,PUD
PUD-Aux,3,0,20,0.87,0.8698828946051447,100,0.25,39,PUD
PUD-Aux,3,0,23,0.6699999999999999,0.6576408341114224,100,0.25,39,PUD
PUD-Aux,3,0,26,0.8500000000000001,0.849624060150376,100,0.25,39,PUD
PUD-Aux,3,0,35,0.81,0.8043455874781176,100,0.25,39,PUD
Matched-TaskOnly,3,1,1,0.64,0.6279454319966928,100,0.0,40,TASK_ONLY
Matched-TaskOnly,3,1,5,0.74,0.7373737373737375,100,0.0,40,TASK_ONLY
Matched-TaskOnly,3,1,6,0.97,0.96999699969997,100,0.0,40,TASK_ONLY
Matched-TaskOnly,3,1,7,0.79,0.7863899908452854,100,0.0,40,TASK_ONLY
Matched-TaskOnly,3,1,20,0.8600000000000001,0.8594941790445605,100,0.0,40,TASK_ONLY
Matched-TaskOnly,3,1,23,0.62,0.6072757337742869,100,0.0,40,TASK_ONLY
Matched-TaskOnly,3,1,26,0.8799999999999999,0.8795664391810518,100,0.0,40,TASK_ONLY
Matched-TaskOnly,3,1,35,0.8300000000000001,0.8249407887962105,100,0.0,40,TASK_ONLY
Random-Aux,3,1,1,0.6699999999999999,0.6601791782514674,100,0.05,38,RANDOM
Random-Aux,3,1,5,0.73,0.7277951406391774,100,0.05,38,RANDOM
Random-Aux,3,1,6,0.97,0.96999699969997,100,0.05,38,RANDOM
Random-Aux,3,1,7,0.79,0.7863899908452854,100,0.05,38,RANDOM
Random-Aux,3,1,20,0.87,0.8696741854636592,100,0.05,38,RANDOM
Random-Aux,3,1,23,0.6599999999999999,0.6510673234811166,100,0.05,38,RANDOM
Random-Aux,3,1,26,0.8799999999999999,0.8795664391810518,100,0.05,38,RANDOM
Random-Aux,3,1,35,0.8400000000000001,0.8357963875205254,100,0.05,38,RANDOM
Identity-Aux,3,1,1,0.7,0.6940024479804161,100,0.1,39,IDENTITY
Identity-Aux,3,1,5,0.73,0.7277951406391774,100,0.1,39,IDENTITY
Identity-Aux,3,1,6,0.95,0.94999499949995,100,0.1,39,IDENTITY
Identity-Aux,3,1,7,0.8,0.797077922077922,100,0.1,39,IDENTITY
Identity-Aux,3,1,20,0.87,0.8696741854636592,100,0.1,39,IDENTITY
Identity-Aux,3,1,23,0.62,0.6124031007751938,100,0.1,39,IDENTITY
Identity-Aux,3,1,26,0.8500000000000001,0.8492613807657522,100,0.1,39,IDENTITY
Identity-Aux,3,1,35,0.84,0.8368013055895553,100,0.1,39,IDENTITY
Full-Teacher-KD-Aux,3,1,1,0.6599999999999999,0.6486151302190988,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,3,1,5,0.74,0.7373737373737375,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,3,1,6,0.98,0.9799919967987194,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,3,1,7,0.79,0.7863899908452854,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,3,1,20,0.88,0.88,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,3,1,23,0.61,0.5953937130407718,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,3,1,26,0.9,0.9,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,3,1,35,0.81,0.8067338012409724,100,0.25,40,FULL_KD
P-only-Aux,3,1,1,0.6499999999999999,0.6395839769333744,100,0.25,40,P_ONLY
P-only-Aux,3,1,5,0.75,0.7469379491851402,100,0.25,40,P_ONLY
P-only-Aux,3,1,6,0.98,0.9799919967987194,100,0.25,40,P_ONLY
P-only-Aux,3,1,7,0.8,0.797979797979798,100,0.25,40,P_ONLY
P-only-Aux,3,1,20,0.9,0.8999599839935974,100,0.25,40,P_ONLY
P-only-Aux,3,1,23,0.5900000000000001,0.5746446726838883,100,0.25,40,P_ONLY
P-only-Aux,3,1,26,0.89,0.8899889988998899,100,0.25,40,P_ONLY
P-only-Aux,3,1,35,0.8300000000000001,0.8260869565217391,100,0.25,40,P_ONLY
PUD-Aux,3,1,1,0.72,0.7159090909090908,100,0.1,39,PUD
PUD-Aux,3,1,5,0.75,0.7457023700539112,100,0.1,39,PUD
PUD-Aux,3,1,6,0.97,0.96999699969997,100,0.1,39,PUD
PUD-Aux,3,1,7,0.78,0.7767857142857143,100,0.1,39,PUD
PUD-Aux,3,1,20,0.88,0.88,100,0.1,39,PUD
PUD-Aux,3,1,23,0.61,0.5953937130407718,100,0.1,39,PUD
PUD-Aux,3,1,26,0.8899999999999999,0.8897243107769424,100,0.1,39,PUD
PUD-Aux,3,1,35,0.84,0.8368013055895553,100,0.1,39,PUD
Matched-TaskOnly,3,2,1,0.73,0.7297567811029927,100,0.0,35,TASK_ONLY
Matched-TaskOnly,3,2,5,0.77,0.7660461804495982,100,0.0,35,TASK_ONLY
Matched-TaskOnly,3,2,6,0.92,0.92,100,0.0,35,TASK_ONLY
Matched-TaskOnly,3,2,7,0.75,0.7487689679429204,100,0.0,35,TASK_ONLY
Matched-TaskOnly,3,2,20,0.86,0.859775641025641,100,0.0,35,TASK_ONLY
Matched-TaskOnly,3,2,23,0.7,0.6940024479804161,100,0.0,35,TASK_ONLY
Matched-TaskOnly,3,2,26,0.8200000000000001,0.8199279711884754,100,0.0,35,TASK_ONLY
Matched-TaskOnly,3,2,35,0.8,0.797077922077922,100,0.0,35,TASK_ONLY
Random-Aux,3,2,1,0.71,0.7085720028137876,100,0.25,39,RANDOM
Random-Aux,3,2,5,0.77,0.7647058823529411,100,0.25,39,RANDOM
Random-Aux,3,2,6,0.94,0.94,100,0.25,39,RANDOM
Random-Aux,3,2,7,0.74,0.7362012987012987,100,0.25,39,RANDOM
Random-Aux,3,2,20,0.83,0.8299829982998299,100,0.25,39,RANDOM
Random-Aux,3,2,23,0.69,0.6807743795695603,100,0.25,39,RANDOM
Random-Aux,3,2,26,0.79,0.78997899789979,100,0.25,39,RANDOM
Random-Aux,3,2,35,0.79,0.7851662404092072,100,0.25,39,RANDOM
Identity-Aux,3,2,1,0.6799999999999999,0.6798719487795117,100,0.05,35,IDENTITY
Identity-Aux,3,2,5,0.77,0.7647058823529411,100,0.05,35,IDENTITY
Identity-Aux,3,2,6,0.93,0.92999299929993,100,0.05,35,IDENTITY
Identity-Aux,3,2,7,0.74,0.7390606182256123,100,0.05,35,IDENTITY
Identity-Aux,3,2,20,0.85,0.8498648783905515,100,0.05,35,IDENTITY
Identity-Aux,3,2,23,0.7,0.6940024479804161,100,0.05,35,IDENTITY
Identity-Aux,3,2,26,0.82,0.82,100,0.05,35,IDENTITY
Identity-Aux,3,2,35,0.79,0.7863899908452854,100,0.05,35,IDENTITY
Full-Teacher-KD-Aux,3,2,1,0.73,0.7286704853783539,100,0.05,31,FULL_KD
Full-Teacher-KD-Aux,3,2,5,0.77,0.7647058823529411,100,0.05,31,FULL_KD
Full-Teacher-KD-Aux,3,2,6,0.94,0.9399759903961584,100,0.05,31,FULL_KD
Full-Teacher-KD-Aux,3,2,7,0.75,0.7497747973175859,100,0.05,31,FULL_KD
Full-Teacher-KD-Aux,3,2,20,0.8300000000000001,0.8298468621759583,100,0.05,31,FULL_KD
Full-Teacher-KD-Aux,3,2,23,0.71,0.7050147492625369,100,0.05,31,FULL_KD
Full-Teacher-KD-Aux,3,2,26,0.81,0.8098288459613652,100,0.05,31,FULL_KD
Full-Teacher-KD-Aux,3,2,35,0.81,0.8084484323016433,100,0.05,31,FULL_KD
P-only-Aux,3,2,1,0.75,0.7493734335839599,100,0.05,35,P_ONLY
P-only-Aux,3,2,5,0.77,0.7647058823529411,100,0.05,35,P_ONLY
P-only-Aux,3,2,6,0.93,0.92999299929993,100,0.05,35,P_ONLY
P-only-Aux,3,2,7,0.75,0.7487689679429204,100,0.05,35,P_ONLY
P-only-Aux,3,2,20,0.85,0.8498648783905515,100,0.05,35,P_ONLY
P-only-Aux,3,2,23,0.6799999999999999,0.6715927750410509,100,0.05,35,P_ONLY
P-only-Aux,3,2,26,0.8300000000000001,0.8298468621759583,100,0.05,35,P_ONLY
P-only-Aux,3,2,35,0.8,0.797077922077922,100,0.05,35,P_ONLY
PUD-Aux,3,2,1,0.72,0.7181964573268921,100,0.1,38,PUD
PUD-Aux,3,2,5,0.76,0.7552019583843329,100,0.1,38,PUD
PUD-Aux,3,2,6,0.98,0.98,100,0.1,38,PUD
PUD-Aux,3,2,7,0.74,0.7390606182256123,100,0.1,38,PUD
PUD-Aux,3,2,20,0.83,0.8299829982998299,100,0.1,38,PUD
PUD-Aux,3,2,23,0.72,0.7159090909090908,100,0.1,38,PUD
PUD-Aux,3,2,26,0.8300000000000001,0.8298468621759583,100,0.1,38,PUD
PUD-Aux,3,2,35,0.81,0.8067338012409724,100,0.1,38,PUD
Matched-TaskOnly,4,0,3,0.76,0.75,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,0,8,0.81,0.8095238095238095,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,0,11,0.69,0.6756982948007113,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,0,27,0.8999999999999999,0.8998397435897436,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,0,28,0.8500000000000001,0.849624060150376,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,0,30,0.71,0.7092731829573935,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,0,38,0.6900000000000001,0.6726850385386971,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,0,52,0.81,0.8076728413807066,100,0.0,37,TASK_ONLY
Random-Aux,4,0,3,0.79,0.7837503861600247,100,0.1,40,RANDOM
Random-Aux,4,0,8,0.79,0.7889659330720531,100,0.1,40,RANDOM
Random-Aux,4,0,11,0.66,0.6392190152801358,100,0.1,40,RANDOM
Random-Aux,4,0,27,0.92,0.9198717948717948,100,0.1,40,RANDOM
Random-Aux,4,0,28,0.8999999999999999,0.8998397435897436,100,0.1,40,RANDOM
Random-Aux,4,0,30,0.71,0.7099709970997099,100,0.1,40,RANDOM
Random-Aux,4,0,38,0.67,0.6515679442508711,100,0.1,40,RANDOM
Random-Aux,4,0,52,0.8300000000000001,0.8286117552172598,100,0.1,40,RANDOM
Identity-Aux,4,0,3,0.96,0.959983993597439,100,0.05,39,IDENTITY
Identity-Aux,4,0,8,0.8200000000000001,0.818840579710145,100,0.05,39,IDENTITY
Identity-Aux,4,0,11,0.7,0.6956168831168831,100,0.05,39,IDENTITY
Identity-Aux,4,0,27,0.87,0.8689384010484928,100,0.05,39,IDENTITY
Identity-Aux,4,0,28,0.86,0.8579545454545454,100,0.05,39,IDENTITY
Identity-Aux,4,0,30,0.71,0.7097387648883995,100,0.05,39,IDENTITY
Identity-Aux,4,0,38,0.71,0.6938021328265231,100,0.05,39,IDENTITY
Identity-Aux,4,0,52,0.73,0.7149192271143491,100,0.05,39,IDENTITY
Full-Teacher-KD-Aux,4,0,3,0.86,0.8590982286634461,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,0,8,0.8600000000000001,0.8594941790445605,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,0,11,0.66,0.6427070197562001,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,0,27,0.92,0.9197109594540344,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,0,28,0.8899999999999999,0.8894583458948849,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,0,30,0.72,0.7159090909090908,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,0,38,0.6499999999999999,0.6178622120318812,100,0.25,40,FULL_KD
Full-Teacher-KD-Aux,4,0,52,0.8200000000000001,0.8181818181818181,100,0.25,40,FULL_KD
P-only-Aux,4,0,3,0.85,0.8487750781328763,100,0.25,40,P_ONLY
P-only-Aux,4,0,8,0.8500000000000001,0.8492613807657522,100,0.25,40,P_ONLY
P-only-Aux,4,0,11,0.67,0.6515679442508711,100,0.25,40,P_ONLY
P-only-Aux,4,0,27,0.92,0.9197109594540344,100,0.25,40,P_ONLY
P-only-Aux,4,0,28,0.88,0.8792270531400965,100,0.25,40,P_ONLY
P-only-Aux,4,0,30,0.71,0.7064480210547626,100,0.25,40,P_ONLY
P-only-Aux,4,0,38,0.67,0.648,100,0.25,40,P_ONLY
P-only-Aux,4,0,52,0.81,0.8076728413807066,100,0.25,40,P_ONLY
PUD-Aux,4,0,3,0.81,0.8056265984654731,100,0.1,40,PUD
PUD-Aux,4,0,8,0.8400000000000001,0.839421918908069,100,0.1,40,PUD
PUD-Aux,4,0,11,0.66,0.6427070197562001,100,0.1,40,PUD
PUD-Aux,4,0,27,0.93,0.9298245614035088,100,0.1,40,PUD
PUD-Aux,4,0,28,0.8899999999999999,0.8897243107769424,100,0.1,40,PUD
PUD-Aux,4,0,30,0.72,0.7189883580891208,100,0.1,40,PUD
PUD-Aux,4,0,38,0.66,0.6353496353496353,100,0.1,40,PUD
PUD-Aux,4,0,52,0.8400000000000001,0.8389694041867954,100,0.1,40,PUD
Matched-TaskOnly,4,1,3,0.91,0.90999099909991,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,1,8,0.77,0.7660461804495982,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,1,11,0.7,0.6899545266639107,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,1,27,0.8999999999999999,0.8993558776167472,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,1,28,0.86,0.859775641025641,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,1,30,0.69,0.6899689968996899,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,1,38,0.63,0.5906626839252129,100,0.0,37,TASK_ONLY
Matched-TaskOnly,4,1,52,0.79,0.7863899908452854,100,0.0,37,TASK_ONLY
Random-Aux,4,1,3,0.92,0.92,100,0.05,37,RANDOM
Random-Aux,4,1,8,0.77,0.7660461804495982,100,0.05,37,RANDOM
Random-Aux,4,1,11,0.7,0.6899545266639107,100,0.05,37,RANDOM
Random-Aux,4,1,27,0.8999999999999999,0.8993558776167472,100,0.05,37,RANDOM
