model,task,fold,seed,status,checkpoint_sha256,basis_sha256,protected_assignment_sha256,split_sha256,P_OPPOSE_COMPLEMENT_OPPOSE,P_OPPOSE_COMPLEMENT_SUPPORT,P_SUPPORT_COMPLEMENT_OPPOSE,P_SUPPORT_COMPLEMENT_SUPPORT,P_dominant_correct_rate,complement_dominant_correct_rate,complement_rescue_rate,correct_trials,error_trials,protected_correct_complement_override_rate,subject_id
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.33,0.07,0.59,0.25,0.7,0.29,95,5,0.0,8
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.12,0.01,0.86,0.04,0.94,0.11,98,2,0.0,11
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.21,0.23,0.48,0.08,0.24,0.13,0.11,37,63,0.3,23
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.31,0.09,0.59,0.14,0.77,0.28,93,7,0.03,30
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.12,0.01,0.87,0.05,0.95,0.12,100,0,0.0,48
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.28,0.06,0.65,0.13,0.81,0.25,95,5,0.01,50
EEGNet,OpenBMI_SSVEP,2,0,COMPLETE,6aa5e6e296ab32f1f69f03090f052d8a71c09dedc03bbc11d287cf9873a62040,73287146b09aaf3561fe6fd0eb8419bf58673131e6e49d840a76be9e4f1df464,d7d3205c99dc37fa3e413db542ce7dfcc3e37cfbed5a08a779396543d8bda120,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.04,0.26,0.24,0.46,0.27,0.55,0.23,82,18,0.11,52
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.03,0.2,0.77,0.77,0.23,0.03,100,0,0.0,10
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.01,0.1,0.89,0.89,0.1,0.0,99,1,0.0,16
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.03,0.31,0.65,0.76,0.21,0.02,97,3,0.01,19
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.05,0.18,0.42,0.35,0.66,0.17,0.1,84,16,0.03,22
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.0,0.18,0.81,0.94,0.05,0.0,99,1,0.0,27
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.03,0.21,0.35,0.41,0.57,0.23,0.09,80,20,0.05,34
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.08,0.3,0.62,0.79,0.19,0.07,98,2,0.01,45
EEGNet,OpenBMI_SSVEP,3,0,COMPLETE,f286e0fb5018864344844f980e946f9724b00dae7a5a53c55c88465841ba6c12,d4df19f15b5b96ace4bb4271ad4b10d2ecdc4445700bb104c99b5c329c95e3c9,13155ac64f563af94f1599e7935e5f09cd9afd4a72ca93b0adc805ad1cc3ccae,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.08,0.07,0.35,0.5,0.65,0.17,0.03,82,18,0.06,49
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.05,0.23,0.71,0.87,0.12,0.05,99,1,0.0,7
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.06,0.3,0.64,0.77,0.23,0.06,100,0,0.0,9
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.04,0.13,0.34,0.49,0.66,0.21,0.08,87,13,0.04,20
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.03,0.06,0.14,0.77,0.8,0.13,0.05,93,7,0.03,21
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.01,0.01,0.2,0.78,0.87,0.1,0.01,97,3,0.02,41
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.01,0.09,0.9,0.85,0.15,0.01,100,0,0.0,44
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.08,0.25,0.67,0.7,0.26,0.06,96,4,0.02,46
EEGNet,OpenBMI_SSVEP,4,0,COMPLETE,d11730326b518db0ae6fc3239bd31ff3f1a2e364ddd293c9b656c2e756a1b56e,3200adc3086ceacf14de9eab06b318d26163a19deeeb4cff6b29ed46f4a7f7e1,57e7a03f24dbf66a5955b94f112f5c553486f2120cfb14705d5cbef18b5c3789,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0.01,0.14,0.85,0.84,0.16,0.01,100,0,0.0,53
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.015625,0.0625,0.203125,0.71875,0.734375,0.140625,0.015625,57,7,0.046875,3
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.125,0.09375,0.265625,0.515625,0.640625,0.125,0.015625,52,12,0.0,5
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.015625,0.09375,0.265625,0.625,0.75,0.1875,0.0625,61,3,0.015625,6
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.078125,0.1875,0.234375,0.5,0.5625,0.140625,0.125,50,14,0.0625,15
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.140625,0.15625,0.25,0.453125,0.625,0.0625,0.015625,44,20,0.03125,32
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0625,0.0625,0.328125,0.546875,0.734375,0.109375,0.03125,55,9,0.03125,33
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0625,0.203125,0.328125,0.40625,0.671875,0.09375,0.09375,53,11,0.015625,38
EEGConformer,OpenBMI_MI,0,0,COMPLETE,cc650b3011d1f05b208cc93fbebf98ab89bc1749213f02afb8667177212859f1,cee6edec269b727f9d7ced232b8769fdda772457625ebf29de6300167f3e4987,f4db8aa0feb8eaf7d9d9cae6b55db56631c45f185d871a3964f627eb1efa9148,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.015625,0.1875,0.25,0.546875,0.546875,0.25,0.078125,54,10,0.015625,47
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.15625,0.234375,0.203125,0.40625,0.40625,0.296875,0.125,46,18,0.015625,2
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.203125,0.21875,0.25,0.328125,0.421875,0.203125,0.140625,40,24,0.09375,14
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.046875,0.1875,0.203125,0.5625,0.625,0.25,0.140625,56,8,0.03125,26
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0625,0.140625,0.21875,0.578125,0.46875,0.34375,0.078125,53,11,0.046875,28
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.09375,0.125,0.296875,0.484375,0.640625,0.140625,0.046875,50,14,0.046875,31
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.078125,0.125,0.078125,0.71875,0.546875,0.28125,0.0625,55,9,0.0,35
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.09375,0.21875,0.421875,0.265625,0.421875,0.171875,0.078125,40,24,0.140625,40
EEGConformer,OpenBMI_MI,1,0,COMPLETE,38b50eed3b72893c0868bcc86ab55cb249d76fa0a32a375b352d6dbb37768a3e,742e9affd197484466bda0bb2e2718322983a1dfc1736f85f5088470bf57a177,84b96651efea4c5f357b4f570fb71a0bd566ca90813fa0197d20a19b96e57e43,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.046875,0.15625,0.25,0.546875,0.515625,0.328125,0.15625,56,8,0.078125,43
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.109375,0.234375,0.203125,0.453125,0.4375,0.203125,0.109375,46,18,0.046875,1
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.15625,0.171875,0.234375,0.4375,0.578125,0.109375,0.0625,45,19,0.03125,8
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.09375,0.3125,0.25,0.34375,0.453125,0.1875,0.09375,41,23,0.046875,11
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.25,0.171875,0.359375,0.21875,0.4375,0.125,0.0625,37,27,0.078125,23
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.078125,0.234375,0.34375,0.34375,0.515625,0.140625,0.0625,43,21,0.078125,30
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.171875,0.1875,0.375,0.265625,0.40625,0.140625,0.078125,37,27,0.140625,48
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.15625,0.234375,0.421875,0.1875,0.390625,0.09375,0.078125,34,30,0.171875,50
EEGConformer,OpenBMI_MI,2,0,COMPLETE,a5a0a2eafbba9b026c6368c26c3f3f7021adc2daca0091dd43662c3447374c34,8d1945adbfa1b522ddfb472870fb65a1de1bccddb40f394717aeea185b625474,044835f1d4a669221e644dabd8aefb873f76c599239218fc87aac834d339e398,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.140625,0.1875,0.3125,0.359375,0.546875,0.15625,0.109375,47,17,0.046875,52
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.171875,0.171875,0.15625,0.5,0.4375,0.25,0.078125,44,20,0.046875,10
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.078125,0.15625,0.390625,0.375,0.625,0.203125,0.078125,53,11,0.015625,16
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.109375,0.1875,0.25,0.453125,0.453125,0.234375,0.0625,46,18,0.046875,19
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.15625,0.203125,0.25,0.390625,0.375,0.21875,0.09375,39,25,0.125,22
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.03125,0.15625,0.4375,0.375,0.703125,0.15625,0.078125,57,7,0.0,27
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.15625,0.25,0.390625,0.203125,0.4375,0.078125,0.03125,34,30,0.09375,34
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.109375,0.203125,0.203125,0.484375,0.484375,0.171875,0.0625,42,22,0.09375,45
EEGConformer,OpenBMI_MI,3,0,COMPLETE,ee78fd8820d87c3a5caf05e5c7f49c30de7646cb6def3fa53b2f4856bdde570a,c358cff6c10b43c6fd49642f24cf246d7d3fd9e64d021ae70cc133572b32d005,79f7780a055ca52a8363692742247412d7a60d4ac610bc4cad1e31b0fca288ee,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0625,0.125,0.34375,0.46875,0.59375,0.21875,0.0625,53,11,0.046875,49
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.046875,0.125,0.421875,0.40625,0.734375,0.078125,0.03125,52,12,0.046875,7
EEGConformer,OpenBMI_MI,4,0,COMPLETE,8ee4853ad1850a57ef7ba3c6091f132fe2ab4c169efa140810e39cd20076f77b,0f8964a6d58441a9c14f33713f363bb9db20006d22481a3cb07d9ecd43b8d910,1b3f965dedfe4442b0e1d7810d28fc4e6349f88739fd774ad1ba1681985df07f,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.140625,0.234375,0.28125,0.34375,0.53125,0.09375,0.046875,42,22,0.03125,9
