comparison,task,seed,feature_family,heldout_fold,selected_threshold,training_subject_equal_policy_BA,B0_BA,candidate_BA,selective_policy_BA,policy_delta_vs_B0_pp,policy_delta_vs_candidate_pp,fraction_disagreement_trials_switched,fraction_all_trials_switched,realized_rescue_count,realized_harm_count,switched_both_wrong_count,intervention_precision
XS,OpenBMI_MI,1,F1,4,0.55,0.8092708333333333,0.78375,0.7025,0.7474999999999999,-3.624999999999999,4.499999999999998,0.44525547445255476,0.07625,16,45,0,0.26229508196721313
XS,OpenBMI_MI,2,F1,4,0.55,0.8092708333333333,0.78375,0.7949999999999999,0.77375,-0.9999999999999967,-2.124999999999998,0.3945578231292517,0.0725,25,33,0,0.43103448275862066
XS,OpenBMI_MI,0,F2,0,0.57,0.811875,0.82625,0.8525,0.8424999999999999,1.625,-1.0000000000000009,0.6859504132231405,0.10375,48,35,0,0.5783132530120482
XS,OpenBMI_MI,1,F2,0,0.57,0.811875,0.82625,0.81375,0.82375,-0.24999999999999883,0.9999999999999993,0.2962962962962963,0.04,15,17,0,0.46875
XS,OpenBMI_MI,2,F2,0,0.57,0.811875,0.82625,0.7949999999999999,0.82125,-0.5000000000000004,2.625000000000001,0.7401574803149606,0.1175,45,49,0,0.4787234042553192
XS,OpenBMI_MI,0,F2,1,0.54,0.8105208333333334,0.8325,0.8525,0.85625,2.374999999999998,0.37499999999999895,0.7651515151515151,0.12625,60,41,0,0.594059405940594
XS,OpenBMI_MI,1,F2,1,0.54,0.8105208333333334,0.8325,0.79875,0.83375,0.1250000000000001,3.5000000000000018,0.30935251798561153,0.05375,22,21,0,0.5116279069767442
XS,OpenBMI_MI,2,F2,1,0.54,0.8105208333333334,0.8325,0.82375,0.84375,1.1249999999999996,2.000000000000003,0.4666666666666667,0.07875,36,27,0,0.5714285714285714
XS,OpenBMI_MI,0,F2,2,0.57,0.8404166666666667,0.7275,0.71875,0.72,-0.7500000000000007,0.12500000000000283,0.3157894736842105,0.0675,24,30,0,0.4444444444444444
XS,OpenBMI_MI,1,F2,2,0.57,0.8404166666666667,0.7275,0.6875,0.7162499999999999,-1.1250000000000022,2.8749999999999982,0.3415841584158416,0.08625,30,39,0,0.43478260869565216
XS,OpenBMI_MI,2,F2,2,0.57,0.8404166666666667,0.7275,0.7150000000000001,0.7262500000000001,-0.1250000000000015,1.1250000000000022,0.08585858585858586,0.02125,8,9,0,0.47058823529411764
XS,OpenBMI_MI,0,F2,3,0.55,0.8249999999999998,0.7875000000000001,0.75625,0.78375,-0.3750000000000002,2.7499999999999996,0.48427672955974843,0.09625,37,40,0,0.4805194805194805
XS,OpenBMI_MI,1,F2,3,0.55,0.8249999999999998,0.7875000000000001,0.75125,0.77125,-1.6250000000000013,2.0000000000000004,0.5723270440251572,0.11375,39,52,0,0.42857142857142855
XS,OpenBMI_MI,2,F2,3,0.55,0.8249999999999998,0.7875000000000001,0.765,0.765,-2.2500000000000004,-1.3877787807814457e-15,0.7469879518072289,0.155,53,71,0,0.4274193548387097
XS,OpenBMI_MI,0,F2,4,0.55,0.8244791666666668,0.78375,0.815,0.8049999999999999,2.1250000000000004,-1.0000000000000009,0.5813953488372093,0.09375,46,29,0,0.6133333333333333
XS,OpenBMI_MI,1,F2,4,0.55,0.8244791666666668,0.78375,0.7025,0.75875,-2.499999999999999,5.624999999999998,0.3795620437956204,0.065,16,36,0,0.3076923076923077
XS,OpenBMI_MI,2,F2,4,0.55,0.8244791666666668,0.78375,0.7949999999999999,0.78125,-0.2499999999999989,-1.3749999999999996,0.21768707482993196,0.04,15,17,0,0.46875
XS,OpenBMI_SSVEP,0,F0,0,0.47,0.9285416666666667,0.84875,0.94625,0.93875,8.999999999999998,-0.750000000000002,0.7563025210084033,0.1125,78,6,6,0.9285714285714286
XS,OpenBMI_SSVEP,1,F0,0,0.47,0.9285416666666667,0.84875,0.91125,0.8899999999999999,4.124999999999998,-2.1250000000000018,0.36585365853658536,0.05625,38,5,2,0.8837209302325582
XS,OpenBMI_SSVEP,2,F0,0,0.47,0.9285416666666667,0.84875,0.9075,0.91125,6.25,0.3750000000000002,0.5867768595041323,0.08875,59,9,3,0.8676470588235294
XS,OpenBMI_SSVEP,0,F0,1,0.44,0.9195833333333333,0.91,0.935,0.96,4.999999999999999,2.4999999999999982,0.6571428571428571,0.08625,50,10,9,0.8333333333333334
XS,OpenBMI_SSVEP,1,F0,1,0.44,0.9195833333333333,0.91,0.91625,0.9325,2.2500000000000004,1.6250000000000002,0.5121951219512195,0.0525,28,10,4,0.7368421052631579
XS,OpenBMI_SSVEP,2,F0,1,0.44,0.9195833333333333,0.91,0.93875,0.94875,3.875000000000001,1.0000000000000022,0.5432098765432098,0.055,37,6,1,0.8604651162790697
XS,OpenBMI_SSVEP,0,F0,2,0.44,0.9357291666666668,0.8574999999999999,0.90625,0.89875,4.1249999999999964,-0.7499999999999979,0.5196078431372549,0.06625,38,5,10,0.8837209302325582
XS,OpenBMI_SSVEP,1,F0,2,0.44,0.9357291666666668,0.8574999999999999,0.85875,0.87375,1.6249999999999958,1.4999999999999958,0.46825396825396826,0.07375,28,15,16,0.6511627906976745
XS,OpenBMI_SSVEP,2,F0,2,0.44,0.9357291666666668,0.8574999999999999,0.86625,0.88375,2.624999999999994,1.7499999999999973,0.5794392523364486,0.0775,34,13,15,0.723404255319149
XS,OpenBMI_SSVEP,0,F0,3,0.28,0.9366666666666665,0.86625,0.89,0.8912500000000001,2.5000000000000027,0.1250000000000001,0.6164383561643836,0.05625,32,12,1,0.7272727272727273
XS,OpenBMI_SSVEP,1,F0,3,0.28,0.9366666666666665,0.86625,0.87625,0.88375,1.75,0.7500000000000007,0.7466666666666667,0.07,33,19,4,0.6346153846153846
XS,OpenBMI_SSVEP,2,F0,3,0.28,0.9366666666666665,0.86625,0.855,0.87,0.37500000000000033,1.5,0.391304347826087,0.045,18,15,3,0.5454545454545454
XS,OpenBMI_SSVEP,0,F0,4,0.43,0.9095833333333334,0.9774999999999999,0.98875,0.99125,1.375000000000001,0.2500000000000002,0.68,0.02125,14,3,0,0.8235294117647058
XS,OpenBMI_SSVEP,1,F0,4,0.43,0.9095833333333334,0.9774999999999999,0.98375,0.99125,1.3750000000000013,0.7500000000000007,0.6923076923076923,0.0225,14,3,1,0.8235294117647058
XS,OpenBMI_SSVEP,2,F0,4,0.43,0.9095833333333334,0.9774999999999999,0.9775,0.98625,0.8750000000000008,0.8749999999999993,0.6764705882352942,0.02875,15,8,0,0.6521739130434783
XS,OpenBMI_SSVEP,0,F1,0,0.42,0.929375,0.84875,0.94625,0.93875,8.999999999999998,-0.750000000000002,0.7563025210084033,0.1125,78,6,6,0.9285714285714286
XS,OpenBMI_SSVEP,1,F1,0,0.42,0.929375,0.84875,0.91125,0.90875,5.999999999999998,-0.2500000000000016,0.6178861788617886,0.095,60,12,4,0.8333333333333334
XS,OpenBMI_SSVEP,2,F1,0,0.42,0.929375,0.84875,0.9075,0.90375,5.500000000000001,-0.3749999999999989,0.7107438016528925,0.1075,62,18,6,0.775
XS,OpenBMI_SSVEP,0,F1,1,0.36,0.9232291666666667,0.91,0.935,0.95625,4.625000000000002,2.1250000000000004,0.7142857142857143,0.09375,50,13,12,0.7936507936507936
XS,OpenBMI_SSVEP,1,F1,1,0.36,0.9232291666666667,0.91,0.91625,0.9337500000000001,2.375000000000001,1.75,0.7317073170731707,0.075,36,17,7,0.6792452830188679
XS,OpenBMI_SSVEP,2,F1,1,0.36,0.9232291666666667,0.91,0.93875,0.9575,4.750000000000002,1.875000000000003,0.6666666666666666,0.0675,45,7,2,0.8653846153846154
XS,OpenBMI_SSVEP,0,F1,2,0.38,0.9398958333333333,0.8574999999999999,0.90625,0.8899999999999999,3.2499999999999973,-1.6249999999999973,0.5,0.06375,33,7,11,0.825
XS,OpenBMI_SSVEP,1,F1,2,0.38,0.9398958333333333,0.8574999999999999,0.85875,0.865,0.7499999999999953,0.624999999999995,0.4523809523809524,0.07125,25,19,13,0.5681818181818182
XS,OpenBMI_SSVEP,2,F1,2,0.38,0.9398958333333333,0.8574999999999999,0.86625,0.88125,2.374999999999996,1.4999999999999991,0.5233644859813084,0.07,32,13,11,0.7111111111111111
XS,OpenBMI_SSVEP,0,F1,3,0.36,0.9382291666666666,0.86625,0.89,0.89875,3.2500000000000018,0.8749999999999993,0.5616438356164384,0.05125,33,7,1,0.825
XS,OpenBMI_SSVEP,1,F1,3,0.36,0.9382291666666666,0.86625,0.87625,0.885,1.8750000000000002,0.8750000000000008,0.6533333333333333,0.06125,30,15,4,0.6666666666666666
XS,OpenBMI_SSVEP,2,F1,3,0.36,0.9382291666666666,0.86625,0.855,0.87625,0.9999999999999996,2.124999999999999,0.2717391304347826,0.03125,16,8,1,0.6666666666666666
XS,OpenBMI_SSVEP,0,F1,4,0.42,0.9134375,0.9774999999999999,0.98875,0.99,1.250000000000001,0.1250000000000001,0.72,0.0225,14,4,0,0.7777777777777778
XS,OpenBMI_SSVEP,1,F1,4,0.42,0.9134375,0.9774999999999999,0.98375,0.98375,0.6250000000000006,0.0,0.6538461538461539,0.02125,11,6,0,0.6470588235294118
XS,OpenBMI_SSVEP,2,F1,4,0.42,0.9134375,0.9774999999999999,0.9775,0.98,0.2500000000000002,0.24999999999999883,0.7058823529411765,0.03,13,11,0,0.5416666666666666
XS,OpenBMI_SSVEP,0,F2,0,0.34,0.94,0.84875,0.94625,0.9299999999999999,8.124999999999998,-1.6250000000000013,0.8067226890756303,0.12,77,12,7,0.8651685393258427
XS,OpenBMI_SSVEP,1,F2,0,0.34,0.94,0.84875,0.91125,0.89375,4.499999999999998,-1.7500000000000018,0.4146341463414634,0.06375,42,6,3,0.875
XS,OpenBMI_SSVEP,2,F2,0,0.34,0.94,0.84875,0.9075,0.89625,4.750000000000001,-1.1249999999999996,0.6528925619834711,0.09875,56,18,5,0.7567567567567568
XS,OpenBMI_SSVEP,0,F2,1,0.49,0.9347916666666666,0.91,0.935,0.95,3.999999999999998,1.4999999999999971,0.6190476190476191,0.08125,44,12,9,0.7857142857142857
XS,OpenBMI_SSVEP,1,F2,1,0.49,0.9347916666666666,0.91,0.91625,0.9299999999999999,2.0000000000000004,1.375,0.6829268292682927,0.07,33,17,6,0.66
XS,OpenBMI_SSVEP,2,F2,1,0.49,0.9347916666666666,0.91,0.93875,0.94,3.0000000000000013,0.12500000000000294,0.38271604938271603,0.03875,27,3,1,0.9
XS,OpenBMI_SSVEP,0,F2,2,0.46,0.9527083333333334,0.8574999999999999,0.90625,0.9025,4.4999999999999964,-0.37499999999999895,0.803921568627451,0.1025,49,13,20,0.7903225806451613
XS,OpenBMI_SSVEP,1,F2,2,0.46,0.9527083333333334,0.8574999999999999,0.85875,0.86375,0.6249999999999991,0.4999999999999991,0.3968253968253968,0.0625,22,17,11,0.5641025641025641
XS,OpenBMI_SSVEP,2,F2,2,0.46,0.9527083333333334,0.8574999999999999,0.86625,0.87375,1.624999999999998,0.7500000000000013,0.616822429906542,0.0825,30,17,19,0.6382978723404256
XS,OpenBMI_SSVEP,0,F2,3,0.39,0.9486458333333333,0.86625,0.89,0.8775,1.1249999999999996,-1.2500000000000024,0.273972602739726,0.025,14,5,1,0.7368421052631579
XS,OpenBMI_SSVEP,1,F2,3,0.39,0.9486458333333333,0.86625,0.87625,0.8887499999999999,2.249999999999999,1.2499999999999998,0.37333333333333335,0.035,22,4,2,0.8461538461538461
XS,OpenBMI_SSVEP,2,F2,3,0.39,0.9486458333333333,0.86625,0.855,0.88,1.3750000000000009,2.500000000000001,0.2717391304347826,0.03125,18,7,0,0.72
XS,OpenBMI_SSVEP,0,F2,4,0.43,0.9252083333333333,0.9774999999999999,0.98875,0.99,1.250000000000001,0.1250000000000001,0.72,0.0225,14,4,0,0.7777777777777778
XS,OpenBMI_SSVEP,1,F2,4,0.43,0.9252083333333333,0.9774999999999999,0.98375,0.9862500000000001,0.8750000000000008,0.2500000000000002,0.7692307692307693,0.025,13,6,1,0.6842105263157895
XS,OpenBMI_SSVEP,2,F2,4,0.43,0.9252083333333333,0.9774999999999999,0.9775,0.985,0.7500000000000007,0.7499999999999992,0.5882352941176471,0.025,13,7,0,0.65
XS,WBCIC_MI,0,F0,0,0.42,0.8019397095959597,0.7792857142857142,0.7807142857142857,0.7885714285714285,0.9285714285714246,0.7857142857142849,0.9239130434782609,0.18214285714285713,134,121,0,0.5254901960784314
XS,WBCIC_MI,1,F0,0,0.42,0.8019397095959597,0.7792857142857142,0.7778571428571429,0.8014285714285714,2.21428571428571,2.3571428571428563,0.8149606299212598,0.14785714285714285,119,88,0,0.5748792270531401
XS,WBCIC_MI,2,F0,0,0.42,0.8019397095959597,0.7792857142857142,0.7821428571428571,0.7892857142857144,0.9999999999999959,0.714285714285715,0.8666666666666667,0.14857142857142858,111,97,0,0.5336538461538461
XS,WBCIC_MI,0,F0,1,0.49,0.8019462121212122,0.7733333333333333,0.8058333333333333,0.7933333333333334,1.9999999999999962,-1.249999999999999,0.423963133640553,0.07666666666666666,58,34,0,0.6304347826086957
XS,WBCIC_MI,1,F0,1,0.49,0.8019462121212122,0.7733333333333333,0.7916666666666666,0.7824999999999999,0.916666666666662,-0.9166666666666655,0.3719512195121951,0.050833333333333335,36,25,0,0.5901639344262295
XS,WBCIC_MI,2,F0,1,0.49,0.8019462121212122,0.7733333333333333,0.8108333333333334,0.7816666666666666,0.8333333333333286,-2.916666666666668,0.36363636363636365,0.06333333333333334,43,33,0,0.5657894736842105
XS,WBCIC_MI,0,F0,2,0.44,0.8103344276094275,0.7558333333333334,0.7541666666666668,0.7566666666666667,0.08333333333333155,0.24999999999999836,0.7247191011235955,0.1075,65,64,0,0.5038759689922481
XS,WBCIC_MI,1,F0,2,0.44,0.8103344276094275,0.7558333333333334,0.7491666666666666,0.75,-0.5833333333333375,0.08333333333332786,0.8793103448275862,0.1275,73,80,0,0.477124183006536
XS,WBCIC_MI,2,F0,2,0.44,0.8103344276094275,0.7558333333333334,0.7616666666666667,0.7624999999999998,0.6666666666666673,0.08333333333333341,0.7692307692307693,0.10833333333333334,69,61,0,0.5307692307692308
XS,WBCIC_MI,0,F0,3,0.45,0.7887999999999998,0.8405408249158248,0.8229966329966331,0.8364604377104378,-0.40803872053872076,1.3463804713804723,0.630057803468208,0.09121338912133892,52,57,0,0.47706422018348627
XS,WBCIC_MI,1,F0,3,0.45,0.7887999999999998,0.8405408249158248,0.8378924663299664,0.8530660774410775,1.2525252525252477,1.517361111111106,0.4918918918918919,0.07615062761506276,53,38,0,0.5824175824175825
XS,WBCIC_MI,2,F0,3,0.45,0.7887999999999998,0.8405408249158248,0.8462678872053871,0.8605218855218855,1.9981060606060568,1.4253998316498262,0.7017543859649122,0.100418410041841,72,48,0,0.6
XS,WBCIC_MI,0,F0,4,0.46,0.8015406565656565,0.7875000000000001,0.7875000000000001,0.7966666666666667,0.9166666666666675,0.9166666666666656,0.7445652173913043,0.11416666666666667,74,63,0,0.5401459854014599
XS,WBCIC_MI,1,F0,4,0.46,0.8015406565656565,0.7875000000000001,0.7991666666666667,0.7999999999999999,1.2500000000000029,0.08333333333333155,0.64375,0.08583333333333333,59,44,0,0.5728155339805825
XS,WBCIC_MI,2,F0,4,0.46,0.8015406565656565,0.7875000000000001,0.7800000000000001,0.7916666666666666,0.416666666666667,1.1666666666666659,0.695364238410596,0.0875,55,50,0,0.5238095238095238
XS,WBCIC_MI,0,F1,0,0.45,0.8024287142255893,0.7792857142857142,0.7807142857142857,0.7871428571428571,0.7857142857142818,0.6428571428571418,0.9094202898550725,0.1792857142857143,131,120,0,0.5219123505976095
XS,WBCIC_MI,1,F1,0,0.45,0.8024287142255893,0.7792857142857142,0.7778571428571429,0.7978571428571428,1.8571428571428572,2.000000000000003,0.7637795275590551,0.13857142857142857,110,84,0,0.5670103092783505
XS,WBCIC_MI,2,F1,0,0.45,0.8024287142255893,0.7792857142857142,0.7821428571428571,0.7892857142857144,0.9999999999999977,0.7142857142857164,0.8083333333333333,0.13857142857142857,104,90,0,0.5360824742268041
XS,WBCIC_MI,0,F1,1,0.5,0.8018795454545454,0.7733333333333333,0.8058333333333333,0.7883333333333334,1.4999999999999976,-1.7499999999999982,0.35023041474654376,0.06333333333333334,47,29,0,0.618421052631579
XS,WBCIC_MI,1,F1,1,0.5,0.8018795454545454,0.7733333333333333,0.7916666666666666,0.7816666666666666,0.8333333333333286,-0.9999999999999988,0.36585365853658536,0.05,35,25,0,0.5833333333333334
XS,WBCIC_MI,2,F1,1,0.5,0.8018795454545454,0.7733333333333333,0.8108333333333334,0.7816666666666666,0.8333333333333286,-2.916666666666668,0.35406698564593303,0.06166666666666667,42,32,0,0.5675675675675675
XS,WBCIC_MI,0,F1,2,0.43,0.8117351010101009,0.7558333333333334,0.7541666666666668,0.7541666666666668,-0.16666666666666874,-1.8503717077085944e-15,0.7303370786516854,0.10833333333333334,64,66,0,0.49230769230769234
XS,WBCIC_MI,1,F1,2,0.43,0.8117351010101009,0.7558333333333334,0.7491666666666666,0.7483333333333334,-0.7500000000000041,-0.08333333333333896,0.8908045977011494,0.12916666666666668,73,82,0,0.47096774193548385
XS,WBCIC_MI,2,F1,2,0.43,0.8117351010101009,0.7558333333333334,0.7616666666666667,0.7633333333333333,0.7499999999999988,0.16666666666666496,0.8106508875739645,0.11416666666666667,73,64,0,0.5328467153284672
XS,WBCIC_MI,0,F1,3,0.45,0.7882000000000001,0.8405408249158248,0.8229966329966331,0.8322590488215488,-0.8281776094276104,0.9262415824915826,0.6589595375722543,0.09539748953974896,52,62,0,0.45614035087719296
XS,WBCIC_MI,1,F1,3,0.45,0.7882000000000001,0.8405408249158248,0.8378924663299664,0.8488731060606062,0.8332281144781127,1.0980639730639712,0.518918918918919,0.0803347280334728,53,43,0,0.5520833333333334
XS,WBCIC_MI,2,F1,3,0.45,0.7882000000000001,0.8405408249158248,0.8462678872053871,0.8579871632996632,1.7446338383838338,1.1719276094276032,0.7426900584795322,0.10627615062761506,74,53,0,0.5826771653543307
XS,WBCIC_MI,0,F1,4,0.43,0.8022642255892256,0.7875000000000001,0.7875000000000001,0.8000000000000002,1.2500000000000029,1.250000000000001,0.8097826086956522,0.12416666666666666,82,67,0,0.5503355704697986
XS,WBCIC_MI,1,F1,4,0.43,0.8022642255892256,0.7875000000000001,0.7991666666666667,0.7933333333333333,0.5833333333333357,-0.5833333333333356,0.74375,0.09916666666666667,63,56,0,0.5294117647058824
XS,WBCIC_MI,2,F1,4,0.43,0.8022642255892256,0.7875000000000001,0.7800000000000001,0.7883333333333332,0.08333333333333526,0.833333333333334,0.7748344370860927,0.0975,59,58,0,0.5042735042735043
XS,WBCIC_MI,0,F2,0,0.53,0.8164716610549944,0.7792857142857142,0.7807142857142857,0.7857142857142857,0.6428571428571418,0.500000000000002,0.19927536231884058,0.039285714285714285,32,23,0,0.5818181818181818
XS,WBCIC_MI,1,F2,0,0.53,0.8164716610549944,0.7792857142857142,0.7778571428571429,0.7821428571428573,0.2857142857142828,0.42857142857142894,0.08661417322834646,0.015714285714285715,13,9,0,0.5909090909090909
XS,WBCIC_MI,2,F2,0,0.53,0.8164716610549944,0.7792857142857142,0.7821428571428571,0.7885714285714285,0.9285714285714263,0.642857142857145,0.7541666666666667,0.12928571428571428,97,84,0,0.5359116022099447
XS,WBCIC_MI,0,F2,1,0.49,0.8128071548821549,0.7733333333333333,0.8058333333333333,0.7866666666666666,1.3333333333333293,-1.9166666666666667,0.30414746543778803,0.055,41,25,0,0.6212121212121212
XS,WBCIC_MI,1,F2,1,0.49,0.8128071548821549,0.7733333333333333,0.7916666666666666,0.7833333333333333,0.9999999999999952,-0.8333333333333321,0.21951219512195122,0.03,24,12,0,0.6666666666666666
XS,WBCIC_MI,2,F2,1,0.49,0.8128071548821549,0.7733333333333333,0.8108333333333334,0.79,1.6666666666666627,-2.0833333333333335,0.18181818181818182,0.03166666666666667,29,9,0,0.7631578947368421
XS,WBCIC_MI,0,F2,2,0.48,0.8241468013468013,0.7558333333333334,0.7541666666666668,0.7533333333333334,-0.24999999999999822,-0.08333333333333155,0.949438202247191,0.14083333333333334,83,86,0,0.4911242603550296
XS,WBCIC_MI,1,F2,2,0.48,0.8241468013468013,0.7558333333333334,0.7491666666666666,0.755,-0.0833333333333317,0.5833333333333338,0.9597701149425287,0.13916666666666666,83,84,0,0.49700598802395207
XS,WBCIC_MI,2,F2,2,0.48,0.8241468013468013,0.7558333333333334,0.7616666666666667,0.7558333333333334,-3.700743415417189e-15,-0.5833333333333375,0.05917159763313609,0.008333333333333333,5,5,0,0.5
XS,WBCIC_MI,0,F2,3,0.46,0.8020666666666667,0.8405408249158248,0.8229966329966331,0.8313646885521884,-0.9176136363636381,0.8368055555555549,0.884393063583815,0.1280334728033473,71,82,0,0.46405228758169936
XS,WBCIC_MI,1,F2,3,0.46,0.8020666666666667,0.8405408249158248,0.8378924663299664,0.8412521043771043,0.07112794612794311,0.3359638047138014,0.5351351351351351,0.08284518828451883,50,49,0,0.5050505050505051
XS,WBCIC_MI,2,F2,3,0.46,0.8020666666666667,0.8405408249158248,0.8462678872053871,0.8514078282828282,1.086700336700334,0.5139941077441034,0.4152046783625731,0.059414225941422594,42,29,0,0.5915492957746479
XS,WBCIC_MI,0,F2,4,0.5,0.819280808080808,0.7875000000000001,0.7875000000000001,0.7925,0.5000000000000023,0.5000000000000004,0.8913043478260869,0.13666666666666666,85,79,0,0.5182926829268293
XS,WBCIC_MI,1,F2,4,0.5,0.819280808080808,0.7875000000000001,0.7991666666666667,0.7999999999999999,1.250000000000001,0.0833333333333297,0.91875,0.1225,81,66,0,0.5510204081632653
XS,WBCIC_MI,2,F2,4,0.5,0.819280808080808,0.7875000000000001,0.7800000000000001,0.7833333333333333,-0.416666666666667,0.33333333333333176,0.8675496688741722,0.10916666666666666,63,68,0,0.48091603053435117
