task,target,feature_family,heldout_fold,heldout_seed,n_rows,n_rescue,ROC_AUC,PR_AUC,balanced_accuracy,precision_RESCUE,recall_RESCUE
OpenBMI_MI,SAFE_SWITCH,F2,1,1,139,56,0.6607142857142858,0.5685800604827336,0.626828743545611,0.6097560975609756,0.44642857142857145
OpenBMI_MI,SAFE_SWITCH,F2,1,2,135,64,0.5321302816901409,0.593243435240238,0.5144146126760564,0.4868421052631579,0.578125
OpenBMI_MI,SAFE_SWITCH,F2,2,0,171,82,0.42888462592491094,0.4839301972947696,0.4990408331049603,0.47904191616766467,0.975609756097561
OpenBMI_MI,SAFE_SWITCH,F2,2,1,202,85,0.5432880844645551,0.4737280401335166,0.5195575666163902,0.4369747899159664,0.611764705882353
OpenBMI_MI,SAFE_SWITCH,F2,2,2,198,94,0.5232201309328969,0.5415962675762258,0.5217880523731587,0.8333333333333334,0.05319148936170213
OpenBMI_MI,SAFE_SWITCH,F2,3,0,159,67,0.4750162232316677,0.40434854757831723,0.4660934458144062,0.40397350993377484,0.9104477611940298
OpenBMI_MI,SAFE_SWITCH,F2,3,1,159,65,0.5423895253682488,0.4395431805447517,0.546481178396072,0.44680851063829785,0.6461538461538462
OpenBMI_MI,SAFE_SWITCH,F2,3,2,166,74,0.5471504112808461,0.4971336754386032,0.5318742655699178,0.4672131147540984,0.7702702702702703
OpenBMI_MI,SAFE_SWITCH,F2,4,0,129,77,0.5434565434565435,0.6361396032111648,0.5223526473526473,0.608,0.987012987012987
OpenBMI_MI,SAFE_SWITCH,F2,4,1,137,36,0.5624312431243124,0.3873488297999046,0.5501925192519252,0.29411764705882354,0.6944444444444444
OpenBMI_MI,SAFE_SWITCH,F2,4,2,147,78,0.5815681902638424,0.6160141658650533,0.5537904124860646,0.6078431372549019,0.3974358974358974
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,0,0,110,94,0.8158244680851064,0.9596657270575184,0.7253989361702128,0.9523809523809523,0.6382978723404256
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,0,1,110,80,0.7050000000000001,0.8791563489085006,0.6666666666666667,0.8888888888888888,0.5
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,0,2,107,77,0.8177489177489177,0.9197639981077175,0.7209956709956711,0.8813559322033898,0.6753246753246753
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,1,0,90,55,0.8488311688311688,0.8666176469979587,0.7987012987012987,0.8392857142857143,0.8545454545454545
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,1,1,73,39,0.779788838612368,0.8200569314951236,0.7356711915535445,0.7380952380952381,0.7948717948717948
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,1,2,77,50,0.8533333333333333,0.920681091268287,0.7774074074074073,0.8809523809523809,0.74
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,2,0,75,57,0.7319688109161793,0.8659155162981987,0.685672514619883,0.8809523809523809,0.6491228070175439
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,2,1,95,48,0.7304964539007092,0.764740353229008,0.632313829787234,0.6585365853658537,0.5625
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,2,2,77,42,0.7625850340136054,0.7649991998066615,0.680952380952381,0.6956521739130435,0.7619047619047619
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,3,0,67,43,0.687984496124031,0.8007500048377023,0.6981589147286822,0.8387096774193549,0.6046511627906976
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,3,1,68,38,0.7324561403508771,0.7774418882286059,0.6921052631578948,0.7428571428571429,0.6842105263157895
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,3,2,87,39,0.6602564102564102,0.6329746315676571,0.5625,0.5652173913043478,0.3333333333333333
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,4,0,25,17,0.8529411764705882,0.9287452334202748,0.8455882352941176,0.8888888888888888,0.9411764705882353
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,4,1,25,15,0.9466666666666667,0.9711500974658869,0.7333333333333334,0.7647058823529411,0.8666666666666667
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F0,4,2,34,17,0.8650519031141868,0.8998437836673131,0.7647058823529411,0.7142857142857143,0.8823529411764706
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,0,0,110,94,0.7699468085106383,0.9486366372886939,0.6894946808510638,0.9285714285714286,0.6914893617021277
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,0,1,110,80,0.7787499999999999,0.9029184955667389,0.6979166666666666,0.8688524590163934,0.6625
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,0,2,107,77,0.7558441558441559,0.893351046912758,0.6867965367965367,0.8382352941176471,0.7402597402597403
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,1,0,90,55,0.8436363636363636,0.8487779143392724,0.7896103896103897,0.8363636363636363,0.8363636363636363
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,1,1,73,39,0.8129713423831071,0.7845954458282443,0.7631975867269984,0.7619047619047619,0.8205128205128205
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,1,2,77,50,0.8762962962962964,0.9323233250412213,0.7988888888888889,0.8723404255319149,0.82
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,2,0,75,57,0.6559454191033138,0.8566360138220661,0.6418128654970761,0.8648648648648649,0.5614035087719298
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,2,1,95,48,0.6937056737588653,0.7307982096107352,0.6431737588652482,0.6842105263157895,0.5416666666666666
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,2,2,77,42,0.7285714285714286,0.75430723942596,0.6309523809523809,0.696969696969697,0.5476190476190477
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,3,0,67,43,0.7635658914728681,0.8776757922094524,0.7189922480620154,0.8666666666666667,0.6046511627906976
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,3,1,68,38,0.7921052631578948,0.7915860001925726,0.7157894736842105,0.8,0.631578947368421
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,3,2,87,39,0.6169871794871795,0.6274743455436084,0.5600961538461539,0.5714285714285714,0.3076923076923077
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,4,0,25,17,0.7573529411764706,0.8391427221564284,0.6948529411764706,0.8125,0.7647058823529411
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,4,1,25,15,0.8266666666666667,0.8912380011293055,0.7166666666666666,0.7857142857142857,0.7333333333333333
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F1,4,2,34,17,0.71280276816609,0.7960624098124098,0.5882352941176471,0.5789473684210527,0.6470588235294118
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,0,0,110,94,0.7353723404255319,0.9438852781263178,0.617686170212766,0.8928571428571429,0.7978723404255319
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,0,1,110,80,0.49,0.7263324410492459,0.4708333333333333,0.7037037037037037,0.475
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,0,2,107,77,0.7216450216450218,0.8394008844100702,0.6746753246753247,0.847457627118644,0.6493506493506493
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,1,0,90,55,0.6919480519480519,0.7729935381753987,0.5974025974025974,0.6666666666666666,0.9090909090909091
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,1,1,73,39,0.555052790346908,0.595074323129462,0.5426093514328808,0.5614035087719298,0.8205128205128205
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,1,2,77,50,0.5325925925925925,0.6807332157776156,0.4833333333333333,0.625,0.3
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,2,0,75,57,0.4805068226120858,0.749394347602419,0.513157894736842,0.7692307692307693,0.5263157894736842
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,2,1,95,48,0.38475177304964536,0.47425122415431836,0.40979609929078015,0.42592592592592593,0.4791666666666667
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,2,2,77,42,0.5333333333333333,0.5341301849158049,0.6023809523809525,0.6140350877192983,0.8333333333333334
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,3,0,67,43,0.6124031007751938,0.7620402127829558,0.563953488372093,0.6923076923076923,0.627906976744186
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,3,1,68,38,0.6894736842105262,0.7464841996562855,0.6131578947368421,0.6896551724137931,0.5263157894736842
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,3,2,87,39,0.7158119658119658,0.6317617362655393,0.5456730769230769,0.6666666666666666,0.15384615384615385
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,4,0,25,17,0.5661764705882353,0.7075077244736687,0.5992647058823529,0.7368421052631579,0.8235294117647058
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,4,1,25,15,0.76,0.829315640786229,0.65,0.7058823529411765,0.8
OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,F2,4,2,34,17,0.7474048442906575,0.7897346605069915,0.6470588235294118,0.5925925925925926,0.9411764705882353
OpenBMI_SSVEP,SAFE_SWITCH,F0,0,0,119,94,0.7191489361702128,0.9044586011665052,0.6431914893617021,0.8769230769230769,0.6063829787234043
OpenBMI_SSVEP,SAFE_SWITCH,F0,0,1,123,80,0.7104651162790698,0.848321977761155,0.6677325581395348,0.8636363636363636,0.475
OpenBMI_SSVEP,SAFE_SWITCH,F0,0,2,121,77,0.8125737898465171,0.8767126224017201,0.7305194805194806,0.8412698412698413,0.6883116883116883
OpenBMI_SSVEP,SAFE_SWITCH,F0,1,0,105,55,0.8189090909090909,0.8231074108323219,0.759090909090909,0.75,0.8181818181818182
OpenBMI_SSVEP,SAFE_SWITCH,F0,1,1,82,39,0.7525342874180083,0.73769629728834,0.7078115682766846,0.6829268292682927,0.717948717948718
OpenBMI_SSVEP,SAFE_SWITCH,F0,1,2,81,50,0.8496774193548386,0.909822668264974,0.775483870967742,0.8947368421052632,0.68
OpenBMI_SSVEP,SAFE_SWITCH,F0,2,0,102,57,0.6935672514619883,0.722515510610622,0.684795321637427,0.7608695652173914,0.6140350877192983
OpenBMI_SSVEP,SAFE_SWITCH,F0,2,1,126,48,0.6290064102564102,0.4899935427837037,0.5825320512820513,0.46551724137931033,0.5625
OpenBMI_SSVEP,SAFE_SWITCH,F0,2,2,107,42,0.7179487179487178,0.5809448395040889,0.680952380952381,0.5517241379310345,0.7619047619047619
OpenBMI_SSVEP,SAFE_SWITCH,F0,3,0,73,43,0.7178294573643411,0.7738077345433755,0.6790697674418604,0.8,0.5581395348837209
OpenBMI_SSVEP,SAFE_SWITCH,F0,3,1,75,38,0.7460881934566145,0.7616455228735731,0.6806543385490753,0.7058823529411765,0.631578947368421
OpenBMI_SSVEP,SAFE_SWITCH,F0,3,2,92,39,0.6439283986453798,0.6052583754395493,0.5878084179970973,0.631578947368421,0.3076923076923077
OpenBMI_SSVEP,SAFE_SWITCH,F0,4,0,25,17,0.8823529411764706,0.9504379678292723,0.7867647058823529,0.875,0.8235294117647058
OpenBMI_SSVEP,SAFE_SWITCH,F0,4,1,26,15,0.9090909090909091,0.927236418552208,0.7515151515151515,0.7647058823529411,0.8666666666666667
OpenBMI_SSVEP,SAFE_SWITCH,F0,4,2,34,17,0.8823529411764705,0.9222823228908421,0.7941176470588235,0.7777777777777778,0.8235294117647058
OpenBMI_SSVEP,SAFE_SWITCH,F1,0,0,119,94,0.6787234042553192,0.8750609846329036,0.644468085106383,0.8714285714285714,0.648936170212766
OpenBMI_SSVEP,SAFE_SWITCH,F1,0,1,123,80,0.783139534883721,0.8733071811003874,0.709593023255814,0.8307692307692308,0.675
OpenBMI_SSVEP,SAFE_SWITCH,F1,0,2,121,77,0.7591499409681228,0.8451780278260593,0.685064935064935,0.7910447761194029,0.6883116883116883
OpenBMI_SSVEP,SAFE_SWITCH,F1,1,0,105,55,0.7796363636363636,0.742632178585963,0.7190909090909091,0.703125,0.8181818181818182
OpenBMI_SSVEP,SAFE_SWITCH,F1,1,1,82,39,0.7525342874180082,0.7256023803594757,0.6997614788312463,0.6458333333333334,0.7948717948717948
OpenBMI_SSVEP,SAFE_SWITCH,F1,1,2,81,50,0.8806451612903226,0.92970906053158,0.7832258064516129,0.8636363636363636,0.76
OpenBMI_SSVEP,SAFE_SWITCH,F1,2,0,102,57,0.5933723196881092,0.6260747855315489,0.6076023391812866,0.6818181818181818,0.5263157894736842
OpenBMI_SSVEP,SAFE_SWITCH,F1,2,1,126,48,0.6314102564102564,0.4719915691279458,0.6121794871794872,0.5,0.5833333333333334
OpenBMI_SSVEP,SAFE_SWITCH,F1,2,2,107,42,0.7534798534798535,0.6513661951428301,0.7018315018315018,0.65,0.6190476190476191
OpenBMI_SSVEP,SAFE_SWITCH,F1,3,0,73,43,0.775968992248062,0.8752493928471954,0.7422480620155039,0.8484848484848485,0.6511627906976745
OpenBMI_SSVEP,SAFE_SWITCH,F1,3,1,75,38,0.7937411095305832,0.7994501959626737,0.7339971550497866,0.7647058823529411,0.6842105263157895
OpenBMI_SSVEP,SAFE_SWITCH,F1,3,2,92,39,0.637155297532656,0.6321050475232745,0.5972423802612482,0.6666666666666666,0.3076923076923077
OpenBMI_SSVEP,SAFE_SWITCH,F1,4,0,25,17,0.7058823529411764,0.8179610777117171,0.6948529411764706,0.8125,0.7647058823529411
OpenBMI_SSVEP,SAFE_SWITCH,F1,4,1,26,15,0.793939393939394,0.8555587200324042,0.7303030303030302,0.7857142857142857,0.7333333333333333
OpenBMI_SSVEP,SAFE_SWITCH,F1,4,2,34,17,0.7024221453287197,0.7869849839702782,0.5588235294117647,0.55,0.6470588235294118
OpenBMI_SSVEP,SAFE_SWITCH,F2,0,0,119,94,0.6621276595744682,0.8896914901688951,0.6202127659574468,0.8404255319148937,0.8404255319148937
OpenBMI_SSVEP,SAFE_SWITCH,F2,0,1,123,80,0.6130813953488372,0.7316329322079294,0.5906976744186047,0.7272727272727273,0.6
OpenBMI_SSVEP,SAFE_SWITCH,F2,0,2,121,77,0.7266824085005903,0.8090102693043225,0.689935064935065,0.7763157894736842,0.7662337662337663
OpenBMI_SSVEP,SAFE_SWITCH,F2,1,0,105,55,0.6661818181818182,0.6339387049198003,0.6172727272727272,0.6025641025641025,0.8545454545454545
OpenBMI_SSVEP,SAFE_SWITCH,F2,1,1,82,39,0.5539654144305307,0.5138589288567585,0.5626118067978533,0.515625,0.8461538461538461
OpenBMI_SSVEP,SAFE_SWITCH,F2,1,2,81,50,0.6593548387096775,0.7480894819129743,0.5932258064516129,0.76,0.38
OpenBMI_SSVEP,SAFE_SWITCH,F2,2,0,102,57,0.4888888888888888,0.5678182449462692,0.42573099415204674,0.4909090909090909,0.47368421052631576
OpenBMI_SSVEP,SAFE_SWITCH,F2,2,1,126,48,0.39716880341880345,0.3662676332557476,0.39663461538461536,0.2878787878787879,0.3958333333333333
OpenBMI_SSVEP,SAFE_SWITCH,F2,2,2,107,42,0.6073260073260074,0.4703786398934472,0.5697802197802198,0.44,0.7857142857142857
OpenBMI_SSVEP,SAFE_SWITCH,F2,3,0,73,43,0.6441860465116279,0.7643534898331215,0.5856589147286821,0.6666666666666666,0.6046511627906976
OpenBMI_SSVEP,SAFE_SWITCH,F2,3,1,75,38,0.7283072546230441,0.7042175907278978,0.6685633001422475,0.7407407407407407,0.5263157894736842
OpenBMI_SSVEP,SAFE_SWITCH,F2,3,2,92,39,0.7343976777939042,0.6160387288132283,0.60062893081761,0.65,0.3333333333333333
OpenBMI_SSVEP,SAFE_SWITCH,F2,4,0,25,17,0.676470588235294,0.7671858785386851,0.6911764705882353,0.7894736842105263,0.8823529411764706
OpenBMI_SSVEP,SAFE_SWITCH,F2,4,1,26,15,0.7393939393939394,0.8090106679812562,0.6606060606060606,0.6842105263157895,0.8666666666666667
OpenBMI_SSVEP,SAFE_SWITCH,F2,4,2,34,17,0.7231833910034602,0.7827674573077608,0.6176470588235294,0.5833333333333334,0.8235294117647058
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,0,0,276,139,0.5960720474715118,0.5926333934732947,0.5561623693745733,0.5410628019323671,0.8057553956834532
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,0,1,254,126,0.6711309523809524,0.6368268792319332,0.630890376984127,0.6012658227848101,0.753968253968254
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,0,2,240,122,0.6091275354265073,0.6023257931105475,0.592873020283412,0.5766871165644172,0.7704918032786885
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,1,0,217,128,0.6099894662921349,0.6912124644163095,0.5528879915730337,0.648936170212766,0.4765625
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,1,1,164,93,0.5283961835529305,0.6295618860971509,0.5026503104649401,0.5714285714285714,0.3010752688172043
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,1,2,209,127,0.4801229114653351,0.642603913507195,0.45486844632225854,0.5384615384615384,0.2755905511811024
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,2,0,178,88,0.48244949494949496,0.49576729082697535,0.49242424242424243,0.4827586206896552,0.3181818181818182
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,2,1,174,83,0.47451343836886006,0.45575245346592497,0.49721964782205746,0.475,0.6867469879518072
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,2,2,169,88,0.5611672278338945,0.5549113588390414,0.564604377104377,0.5757575757575758,0.6477272727272727
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,3,0,173,76,0.5874932175800326,0.522265254106379,0.5573114487249051,0.515625,0.4342105263157895
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,3,1,185,91,0.6119943885901332,0.6054102869963252,0.5368248772504092,0.56,0.3076923076923077
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,3,2,171,89,0.6023568100849548,0.6088949049945065,0.5496711427788435,0.5697674418604651,0.550561797752809
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,4,0,184,92,0.5285916824196597,0.5030067399791744,0.5326086956521738,0.5245901639344263,0.6956521739130435
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,4,1,160,87,0.560069280428279,0.6099947573145975,0.5279483545898284,0.5733333333333334,0.4942528735632184
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F0,4,2,151,71,0.5973591549295774,0.5369235284654451,0.5669014084507042,0.5294117647058824,0.6338028169014085
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,0,0,276,139,0.5502284303943706,0.5462614989451359,0.5419314183689544,0.5329949238578681,0.7553956834532374
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,0,1,254,126,0.6535218253968255,0.6287715429961855,0.623077876984127,0.59375,0.753968253968254
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,0,2,240,122,0.5768963601000278,0.567406003769476,0.5499444290080577,0.5414364640883977,0.8032786885245902
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,1,0,217,128,0.5782127808988764,0.6787334122109119,0.5306794241573034,0.6296296296296297,0.3984375
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,1,1,164,93,0.5253672573072846,0.6239148011915909,0.49931849159472963,0.5660377358490566,0.3225806451612903
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,1,2,209,127,0.4780103706548876,0.6389991796465417,0.458421355867102,0.5492957746478874,0.30708661417322836
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,2,0,178,88,0.46881313131313135,0.48239779052916243,0.4926767676767677,0.4838709677419355,0.3409090909090909
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,2,1,174,83,0.4787501654971535,0.4627454266272625,0.5147623460876473,0.48760330578512395,0.7108433734939759
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,2,2,169,88,0.5669191919191919,0.5626615243355299,0.5641133557800224,0.5742574257425742,0.6590909090909091
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,3,0,173,76,0.5903418339663592,0.5438010612345788,0.5530385241454151,0.5172413793103449,0.39473684210526316
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,3,1,185,91,0.5848725742342764,0.578805963276027,0.5261865793780687,0.5384615384615384,0.3076923076923077
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,3,2,171,89,0.5883803781858044,0.6017728538695177,0.5692655522060839,0.5784313725490197,0.6629213483146067
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,4,0,184,92,0.5369801512287334,0.5150497550330867,0.5326086956521738,0.5238095238095238,0.717391304347826
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,4,1,160,87,0.5416469847268146,0.5853018669580177,0.5772319319792159,0.6233766233766234,0.5517241379310345
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F1,4,2,151,71,0.579225352112676,0.5204384697255164,0.5997359154929578,0.5595238095238095,0.6619718309859155
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,0,0,276,139,0.555322165625164,0.5295042543675347,0.5,0.0,0.0
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,0,1,254,126,0.6011284722222222,0.5950559794792579,0.5974702380952381,0.625,0.47619047619047616
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,0,2,240,122,0.5435537649347042,0.5253037462845787,0.5302167268685746,0.5244444444444445,0.9672131147540983
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,1,0,217,128,0.5138693820224719,0.6350920199761318,0.4827071629213483,0.5795454545454546,0.796875
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,1,1,164,93,0.5523247008935332,0.6326209671633954,0.5032560957140694,0.5698924731182796,0.5698924731182796
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,1,2,209,127,0.5917034760898789,0.7223706315174045,0.5372095256385635,0.9166666666666666,0.08661417322834646
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,2,0,178,88,0.4847222222222222,0.49763325367553823,0.4699494949494949,0.47619047619047616,0.7954545454545454
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,2,1,174,83,0.44763670064874883,0.44351750558785646,0.46233284787501655,0.44329896907216493,0.5180722891566265
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,2,2,169,88,0.513047138047138,0.5236471628327829,0.4928451178451178,0.4,0.022727272727272728
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,3,0,173,76,0.585729788388497,0.5096307459949977,0.5592783505154639,0.5066666666666667,0.5
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,3,1,185,91,0.5299275192892213,0.5209674679878294,0.5092354454056581,0.49700598802395207,0.9120879120879121
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,3,2,171,89,0.5672787064949302,0.6133863748858088,0.5653603727048506,0.6444444444444445,0.3258426966292135
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,4,0,184,92,0.47684310018903586,0.48770465512899447,0.4945652173913044,0.4971751412429379,0.9565217391304348
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,4,1,160,87,0.49425287356321834,0.575666117929279,0.502283105022831,0.5471698113207547,0.3333333333333333
WBCIC_MI,CLEAN_RESCUE_VS_HARM,F2,4,2,151,71,0.560387323943662,0.5614247099136054,0.4935739436619718,0.4661016949152542,0.7746478873239436
WBCIC_MI,SAFE_SWITCH,F0,0,0,276,139,0.5960720474715118,0.5926333934732947,0.5561623693745733,0.5410628019323671,0.8057553956834532
WBCIC_MI,SAFE_SWITCH,F0,0,1,254,126,0.6711309523809524,0.6368268792319332,0.630890376984127,0.6012658227848101,0.753968253968254
WBCIC_MI,SAFE_SWITCH,F0,0,2,240,122,0.6091275354265073,0.6023257931105475,0.592873020283412,0.5766871165644172,0.7704918032786885
WBCIC_MI,SAFE_SWITCH,F0,1,0,217,128,0.6099894662921349,0.6912124644163095,0.5528879915730337,0.648936170212766,0.4765625
WBCIC_MI,SAFE_SWITCH,F0,1,1,164,93,0.5283961835529305,0.6295618860971509,0.5026503104649401,0.5714285714285714,0.3010752688172043
WBCIC_MI,SAFE_SWITCH,F0,1,2,209,127,0.4801229114653351,0.642603913507195,0.45486844632225854,0.5384615384615384,0.2755905511811024
WBCIC_MI,SAFE_SWITCH,F0,2,0,178,88,0.48244949494949496,0.49576729082697535,0.49242424242424243,0.4827586206896552,0.3181818181818182
WBCIC_MI,SAFE_SWITCH,F0,2,1,174,83,0.47451343836886006,0.45575245346592497,0.49721964782205746,0.475,0.6867469879518072
WBCIC_MI,SAFE_SWITCH,F0,2,2,169,88,0.5611672278338945,0.5549113588390414,0.564604377104377,0.5757575757575758,0.6477272727272727
WBCIC_MI,SAFE_SWITCH,F0,3,0,173,76,0.5874932175800326,0.522265254106379,0.5573114487249051,0.515625,0.4342105263157895
WBCIC_MI,SAFE_SWITCH,F0,3,1,185,91,0.6119943885901332,0.6054102869963252,0.5368248772504092,0.56,0.3076923076923077
WBCIC_MI,SAFE_SWITCH,F0,3,2,171,89,0.6023568100849548,0.6088949049945065,0.5496711427788435,0.5697674418604651,0.550561797752809
WBCIC_MI,SAFE_SWITCH,F0,4,0,184,92,0.5285916824196597,0.5030067399791744,0.5326086956521738,0.5245901639344263,0.6956521739130435
WBCIC_MI,SAFE_SWITCH,F0,4,1,160,87,0.560069280428279,0.6099947573145975,0.5279483545898284,0.5733333333333334,0.4942528735632184
WBCIC_MI,SAFE_SWITCH,F0,4,2,151,71,0.5973591549295774,0.5369235284654451,0.5669014084507042,0.5294117647058824,0.6338028169014085
WBCIC_MI,SAFE_SWITCH,F1,0,0,276,139,0.5502284303943706,0.5462614989451359,0.5419314183689544,0.5329949238578681,0.7553956834532374
WBCIC_MI,SAFE_SWITCH,F1,0,1,254,126,0.6535218253968255,0.6287715429961855,0.623077876984127,0.59375,0.753968253968254
WBCIC_MI,SAFE_SWITCH,F1,0,2,240,122,0.5768963601000278,0.567406003769476,0.5499444290080577,0.5414364640883977,0.8032786885245902
WBCIC_MI,SAFE_SWITCH,F1,1,0,217,128,0.5782127808988764,0.6787334122109119,0.5306794241573034,0.6296296296296297,0.3984375
WBCIC_MI,SAFE_SWITCH,F1,1,1,164,93,0.5253672573072846,0.6239148011915909,0.49931849159472963,0.5660377358490566,0.3225806451612903
WBCIC_MI,SAFE_SWITCH,F1,1,2,209,127,0.4780103706548876,0.6389991796465417,0.458421355867102,0.5492957746478874,0.30708661417322836
WBCIC_MI,SAFE_SWITCH,F1,2,0,178,88,0.46881313131313135,0.48239779052916243,0.4926767676767677,0.4838709677419355,0.3409090909090909
WBCIC_MI,SAFE_SWITCH,F1,2,1,174,83,0.4787501654971535,0.4627454266272625,0.5147623460876473,0.48760330578512395,0.7108433734939759
WBCIC_MI,SAFE_SWITCH,F1,2,2,169,88,0.5669191919191919,0.5626615243355299,0.5641133557800224,0.5742574257425742,0.6590909090909091
WBCIC_MI,SAFE_SWITCH,F1,3,0,173,76,0.5903418339663592,0.5438010612345788,0.5530385241454151,0.5172413793103449,0.39473684210526316
WBCIC_MI,SAFE_SWITCH,F1,3,1,185,91,0.5848725742342764,0.578805963276027,0.5261865793780687,0.5384615384615384,0.3076923076923077
WBCIC_MI,SAFE_SWITCH,F1,3,2,171,89,0.5883803781858044,0.6017728538695177,0.5692655522060839,0.5784313725490197,0.6629213483146067
