Model,Task,fold,seed,subject,session,session_index,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256
CBraMod,OpenBMI_ERP,4,0,37,S2,2,0.843030303030303,0.7839217604517535,0.8575757575757575,1980,89a5f53f116a846a0cf5d73d78e6f07ea10d1804e2c3d86af596eb78d6fc83ea,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
CBraMod,OpenBMI_ERP,4,0,39,S2,2,0.6072727272727272,0.5544224170796798,0.6565656565656566,1980,89a5f53f116a846a0cf5d73d78e6f07ea10d1804e2c3d86af596eb78d6fc83ea,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
CBraMod,OpenBMI_ERP,4,0,4,S2,2,0.7466666666666666,0.6758948944414733,0.7656565656565657,1980,89a5f53f116a846a0cf5d73d78e6f07ea10d1804e2c3d86af596eb78d6fc83ea,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
CBraMod,OpenBMI_ERP,4,0,42,S2,2,0.71,0.6651241630646665,0.7732323232323233,1980,89a5f53f116a846a0cf5d73d78e6f07ea10d1804e2c3d86af596eb78d6fc83ea,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
CBraMod,OpenBMI_ERP,4,0,51,S2,2,0.5924242424242425,0.5549825334738786,0.6742424242424242,1980,89a5f53f116a846a0cf5d73d78e6f07ea10d1804e2c3d86af596eb78d6fc83ea,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
CBraMod,OpenBMI_ERP,4,0,54,S2,2,0.6527272727272728,0.6103267973856209,0.7262626262626263,1980,89a5f53f116a846a0cf5d73d78e6f07ea10d1804e2c3d86af596eb78d6fc83ea,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
CBraMod,OpenBMI_ERP,0,1,12,S1,1,0.896969696969697,0.8181725118026785,0.8767676767676768,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,13,S1,1,0.8006060606060607,0.6626186149684001,0.7202020202020202,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,17,S1,1,0.6672727272727272,0.5320622157244964,0.5767676767676768,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,18,S1,1,0.6502434900858187,0.6224635198480059,0.752400202122284,1979,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,24,S1,1,0.8766666666666667,0.7840108091800266,0.8469696969696969,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,25,S1,1,0.6678787878787878,0.6359231176922329,0.7595959595959596,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,29,S1,1,0.7660606060606061,0.6946272736230452,0.7818181818181819,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,36,S1,1,0.8260606060606062,0.7266981277194215,0.796969696969697,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,37,S1,1,0.7221212121212122,0.6826921845673405,0.7914141414141415,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,39,S1,1,0.7566666666666667,0.6089497117814543,0.6590909090909091,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,4,S1,1,0.6739393939393938,0.652936589585149,0.7838383838383839,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,42,S1,1,0.8084848484848485,0.7496111003612462,0.8323232323232324,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,51,S1,1,0.7096969696969697,0.6724095075345657,0.7848484848484848,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,54,S1,1,0.613030303030303,0.5981839347889022,0.748989898989899,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,12,S2,2,0.8981818181818182,0.837693660972703,0.8949494949494949,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,13,S2,2,0.8078787878787879,0.6732302932395352,0.7323232323232324,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,17,S2,2,0.6603030303030303,0.5342107716931317,0.5833333333333334,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,18,S2,2,0.7218181818181818,0.696119129574094,0.8111111111111111,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,24,S2,2,0.8390909090909091,0.7821789798867163,0.8570707070707071,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,25,S2,2,0.6393939393939394,0.6142519137962331,0.7484848484848485,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,29,S2,2,0.8024242424242425,0.7543285419912549,0.8404040404040404,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,36,S2,2,0.8466666666666667,0.7702435628138401,0.8414141414141414,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,37,S2,2,0.8263636363636364,0.7865961909433327,0.8661616161616161,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,39,S2,2,0.6184848484848484,0.5466724881146308,0.6308080808080808,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,4,S2,2,0.74,0.7169896485315359,0.8272727272727273,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,42,S2,2,0.753030303030303,0.6898873807660986,0.7823232323232323,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,51,S2,2,0.5763636363636364,0.5506901850562786,0.6858585858585858,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,0,1,54,S2,2,0.5906060606060606,0.5674329153509208,0.7075757575757575,1980,81ddb66a9ff729e0be41c36aa18a5bc00bdcdd9f05ce289e89f464f7cfa7003d,9f8f60e7d74014665f6c41f858b7bc1a01a182ee6a74f4255849bace52f412c4
CBraMod,OpenBMI_ERP,1,1,12,S1,1,0.8466666666666667,0.7738750856533767,0.8454545454545455,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,13,S1,1,0.8506060606060606,0.7458875407684757,0.8116161616161616,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,17,S1,1,0.6933333333333334,0.5105178471813933,0.5353535353535354,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,18,S1,1,0.6929737030707316,0.6568345487667306,0.7731177362304194,1979,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,24,S1,1,0.896969696969697,0.8181725118026785,0.8767676767676768,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,25,S1,1,0.6906060606060607,0.6532273053892216,0.7691919191919192,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,29,S1,1,0.7763636363636364,0.7111222550675675,0.798989898989899,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,36,S1,1,0.8275757575757576,0.7027843748577598,0.7651515151515151,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,37,S1,1,0.7245454545454546,0.6797495538757155,0.7853535353535354,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,39,S1,1,0.7963636363636364,0.6763069566416846,0.7414141414141414,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,4,S1,1,0.7096969696969697,0.6372213534145956,0.7282828282828283,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,42,S1,1,0.7648484848484849,0.671666381376241,0.7494949494949495,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,51,S1,1,0.7593939393939393,0.6800777788102672,0.7646464646464647,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,54,S1,1,0.6409090909090909,0.606455921787897,0.7308080808080808,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,12,S2,2,0.8663636363636363,0.8032535885167464,0.8702020202020202,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,13,S2,2,0.8496969696969697,0.7493946276595005,0.8161616161616162,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,17,S2,2,0.7015151515151515,0.5593755155621041,0.6055555555555555,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,18,S2,2,0.7448484848484849,0.7055847787126042,0.8090909090909091,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,24,S2,2,0.8415151515151515,0.7507445924626215,0.8207070707070707,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,25,S2,2,0.6799999999999999,0.6399345335515548,0.7555555555555555,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,29,S2,2,0.7790909090909091,0.7249613815638497,0.8156565656565656,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,36,S2,2,0.8351515151515152,0.7129801457692062,0.7757575757575758,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,37,S2,2,0.8309090909090909,0.7876632801161103,0.8656565656565657,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,39,S2,2,0.6048484848484847,0.5532988995705512,0.6565656565656566,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,4,S2,2,0.7287878787878788,0.6676169726493766,0.7641414141414141,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,42,S2,2,0.7463636363636363,0.6727168651773386,0.7611111111111111,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,51,S2,2,0.5960606060606061,0.5461886214107662,0.65,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,1,1,54,S2,2,0.6363636363636364,0.5894901407030108,0.701010101010101,1980,44e0751fc31d9d58dc60c98d9f6aa76063b00e16d7be37064b064424d83cde39,e2de89059c6012827f0772d4648300c99af68a230b90c5b6210825a3cab5501b
CBraMod,OpenBMI_ERP,2,1,12,S1,1,0.8806060606060606,0.8047590085750072,0.8676767676767677,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,13,S1,1,0.8621212121212121,0.7550855023172849,0.8186868686868687,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,17,S1,1,0.7212121212121212,0.6666544669326209,0.7676767676767676,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,18,S1,1,0.678444236176195,0.667270609439055,0.8034360788276907,1979,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,24,S1,1,0.9212121212121211,0.8836662749706228,0.9292929292929293,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,25,S1,1,0.696060606060606,0.6860946397975953,0.8166666666666667,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,29,S1,1,0.7603030303030303,0.729158185421091,0.8308080808080808,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,36,S1,1,0.876060606060606,0.7904047405992193,0.854040404040404,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,37,S1,1,0.7575757575757576,0.6759415258887814,0.7595959595959596,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,39,S1,1,0.7863636363636364,0.7459629988021195,0.8378787878787879,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,4,S1,1,0.7006060606060607,0.674979359125217,0.795959595959596,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,42,S1,1,0.832121212121212,0.7861203039284091,0.8636363636363636,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,51,S1,1,0.7666666666666666,0.7258702531645569,0.8232323232323232,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,54,S1,1,0.6387878787878788,0.6301267504289589,0.7818181818181819,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,12,S2,2,0.8930303030303031,0.8187126615821516,0.8782828282828283,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,13,S2,2,0.8648484848484848,0.7905626406601651,0.8575757575757575,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,17,S2,2,0.6830303030303031,0.6610455477724119,0.7888888888888889,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,18,S2,2,0.7557575757575757,0.7391488540941937,0.8454545454545455,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,24,S2,2,0.87,0.8063157894736842,0.8722222222222222,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,25,S2,2,0.7157575757575757,0.6987372157545424,0.8191919191919191,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,29,S2,2,0.7890909090909091,0.7526971196659805,0.8444444444444444,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,36,S2,2,0.8809090909090909,0.7860938383267382,0.847979797979798,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,37,S2,2,0.8733333333333333,0.8234687451806919,0.8878787878787879,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,39,S2,2,0.6166666666666667,0.5953253602462616,0.7368686868686869,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,4,S2,2,0.8033333333333333,0.7356378507066559,0.8176767676767677,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,42,S2,2,0.7115151515151514,0.6915262698533686,0.8121212121212121,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,51,S2,2,0.613030303030303,0.6115217640520563,0.7813131313131313,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,2,1,54,S2,2,0.6166666666666667,0.6168080762761456,0.7873737373737374,1980,7094f729c3b0689fd11b7efc76c74bb7fafa71b3f82adcd9f11283d8c2a1eb38,d58614d92d36fe84a3e6a2cc077409586c3c85e039c41e6ea925ec45069a822a
CBraMod,OpenBMI_ERP,3,1,12,S1,1,0.8536363636363636,0.8024859161226863,0.8732323232323232,1980,6645702487984c44d329e4b32fb47ee2f304248a2fcc71d9bdf29db25225ada6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341
CBraMod,OpenBMI_ERP,3,1,13,S1,1,0.8203030303030303,0.7414690164660778,0.8176767676767677,1980,6645702487984c44d329e4b32fb47ee2f304248a2fcc71d9bdf29db25225ada6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341
CBraMod,OpenBMI_ERP,3,1,17,S1,1,0.7248484848484849,0.5841320825655284,0.6343434343434343,1980,6645702487984c44d329e4b32fb47ee2f304248a2fcc71d9bdf29db25225ada6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341
CBraMod,OpenBMI_ERP,3,1,18,S1,1,0.7108743591157175,0.7018885177276475,0.8271854471955533,1979,6645702487984c44d329e4b32fb47ee2f304248a2fcc71d9bdf29db25225ada6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341
CBraMod,OpenBMI_ERP,3,1,24,S1,1,0.9054545454545455,0.8675974963890226,0.9191919191919192,1980,6645702487984c44d329e4b32fb47ee2f304248a2fcc71d9bdf29db25225ada6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341
CBraMod,OpenBMI_ERP,3,1,25,S1,1,0.6490909090909092,0.642653397565923,0.7929292929292929,1980,6645702487984c44d329e4b32fb47ee2f304248a2fcc71d9bdf29db25225ada6,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341
