dataset,seed,fold,target,model,gain_mae,sign_balanced_accuracy,spearman,alpha,mae,underestimation_rate
hmc,4,1,benefit,global_mean,0.02921990740740741,0.5,,,,
hmc,4,1,benefit,entropy_only,0.028105993881641193,0.5,0.10316337101776987,,,
hmc,4,1,benefit,agreement_only,0.02642174403533721,0.5,0.391757978367544,,,
hmc,4,1,risk,elastic_net,,,,0.1,2.655698113545559,0.4222222222222222
hmc,4,1,risk,hist_gradient_boosting,,,,0.1,2.849638767589144,0.6
hmc,4,1,risk,constant_critical_index,,,,0.1,2.977777777777778,0.4222222222222222
hmc,4,1,risk,action_mean,,,,0.1,2.6985185185185188,0.5
hmc,4,1,risk,elastic_net,,,,0.2,3.7787271539400398,0.4444444444444444
hmc,4,1,risk,hist_gradient_boosting,,,,0.2,3.621962278231574,0.5888888888888889
hmc,4,1,risk,constant_critical_index,,,,0.2,3.977777777777778,0.4444444444444444
hmc,4,1,risk,action_mean,,,,0.2,3.85037037037037,0.4777777777777778
hmc,4,2,benefit,elastic_net,0.02154742270297261,0.4888682745825603,0.43661570548820977,,,
hmc,4,2,benefit,hist_gradient_boosting,0.022532354392904363,0.4332096474953618,0.44034540586410625,,,
hmc,4,2,benefit,pairwise_sign_gain,0.03540795582028748,0.48330241187384043,0.1611436880485848,,,
hmc,4,2,benefit,constant_zero,0.02270833333333333,0.5,,,,
hmc,4,2,benefit,global_mean,0.02551388888888889,0.5,,,,
hmc,4,2,benefit,entropy_only,0.024508532150528884,0.5,0.2822401646720595,,,
hmc,4,2,benefit,agreement_only,0.02430545756054958,0.5,0.3860996030898128,,,
hmc,4,2,risk,elastic_net,,,,0.1,3.627384056322811,0.4111111111111111
hmc,4,2,risk,hist_gradient_boosting,,,,0.1,3.0135037059451766,0.6
hmc,4,2,risk,constant_critical_index,,,,0.1,2.8666666666666667,0.4
hmc,4,2,risk,action_mean,,,,0.1,2.6274074074074076,0.5777777777777777
hmc,4,2,risk,elastic_net,,,,0.2,4.75162453777808,0.45555555555555555
hmc,4,2,risk,hist_gradient_boosting,,,,0.2,3.987640454334469,0.45555555555555555
hmc,4,2,risk,constant_critical_index,,,,0.2,3.7333333333333334,0.4111111111111111
hmc,4,2,risk,action_mean,,,,0.2,3.48,0.5333333333333333
hmc,4,3,benefit,elastic_net,0.024641450579578443,0.46428571428571425,0.07795927362406024,,,
hmc,4,3,benefit,hist_gradient_boosting,0.025024972121291088,0.5238095238095238,0.07978257051166605,,,
hmc,4,3,benefit,pairwise_sign_gain,0.03387529477024936,0.4920634920634921,-0.05568519544575732,,,
hmc,4,3,benefit,constant_zero,0.021875,0.5,,,,
hmc,4,3,benefit,global_mean,0.023902777777777776,0.5,,,,
hmc,4,3,benefit,entropy_only,0.023219502540893396,0.5,0.08836876744608121,,,
hmc,4,3,benefit,agreement_only,0.02285152769660367,0.5,0.23597180543788548,,,
hmc,4,3,risk,elastic_net,,,,0.1,3.3974624207818818,0.4888888888888889
hmc,4,3,risk,hist_gradient_boosting,,,,0.1,3.457440441623926,0.5444444444444444
hmc,4,3,risk,constant_critical_index,,,,0.1,3.0,0.5
hmc,4,3,risk,action_mean,,,,0.1,2.586666666666667,0.4888888888888889
hmc,4,3,risk,elastic_net,,,,0.2,4.090301247903796,0.4666666666666667
hmc,4,3,risk,hist_gradient_boosting,,,,0.2,3.953121389133318,0.45555555555555555
hmc,4,3,risk,constant_critical_index,,,,0.2,3.3333333333333335,0.45555555555555555
hmc,4,3,risk,action_mean,,,,0.2,3.1859259259259254,0.4888888888888889
hmc,4,4,benefit,elastic_net,0.021839724620654873,0.4833119383825417,0.03529768642062681,,,
hmc,4,4,benefit,hist_gradient_boosting,0.02274811052335233,0.4993581514762516,0.13785512192978802,,,
hmc,4,4,benefit,pairwise_sign_gain,0.030715167082494003,0.46277278562259305,-0.06888515928155685,,,
hmc,4,4,benefit,constant_zero,0.01909722222222222,0.5,,,,
hmc,4,4,benefit,global_mean,0.021493055555555553,0.5,,,,
hmc,4,4,benefit,entropy_only,0.021256458464009705,0.5,0.0294100659692117,,,
hmc,4,4,benefit,agreement_only,0.020481734645349324,0.5,0.19829612759947857,,,
hmc,4,4,risk,elastic_net,,,,0.1,4.1964646365887885,0.4777777777777778
hmc,4,4,risk,hist_gradient_boosting,,,,0.1,3.5673633707306602,0.5666666666666667
hmc,4,4,risk,constant_critical_index,,,,0.1,2.8222222222222224,0.4444444444444444
hmc,4,4,risk,action_mean,,,,0.1,2.626666666666667,0.6
hmc,4,4,risk,elastic_net,,,,0.2,5.456357729648655,0.5444444444444444
hmc,4,4,risk,hist_gradient_boosting,,,,0.2,5.1360271958821295,0.5555555555555556
hmc,4,4,risk,constant_critical_index,,,,0.2,3.7666666666666666,0.4777777777777778
hmc,4,4,risk,action_mean,,,,0.2,3.636296296296296,0.5
eegmmidb,0,0,benefit,elastic_net,0.017692019889609032,0.46578947368421053,0.09347574924093727,,,
eegmmidb,0,0,benefit,hist_gradient_boosting,0.015406812563709599,0.5605263157894737,0.010953295840774079,,,
eegmmidb,0,0,benefit,pairwise_sign_gain,0.028666754170482377,0.4263157894736842,0.006446603395926708,,,
eegmmidb,0,0,benefit,constant_zero,0.014149305555555552,0.5,,,,
eegmmidb,0,0,benefit,global_mean,0.014984809027777773,0.5,,,,
eegmmidb,0,0,benefit,entropy_only,0.014875635922116453,0.4868421052631579,0.022152873487820867,,,
eegmmidb,0,0,benefit,agreement_only,0.014989736343490165,0.5,-0.007405237068444576,,,
eegmmidb,0,0,risk,elastic_net,,,,0.1,1.6556797867022004,0.5833333333333334
eegmmidb,0,0,risk,hist_gradient_boosting,,,,0.1,1.1325211078331552,0.5277777777777778
eegmmidb,0,0,risk,constant_critical_index,,,,0.1,1.0416666666666667,0.3611111111111111
eegmmidb,0,0,risk,action_mean,,,,0.1,1.0243055555555556,0.5416666666666666
eegmmidb,0,0,risk,elastic_net,,,,0.2,2.3987020170333766,0.5694444444444444
eegmmidb,0,0,risk,hist_gradient_boosting,,,,0.2,1.7398872000447214,0.5
eegmmidb,0,0,risk,constant_critical_index,,,,0.2,1.4722222222222223,0.375
eegmmidb,0,0,risk,action_mean,,,,0.2,1.5046296296296298,0.5138888888888888
eegmmidb,0,1,benefit,elastic_net,0.018991286210824705,0.5,-0.13063044498178628,,,
eegmmidb,0,1,benefit,hist_gradient_boosting,0.015481491926227997,0.4166666666666667,-0.3796719433284704,,,
eegmmidb,0,1,benefit,pairwise_sign_gain,0.030013886248942533,0.36111111111111116,-0.2863797957798566,,,
eegmmidb,0,1,benefit,constant_zero,0.013194444444444444,0.5,,,,
eegmmidb,0,1,benefit,global_mean,0.01388888888888889,0.5,,,,
eegmmidb,0,1,benefit,entropy_only,0.013602506799322225,0.5138888888888888,0.20222539392675049,,,
eegmmidb,0,1,benefit,agreement_only,0.013828280326820805,0.5,0.09809670001490003,,,
eegmmidb,0,1,risk,elastic_net,,,,0.1,2.0036193890201672,0.5416666666666666
eegmmidb,0,1,risk,hist_gradient_boosting,,,,0.1,1.2536042617970113,0.5555555555555556
eegmmidb,0,1,risk,constant_critical_index,,,,0.1,1.1111111111111112,0.4166666666666667
eegmmidb,0,1,risk,action_mean,,,,0.1,1.119212962962963,0.5694444444444444
eegmmidb,0,1,risk,elastic_net,,,,0.2,2.3902677037822024,0.4444444444444444
eegmmidb,0,1,risk,hist_gradient_boosting,,,,0.2,1.6831732993119568,0.5
eegmmidb,0,1,risk,constant_critical_index,,,,0.2,1.4861111111111112,0.4583333333333333
eegmmidb,0,1,risk,action_mean,,,,0.2,1.5011574074074074,0.5416666666666666
eegmmidb,0,2,benefit,elastic_net,0.01837005826001653,0.5256410256410257,0.20149840991177898,,,
eegmmidb,0,2,benefit,hist_gradient_boosting,0.01741966209689638,0.48717948717948717,-0.08419946329635039,,,
eegmmidb,0,2,benefit,pairwise_sign_gain,0.02818592958215035,0.4145299145299145,0.0363377004494773,,,
eegmmidb,0,2,benefit,constant_zero,0.015277777777777772,0.5,,,,
eegmmidb,0,2,benefit,global_mean,0.017303240740740734,0.5,,,,
eegmmidb,0,2,benefit,entropy_only,0.01715467631901676,0.5,0.0026960229365741223,,,
eegmmidb,0,2,benefit,agreement_only,0.01729594682979378,0.5,0.09442529765570432,,,
eegmmidb,0,2,risk,elastic_net,,,,0.1,1.7705129749756192,0.5138888888888888
eegmmidb,0,2,risk,hist_gradient_boosting,,,,0.1,1.084109631057348,0.5416666666666666
eegmmidb,0,2,risk,constant_critical_index,,,,0.1,1.0277777777777777,0.5
eegmmidb,0,2,risk,action_mean,,,,0.1,0.9467592592592591,0.5
eegmmidb,0,2,risk,elastic_net,,,,0.2,1.959560755648234,0.4583333333333333
eegmmidb,0,2,risk,hist_gradient_boosting,,,,0.2,1.4900632807724974,0.4027777777777778
eegmmidb,0,2,risk,constant_critical_index,,,,0.2,1.4166666666666667,0.5
eegmmidb,0,2,risk,action_mean,,,,0.2,1.3819444444444444,0.5
eegmmidb,0,3,benefit,elastic_net,0.025040553234827356,0.5024570024570024,-0.20176477199991574,,,
eegmmidb,0,3,benefit,hist_gradient_boosting,0.018929855760758597,0.39926289926289926,-0.26077330685401234,,,
eegmmidb,0,3,benefit,pairwise_sign_gain,0.032695318744379726,0.5159705159705159,-0.1320674117710082,,,
eegmmidb,0,3,benefit,constant_zero,0.016232638888888883,0.5,,,,
eegmmidb,0,3,benefit,global_mean,0.017126012731481472,0.5,,,,
eegmmidb,0,3,benefit,entropy_only,0.017028668215897377,0.5,0.0828278973956656,,,
eegmmidb,0,3,benefit,agreement_only,0.017138867682601495,0.5,0.025020341777046644,,,
eegmmidb,0,3,risk,elastic_net,,,,0.1,1.4481021412774533,0.4166666666666667
eegmmidb,0,3,risk,hist_gradient_boosting,,,,0.1,1.1655192479547696,0.5833333333333334
eegmmidb,0,3,risk,constant_critical_index,,,,0.1,0.9305555555555556,0.3333333333333333
eegmmidb,0,3,risk,action_mean,,,,0.1,1.0115740740740737,0.5555555555555556
eegmmidb,0,3,risk,elastic_net,,,,0.2,1.3791866417043526,0.4027777777777778
eegmmidb,0,3,risk,hist_gradient_boosting,,,,0.2,1.543336525229055,0.4166666666666667
eegmmidb,0,3,risk,constant_critical_index,,,,0.2,1.2222222222222223,0.4305555555555556
eegmmidb,0,3,risk,action_mean,,,,0.2,1.2384259259259258,0.5694444444444444
eegmmidb,0,4,benefit,elastic_net,0.02579156234238918,0.5245700245700246,0.08881343304907588,,,
eegmmidb,0,4,benefit,hist_gradient_boosting,0.021813485637314983,0.35749385749385754,-0.2167863541490983,,,
eegmmidb,0,4,benefit,pairwise_sign_gain,0.035603946654864556,0.4975429975429976,0.13467134946003662,,,
eegmmidb,0,4,benefit,constant_zero,0.018749999999999992,0.5,,,,
eegmmidb,0,4,benefit,global_mean,0.018749999999999996,0.5,,,,
eegmmidb,0,4,benefit,entropy_only,0.0189084167591972,0.6154791154791155,0.040633596819838635,,,
eegmmidb,0,4,benefit,agreement_only,0.0187525025025025,0.6474201474201474,0.047800989866920204,,,
eegmmidb,0,4,risk,elastic_net,,,,0.1,1.5160259138439307,0.4722222222222222
eegmmidb,0,4,risk,hist_gradient_boosting,,,,0.1,1.0722710897088206,0.4444444444444444
eegmmidb,0,4,risk,constant_critical_index,,,,0.1,1.0,0.4583333333333333
eegmmidb,0,4,risk,action_mean,,,,0.1,1.0266203703703705,0.4583333333333333
eegmmidb,0,4,risk,elastic_net,,,,0.2,2.66675252634032,0.4861111111111111
eegmmidb,0,4,risk,hist_gradient_boosting,,,,0.2,1.786025133809079,0.4444444444444444
eegmmidb,0,4,risk,constant_critical_index,,,,0.2,1.5416666666666667,0.4722222222222222
eegmmidb,0,4,risk,action_mean,,,,0.2,1.5532407407407407,0.4722222222222222
eegmmidb,1,0,benefit,elastic_net,0.015427558689941613,0.6111111111111112,0.039525293929924495,,,
eegmmidb,1,0,benefit,hist_gradient_boosting,0.013762330998585154,0.5138888888888888,-0.009149406293061905,,,
eegmmidb,1,0,benefit,pairwise_sign_gain,0.01978887105599689,0.5,0.18391239039211837,,,
eegmmidb,1,0,benefit,constant_zero,0.01217105263157895,0.5,,,,
eegmmidb,1,0,benefit,global_mean,0.013377192982456142,0.5,,,,
eegmmidb,1,0,benefit,entropy_only,0.012671361235161625,0.5694444444444444,0.22439587326579866,,,
eegmmidb,1,0,benefit,agreement_only,0.013343218717006236,0.5,0.09238772422857401,,,
eegmmidb,1,0,risk,elastic_net,,,,0.1,1.8069098100962389,0.5416666666666666
eegmmidb,1,0,risk,hist_gradient_boosting,,,,0.1,1.349554440667161,0.4861111111111111
eegmmidb,1,0,risk,constant_critical_index,,,,0.1,1.5416666666666667,0.3888888888888889
eegmmidb,1,0,risk,action_mean,,,,0.1,1.1689814814814816,0.4722222222222222
eegmmidb,1,0,risk,elastic_net,,,,0.2,1.9631965381415613,0.5555555555555556
eegmmidb,1,0,risk,hist_gradient_boosting,,,,0.2,1.4620074030528507,0.5972222222222222
eegmmidb,1,0,risk,constant_critical_index,,,,0.2,1.7083333333333333,0.4722222222222222
eegmmidb,1,0,risk,action_mean,,,,0.2,1.384259259259259,0.4583333333333333
eegmmidb,1,1,benefit,elastic_net,0.017486390345897208,0.5,-0.16271026679533665,,,
eegmmidb,1,1,benefit,hist_gradient_boosting,0.013860262920691327,0.3526315789473684,-0.29821944749903173,,,
eegmmidb,1,1,benefit,pairwise_sign_gain,0.027732570523576777,0.3263157894736842,-0.217533256427459,,,
eegmmidb,1,1,benefit,constant_zero,0.01187865497076023,0.5,,,,
eegmmidb,1,1,benefit,global_mean,0.012646198830409348,0.5,,,,
eegmmidb,1,1,benefit,entropy_only,0.012711946501645833,0.6605263157894736,0.1310536289767881,,,
eegmmidb,1,1,benefit,agreement_only,0.01263811923060149,0.5,0.01963277862544141,,,
eegmmidb,1,1,risk,elastic_net,,,,0.1,1.6918568645068455,0.5416666666666666
eegmmidb,1,1,risk,hist_gradient_boosting,,,,0.1,1.1531121387683128,0.5
eegmmidb,1,1,risk,constant_critical_index,,,,0.1,1.5,0.5
eegmmidb,1,1,risk,action_mean,,,,0.1,0.9143518518518516,0.7083333333333334
eegmmidb,1,1,risk,elastic_net,,,,0.2,2.3279823638415906,0.5555555555555556
eegmmidb,1,1,risk,hist_gradient_boosting,,,,0.2,1.5306524530537517,0.5277777777777778
eegmmidb,1,1,risk,constant_critical_index,,,,0.2,1.625,0.3472222222222222
eegmmidb,1,1,risk,action_mean,,,,0.2,1.2743055555555556,0.5833333333333334
eegmmidb,1,2,benefit,elastic_net,0.017201715874878898,0.547911547911548,-0.16921649884343842,,,
eegmmidb,1,2,benefit,hist_gradient_boosting,0.014710711509273652,0.4262899262899263,-0.25343199997504945,,,
eegmmidb,1,2,benefit,pairwise_sign_gain,0.026017014242992315,0.47542997542997545,-0.039373328107378085,,,
eegmmidb,1,2,benefit,constant_zero,0.013267543859649122,0.5,,,,
eegmmidb,1,2,benefit,global_mean,0.01435642056530214,0.5,,,,
eegmmidb,1,2,benefit,entropy_only,0.013874736990918244,0.4766584766584767,0.04902423409460007,,,
eegmmidb,1,2,benefit,agreement_only,0.014343995446492291,0.5,-0.03908030225514178,,,
eegmmidb,1,2,risk,elastic_net,,,,0.1,1.7361070525916606,0.5
eegmmidb,1,2,risk,hist_gradient_boosting,,,,0.1,1.158755132461817,0.5833333333333334
eegmmidb,1,2,risk,constant_critical_index,,,,0.1,1.4444444444444444,0.3472222222222222
eegmmidb,1,2,risk,action_mean,,,,0.1,0.9444444444444442,0.6388888888888888
eegmmidb,1,2,risk,elastic_net,,,,0.2,2.436405213538027,0.4861111111111111
eegmmidb,1,2,risk,hist_gradient_boosting,,,,0.2,1.5501918419861078,0.4305555555555556
eegmmidb,1,2,risk,constant_critical_index,,,,0.2,1.6111111111111112,0.3888888888888889
eegmmidb,1,2,risk,action_mean,,,,0.2,1.2951388888888888,0.4166666666666667
eegmmidb,1,3,benefit,elastic_net,0.014954756619956572,0.4027777777777778,-0.24098762904769278,,,
eegmmidb,1,3,benefit,hist_gradient_boosting,0.014299989122006211,0.5,-0.39503727101764996,,,
eegmmidb,1,3,benefit,pairwise_sign_gain,0.027977226032409864,0.4027777777777778,-0.2467685201687608,,,
eegmmidb,1,3,benefit,constant_zero,0.010836988304093563,0.5,,,,
eegmmidb,1,3,benefit,global_mean,0.013057383040935669,0.5,,,,
eegmmidb,1,3,benefit,entropy_only,0.013058417370736305,0.5,-0.04283481903739117,,,
eegmmidb,1,3,benefit,agreement_only,0.013046379457517238,0.5,0.06448600147194426,,,
eegmmidb,1,3,risk,elastic_net,,,,0.1,1.68725502523457,0.4583333333333333
eegmmidb,1,3,risk,hist_gradient_boosting,,,,0.1,1.228313250057699,0.4166666666666667
eegmmidb,1,3,risk,constant_critical_index,,,,0.1,1.5138888888888888,0.3472222222222222
eegmmidb,1,3,risk,action_mean,,,,0.1,1.0798611111111112,0.6527777777777778
eegmmidb,1,3,risk,elastic_net,,,,0.2,2.051890109735324,0.4861111111111111
eegmmidb,1,3,risk,hist_gradient_boosting,,,,0.2,1.427808735322542,0.5277777777777778
eegmmidb,1,3,risk,constant_critical_index,,,,0.2,1.6527777777777777,0.3333333333333333
eegmmidb,1,3,risk,action_mean,,,,0.2,1.3159722222222223,0.6111111111111112
eegmmidb,1,4,benefit,elastic_net,0.014889645678573767,0.589010989010989,0.3708709279753583,,,
eegmmidb,1,4,benefit,hist_gradient_boosting,0.015420013286573777,0.5428571428571428,-0.04643555100790477,,,
eegmmidb,1,4,benefit,pairwise_sign_gain,0.0239339749394961,0.44065934065934065,-0.00035948716766593693,,,
eegmmidb,1,4,benefit,constant_zero,0.013596491228070176,0.5,,,,
eegmmidb,1,4,benefit,global_mean,0.015003654970760233,0.5,,,,
eegmmidb,1,4,benefit,entropy_only,0.01404857243420233,0.5472527472527473,0.2897466571387452,,,
eegmmidb,1,4,benefit,agreement_only,0.014935197484957393,0.5,0.2519656596886892,,,
eegmmidb,1,4,risk,elastic_net,,,,0.1,2.3532658969098628,0.5
eegmmidb,1,4,risk,hist_gradient_boosting,,,,0.1,1.2815183435830828,0.4861111111111111
eegmmidb,1,4,risk,constant_critical_index,,,,0.1,1.625,0.4861111111111111
eegmmidb,1,4,risk,action_mean,,,,0.1,1.03125,0.625
eegmmidb,1,4,risk,elastic_net,,,,0.2,3.187316277036293,0.5
eegmmidb,1,4,risk,hist_gradient_boosting,,,,0.2,1.6638865236244649,0.5138888888888888
eegmmidb,1,4,risk,constant_critical_index,,,,0.2,1.8194444444444444,0.5
eegmmidb,1,4,risk,action_mean,,,,0.2,1.491898148148148,0.5138888888888888
eegmmidb,2,0,benefit,elastic_net,0.01535017311894652,0.5737100737100738,-0.044813151724080465,,,
eegmmidb,2,0,benefit,hist_gradient_boosting,0.01368039770278,0.4152334152334153,-0.008210027656250398,,,
eegmmidb,2,0,benefit,pairwise_sign_gain,0.019698201888112613,0.5700245700245701,0.11374881522647645,,,
eegmmidb,2,0,benefit,constant_zero,0.012847222222222223,0.5,,,,
eegmmidb,2,0,benefit,global_mean,0.013035300925925924,0.5,,,,
eegmmidb,2,0,benefit,entropy_only,0.013229657590508958,0.769041769041769,0.09774455253176635,,,
eegmmidb,2,0,benefit,agreement_only,0.013080582098859058,0.6597051597051597,0.08011022817858734,,,
eegmmidb,2,0,risk,elastic_net,,,,0.1,1.1520444378370176,0.4444444444444444
eegmmidb,2,0,risk,hist_gradient_boosting,,,,0.1,1.1536224007804192,0.4583333333333333
eegmmidb,2,0,risk,constant_critical_index,,,,0.1,1.3055555555555556,0.3194444444444444
eegmmidb,2,0,risk,action_mean,,,,0.1,0.9212962962962964,0.4166666666666667
eegmmidb,2,0,risk,elastic_net,,,,0.2,1.6689795293301184,0.4305555555555556
eegmmidb,2,0,risk,hist_gradient_boosting,,,,0.2,1.4022271133813773,0.4583333333333333
eegmmidb,2,0,risk,constant_critical_index,,,,0.2,1.5138888888888888,0.3472222222222222
eegmmidb,2,0,risk,action_mean,,,,0.2,1.2546296296296295,0.5
eegmmidb,2,1,benefit,elastic_net,0.019649287253923266,0.3746928746928747,-0.37368878853712484,,,
eegmmidb,2,1,benefit,hist_gradient_boosting,0.015507403459410748,0.42874692874692877,-0.41072435094503595,,,
eegmmidb,2,1,benefit,pairwise_sign_gain,0.02784333515091333,0.4975429975429976,-0.19085933154117107,,,
eegmmidb,2,1,benefit,constant_zero,0.013541666666666665,0.5,,,,
eegmmidb,2,1,benefit,global_mean,0.01374421296296296,0.5,,,,
eegmmidb,2,1,benefit,entropy_only,0.014185455058616266,0.7149877149877151,0.15706194912697308,,,
eegmmidb,2,1,benefit,agreement_only,0.013789914330218067,0.5773955773955775,-0.1244854795199293,,,
eegmmidb,2,1,risk,elastic_net,,,,0.1,1.2958215738482377,0.5694444444444444
eegmmidb,2,1,risk,hist_gradient_boosting,,,,0.1,1.1222813098146662,0.4722222222222222
eegmmidb,2,1,risk,constant_critical_index,,,,0.1,1.5138888888888888,0.3611111111111111
eegmmidb,2,1,risk,action_mean,,,,0.1,1.0254629629629628,0.4583333333333333
eegmmidb,2,1,risk,elastic_net,,,,0.2,1.2546131456020222,0.5138888888888888
eegmmidb,2,1,risk,hist_gradient_boosting,,,,0.2,1.0580837072233797,0.4583333333333333
eegmmidb,2,1,risk,constant_critical_index,,,,0.2,1.5,0.4444444444444444
eegmmidb,2,1,risk,action_mean,,,,0.2,1.1203703703703705,0.4444444444444444
eegmmidb,2,2,benefit,elastic_net,0.016235668462386547,0.48947368421052634,0.1354084252368015,,,
eegmmidb,2,2,benefit,hist_gradient_boosting,0.016173875745244454,0.5,-0.288801656847669,,,
eegmmidb,2,2,benefit,pairwise_sign_gain,0.022392772126099265,0.4368421052631579,0.013392693261933104,,,
eegmmidb,2,2,benefit,constant_zero,0.013194444444444448,0.5,,,,
eegmmidb,2,2,benefit,global_mean,0.014930555555555556,0.5,,,,
eegmmidb,2,2,benefit,entropy_only,0.015134451368216685,0.5,0.07674131758497066,,,
eegmmidb,2,2,benefit,agreement_only,0.014858067581210286,0.5,0.19448199077823636,,,
eegmmidb,2,2,risk,elastic_net,,,,0.1,1.2515688881262064,0.5416666666666666
eegmmidb,2,2,risk,hist_gradient_boosting,,,,0.1,1.0469531134010353,0.4583333333333333
eegmmidb,2,2,risk,constant_critical_index,,,,0.1,1.4444444444444444,0.3194444444444444
eegmmidb,2,2,risk,action_mean,,,,0.1,1.0555555555555556,0.5833333333333334
eegmmidb,2,2,risk,elastic_net,,,,0.2,1.4651253565214108,0.5138888888888888
eegmmidb,2,2,risk,hist_gradient_boosting,,,,0.2,1.1431000699829614,0.4861111111111111
eegmmidb,2,2,risk,constant_critical_index,,,,0.2,1.3611111111111112,0.3055555555555556
eegmmidb,2,2,risk,action_mean,,,,0.2,1.0324074074074074,0.4027777777777778
eegmmidb,2,3,benefit,elastic_net,0.0181332875998392,0.2638888888888889,-0.4462037724762788,,,
eegmmidb,2,3,benefit,hist_gradient_boosting,0.014649550693769544,0.375,-0.1427794103193545,,,
eegmmidb,2,3,benefit,pairwise_sign_gain,0.023695394182259254,0.45833333333333337,0.028323936026583393,,,
eegmmidb,2,3,benefit,constant_zero,0.013541666666666669,0.5,,,,
eegmmidb,2,3,benefit,global_mean,0.013715277777777785,0.5,,,,
eegmmidb,2,3,benefit,entropy_only,0.013613232009514297,0.5972222222222222,-0.008491364804684137,,,
eegmmidb,2,3,benefit,agreement_only,0.01360863907135614,0.5,0.009809082130948154,,,
eegmmidb,2,3,risk,elastic_net,,,,0.1,1.6593283684760058,0.6388888888888888
eegmmidb,2,3,risk,hist_gradient_boosting,,,,0.1,1.1265265016023045,0.4861111111111111
eegmmidb,2,3,risk,constant_critical_index,,,,0.1,1.4722222222222223,0.3611111111111111
eegmmidb,2,3,risk,action_mean,,,,0.1,1.1319444444444444,0.4861111111111111
eegmmidb,2,3,risk,elastic_net,,,,0.2,1.5058304273509082,0.6388888888888888
eegmmidb,2,3,risk,hist_gradient_boosting,,,,0.2,1.199243129704695,0.5138888888888888
eegmmidb,2,3,risk,constant_critical_index,,,,0.2,1.5277777777777777,0.3333333333333333
eegmmidb,2,3,risk,action_mean,,,,0.2,1.3287037037037037,0.4444444444444444
eegmmidb,2,4,benefit,elastic_net,0.02161312332179895,0.3076923076923077,-0.5827895788140748,,,
eegmmidb,2,4,benefit,hist_gradient_boosting,0.01556390253072841,0.3717948717948718,-0.46650768021694694,,,
eegmmidb,2,4,benefit,pairwise_sign_gain,0.032797335251244696,0.37606837606837606,-0.432216338025981,,,
eegmmidb,2,4,benefit,constant_zero,0.012499999999999997,0.5,,,,
eegmmidb,2,4,benefit,global_mean,0.014091435185185179,0.5,,,,
eegmmidb,2,4,benefit,entropy_only,0.014090191447749555,0.5,0.02294167093897334,,,
eegmmidb,2,4,benefit,agreement_only,0.014092178524861679,0.5,-0.23993838338909138,,,
eegmmidb,2,4,risk,elastic_net,,,,0.1,1.6261445482552197,0.4861111111111111
eegmmidb,2,4,risk,hist_gradient_boosting,,,,0.1,1.1192473083955725,0.4861111111111111
eegmmidb,2,4,risk,constant_critical_index,,,,0.1,1.3472222222222223,0.3472222222222222
eegmmidb,2,4,risk,action_mean,,,,0.1,1.042824074074074,0.5416666666666666
eegmmidb,2,4,risk,elastic_net,,,,0.2,1.7618698754569715,0.3888888888888889
eegmmidb,2,4,risk,hist_gradient_boosting,,,,0.2,1.1780655787558236,0.5416666666666666
eegmmidb,2,4,risk,constant_critical_index,,,,0.2,1.4027777777777777,0.375
eegmmidb,2,4,risk,action_mean,,,,0.2,1.1689814814814816,0.5
eegmmidb,3,0,benefit,elastic_net,0.01514796273434884,0.5159705159705159,0.02326490557448019,,,
eegmmidb,3,0,benefit,hist_gradient_boosting,0.012027495710375785,0.5368550368550369,0.07000521274795925,,,
eegmmidb,3,0,benefit,pairwise_sign_gain,0.02111483525690035,0.5749385749385749,0.041372854749579385,,,
eegmmidb,3,0,benefit,constant_zero,0.01176900584795322,0.5,,,,
eegmmidb,3,0,benefit,global_mean,0.012061403508771933,0.5,,,,
eegmmidb,3,0,benefit,entropy_only,0.012337414188931667,0.5700245700245701,0.24513123430239456,,,
eegmmidb,3,0,benefit,agreement_only,0.012061964740358306,0.6363636363636364,0.12258297272310835,,,
eegmmidb,3,0,risk,elastic_net,,,,0.1,1.7108281047776075,0.4583333333333333
eegmmidb,3,0,risk,hist_gradient_boosting,,,,0.1,1.0711716630520325,0.6111111111111112
eegmmidb,3,0,risk,constant_critical_index,,,,0.1,0.9583333333333334,0.4027777777777778
eegmmidb,3,0,risk,action_mean,,,,0.1,0.9340277777777778,0.6805555555555556
eegmmidb,3,0,risk,elastic_net,,,,0.2,2.3742670583673706,0.5138888888888888
eegmmidb,3,0,risk,hist_gradient_boosting,,,,0.2,1.5827777072909237,0.5277777777777778
eegmmidb,3,0,risk,constant_critical_index,,,,0.2,1.3194444444444444,0.25
eegmmidb,3,0,risk,action_mean,,,,0.2,1.3425925925925928,0.5555555555555556
eegmmidb,3,1,benefit,elastic_net,0.017634280355215776,0.49572649572649574,0.10051495597577897,,,
eegmmidb,3,1,benefit,hist_gradient_boosting,0.016205842369609706,0.34615384615384615,-0.26628821460527985,,,
eegmmidb,3,1,benefit,pairwise_sign_gain,0.026472483057493473,0.4700854700854701,0.11295345966164437,,,
eegmmidb,3,1,benefit,constant_zero,0.01324470029239766,0.5,,,,
eegmmidb,3,1,benefit,global_mean,0.013870804398148145,0.5,,,,
eegmmidb,3,1,benefit,entropy_only,0.013780109197125823,0.5854700854700855,0.30053794143848117,,,
eegmmidb,3,1,benefit,agreement_only,0.013878608994137377,0.5,0.1390240441915246,,,
eegmmidb,3,1,risk,elastic_net,,,,0.1,2.116100686099554,0.5138888888888888
