dataset,subject_id,fold,seed,method,BA,macro_F1,accuracy,trials
OpenBMI,29,2,2,LOGIT50,0.8600000000000001,0.8594941790445605,0.86,100
OpenBMI,36,2,2,EEGNet,0.8,0.7947454844006567,0.8,100
OpenBMI,36,2,2,LiteBN,0.9299999999999999,0.9299369432489241,0.93,100
OpenBMI,36,2,2,LOGIT50,0.8999999999999999,0.8996386993175431,0.9,100
OpenBMI,37,2,2,EEGNet,0.77,0.769792813532179,0.77,100
OpenBMI,37,2,2,LiteBN,0.8,0.7916666666666667,0.8,100
OpenBMI,37,2,2,LOGIT50,0.84,0.8376623376623377,0.84,100
OpenBMI,39,2,2,EEGNet,0.78,0.7785829307568438,0.78,100
OpenBMI,39,2,2,LiteBN,0.76,0.7519636213311285,0.76,100
OpenBMI,39,2,2,LOGIT50,0.78,0.7742200328407225,0.78,100
OpenBMI,42,2,2,EEGNet,0.7,0.6989160979526294,0.7,100
OpenBMI,42,2,2,LiteBN,0.74,0.7390606182256123,0.74,100
OpenBMI,42,2,2,LOGIT50,0.76,0.7596153846153846,0.76,100
OpenBMI,51,2,2,EEGNet,0.77,0.769792813532179,0.77,100
OpenBMI,51,2,2,LiteBN,0.69,0.6897207486738064,0.69,100
OpenBMI,51,2,2,LOGIT50,0.72,0.72,0.72,100
OpenBMI,54,2,2,EEGNet,0.73,0.72997299729973,0.73,100
OpenBMI,54,2,2,LiteBN,0.74,0.7398959583833533,0.74,100
OpenBMI,54,2,2,LOGIT50,0.77,0.7699769976997699,0.77,100
OpenBMI,4,3,0,EEGNet,0.76,0.7536945812807883,0.76,100
OpenBMI,4,3,0,LiteBN,0.83,0.8279178054458953,0.83,100
OpenBMI,4,3,0,LOGIT50,0.81,0.8084484323016433,0.81,100
OpenBMI,12,3,0,EEGNet,0.69,0.6884735202492211,0.69,100
OpenBMI,12,3,0,LiteBN,0.67,0.6515679442508711,0.67,100
OpenBMI,12,3,0,LOGIT50,0.7,0.6899545266639107,0.7,100
OpenBMI,13,3,0,EEGNet,0.73,0.7293233082706767,0.73,100
OpenBMI,13,3,0,LiteBN,0.79,0.78997899789979,0.79,100
OpenBMI,13,3,0,LOGIT50,0.78,0.7799119647859143,0.78,100
OpenBMI,17,3,0,EEGNet,0.51,0.45790463546852533,0.51,100
OpenBMI,17,3,0,LiteBN,0.61,0.5983935742971888,0.61,100
OpenBMI,17,3,0,LOGIT50,0.55,0.508679986898133,0.55,100
OpenBMI,18,3,0,EEGNet,0.67,0.6643271284711627,0.67,100
OpenBMI,18,3,0,LiteBN,0.77,0.7694235588972431,0.77,100
OpenBMI,18,3,0,LOGIT50,0.79,0.7898108297467721,0.79,100
OpenBMI,24,3,0,EEGNet,0.6,0.5659722222222222,0.6,100
OpenBMI,24,3,0,LiteBN,0.51,0.4221016629319495,0.51,100
OpenBMI,24,3,0,LOGIT50,0.54,0.47150735294117646,0.54,100
OpenBMI,25,3,0,EEGNet,1.0,1.0,1.0,100
OpenBMI,25,3,0,LiteBN,0.97,0.96999699969997,0.97,100
OpenBMI,25,3,0,LOGIT50,0.99,0.9899989998999901,0.99,100
OpenBMI,29,3,0,EEGNet,0.71,0.7050147492625369,0.71,100
OpenBMI,29,3,0,LiteBN,0.6599999999999999,0.6587715776796468,0.66,100
OpenBMI,29,3,0,LOGIT50,0.71,0.7076318177235609,0.71,100
OpenBMI,36,3,0,EEGNet,0.78,0.7777777777777778,0.78,100
OpenBMI,36,3,0,LiteBN,0.9299999999999999,0.9299369432489241,0.93,100
OpenBMI,36,3,0,LOGIT50,0.9099999999999999,0.9097744360902256,0.91,100
OpenBMI,37,3,0,EEGNet,0.6000000000000001,0.5985547972701726,0.6,100
OpenBMI,37,3,0,LiteBN,0.76,0.7477931904161412,0.76,100
OpenBMI,37,3,0,LOGIT50,0.76,0.7519636213311285,0.76,100
OpenBMI,39,3,0,EEGNet,0.66,0.6353496353496353,0.66,100
OpenBMI,39,3,0,LiteBN,0.84,0.8399359743897559,0.84,100
OpenBMI,39,3,0,LOGIT50,0.77,0.7660461804495982,0.77,100
OpenBMI,42,3,0,EEGNet,0.69,0.6807743795695603,0.69,100
OpenBMI,42,3,0,LiteBN,0.6699999999999999,0.6624040920716112,0.67,100
OpenBMI,42,3,0,LOGIT50,0.6799999999999999,0.6715927750410509,0.68,100
OpenBMI,51,3,0,EEGNet,0.71,0.7099709970997099,0.71,100
OpenBMI,51,3,0,LiteBN,0.7,0.696969696969697,0.7,100
OpenBMI,51,3,0,LOGIT50,0.7,0.6980676328502415,0.7,100
OpenBMI,54,3,0,EEGNet,0.74,0.7395833333333333,0.74,100
OpenBMI,54,3,0,LiteBN,0.6799999999999999,0.6788438378161381,0.68,100
OpenBMI,54,3,0,LOGIT50,0.76,0.7596153846153846,0.76,100
OpenBMI,4,3,1,EEGNet,0.8,0.797979797979798,0.8,100
OpenBMI,4,3,1,LiteBN,0.78,0.7742200328407225,0.78,100
OpenBMI,4,3,1,LOGIT50,0.8,0.7960016319869441,0.8,100
OpenBMI,12,3,1,EEGNet,0.7,0.6921182266009853,0.7,100
OpenBMI,12,3,1,LiteBN,0.76,0.7599039615846338,0.76,100
OpenBMI,12,3,1,LOGIT50,0.76,0.7596153846153846,0.76,100
OpenBMI,13,3,1,EEGNet,0.7,0.6995192307692308,0.7,100
OpenBMI,13,3,1,LiteBN,0.65,0.6224786970121885,0.65,100
OpenBMI,13,3,1,LOGIT50,0.7,0.6875,0.7,100
OpenBMI,17,3,1,EEGNet,0.52,0.45725915875169604,0.52,100
OpenBMI,17,3,1,LiteBN,0.51,0.4109868974636375,0.51,100
OpenBMI,17,3,1,LOGIT50,0.52,0.43899018232819076,0.52,100
OpenBMI,18,3,1,EEGNet,0.76,0.7591328783621036,0.76,100
OpenBMI,18,3,1,LiteBN,0.75,0.7497747973175859,0.75,100
OpenBMI,18,3,1,LOGIT50,0.77,0.7694235588972431,0.77,100
OpenBMI,24,3,1,EEGNet,0.64,0.609375,0.64,100
OpenBMI,24,3,1,LiteBN,0.55,0.47862356621480706,0.55,100
OpenBMI,24,3,1,LOGIT50,0.5800000000000001,0.525101763907734,0.58,100
OpenBMI,25,3,1,EEGNet,0.98,0.9799919967987194,0.98,100
OpenBMI,25,3,1,LiteBN,0.95,0.9499549594635172,0.95,100
OpenBMI,25,3,1,LOGIT50,0.98,0.9799919967987194,0.98,100
OpenBMI,29,3,1,EEGNet,0.79,0.7898108297467721,0.79,100
OpenBMI,29,3,1,LiteBN,0.8300000000000001,0.8291628982011858,0.83,100
OpenBMI,29,3,1,LOGIT50,0.8500000000000001,0.849624060150376,0.85,100
OpenBMI,36,3,1,EEGNet,0.79,0.7851662404092072,0.79,100
OpenBMI,36,3,1,LiteBN,0.8999999999999999,0.8993558776167472,0.9,100
OpenBMI,36,3,1,LOGIT50,0.88,0.8787878787878788,0.88,100
OpenBMI,37,3,1,EEGNet,0.61,0.6052232007288187,0.61,100
OpenBMI,37,3,1,LiteBN,0.78,0.7767857142857143,0.78,100
OpenBMI,37,3,1,LOGIT50,0.71,0.7033248081841432,0.71,100
OpenBMI,39,3,1,EEGNet,0.71,0.7076318177235609,0.71,100
OpenBMI,39,3,1,LiteBN,0.78,0.7796474358974359,0.78,100
OpenBMI,39,3,1,LOGIT50,0.79,0.78997899789979,0.79,100
OpenBMI,42,3,1,EEGNet,0.7,0.6940024479804161,0.7,100
OpenBMI,42,3,1,LiteBN,0.77,0.769792813532179,0.77,100
OpenBMI,42,3,1,LOGIT50,0.73,0.7277951406391774,0.73,100
OpenBMI,51,3,1,EEGNet,0.6799999999999999,0.6798719487795117,0.68,100
OpenBMI,51,3,1,LiteBN,0.63,0.6214833759590792,0.63,100
OpenBMI,51,3,1,LOGIT50,0.6499999999999999,0.6482765551200884,0.65,100
OpenBMI,54,3,1,EEGNet,0.76,0.76,0.76,100
OpenBMI,54,3,1,LiteBN,0.73,0.7293233082706767,0.73,100
OpenBMI,54,3,1,LOGIT50,0.78,0.7799119647859143,0.78,100
OpenBMI,4,3,2,EEGNet,0.79,0.7874278773155178,0.79,100
OpenBMI,4,3,2,LiteBN,0.74,0.7331691297208538,0.74,100
OpenBMI,4,3,2,LOGIT50,0.77,0.7660461804495982,0.77,100
OpenBMI,12,3,2,EEGNet,0.72,0.7126436781609196,0.72,100
OpenBMI,12,3,2,LiteBN,0.74,0.7241086587436333,0.74,100
OpenBMI,12,3,2,LOGIT50,0.78,0.779205138498595,0.78,100
OpenBMI,13,3,2,EEGNet,0.71,0.7092731829573935,0.71,100
OpenBMI,13,3,2,LiteBN,0.74,0.7291666666666667,0.74,100
OpenBMI,13,3,2,LOGIT50,0.76,0.7575757575757576,0.76,100
OpenBMI,17,3,2,EEGNet,0.59,0.5577607593571352,0.59,100
OpenBMI,17,3,2,LiteBN,0.61,0.584,0.61,100
OpenBMI,17,3,2,LOGIT50,0.5700000000000001,0.5305164319248826,0.57,100
OpenBMI,18,3,2,EEGNet,0.71,0.7099709970997099,0.71,100
OpenBMI,18,3,2,LiteBN,0.71,0.7033248081841432,0.71,100
OpenBMI,18,3,2,LOGIT50,0.6799999999999999,0.6767676767676768,0.68,100
OpenBMI,24,3,2,EEGNet,0.58,0.5174632352941176,0.58,100
OpenBMI,24,3,2,LiteBN,0.56,0.537620849096259,0.56,100
OpenBMI,24,3,2,LOGIT50,0.58,0.5442708333333334,0.58,100
OpenBMI,25,3,2,EEGNet,1.0,1.0,1.0,100
OpenBMI,25,3,2,LiteBN,0.99,0.9899989998999901,0.99,100
OpenBMI,25,3,2,LOGIT50,0.99,0.9899989998999901,0.99,100
OpenBMI,29,3,2,EEGNet,0.69,0.6892230576441103,0.69,100
OpenBMI,29,3,2,LiteBN,0.77,0.7631551848419318,0.77,100
OpenBMI,29,3,2,LOGIT50,0.76,0.7552019583843329,0.76,100
OpenBMI,36,3,2,EEGNet,0.8300000000000001,0.8286117552172598,0.83,100
OpenBMI,36,3,2,LiteBN,0.89,0.8899009108197378,0.89,100
OpenBMI,36,3,2,LOGIT50,0.9099999999999999,0.9097744360902256,0.91,100
OpenBMI,37,3,2,EEGNet,0.67,0.66996699669967,0.67,100
OpenBMI,37,3,2,LiteBN,0.8,0.7933030177759405,0.8,100
OpenBMI,37,3,2,LOGIT50,0.79,0.7851662404092072,0.79,100
OpenBMI,39,3,2,EEGNet,0.73,0.7266929851199515,0.73,100
OpenBMI,39,3,2,LiteBN,0.75,0.7442455242966752,0.75,100
OpenBMI,39,3,2,LOGIT50,0.77,0.7660461804495982,0.77,100
OpenBMI,42,3,2,EEGNet,0.7,0.6956168831168831,0.7,100
OpenBMI,42,3,2,LiteBN,0.77,0.7699769976997699,0.77,100
OpenBMI,42,3,2,LOGIT50,0.76,0.7591328783621036,0.76,100
OpenBMI,51,3,2,EEGNet,0.77,0.769792813532179,0.77,100
OpenBMI,51,3,2,LiteBN,0.69,0.6899689968996899,0.69,100
OpenBMI,51,3,2,LOGIT50,0.71,0.7097387648883995,0.71,100
OpenBMI,54,3,2,EEGNet,0.75,0.7497747973175859,0.75,100
OpenBMI,54,3,2,LiteBN,0.73,0.7297567811029927,0.73,100
OpenBMI,54,3,2,LOGIT50,0.73,0.7297567811029927,0.73,100
OpenBMI,4,4,0,EEGNet,0.74,0.7331691297208538,0.74,100
OpenBMI,4,4,0,LiteBN,0.87,0.8699869986998701,0.87,100
OpenBMI,4,4,0,LOGIT50,0.88,0.8792270531400965,0.88,100
OpenBMI,12,4,0,EEGNet,0.64,0.625,0.64,100
OpenBMI,12,4,0,LiteBN,0.67,0.648,0.67,100
OpenBMI,12,4,0,LOGIT50,0.71,0.6938021328265231,0.71,100
OpenBMI,13,4,0,EEGNet,0.65,0.64996499649965,0.65,100
OpenBMI,13,4,0,LiteBN,0.73,0.7266929851199515,0.73,100
OpenBMI,13,4,0,LOGIT50,0.69,0.6884735202492211,0.69,100
OpenBMI,17,4,0,EEGNet,0.55,0.5021573182874212,0.55,100
OpenBMI,17,4,0,LiteBN,0.56,0.537620849096259,0.56,100
OpenBMI,17,4,0,LOGIT50,0.55,0.508679986898133,0.55,100
OpenBMI,18,4,0,EEGNet,0.63,0.6296667000300271,0.63,100
OpenBMI,18,4,0,LiteBN,0.6799999999999999,0.6798719487795117,0.68,100
OpenBMI,18,4,0,LOGIT50,0.6699999999999999,0.6691729323308271,0.67,100
OpenBMI,24,4,0,EEGNet,0.62,0.5876736111111112,0.62,100
OpenBMI,24,4,0,LiteBN,0.59,0.5249681381068243,0.59,100
OpenBMI,24,4,0,LOGIT50,0.5900000000000001,0.539894512400404,0.59,100
OpenBMI,25,4,0,EEGNet,0.99,0.9899989998999901,0.99,100
OpenBMI,25,4,0,LiteBN,0.97,0.9699729756781104,0.97,100
OpenBMI,25,4,0,LOGIT50,0.99,0.9899989998999901,0.99,100
OpenBMI,29,4,0,EEGNet,0.6699999999999999,0.6697027324592133,0.67,100
OpenBMI,29,4,0,LiteBN,0.76,0.7575757575757576,0.76,100
OpenBMI,29,4,0,LOGIT50,0.76,0.7584541062801933,0.76,100
OpenBMI,36,4,0,EEGNet,0.81,0.8084484323016433,0.81,100
OpenBMI,36,4,0,LiteBN,0.94,0.9399759903961584,0.94,100
OpenBMI,36,4,0,LOGIT50,0.9199999999999999,0.9198717948717949,0.92,100
OpenBMI,37,4,0,EEGNet,0.6699999999999999,0.6624040920716112,0.67,100
OpenBMI,37,4,0,LiteBN,0.6699999999999999,0.6349153667441089,0.67,100
OpenBMI,37,4,0,LOGIT50,0.69,0.6656239887822242,0.69,100
OpenBMI,39,4,0,EEGNet,0.62,0.6041666666666667,0.62,100
OpenBMI,39,4,0,LiteBN,0.75,0.7442455242966752,0.75,100
OpenBMI,39,4,0,LOGIT50,0.72,0.7189883580891208,0.72,100
OpenBMI,42,4,0,EEGNet,0.63,0.6214833759590792,0.63,100
OpenBMI,42,4,0,LiteBN,0.69,0.6783898744683059,0.69,100
OpenBMI,42,4,0,LOGIT50,0.72,0.7126436781609196,0.72,100
OpenBMI,51,4,0,EEGNet,0.66,0.6598639455782312,0.66,100
OpenBMI,51,4,0,LiteBN,0.6499999999999999,0.6491228070175439,0.65,100
OpenBMI,51,4,0,LOGIT50,0.6699999999999999,0.6691729323308271,0.67,100
OpenBMI,54,4,0,EEGNet,0.75,0.7479584635547938,0.75,100
OpenBMI,54,4,0,LiteBN,0.72,0.72,0.72,100
OpenBMI,54,4,0,LOGIT50,0.73,0.72997299729973,0.73,100
OpenBMI,4,4,1,EEGNet,0.81,0.8067338012409724,0.81,100
OpenBMI,4,4,1,LiteBN,0.77,0.767182913250329,0.77,100
OpenBMI,4,4,1,LOGIT50,0.8,0.797979797979798,0.8,100
OpenBMI,12,4,1,EEGNet,0.65,0.6457131288591963,0.65,100
OpenBMI,12,4,1,LiteBN,0.79,0.7874278773155178,0.79,100
OpenBMI,12,4,1,LOGIT50,0.8,0.797077922077922,0.8,100
OpenBMI,13,4,1,EEGNet,0.71,0.7050147492625369,0.71,100
OpenBMI,13,4,1,LiteBN,0.64,0.609375,0.64,100
OpenBMI,13,4,1,LOGIT50,0.67,0.6643271284711627,0.67,100
OpenBMI,17,4,1,EEGNet,0.52,0.4485294117647059,0.52,100
OpenBMI,17,4,1,LiteBN,0.54,0.4945054945054945,0.54,100
OpenBMI,17,4,1,LOGIT50,0.54,0.47987336047037543,0.54,100
OpenBMI,18,4,1,EEGNet,0.73,0.7277951406391774,0.73,100
OpenBMI,18,4,1,LiteBN,0.7,0.6956168831168831,0.7,100
OpenBMI,18,4,1,LOGIT50,0.71,0.7097387648883995,0.71,100
OpenBMI,24,4,1,EEGNet,0.6499999999999999,0.6178622120318812,0.65,100
OpenBMI,24,4,1,LiteBN,0.55,0.48717948717948717,0.55,100
OpenBMI,24,4,1,LOGIT50,0.61,0.5623386825272135,0.61,100
OpenBMI,25,4,1,EEGNet,0.99,0.9899989998999901,0.99,100
OpenBMI,25,4,1,LiteBN,0.99,0.9899989998999901,0.99,100
OpenBMI,25,4,1,LOGIT50,1.0,1.0,1.0,100
OpenBMI,29,4,1,EEGNet,0.74,0.74,0.74,100
OpenBMI,29,4,1,LiteBN,0.88,0.88,0.88,100
OpenBMI,29,4,1,LOGIT50,0.82,0.82,0.82,100
OpenBMI,36,4,1,EEGNet,0.75,0.742559983523839,0.75,100
OpenBMI,36,4,1,LiteBN,0.94,0.9399038461538461,0.94,100
OpenBMI,36,4,1,LOGIT50,0.9199999999999999,0.9194847020933977,0.92,100
OpenBMI,37,4,1,EEGNet,0.6699999999999999,0.6601791782514674,0.67,100
OpenBMI,37,4,1,LiteBN,0.79,0.7863899908452854,0.79,100
OpenBMI,37,4,1,LOGIT50,0.75,0.7442455242966752,0.75,100
OpenBMI,39,4,1,EEGNet,0.7,0.6940024479804161,0.7,100
OpenBMI,39,4,1,LiteBN,0.77,0.769792813532179,0.77,100
OpenBMI,39,4,1,LOGIT50,0.73,0.72997299729973,0.73,100
OpenBMI,42,4,1,EEGNet,0.64,0.6279454319966928,0.64,100
OpenBMI,42,4,1,LiteBN,0.69,0.6783898744683059,0.69,100
OpenBMI,42,4,1,LOGIT50,0.6799999999999999,0.6666666666666666,0.68,100
OpenBMI,51,4,1,EEGNet,0.74,0.74,0.74,100
OpenBMI,51,4,1,LiteBN,0.64,0.6279454319966928,0.64,100
OpenBMI,51,4,1,LOGIT50,0.65,0.6471418489767113,0.65,100
OpenBMI,54,4,1,EEGNet,0.7,0.6995192307692308,0.7,100
OpenBMI,54,4,1,LiteBN,0.78,0.7796474358974359,0.78,100
OpenBMI,54,4,1,LOGIT50,0.76,0.76,0.76,100
OpenBMI,4,4,2,EEGNet,0.78,0.7767857142857143,0.78,100
OpenBMI,4,4,2,LiteBN,0.83,0.8270776116366596,0.83,100
OpenBMI,4,4,2,LOGIT50,0.83,0.8270776116366596,0.83,100
OpenBMI,12,4,2,EEGNet,0.6900000000000001,0.6726850385386971,0.69,100
OpenBMI,12,4,2,LiteBN,0.78,0.779205138498595,0.78,100
OpenBMI,12,4,2,LOGIT50,0.77,0.7699769976997699,0.77,100
OpenBMI,13,4,2,EEGNet,0.71,0.7097387648883995,0.71,100
OpenBMI,13,4,2,LiteBN,0.64,0.6179966044142615,0.64,100
OpenBMI,13,4,2,LOGIT50,0.71,0.7033248081841432,0.71,100
OpenBMI,17,4,2,EEGNet,0.53,0.48684354187138335,0.53,100
OpenBMI,17,4,2,LiteBN,0.6,0.5941558441558441,0.6,100
OpenBMI,17,4,2,LOGIT50,0.56,0.5225694444444444,0.56,100
OpenBMI,18,4,2,EEGNet,0.63,0.6290726817042607,0.63,100
OpenBMI,18,4,2,LiteBN,0.79,0.78997899789979,0.79,100
OpenBMI,18,4,2,LOGIT50,0.77,0.769792813532179,0.77,100
OpenBMI,24,4,2,EEGNet,0.62,0.5703301673450927,0.62,100
OpenBMI,24,4,2,LiteBN,0.55,0.48717948717948717,0.55,100
OpenBMI,24,4,2,LOGIT50,0.6,0.5477159656264134,0.6,100
OpenBMI,25,4,2,EEGNet,1.0,1.0,1.0,100
OpenBMI,25,4,2,LiteBN,0.98,0.9799919967987194,0.98,100
OpenBMI,25,4,2,LOGIT50,0.99,0.9899989998999901,0.99,100
OpenBMI,29,4,2,EEGNet,0.76,0.7599039615846338,0.76,100
OpenBMI,29,4,2,LiteBN,0.8400000000000001,0.839421918908069,0.84,100
OpenBMI,29,4,2,LOGIT50,0.8400000000000001,0.8397435897435898,0.84,100
OpenBMI,36,4,2,EEGNet,0.88,0.8787878787878788,0.88,100
OpenBMI,36,4,2,LiteBN,0.9199999999999999,0.9198717948717949,0.92,100
OpenBMI,36,4,2,LOGIT50,0.9299999999999999,0.9298245614035088,0.93,100
OpenBMI,37,4,2,EEGNet,0.71,0.7076318177235609,0.71,100
OpenBMI,37,4,2,LiteBN,0.72,0.7028862478777589,0.72,100
OpenBMI,37,4,2,LOGIT50,0.75,0.736036321402175,0.75,100
OpenBMI,39,4,2,EEGNet,0.6599999999999999,0.6587715776796468,0.66,100
OpenBMI,39,4,2,LiteBN,0.73,0.7297567811029927,0.73,100
OpenBMI,39,4,2,LOGIT50,0.75,0.74997499749975,0.75,100
OpenBMI,42,4,2,EEGNet,0.67,0.6643271284711627,0.67,100
OpenBMI,42,4,2,LiteBN,0.74,0.7398959583833533,0.74,100
OpenBMI,42,4,2,LOGIT50,0.76,0.7596153846153846,0.76,100
OpenBMI,51,4,2,EEGNet,0.75,0.7493734335839599,0.75,100
OpenBMI,51,4,2,LiteBN,0.7,0.6995192307692308,0.7,100
OpenBMI,51,4,2,LOGIT50,0.74,0.7398959583833533,0.74,100
OpenBMI,54,4,2,EEGNet,0.76,0.7596153846153846,0.76,100
OpenBMI,54,4,2,LiteBN,0.72,0.7198879551820728,0.72,100
OpenBMI,54,4,2,LOGIT50,0.77,0.7694235588972431,0.77,100
WBCIC,sub-2,0,0,EEGNet,0.75,0.748389694041868,0.75,200
WBCIC,sub-2,0,0,LiteBN,0.72,0.7199719971997199,0.72,200
WBCIC,sub-2,0,0,LOGIT50,0.755,0.7542566262945409,0.755,200
WBCIC,sub-3,0,0,EEGNet,0.825,0.8249606161386311,0.825,200
WBCIC,sub-3,0,0,LiteBN,0.78,0.7789166917897699,0.78,200
WBCIC,sub-3,0,0,LOGIT50,0.835,0.8342999171499585,0.835,200
WBCIC,sub-17,0,0,EEGNet,0.82,0.82,0.82,200
WBCIC,sub-17,0,0,LiteBN,0.8500000000000001,0.849624060150376,0.85,200
WBCIC,sub-17,0,0,LOGIT50,0.8300000000000001,0.8297275641025641,0.83,200
WBCIC,sub-19,0,0,EEGNet,0.965,0.9649921232277263,0.965,200
WBCIC,sub-19,0,0,LiteBN,0.94,0.9399038461538461,0.94,200
WBCIC,sub-19,0,0,LOGIT50,0.965,0.9649781113195748,0.965,200
WBCIC,sub-21,0,0,EEGNet,0.815,0.813953488372093,0.815,200
WBCIC,sub-21,0,0,LiteBN,0.8799999999999999,0.8795664391810518,0.88,200
WBCIC,sub-21,0,0,LOGIT50,0.855,0.8543847756772364,0.855,200
WBCIC,sub-25,0,0,EEGNet,0.96,0.95999599959996,0.96,200
WBCIC,sub-25,0,0,LiteBN,0.95,0.95,0.95,200
WBCIC,sub-25,0,0,LOGIT50,0.96,0.96,0.96,200
WBCIC,sub-31,0,0,EEGNet,0.53,0.5288220551378446,0.53,200
WBCIC,sub-31,0,0,LiteBN,0.61,0.568536342515765,0.61,200
WBCIC,sub-31,0,0,LOGIT50,0.58,0.5495495495495495,0.58,200
WBCIC,sub-33,0,0,EEGNet,0.94,0.94,0.94,200
WBCIC,sub-33,0,0,LiteBN,0.975,0.9749943737340903,0.975,200
WBCIC,sub-33,0,0,LOGIT50,0.975,0.9749943737340903,0.975,200
WBCIC,sub-38,0,0,EEGNet,0.495,0.4221802683143111,0.495,200
WBCIC,sub-38,0,0,LiteBN,0.45999999999999996,0.44757033248081846,0.46,200
WBCIC,sub-38,0,0,LOGIT50,0.46,0.4025887819449054,0.46,200
WBCIC,sub-42,0,0,EEGNet,0.6799999999999999,0.6788438378161381,0.68,200
WBCIC,sub-42,0,0,LiteBN,0.6950000000000001,0.6949313595559001,0.695,200
WBCIC,sub-42,0,0,LOGIT50,0.685,0.684044233807267,0.685,200
WBCIC,sub-2,0,1,EEGNet,0.7549999999999999,0.7539604830408475,0.755,200
WBCIC,sub-2,0,1,LiteBN,0.8,0.7998198378540686,0.8,200
WBCIC,sub-2,0,1,LOGIT50,0.7949999999999999,0.794377993430126,0.795,200
WBCIC,sub-3,0,1,EEGNet,0.815,0.8147730970438787,0.815,200
WBCIC,sub-3,0,1,LiteBN,0.795,0.7949538646195394,0.795,200
WBCIC,sub-3,0,1,LOGIT50,0.835,0.8349958748968724,0.835,200
WBCIC,sub-17,0,1,EEGNet,0.8,0.7999799979998,0.8,200
WBCIC,sub-17,0,1,LiteBN,0.8200000000000001,0.8198378540686617,0.82,200
WBCIC,sub-17,0,1,LOGIT50,0.8,0.7999199679871949,0.8,200
WBCIC,sub-19,0,1,EEGNet,0.95,0.9499949994999499,0.95,200
WBCIC,sub-19,0,1,LiteBN,0.9450000000000001,0.9449325423643964,0.945,200
WBCIC,sub-19,0,1,LOGIT50,0.935,0.934998374959374,0.935,200
WBCIC,sub-21,0,1,EEGNet,0.865,0.8648344221671547,0.865,200
WBCIC,sub-21,0,1,LiteBN,0.855,0.8543847756772364,0.855,200
WBCIC,sub-21,0,1,LOGIT50,0.865,0.8645903859174001,0.865,200
WBCIC,sub-25,0,1,EEGNet,0.98,0.9799979997999799,0.98,200
WBCIC,sub-25,0,1,LiteBN,0.965,0.9649781113195748,0.965,200
WBCIC,sub-25,0,1,LOGIT50,0.965,0.9649921232277263,0.965,200
WBCIC,sub-31,0,1,EEGNet,0.575,0.5731967562953478,0.575,200
WBCIC,sub-31,0,1,LiteBN,0.6,0.5755517826825127,0.6,200
WBCIC,sub-31,0,1,LOGIT50,0.595,0.5772332263368042,0.595,200
WBCIC,sub-33,0,1,EEGNet,0.935,0.9349853717086345,0.935,200
WBCIC,sub-33,0,1,LiteBN,0.9650000000000001,0.9649570724137068,0.965,200
WBCIC,sub-33,0,1,LOGIT50,0.97,0.96999699969997,0.97,200
WBCIC,sub-38,0,1,EEGNet,0.475,0.4384876600978636,0.475,200
WBCIC,sub-38,0,1,LiteBN,0.455,0.4259381171823568,0.455,200
WBCIC,sub-38,0,1,LOGIT50,0.43000000000000005,0.3951612903225806,0.43,200
WBCIC,sub-42,0,1,EEGNet,0.71,0.7097387648883995,0.71,200
WBCIC,sub-42,0,1,LiteBN,0.685,0.683218101822753,0.685,200
WBCIC,sub-42,0,1,LOGIT50,0.675,0.674601386698706,0.675,200
WBCIC,sub-2,0,2,EEGNet,0.74,0.7390606182256123,0.74,200
WBCIC,sub-2,0,2,LiteBN,0.745,0.7402663543072496,0.745,200
WBCIC,sub-2,0,2,LOGIT50,0.76,0.7575757575757576,0.76,200
WBCIC,sub-3,0,2,EEGNet,0.8200000000000001,0.81998199819982,0.82,200
WBCIC,sub-3,0,2,LiteBN,0.755,0.7453156267054757,0.755,200
WBCIC,sub-3,0,2,LOGIT50,0.7849999999999999,0.7797074720151643,0.785,200
WBCIC,sub-17,0,2,EEGNet,0.775,0.7749943748593715,0.775,200
WBCIC,sub-17,0,2,LiteBN,0.795,0.7911945201293575,0.795,200
WBCIC,sub-17,0,2,LOGIT50,0.8300000000000001,0.8286117552172598,0.83,200
WBCIC,sub-19,0,2,EEGNet,0.935,0.934998374959374,0.935,200
WBCIC,sub-19,0,2,LiteBN,0.94,0.9397832195905259,0.94,200
WBCIC,sub-19,0,2,LOGIT50,0.95,0.949874686716792,0.95,200
WBCIC,sub-21,0,2,EEGNet,0.8200000000000001,0.8195488721804511,0.82,200
WBCIC,sub-21,0,2,LiteBN,0.825,0.8222222222222222,0.825,200
WBCIC,sub-21,0,2,LOGIT50,0.84,0.8380402874784898,0.84,200
WBCIC,sub-25,0,2,EEGNet,0.975,0.9749993749843746,0.975,200
WBCIC,sub-25,0,2,LiteBN,0.975,0.9749843652282677,0.975,200
WBCIC,sub-25,0,2,LOGIT50,0.975,0.9749943737340903,0.975,200
WBCIC,sub-31,0,2,EEGNet,0.54,0.537037037037037,0.54,200
WBCIC,sub-31,0,2,LiteBN,0.575,0.5544022437157611,0.575,200
WBCIC,sub-31,0,2,LOGIT50,0.5800000000000001,0.5642701525054467,0.58,200
WBCIC,sub-33,0,2,EEGNet,0.95,0.9499949994999499,0.95,200
WBCIC,sub-33,0,2,LiteBN,0.9450000000000001,0.9449325423643964,0.945,200
WBCIC,sub-33,0,2,LOGIT50,0.965,0.9649991249781245,0.965,200
WBCIC,sub-38,0,2,EEGNet,0.51,0.4650070968446337,0.51,200
