model,task,fold,seed,status,checkpoint_sha256,basis_sha256,split_sha256,C_only_accuracy,C_only_corrected_errors,C_only_introduced_errors,P_only_accuracy,P_only_corrected_errors,P_only_introduced_errors,fixed_alpha_0.25_corrected_errors,fixed_alpha_0.25_introduced_errors,fixed_alpha_0.5_corrected_errors,fixed_alpha_0.5_introduced_errors,fixed_alpha_0.75_corrected_errors,fixed_alpha_0.75_introduced_errors,fixed_alpha_0_corrected_errors,fixed_alpha_0_introduced_errors,fixed_alpha_1_corrected_errors,fixed_alpha_1_introduced_errors,fraction,gain_2d_A_corrected_errors,gain_2d_A_introduced_errors,gain_2d_C_corrected_errors,gain_2d_C_introduced_errors,gain_2d_D_corrected_errors,gain_2d_D_introduced_errors,gain_alpha_A_corrected_errors,gain_alpha_A_introduced_errors,gain_alpha_C_corrected_errors,gain_alpha_C_introduced_errors,gain_alpha_D_corrected_errors,gain_alpha_D_introduced_errors,n_trials,native_accuracy,native_corrected_errors,native_introduced_errors,oracle_2d_corrected_errors,oracle_2d_introduced_errors,oracle_recoverable_fraction,oracle_suppression_corrected_errors,oracle_suppression_introduced_errors,reliability_A_corrected_errors,reliability_A_introduced_errors,reliability_B_corrected_errors,reliability_B_introduced_errors,reliability_C_corrected_errors,reliability_C_introduced_errors,reliability_D_corrected_errors,reliability_D_introduced_errors,subject_id,subset
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,21,1.0,5,0,5,0,3,0,2,0,5,0,0,0,0.26,0,4,0,4,0,1,0,0,0,0,0,0,26,0.8076923076923077,0,0,5,0,1.0,5,0,0,0,0,0,0,0,0,0,45,P_correct_C_wrong
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,8,0,0.0,0,6,0,5,0,3,0,1,0,6,0,0,0.14,0,0,0,0,0,1,0,0,0,0,0,0,14,0.42857142857142855,0,0,3,0,0.6428571428571429,0,0,0,0,0,0,0,0,0,0,45,P_wrong_C_correct
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,45,ambiguous
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.40384615384615385,10,26,0.5961538461538461,5,11,4,10,3,5,3,3,5,11,0,0,0.52,2,0,1,1,2,0,0,0,0,0,0,0,52,0.7115384615384616,0,0,10,0,0.9038461538461539,5,0,0,0,0,0,0,0,0,0,49,disagreement
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,26,1.0,5,0,4,0,3,0,3,0,5,0,0,0,0.31,0,0,0,0,1,0,0,0,0,0,0,0,31,0.8387096774193549,0,0,3,0,0.9354838709677419,5,0,0,0,0,0,0,0,0,0,49,P_correct_C_wrong
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,10,0,0.0,0,11,0,10,0,5,0,3,0,11,0,0,0.21,2,0,1,1,1,0,0,0,0,0,0,0,21,0.5238095238095238,0,0,7,0,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,49,P_wrong_C_correct
EEGNet,OpenBMI_MI,3,0,COMPLETE,bb6d51d2dadc12c03a159b73194845094b24093d251dd44713055016f30b09c8,7b12b4ec68c01cc1ea3577ee4955d925ee19f29a94857743ee9af6011c924683,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,49,ambiguous
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.4444444444444444,8,22,0.5555555555555556,8,16,7,11,5,6,2,3,8,16,0,0,0.54,0,1,0,0,0,0,0,0,0,0,0,0,54,0.7037037037037037,0,0,12,0,0.9259259259259259,8,0,0,0,0,0,0,0,0,0,7,disagreement
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,22,1.0,8,0,7,0,5,0,2,0,8,0,0,0,0.3,0,1,0,0,0,0,0,0,0,0,0,0,30,0.7333333333333333,0,0,7,0,0.9666666666666667,8,0,0,0,0,0,0,0,0,0,7,P_correct_C_wrong
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,8,0,0.0,0,16,0,11,0,6,0,3,0,16,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,24,0.6666666666666666,0,0,5,0,0.875,0,0,0,0,0,0,0,0,0,0,7,P_wrong_C_correct
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,7,ambiguous
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.49056603773584906,12,18,0.5094339622641509,9,14,7,10,4,6,2,1,9,14,0,0,0.53,0,0,0,0,0,0,1,1,1,1,0,1,53,0.6037735849056604,0,0,11,0,0.8113207547169812,9,0,0,0,0,0,0,0,0,0,9,disagreement
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,18,1.0,9,0,7,0,4,0,2,0,9,0,0,0,0.27,0,0,0,0,0,0,1,0,1,0,0,0,27,0.6666666666666666,0,0,5,0,0.8518518518518519,9,0,0,0,0,0,0,0,0,0,9,P_correct_C_wrong
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,12,0,0.0,0,14,0,10,0,6,0,1,0,14,0,0,0.26,0,0,0,0,0,0,0,1,0,1,0,1,26,0.5384615384615384,0,0,6,0,0.7692307692307693,0,0,0,0,0,0,0,0,0,0,9,P_wrong_C_correct
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,9,ambiguous
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.39473684210526316,4,17,0.6052631578947368,6,11,5,8,5,5,3,3,6,11,0,0,0.38,0,0,0,0,0,0,0,2,0,3,0,2,38,0.7368421052631579,0,0,7,0,0.9210526315789473,6,0,0,0,0,0,0,0,0,0,20,disagreement
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,17,1.0,6,0,5,0,5,0,3,0,6,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0,0,0,23,0.7391304347826086,0,0,5,0,0.9565217391304348,6,0,0,0,0,0,0,0,0,0,20,P_correct_C_wrong
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,4,0,0.0,0,11,0,8,0,5,0,3,0,11,0,0,0.15,0,0,0,0,0,0,0,2,0,3,0,2,15,0.7333333333333333,0,0,2,0,0.8666666666666667,0,0,0,0,0,0,0,0,0,0,20,P_wrong_C_correct
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,20,ambiguous
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.33962264150943394,6,29,0.660377358490566,6,12,5,7,2,3,2,1,6,12,0,0,0.53,0,0,0,1,0,0,1,0,1,0,1,0,53,0.7735849056603774,0,0,7,0,0.9056603773584906,6,0,0,0,0,0,0,0,0,0,21,disagreement
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,29,1.0,6,0,5,0,2,0,2,0,6,0,0,0,0.35,0,0,0,0,0,0,1,0,1,0,1,0,35,0.8285714285714286,0,0,5,0,0.9714285714285714,6,0,0,0,0,0,0,0,0,0,21,P_correct_C_wrong
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,6,0,0.0,0,12,0,7,0,3,0,1,0,12,0,0,0.18,0,0,0,1,0,0,0,0,0,0,0,0,18,0.6666666666666666,0,0,2,0,0.7777777777777778,0,0,0,0,0,0,0,0,0,0,21,P_wrong_C_correct
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,21,ambiguous
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.46296296296296297,13,22,0.5370370370370371,7,12,6,8,4,6,1,3,7,12,0,0,0.54,0,0,0,0,0,0,1,0,1,0,1,0,54,0.6296296296296297,0,0,16,0,0.9259259259259259,7,0,0,0,0,0,0,0,0,0,41,disagreement
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,22,1.0,7,0,6,0,4,0,1,0,7,0,0,0,0.29,0,0,0,0,0,0,1,0,1,0,1,0,29,0.7586206896551724,0,0,5,0,0.9310344827586207,7,0,0,0,0,0,0,0,0,0,41,P_correct_C_wrong
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,13,0,0.0,0,12,0,8,0,6,0,3,0,12,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,25,0.48,0,0,11,0,0.92,0,0,0,0,0,0,0,0,0,0,41,P_wrong_C_correct
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,41,ambiguous
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.4915254237288136,14,23,0.5084745762711864,7,15,5,11,4,8,2,4,7,15,0,0,0.59,0,0,0,0,0,1,1,0,1,0,1,0,59,0.6440677966101694,0,0,11,0,0.8305084745762712,7,0,0,0,0,0,0,0,0,0,44,disagreement
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,23,1.0,7,0,5,0,4,0,2,0,7,0,0,0,0.3,0,0,0,0,0,1,1,0,1,0,1,0,30,0.7666666666666667,0,0,5,0,0.9333333333333333,7,0,0,0,0,0,0,0,0,0,44,P_correct_C_wrong
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,14,0,0.0,0,15,0,11,0,8,0,4,0,15,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,29,0.5172413793103449,0,0,6,0,0.7241379310344828,0,0,0,0,0,0,0,0,0,0,44,P_wrong_C_correct
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,44,ambiguous
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.3888888888888889,11,20,0.6111111111111112,13,10,11,6,5,4,2,3,13,10,0,0,0.54,0,0,0,0,0,0,1,1,1,1,1,1,54,0.5555555555555556,0,0,16,0,0.8518518518518519,13,0,0,0,0,0,0,0,0,0,46,disagreement
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,20,1.0,13,0,11,0,5,0,2,0,13,0,0,0,0.33,0,0,0,0,0,0,1,0,1,0,1,0,33,0.6060606060606061,0,0,8,0,0.8484848484848485,13,0,0,0,0,0,0,0,0,0,46,P_correct_C_wrong
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,11,0,0.0,0,10,0,6,0,4,0,3,0,10,0,0,0.21,0,0,0,0,0,0,0,1,0,1,0,1,21,0.47619047619047616,0,0,8,0,0.8571428571428571,0,0,0,0,0,0,0,0,0,0,46,P_wrong_C_correct
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,46,ambiguous
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.44680851063829785,9,19,0.5531914893617021,7,12,5,9,5,5,2,2,7,12,0,0,0.47,0,0,0,0,0,0,0,0,2,0,2,0,47,0.6595744680851063,0,0,10,0,0.8723404255319149,7,0,0,0,0,0,0,0,0,0,53,disagreement
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,0.0,0,19,1.0,7,0,5,0,5,0,2,0,7,0,0,0,0.26,0,0,0,0,0,0,0,0,2,0,2,0,26,0.7307692307692307,0,0,5,0,0.9230769230769231,7,0,0,0,0,0,0,0,0,0,53,P_correct_C_wrong
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,1.0,9,0,0.0,0,12,0,9,0,5,0,2,0,12,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,21,0.5714285714285714,0,0,5,0,0.8095238095238095,0,0,0,0,0,0,0,0,0,0,53,P_wrong_C_correct
EEGNet,OpenBMI_MI,4,0,COMPLETE,92f2de1b95d785fd5f801b05625a2b8a9b475cfc3831262a63cf406d5b896462,7e0fc10f2744a762d23a150a96ad7eded63bdbe97189126dccdac1d7d91368f7,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,53,ambiguous
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.42105263157894735,0,10,0.47368421052631576,0,9,0,2,0,1,0,1,0,9,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,19,0.9473684210526315,0,0,0,0,0.9473684210526315,0,0,0,0,0,0,0,0,0,0,3,disagreement
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0,9,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,9,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,P_correct_C_wrong
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.0,0,0,0.0,0,8,0,1,0,1,0,1,0,8,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,8,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,P_wrong_C_correct
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0,1,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,3,ambiguous
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.5526315789473685,1,13,0.2894736842105263,0,22,0,6,0,3,0,1,0,22,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,38,0.868421052631579,0,0,2,0,0.9210526315789473,0,0,0,0,0,0,0,0,0,0,5,disagreement
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0,11,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,11,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,5,P_correct_C_wrong
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,1.0,1,0,0.0,0,20,0,6,0,3,0,1,0,20,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,21,0.9523809523809523,0,0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,5,P_wrong_C_correct
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0,2,0.0,0,2,0,0,0,0,0,0,0,2,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,6,0.3333333333333333,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0,5,ambiguous
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.4583333333333333,1,26,0.4166666666666667,0,27,0,17,0,4,0,1,0,27,0,0,0.48,0,0,0,0,0,0,0,1,0,1,0,1,48,0.9791666666666666,0,0,0,0,0.9791666666666666,0,0,0,0,0,0,0,0,0,0,6,disagreement
EEGNet,OpenBMI_SSVEP,0,0,COMPLETE,861b3f566bfc00ddb1036072b3d82948ba562540f8d1b67718262b52ab8bbe16,c955c696f5600b9f5399d12078abd373b844b6a85bfb7087b6c8981f481c85fb,d1ef45b998b0dfe0acaad75dc1eb1b02f571c4314484bbd442ac3d55cd2de5a0,0.0,0,20,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,20,1.0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,6,P_correct_C_wrong
