dataset,method,subject,outer_fold,BA,delta_BA
OpenBMI,B5_LOGISTIC_KEEP_STACK,49,1,0.625,0.03499999999999992

OpenBMI,B5_LOGISTIC_KEEP_STACK,50,3,0.465,-0.024999999999999967

OpenBMI,B5_LOGISTIC_KEEP_STACK,51,2,0.535,-0.0050000000000000044

OpenBMI,B5_LOGISTIC_KEEP_STACK,52,2,0.645,0.0050000000000000044

OpenBMI,B5_LOGISTIC_KEEP_STACK,53,3,0.735,0.10999999999999999

OpenBMI,B5_LOGISTIC_KEEP_STACK,54,3,0.62,0.025000000000000022

OpenBMI,B6_LOGISTIC_ALL_EXPERT,1,3,0.615,-0.050000000000000044

OpenBMI,B6_LOGISTIC_ALL_EXPERT,2,1,0.6,0.03500000000000003

OpenBMI,B6_LOGISTIC_ALL_EXPERT,3,0,0.705,-0.015000000000000013

OpenBMI,B6_LOGISTIC_ALL_EXPERT,4,4,0.5700000000000001,0.020000000000000018

OpenBMI,B6_LOGISTIC_ALL_EXPERT,5,0,0.685,0.07000000000000006

OpenBMI,B6_LOGISTIC_ALL_EXPERT,6,3,0.845,0.0050000000000000044

OpenBMI,B6_LOGISTIC_ALL_EXPERT,7,0,0.62,0.06000000000000005

OpenBMI,B6_LOGISTIC_ALL_EXPERT,8,4,0.72,0.04499999999999993

OpenBMI,B6_LOGISTIC_ALL_EXPERT,9,1,0.645,0.06000000000000005

OpenBMI,B6_LOGISTIC_ALL_EXPERT,10,0,0.7,0.014999999999999902

OpenBMI,B6_LOGISTIC_ALL_EXPERT,11,4,0.53,0.030000000000000027

OpenBMI,B6_LOGISTIC_ALL_EXPERT,12,3,0.6799999999999999,0.02499999999999991

OpenBMI,B6_LOGISTIC_ALL_EXPERT,13,0,0.625,0.06499999999999995

OpenBMI,B6_LOGISTIC_ALL_EXPERT,14,1,0.605,-0.0050000000000000044

OpenBMI,B6_LOGISTIC_ALL_EXPERT,15,1,0.72,0.02499999999999991

OpenBMI,B6_LOGISTIC_ALL_EXPERT,16,4,0.65,-0.09999999999999998

OpenBMI,B6_LOGISTIC_ALL_EXPERT,17,1,0.54,0.040000000000000036

OpenBMI,B6_LOGISTIC_ALL_EXPERT,18,4,0.665,-0.010000000000000009

OpenBMI,B6_LOGISTIC_ALL_EXPERT,19,3,0.76,0.08999999999999997

OpenBMI,B6_LOGISTIC_ALL_EXPERT,20,0,0.725,0.09499999999999997

OpenBMI,B6_LOGISTIC_ALL_EXPERT,21,0,0.7949999999999999,0.09999999999999987

OpenBMI,B6_LOGISTIC_ALL_EXPERT,22,2,0.6000000000000001,0.015000000000000124

OpenBMI,B6_LOGISTIC_ALL_EXPERT,23,2,0.68,0.08500000000000008

OpenBMI,B6_LOGISTIC_ALL_EXPERT,24,2,0.53,-0.03499999999999992

OpenBMI,B6_LOGISTIC_ALL_EXPERT,25,0,0.77,0.0050000000000000044

OpenBMI,B6_LOGISTIC_ALL_EXPERT,26,2,0.78,0.03500000000000003

OpenBMI,B6_LOGISTIC_ALL_EXPERT,27,4,0.6599999999999999,0.09999999999999987

OpenBMI,B6_LOGISTIC_ALL_EXPERT,28,2,0.7050000000000001,-0.135

OpenBMI,B6_LOGISTIC_ALL_EXPERT,29,2,0.81,0.18500000000000005

OpenBMI,B6_LOGISTIC_ALL_EXPERT,30,0,0.585,-0.025000000000000133

OpenBMI,B6_LOGISTIC_ALL_EXPERT,31,4,0.665,0.050000000000000044

OpenBMI,B6_LOGISTIC_ALL_EXPERT,32,1,0.605,0.030000000000000027

OpenBMI,B6_LOGISTIC_ALL_EXPERT,33,1,0.71,0.11499999999999999

OpenBMI,B6_LOGISTIC_ALL_EXPERT,34,3,0.62,0.06999999999999995

OpenBMI,B6_LOGISTIC_ALL_EXPERT,35,4,0.73,0.010000000000000009

OpenBMI,B6_LOGISTIC_ALL_EXPERT,36,4,0.8899999999999999,0.21999999999999986

OpenBMI,B6_LOGISTIC_ALL_EXPERT,37,0,0.705,0.039999999999999925

OpenBMI,B6_LOGISTIC_ALL_EXPERT,38,2,0.595,0.05999999999999994

OpenBMI,B6_LOGISTIC_ALL_EXPERT,39,2,0.67,0.13

OpenBMI,B6_LOGISTIC_ALL_EXPERT,40,4,0.6699999999999999,0.04999999999999993

OpenBMI,B6_LOGISTIC_ALL_EXPERT,41,1,0.51,0.015000000000000013

OpenBMI,B6_LOGISTIC_ALL_EXPERT,42,3,0.605,-0.03500000000000003

OpenBMI,B6_LOGISTIC_ALL_EXPERT,43,0,0.6749999999999999,0.08999999999999997

OpenBMI,B6_LOGISTIC_ALL_EXPERT,44,1,0.62,0.10999999999999999

OpenBMI,B6_LOGISTIC_ALL_EXPERT,45,1,0.54,0.020000000000000018

OpenBMI,B6_LOGISTIC_ALL_EXPERT,46,2,0.635,0.040000000000000036

OpenBMI,B6_LOGISTIC_ALL_EXPERT,47,3,0.64,-0.06999999999999995

OpenBMI,B6_LOGISTIC_ALL_EXPERT,48,3,0.6799999999999999,0.03499999999999992

OpenBMI,B6_LOGISTIC_ALL_EXPERT,49,1,0.65,0.05999999999999994

OpenBMI,B6_LOGISTIC_ALL_EXPERT,50,3,0.5,0.010000000000000009

OpenBMI,B6_LOGISTIC_ALL_EXPERT,51,2,0.59,0.04999999999999993

OpenBMI,B6_LOGISTIC_ALL_EXPERT,52,2,0.615,-0.025000000000000022

OpenBMI,B6_LOGISTIC_ALL_EXPERT,53,3,0.755,0.13

OpenBMI,B6_LOGISTIC_ALL_EXPERT,54,3,0.62,0.025000000000000022

OpenBMI,B7_ALL_EXPERT_STACK,1,3,0.55,-0.11499999999999999

OpenBMI,B7_ALL_EXPERT_STACK,2,1,0.575,0.010000000000000009

OpenBMI,B7_ALL_EXPERT_STACK,3,0,0.755,0.03500000000000003

OpenBMI,B7_ALL_EXPERT_STACK,4,4,0.54,-0.010000000000000009

OpenBMI,B7_ALL_EXPERT_STACK,5,0,0.59,-0.025000000000000022

OpenBMI,B7_ALL_EXPERT_STACK,6,3,0.8200000000000001,-0.019999999999999907

OpenBMI,B7_ALL_EXPERT_STACK,7,0,0.6000000000000001,0.04000000000000015

OpenBMI,B7_ALL_EXPERT_STACK,8,4,0.7150000000000001,0.040000000000000036

OpenBMI,B7_ALL_EXPERT_STACK,9,1,0.585,0.0

OpenBMI,B7_ALL_EXPERT_STACK,10,0,0.725,0.039999999999999925

OpenBMI,B7_ALL_EXPERT_STACK,11,4,0.48,-0.020000000000000018

OpenBMI,B7_ALL_EXPERT_STACK,12,3,0.7,0.04499999999999993

OpenBMI,B7_ALL_EXPERT_STACK,13,0,0.6299999999999999,0.06999999999999984

OpenBMI,B7_ALL_EXPERT_STACK,14,1,0.635,0.025000000000000022

OpenBMI,B7_ALL_EXPERT_STACK,15,1,0.715,0.019999999999999907

OpenBMI,B7_ALL_EXPERT_STACK,16,4,0.6699999999999999,-0.08000000000000007

OpenBMI,B7_ALL_EXPERT_STACK,17,1,0.495,-0.0050000000000000044

OpenBMI,B7_ALL_EXPERT_STACK,18,4,0.71,0.03499999999999992

OpenBMI,B7_ALL_EXPERT_STACK,19,3,0.74,0.06999999999999995

OpenBMI,B7_ALL_EXPERT_STACK,20,0,0.68,0.050000000000000044

OpenBMI,B7_ALL_EXPERT_STACK,21,0,0.7050000000000001,0.010000000000000009

OpenBMI,B7_ALL_EXPERT_STACK,22,2,0.61,0.025000000000000022

OpenBMI,B7_ALL_EXPERT_STACK,23,2,0.69,0.09499999999999997

OpenBMI,B7_ALL_EXPERT_STACK,24,2,0.545,-0.019999999999999907

OpenBMI,B7_ALL_EXPERT_STACK,25,0,0.755,-0.010000000000000009

OpenBMI,B7_ALL_EXPERT_STACK,26,2,0.775,0.030000000000000027

OpenBMI,B7_ALL_EXPERT_STACK,27,4,0.58,0.019999999999999907

OpenBMI,B7_ALL_EXPERT_STACK,28,2,0.75,-0.09000000000000008

OpenBMI,B7_ALL_EXPERT_STACK,29,2,0.72,0.09499999999999997

OpenBMI,B7_ALL_EXPERT_STACK,30,0,0.64,0.029999999999999916

OpenBMI,B7_ALL_EXPERT_STACK,31,4,0.69,0.07499999999999996

OpenBMI,B7_ALL_EXPERT_STACK,32,1,0.58,0.0050000000000000044

OpenBMI,B7_ALL_EXPERT_STACK,33,1,0.585,-0.010000000000000009

OpenBMI,B7_ALL_EXPERT_STACK,34,3,0.565,0.014999999999999902

OpenBMI,B7_ALL_EXPERT_STACK,35,4,0.71,-0.010000000000000009

OpenBMI,B7_ALL_EXPERT_STACK,36,4,0.7549999999999999,0.08499999999999985

OpenBMI,B7_ALL_EXPERT_STACK,37,0,0.6799999999999999,0.014999999999999902

OpenBMI,B7_ALL_EXPERT_STACK,38,2,0.57,0.03499999999999992

OpenBMI,B7_ALL_EXPERT_STACK,39,2,0.595,0.05499999999999994

OpenBMI,B7_ALL_EXPERT_STACK,40,4,0.645,0.025000000000000022

OpenBMI,B7_ALL_EXPERT_STACK,41,1,0.5,0.0050000000000000044

OpenBMI,B7_ALL_EXPERT_STACK,42,3,0.6,-0.040000000000000036

OpenBMI,B7_ALL_EXPERT_STACK,43,0,0.62,0.03500000000000003

OpenBMI,B7_ALL_EXPERT_STACK,44,1,0.505,-0.0050000000000000044

OpenBMI,B7_ALL_EXPERT_STACK,45,1,0.52,0.0

OpenBMI,B7_ALL_EXPERT_STACK,46,2,0.665,0.07000000000000006

OpenBMI,B7_ALL_EXPERT_STACK,47,3,0.62,-0.08999999999999997

OpenBMI,B7_ALL_EXPERT_STACK,48,3,0.69,0.04499999999999993

OpenBMI,B7_ALL_EXPERT_STACK,49,1,0.595,0.004999999999999893

OpenBMI,B7_ALL_EXPERT_STACK,50,3,0.505,0.015000000000000013

OpenBMI,B7_ALL_EXPERT_STACK,51,2,0.55,0.010000000000000009

OpenBMI,B7_ALL_EXPERT_STACK,52,2,0.645,0.0050000000000000044

OpenBMI,B7_ALL_EXPERT_STACK,53,3,0.715,0.08999999999999997

OpenBMI,B7_ALL_EXPERT_STACK,54,3,0.635,0.040000000000000036

OpenBMI,B9_HARD_INSTABILITY_SWITCH,1,3,0.55,-0.11499999999999999

OpenBMI,B9_HARD_INSTABILITY_SWITCH,2,1,0.575,0.010000000000000009

OpenBMI,B9_HARD_INSTABILITY_SWITCH,3,0,0.755,0.03500000000000003

OpenBMI,B9_HARD_INSTABILITY_SWITCH,4,4,0.545,-0.0050000000000000044

OpenBMI,B9_HARD_INSTABILITY_SWITCH,5,0,0.59,-0.025000000000000022

OpenBMI,B9_HARD_INSTABILITY_SWITCH,6,3,0.825,-0.015000000000000013

OpenBMI,B9_HARD_INSTABILITY_SWITCH,7,0,0.605,0.04500000000000004

OpenBMI,B9_HARD_INSTABILITY_SWITCH,8,4,0.7150000000000001,0.040000000000000036

OpenBMI,B9_HARD_INSTABILITY_SWITCH,9,1,0.585,0.0

OpenBMI,B9_HARD_INSTABILITY_SWITCH,10,0,0.725,0.039999999999999925

OpenBMI,B9_HARD_INSTABILITY_SWITCH,11,4,0.48,-0.020000000000000018

OpenBMI,B9_HARD_INSTABILITY_SWITCH,12,3,0.705,0.04999999999999993

OpenBMI,B9_HARD_INSTABILITY_SWITCH,13,0,0.6299999999999999,0.06999999999999984

OpenBMI,B9_HARD_INSTABILITY_SWITCH,14,1,0.635,0.025000000000000022

OpenBMI,B9_HARD_INSTABILITY_SWITCH,15,1,0.715,0.019999999999999907

OpenBMI,B9_HARD_INSTABILITY_SWITCH,16,4,0.6699999999999999,-0.08000000000000007

OpenBMI,B9_HARD_INSTABILITY_SWITCH,17,1,0.495,-0.0050000000000000044

OpenBMI,B9_HARD_INSTABILITY_SWITCH,18,4,0.6950000000000001,0.020000000000000018

OpenBMI,B9_HARD_INSTABILITY_SWITCH,19,3,0.74,0.06999999999999995

OpenBMI,B9_HARD_INSTABILITY_SWITCH,20,0,0.68,0.050000000000000044

OpenBMI,B9_HARD_INSTABILITY_SWITCH,21,0,0.7050000000000001,0.010000000000000009

OpenBMI,B9_HARD_INSTABILITY_SWITCH,22,2,0.605,0.020000000000000018

OpenBMI,B9_HARD_INSTABILITY_SWITCH,23,2,0.685,0.09000000000000008

OpenBMI,B9_HARD_INSTABILITY_SWITCH,24,2,0.54,-0.02499999999999991

OpenBMI,B9_HARD_INSTABILITY_SWITCH,25,0,0.755,-0.010000000000000009

OpenBMI,B9_HARD_INSTABILITY_SWITCH,26,2,0.775,0.030000000000000027

OpenBMI,B9_HARD_INSTABILITY_SWITCH,27,4,0.58,0.019999999999999907

OpenBMI,B9_HARD_INSTABILITY_SWITCH,28,2,0.75,-0.09000000000000008

OpenBMI,B9_HARD_INSTABILITY_SWITCH,29,2,0.715,0.08999999999999997

OpenBMI,B9_HARD_INSTABILITY_SWITCH,30,0,0.64,0.029999999999999916

OpenBMI,B9_HARD_INSTABILITY_SWITCH,31,4,0.6950000000000001,0.08000000000000007

OpenBMI,B9_HARD_INSTABILITY_SWITCH,32,1,0.58,0.0050000000000000044

OpenBMI,B9_HARD_INSTABILITY_SWITCH,33,1,0.585,-0.010000000000000009

OpenBMI,B9_HARD_INSTABILITY_SWITCH,34,3,0.57,0.019999999999999907

OpenBMI,B9_HARD_INSTABILITY_SWITCH,35,4,0.71,-0.010000000000000009

OpenBMI,B9_HARD_INSTABILITY_SWITCH,36,4,0.7549999999999999,0.08499999999999985

OpenBMI,B9_HARD_INSTABILITY_SWITCH,37,0,0.685,0.020000000000000018

OpenBMI,B9_HARD_INSTABILITY_SWITCH,38,2,0.57,0.03499999999999992

OpenBMI,B9_HARD_INSTABILITY_SWITCH,39,2,0.6000000000000001,0.06000000000000005

OpenBMI,B9_HARD_INSTABILITY_SWITCH,40,4,0.645,0.025000000000000022

OpenBMI,B9_HARD_INSTABILITY_SWITCH,41,1,0.5,0.0050000000000000044

OpenBMI,B9_HARD_INSTABILITY_SWITCH,42,3,0.6,-0.040000000000000036

OpenBMI,B9_HARD_INSTABILITY_SWITCH,43,0,0.62,0.03500000000000003

OpenBMI,B9_HARD_INSTABILITY_SWITCH,44,1,0.505,-0.0050000000000000044

OpenBMI,B9_HARD_INSTABILITY_SWITCH,45,1,0.52,0.0

OpenBMI,B9_HARD_INSTABILITY_SWITCH,46,2,0.6699999999999999,0.07499999999999996

OpenBMI,B9_HARD_INSTABILITY_SWITCH,47,3,0.62,-0.08999999999999997

OpenBMI,B9_HARD_INSTABILITY_SWITCH,48,3,0.7,0.05499999999999994

OpenBMI,B9_HARD_INSTABILITY_SWITCH,49,1,0.595,0.004999999999999893

OpenBMI,B9_HARD_INSTABILITY_SWITCH,50,3,0.505,0.015000000000000013

OpenBMI,B9_HARD_INSTABILITY_SWITCH,51,2,0.55,0.010000000000000009

OpenBMI,B9_HARD_INSTABILITY_SWITCH,52,2,0.645,0.0050000000000000044

OpenBMI,B9_HARD_INSTABILITY_SWITCH,53,3,0.715,0.08999999999999997

OpenBMI,B9_HARD_INSTABILITY_SWITCH,54,3,0.62,0.025000000000000022

OpenBMI,B10_RANDOM_MATCHED_GATE,1,3,0.635,-0.030000000000000027

OpenBMI,B10_RANDOM_MATCHED_GATE,2,1,0.565,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,3,0,0.72,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,4,4,0.55,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,5,0,0.615,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,6,3,0.85,0.010000000000000009

OpenBMI,B10_RANDOM_MATCHED_GATE,7,0,0.5599999999999999,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,8,4,0.675,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,9,1,0.585,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,10,0,0.685,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,11,4,0.5,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,12,3,0.6599999999999999,0.004999999999999893

OpenBMI,B10_RANDOM_MATCHED_GATE,13,0,0.56,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,14,1,0.61,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,15,1,0.6950000000000001,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,16,4,0.75,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,17,1,0.5,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,18,4,0.675,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,19,3,0.6699999999999999,-1.1102230246251565e-16

OpenBMI,B10_RANDOM_MATCHED_GATE,20,0,0.63,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,21,0,0.6950000000000001,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,22,2,0.585,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,23,2,0.595,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,24,2,0.565,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,25,0,0.765,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,26,2,0.745,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,27,4,0.56,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,28,2,0.8400000000000001,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,29,2,0.625,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,30,0,0.6100000000000001,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,31,4,0.615,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,32,1,0.575,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,33,1,0.595,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,34,3,0.55,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,35,4,0.72,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,36,4,0.67,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,37,0,0.665,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,38,2,0.535,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,39,2,0.54,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,40,4,0.62,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,41,1,0.495,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,42,3,0.635,-0.0050000000000000044

OpenBMI,B10_RANDOM_MATCHED_GATE,43,0,0.585,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,44,1,0.51,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,45,1,0.52,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,46,2,0.595,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,47,3,0.6799999999999999,-0.030000000000000027

OpenBMI,B10_RANDOM_MATCHED_GATE,48,3,0.6499999999999999,0.004999999999999893

OpenBMI,B10_RANDOM_MATCHED_GATE,49,1,0.5900000000000001,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,50,3,0.49,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,51,2,0.54,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,52,2,0.64,0.0

OpenBMI,B10_RANDOM_MATCHED_GATE,53,3,0.64,0.015000000000000013

OpenBMI,B10_RANDOM_MATCHED_GATE,54,3,0.605,0.010000000000000009

OpenBMI,B11_CGRFUSE_R1_NO_LCB,1,3,0.5750000000000001,-0.08999999999999997

OpenBMI,B11_CGRFUSE_R1_NO_LCB,2,1,0.565,0.0

OpenBMI,B11_CGRFUSE_R1_NO_LCB,3,0,0.745,0.025000000000000022

OpenBMI,B11_CGRFUSE_R1_NO_LCB,4,4,0.54,-0.010000000000000009

OpenBMI,B11_CGRFUSE_R1_NO_LCB,5,0,0.595,-0.020000000000000018

OpenBMI,B11_CGRFUSE_R1_NO_LCB,6,3,0.845,0.0050000000000000044

OpenBMI,B11_CGRFUSE_R1_NO_LCB,7,0,0.6,0.040000000000000036

OpenBMI,B11_CGRFUSE_R1_NO_LCB,8,4,0.725,0.04999999999999993

OpenBMI,B11_CGRFUSE_R1_NO_LCB,9,1,0.585,0.0

OpenBMI,B11_CGRFUSE_R1_NO_LCB,10,0,0.7,0.014999999999999902

OpenBMI,B11_CGRFUSE_R1_NO_LCB,11,4,0.485,-0.015000000000000013

OpenBMI,B11_CGRFUSE_R1_NO_LCB,12,3,0.69,0.03499999999999992

OpenBMI,B11_CGRFUSE_R1_NO_LCB,13,0,0.615,0.05499999999999994

OpenBMI,B11_CGRFUSE_R1_NO_LCB,14,1,0.61,0.0

OpenBMI,B11_CGRFUSE_R1_NO_LCB,15,1,0.6950000000000001,0.0

OpenBMI,B11_CGRFUSE_R1_NO_LCB,16,4,0.71,-0.040000000000000036

OpenBMI,B11_CGRFUSE_R1_NO_LCB,17,1,0.5,0.0

OpenBMI,B11_CGRFUSE_R1_NO_LCB,18,4,0.6799999999999999,0.004999999999999893

OpenBMI,B11_CGRFUSE_R1_NO_LCB,19,3,0.7250000000000001,0.05500000000000005

OpenBMI,B11_CGRFUSE_R1_NO_LCB,20,0,0.6599999999999999,0.029999999999999916

OpenBMI,B11_CGRFUSE_R1_NO_LCB,21,0,0.715,0.019999999999999907

OpenBMI,B11_CGRFUSE_R1_NO_LCB,22,2,0.5900000000000001,0.0050000000000001155

OpenBMI,B11_CGRFUSE_R1_NO_LCB,23,2,0.64,0.04500000000000004

OpenBMI,B11_CGRFUSE_R1_NO_LCB,24,2,0.5449999999999999,-0.020000000000000018

OpenBMI,B11_CGRFUSE_R1_NO_LCB,25,0,0.75,-0.015000000000000013

OpenBMI,B11_CGRFUSE_R1_NO_LCB,26,2,0.785,0.040000000000000036

OpenBMI,B11_CGRFUSE_R1_NO_LCB,27,4,0.565,0.004999999999999893

OpenBMI,B11_CGRFUSE_R1_NO_LCB,28,2,0.755,-0.08500000000000008

OpenBMI,B11_CGRFUSE_R1_NO_LCB,29,2,0.695,0.06999999999999995

OpenBMI,B11_CGRFUSE_R1_NO_LCB,30,0,0.62,0.009999999999999898

OpenBMI,B11_CGRFUSE_R1_NO_LCB,31,4,0.7,0.08499999999999996

OpenBMI,B11_CGRFUSE_R1_NO_LCB,32,1,0.575,0.0

OpenBMI,B11_CGRFUSE_R1_NO_LCB,33,1,0.595,0.0

OpenBMI,B11_CGRFUSE_R1_NO_LCB,34,3,0.575,0.02499999999999991

OpenBMI,B11_CGRFUSE_R1_NO_LCB,35,4,0.705,-0.015000000000000013

OpenBMI,B11_CGRFUSE_R1_NO_LCB,36,4,0.735,0.06499999999999995

OpenBMI,B11_CGRFUSE_R1_NO_LCB,37,0,0.7,0.03499999999999992

OpenBMI,B11_CGRFUSE_R1_NO_LCB,38,2,0.57,0.03499999999999992

OpenBMI,B11_CGRFUSE_R1_NO_LCB,39,2,0.585,0.04499999999999993

OpenBMI,B11_CGRFUSE_R1_NO_LCB,40,4,0.65,0.030000000000000027

OpenBMI,B11_CGRFUSE_R1_NO_LCB,41,1,0.495,0.0

OpenBMI,B11_CGRFUSE_R1_NO_LCB,42,3,0.62,-0.020000000000000018

OpenBMI,B11_CGRFUSE_R1_NO_LCB,43,0,0.62,0.03500000000000003

OpenBMI,B11_CGRFUSE_R1_NO_LCB,44,1,0.51,0.0

OpenBMI,B11_CGRFUSE_R1_NO_LCB,45,1,0.52,0.0

OpenBMI,B11_CGRFUSE_R1_NO_LCB,46,2,0.665,0.07000000000000006

OpenBMI,B11_CGRFUSE_R1_NO_LCB,47,3,0.625,-0.08499999999999996

OpenBMI,B11_CGRFUSE_R1_NO_LCB,48,3,0.7050000000000001,0.06000000000000005

OpenBMI,B11_CGRFUSE_R1_NO_LCB,49,1,0.5900000000000001,0.0

OpenBMI,B11_CGRFUSE_R1_NO_LCB,50,3,0.505,0.015000000000000013

OpenBMI,B11_CGRFUSE_R1_NO_LCB,51,2,0.5549999999999999,0.014999999999999902

OpenBMI,B11_CGRFUSE_R1_NO_LCB,52,2,0.645,0.0050000000000000044

OpenBMI,B11_CGRFUSE_R1_NO_LCB,53,3,0.6950000000000001,0.07000000000000006

OpenBMI,B11_CGRFUSE_R1_NO_LCB,54,3,0.615,0.020000000000000018

OpenBMI,B12_CGRFUSE_R1,1,3,0.6699999999999999,0.004999999999999893

OpenBMI,B12_CGRFUSE_R1,2,1,0.565,0.0

OpenBMI,B12_CGRFUSE_R1,3,0,0.72,0.0

OpenBMI,B12_CGRFUSE_R1,4,4,0.55,0.0

OpenBMI,B12_CGRFUSE_R1,5,0,0.615,0.0

OpenBMI,B12_CGRFUSE_R1,6,3,0.835,-0.0050000000000000044

OpenBMI,B12_CGRFUSE_R1,7,0,0.5599999999999999,0.0

OpenBMI,B12_CGRFUSE_R1,8,4,0.675,0.0

OpenBMI,B12_CGRFUSE_R1,9,1,0.585,0.0

OpenBMI,B12_CGRFUSE_R1,10,0,0.685,0.0

OpenBMI,B12_CGRFUSE_R1,11,4,0.5,0.0

OpenBMI,B12_CGRFUSE_R1,12,3,0.6599999999999999,0.004999999999999893

OpenBMI,B12_CGRFUSE_R1,13,0,0.56,0.0

OpenBMI,B12_CGRFUSE_R1,14,1,0.61,0.0

OpenBMI,B12_CGRFUSE_R1,15,1,0.6950000000000001,0.0

OpenBMI,B12_CGRFUSE_R1,16,4,0.75,0.0

OpenBMI,B12_CGRFUSE_R1,17,1,0.5,0.0

OpenBMI,B12_CGRFUSE_R1,18,4,0.675,0.0

OpenBMI,B12_CGRFUSE_R1,19,3,0.665,-0.0050000000000000044

OpenBMI,B12_CGRFUSE_R1,20,0,0.63,0.0

OpenBMI,B12_CGRFUSE_R1,21,0,0.6950000000000001,0.0

OpenBMI,B12_CGRFUSE_R1,22,2,0.585,0.0

OpenBMI,B12_CGRFUSE_R1,23,2,0.595,0.0

OpenBMI,B12_CGRFUSE_R1,24,2,0.565,0.0

OpenBMI,B12_CGRFUSE_R1,25,0,0.765,0.0

OpenBMI,B12_CGRFUSE_R1,26,2,0.745,0.0

OpenBMI,B12_CGRFUSE_R1,27,4,0.56,0.0

OpenBMI,B12_CGRFUSE_R1,28,2,0.8400000000000001,0.0

OpenBMI,B12_CGRFUSE_R1,29,2,0.625,0.0

OpenBMI,B12_CGRFUSE_R1,30,0,0.6100000000000001,0.0

OpenBMI,B12_CGRFUSE_R1,31,4,0.615,0.0

OpenBMI,B12_CGRFUSE_R1,32,1,0.575,0.0

OpenBMI,B12_CGRFUSE_R1,33,1,0.595,0.0

OpenBMI,B12_CGRFUSE_R1,34,3,0.56,0.010000000000000009

OpenBMI,B12_CGRFUSE_R1,35,4,0.72,0.0

OpenBMI,B12_CGRFUSE_R1,36,4,0.67,0.0

OpenBMI,B12_CGRFUSE_R1,37,0,0.665,0.0

OpenBMI,B12_CGRFUSE_R1,38,2,0.535,0.0

OpenBMI,B12_CGRFUSE_R1,39,2,0.54,0.0

OpenBMI,B12_CGRFUSE_R1,40,4,0.62,0.0

OpenBMI,B12_CGRFUSE_R1,41,1,0.495,0.0

OpenBMI,B12_CGRFUSE_R1,42,3,0.645,0.0050000000000000044

OpenBMI,B12_CGRFUSE_R1,43,0,0.585,0.0

OpenBMI,B12_CGRFUSE_R1,44,1,0.51,0.0

OpenBMI,B12_CGRFUSE_R1,45,1,0.52,0.0

