dataset,fold,model,subject,session,class,abs_alignment,centered_alignment
WBCIC,0,Compact-ERM,sub-18,0,0,0.7379577875137329,0.649798384308815
WBCIC,0,Compact-ERM,sub-18,0,1,0.8136606872081756,0.6497983694076538
WBCIC,0,Compact-ERM,sub-18,1,0,0.8400661885738373,0.8832483202219009
WBCIC,0,Compact-ERM,sub-18,1,1,0.8164206504821777,0.8832483440637589
WBCIC,0,Compact-ERM,sub-18,2,0,0.7676818400621415,0.8445713460445404
WBCIC,0,Compact-ERM,sub-18,2,1,0.8138374865055085,0.844571316242218
WBCIC,0,Compact-ERM,sub-9,0,0,0.8023472726345062,0.8585176229476928
WBCIC,0,Compact-ERM,sub-9,0,1,0.8442709803581238,0.8585176408290863
WBCIC,0,Compact-ERM,sub-9,1,0,0.8540107429027557,0.9034163534641266
WBCIC,0,Compact-ERM,sub-9,1,1,0.8692640781402587,0.9034163773059845
WBCIC,0,Compact-ERM,sub-9,2,0,0.8331173896789551,0.7926648795604706
WBCIC,0,Compact-ERM,sub-9,2,1,0.7243833184242249,0.7926648139953614
WBCIC,0,Compact-ERM,sub-49,0,0,0.7970077633857727,0.8433797657489777
WBCIC,0,Compact-ERM,sub-49,0,1,0.7624624013900757,0.8433797597885132
WBCIC,0,Compact-ERM,sub-49,1,0,0.8060706615447998,0.8945075035095215
WBCIC,0,Compact-ERM,sub-49,1,1,0.7758010566234589,0.8945075035095215
WBCIC,0,Compact-ERM,sub-49,2,0,0.6753901541233063,0.8847124814987183
WBCIC,0,Compact-ERM,sub-49,2,1,0.4616142600774765,0.8847124576568604
WBCIC,0,Compact-ERM,sub-28,0,0,0.8182040572166442,0.887790298461914
WBCIC,0,Compact-ERM,sub-28,0,1,0.8048247277736664,0.8877902686595917
WBCIC,0,Compact-ERM,sub-28,1,0,0.8161011189222336,0.9079270005226135
WBCIC,0,Compact-ERM,sub-28,1,1,0.8696980535984039,0.9079270243644715
WBCIC,0,Compact-ERM,sub-28,2,0,0.6394386649131775,0.848784989118576
WBCIC,0,Compact-ERM,sub-28,2,1,0.8115876972675323,0.8487850189208984
WBCIC,0,Compact-ERM,sub-37,0,0,0.8328542351722718,0.8881647765636445
WBCIC,0,Compact-ERM,sub-37,0,1,0.8503730297088623,0.8881648004055023
WBCIC,0,Compact-ERM,sub-37,1,0,0.8480213403701782,0.9042812049388885
WBCIC,0,Compact-ERM,sub-37,1,1,0.8739122569561004,0.9042812824249268
WBCIC,0,Compact-ERM,sub-37,2,0,0.8160497725009919,0.9212405562400818
WBCIC,0,Compact-ERM,sub-37,2,1,0.7969333738088608,0.9212405323982239
WBCIC,0,Compact-ERM,sub-12,0,0,0.8083723217248917,0.7132116883993149
WBCIC,0,Compact-ERM,sub-12,0,1,0.7837401330471039,0.7132117271423339
WBCIC,0,Compact-ERM,sub-12,1,0,0.8172225415706634,0.5154093086719513
WBCIC,0,Compact-ERM,sub-12,1,1,0.7794354289770127,0.5154092729091644
WBCIC,0,Compact-ERM,sub-12,2,0,0.846933913230896,0.9201925337314606
WBCIC,0,Compact-ERM,sub-12,2,1,0.8178179711103439,0.920192438364029
WBCIC,0,Compact-ERM,sub-30,0,0,0.6813100397586822,0.8312073945999146
WBCIC,0,Compact-ERM,sub-30,0,1,0.7272015064954758,0.831207400560379
WBCIC,0,Compact-ERM,sub-30,1,0,0.6557935655117035,0.9018471539020538
WBCIC,0,Compact-ERM,sub-30,1,1,0.6450119227170944,0.9018471837043762
WBCIC,0,Compact-ERM,sub-30,2,0,0.6450894832611084,0.8692509591579437
WBCIC,0,Compact-ERM,sub-30,2,1,0.6595979332923889,0.8692509412765503
WBCIC,0,Compact-TG,sub-6,0,0,0.6816348731517792,0.8985520124435424
WBCIC,0,Compact-TG,sub-6,0,1,0.7278717339038849,0.8985519766807556
WBCIC,0,Compact-TG,sub-6,1,0,0.8438634812831879,0.9159654647111892
WBCIC,0,Compact-TG,sub-6,1,1,0.8270778596401215,0.9159654796123504
WBCIC,0,Compact-TG,sub-6,2,0,0.8194999039173126,0.9082193195819854
WBCIC,0,Compact-TG,sub-6,2,1,0.8223388135433197,0.9082193017005921
WBCIC,0,Compact-TG,sub-22,0,0,0.726955384016037,0.8086897969245911
WBCIC,0,Compact-TG,sub-22,0,1,0.7762369036674499,0.808689820766449
WBCIC,0,Compact-TG,sub-22,1,0,0.8538343429565429,0.9029626041650772
WBCIC,0,Compact-TG,sub-22,1,1,0.8741916120052338,0.9029626190662384
WBCIC,0,Compact-TG,sub-22,2,0,0.8210190773010254,0.9056144714355469
WBCIC,0,Compact-TG,sub-22,2,1,0.8557769298553467,0.9056144773960113
WBCIC,0,Compact-TG,sub-44,0,0,0.8596793055534363,0.8518791913986206
WBCIC,0,Compact-TG,sub-44,0,1,0.8457067608833313,0.8518790662288666
WBCIC,0,Compact-TG,sub-44,1,0,0.9165353238582611,0.911744499206543
WBCIC,0,Compact-TG,sub-44,1,1,0.8979570627212524,0.9117445111274719
WBCIC,0,Compact-TG,sub-44,2,0,0.8790323615074158,0.9279514014720917
WBCIC,0,Compact-TG,sub-44,2,1,0.863710242509842,0.9279513597488404
WBCIC,0,Compact-TG,sub-35,0,0,0.7352228999137879,0.9092912375926971
WBCIC,0,Compact-TG,sub-35,0,1,0.6856215596199036,0.9092912197113037
WBCIC,0,Compact-TG,sub-35,1,0,0.8195369839668274,0.9237045317888259
WBCIC,0,Compact-TG,sub-35,1,1,0.7882267236709595,0.9237045139074326
WBCIC,0,Compact-TG,sub-35,2,0,0.7346723467111588,0.9372559547424316
WBCIC,0,Compact-TG,sub-35,2,1,0.8024872004985809,0.9372558772563935
WBCIC,0,Compact-TG,sub-18,0,0,0.8157478392124176,0.6762077420949936
WBCIC,0,Compact-TG,sub-18,0,1,0.8124903380870819,0.6762077420949936
WBCIC,0,Compact-TG,sub-18,1,0,0.8946197271347046,0.8856255352497101
WBCIC,0,Compact-TG,sub-18,1,1,0.8394963502883911,0.8856256484985352
WBCIC,0,Compact-TG,sub-18,2,0,0.8079727232456207,0.8795010268688201
WBCIC,0,Compact-TG,sub-18,2,1,0.8549697160720825,0.8795010209083557
WBCIC,0,Compact-TG,sub-9,0,0,0.8581693112850189,0.8446578323841095
WBCIC,0,Compact-TG,sub-9,0,1,0.846482127904892,0.8446577668190003
WBCIC,0,Compact-TG,sub-9,1,0,0.9000603377819061,0.8817262262105942
WBCIC,0,Compact-TG,sub-9,1,1,0.8439680755138397,0.8817262500524521
WBCIC,0,Compact-TG,sub-9,2,0,0.8757801592350006,0.8343402326107026
WBCIC,0,Compact-TG,sub-9,2,1,0.736409044265747,0.834340238571167
WBCIC,0,Compact-TG,sub-49,0,0,0.7772569060325623,0.840429961681366
WBCIC,0,Compact-TG,sub-49,0,1,0.7140009224414825,0.8404298901557923
WBCIC,0,Compact-TG,sub-49,1,0,0.8267901778221131,0.8935284644365311
WBCIC,0,Compact-TG,sub-49,1,1,0.7552710771560669,0.8935284048318863
WBCIC,0,Compact-TG,sub-49,2,0,0.6770391434431076,0.9258252382278442
WBCIC,0,Compact-TG,sub-49,2,1,0.6087612330913543,0.9258252203464508
WBCIC,0,Compact-TG,sub-28,0,0,0.8463564395904541,0.904618376493454
WBCIC,0,Compact-TG,sub-28,0,1,0.8392272353172302,0.9046183824539185
WBCIC,0,Compact-TG,sub-28,1,0,0.8478757858276367,0.9049813121557235
WBCIC,0,Compact-TG,sub-28,1,1,0.8904514849185944,0.9049812972545623
WBCIC,0,Compact-TG,sub-28,2,0,0.5757982015609742,0.8488256871700287
WBCIC,0,Compact-TG,sub-28,2,1,0.8079185009002685,0.8488257050514221
WBCIC,0,Compact-TG,sub-37,0,0,0.8734158575534821,0.9068832576274872
WBCIC,0,Compact-TG,sub-37,0,1,0.8706641256809234,0.9068831980228425
WBCIC,0,Compact-TG,sub-37,1,0,0.8861023783683777,0.9099574595689773
WBCIC,0,Compact-TG,sub-37,1,1,0.8821928024291992,0.9099574625492096
WBCIC,0,Compact-TG,sub-37,2,0,0.8263884305953979,0.9340709805488586
WBCIC,0,Compact-TG,sub-37,2,1,0.8257419228553772,0.9340709805488586
WBCIC,0,Compact-TG,sub-12,0,0,0.8620420694351196,0.7860030561685563
WBCIC,0,Compact-TG,sub-12,0,1,0.8108611881732941,0.7860030382871628
WBCIC,0,Compact-TG,sub-12,1,0,0.8488909423351287,0.4695764034986496
WBCIC,0,Compact-TG,sub-12,1,1,0.8079724192619324,0.4695764631032944
WBCIC,0,Compact-TG,sub-12,2,0,0.8719878017902374,0.9336429953575134
WBCIC,0,Compact-TG,sub-12,2,1,0.8598762273788452,0.93364297747612
WBCIC,0,Compact-TG,sub-30,0,0,0.7909202516078949,0.8626995980739594
WBCIC,0,Compact-TG,sub-30,0,1,0.8145328521728515,0.862699568271637
WBCIC,0,Compact-TG,sub-30,1,0,0.8018322467803956,0.9075465500354767
WBCIC,0,Compact-TG,sub-30,1,1,0.8152272939682007,0.9075465798377991
WBCIC,0,Compact-TG,sub-30,2,0,0.8169170975685119,0.8966871082782746
WBCIC,0,Compact-TG,sub-30,2,1,0.8242212414741517,0.8966870784759522
WBCIC,1,Compact-ERM,sub-45,0,0,0.9438045620918274,0.9158224860827128
WBCIC,1,Compact-ERM,sub-45,0,1,0.9468094375398424,0.9158224927054511
WBCIC,1,Compact-ERM,sub-45,1,0,0.9029039343198141,0.5386238594849905
WBCIC,1,Compact-ERM,sub-45,1,1,0.8977075616518656,0.5386238131258223
WBCIC,1,Compact-ERM,sub-45,2,0,0.9510730902353922,0.8972712357838949
WBCIC,1,Compact-ERM,sub-45,2,1,0.9482883943451775,0.8972713152567545
WBCIC,1,Compact-ERM,sub-7,0,0,0.9444719486766391,0.9240447945064969
WBCIC,1,Compact-ERM,sub-7,0,1,0.9314311875237359,0.9240447216563754
WBCIC,1,Compact-ERM,sub-7,1,0,0.9464429616928101,0.5368881093131171
WBCIC,1,Compact-ERM,sub-7,1,1,0.9332239826520284,0.5368880331516266
WBCIC,1,Compact-ERM,sub-7,2,0,0.9445282022158304,0.8375499513414171
WBCIC,1,Compact-ERM,sub-7,2,1,0.9593189160029093,0.8375499844551086
WBCIC,1,Compact-ERM,sub-50,0,0,0.9499921136432223,0.9181755052672492
WBCIC,1,Compact-ERM,sub-50,0,1,0.9535912937588162,0.918175564871894
WBCIC,1,Compact-ERM,sub-50,1,0,0.9187726842032539,0.5348255932331085
WBCIC,1,Compact-ERM,sub-50,1,1,0.9225166572464837,0.534825517071618
WBCIC,1,Compact-ERM,sub-50,2,0,0.9342783490816752,0.8946073055267334
WBCIC,1,Compact-ERM,sub-50,2,1,0.9468722740809122,0.8946073518859016
WBCIC,1,Compact-ERM,sub-14,0,0,0.9520379039976332,0.8857697447141012
WBCIC,1,Compact-ERM,sub-14,0,1,0.9371906783845689,0.8857695857683817
WBCIC,1,Compact-ERM,sub-14,1,0,0.9261728988753425,-0.2325184174373539
WBCIC,1,Compact-ERM,sub-14,1,1,0.922331002023485,-0.23251856744496358
WBCIC,1,Compact-ERM,sub-14,2,0,0.9372896816995409,0.595326155424118
WBCIC,1,Compact-ERM,sub-14,2,1,0.9369641078843011,0.5953264501359727
WBCIC,1,Compact-ERM,sub-1,0,0,0.9331295424037509,0.9144117169910007
WBCIC,1,Compact-ERM,sub-1,0,1,0.9183662798669603,0.9144117302364774
WBCIC,1,Compact-ERM,sub-1,1,0,0.9246799614694383,0.535167869594362
WBCIC,1,Compact-ERM,sub-1,1,1,0.9214770727687411,0.53516776031918
WBCIC,1,Compact-ERM,sub-1,2,0,0.942285974820455,0.8884141511387296
WBCIC,1,Compact-ERM,sub-1,2,1,0.9368836151229011,0.8884141908751594
WBCIC,1,Compact-ERM,sub-32,0,0,0.9627697600258721,0.8967509865760803
WBCIC,1,Compact-ERM,sub-32,0,1,0.9345291323131986,0.8967510196897719
WBCIC,1,Compact-ERM,sub-32,1,0,0.9492916729715135,0.2502269513077206
WBCIC,1,Compact-ERM,sub-32,1,1,0.9179540673891703,0.2502269529634052
WBCIC,1,Compact-ERM,sub-32,2,0,0.9554541839493645,0.6970989240540398
WBCIC,1,Compact-ERM,sub-32,2,1,0.9317357606357999,0.6970988644493951
WBCIC,1,Compact-ERM,sub-23,0,0,0.9641575482156541,0.9243084126048617
WBCIC,1,Compact-ERM,sub-23,0,1,0.9445637067159017,0.9243083993593851
WBCIC,1,Compact-ERM,sub-23,1,0,0.9324039022127787,0.5462292002307044
WBCIC,1,Compact-ERM,sub-23,1,1,0.9143451650937399,0.5462291505601671
WBCIC,1,Compact-ERM,sub-23,2,0,0.9467777212460836,0.8982445332739089
WBCIC,1,Compact-ERM,sub-23,2,1,0.9289495216475593,0.8982445531421237
WBCIC,1,Compact-ERM,sub-34,0,0,0.8383234805530972,0.519844631354014
WBCIC,1,Compact-ERM,sub-34,0,1,0.8062342802683512,0.5198446909586588
WBCIC,1,Compact-ERM,sub-34,1,0,0.9375101261668735,-0.497777971956465
WBCIC,1,Compact-ERM,sub-34,1,1,0.9372614357206557,-0.497778058052063
WBCIC,1,Compact-ERM,sub-34,2,0,0.9196508725484213,0.6894692944155799
WBCIC,1,Compact-ERM,sub-34,2,1,0.9319328798188103,0.6894691785176595
WBCIC,1,Compact-ERM,sub-24,0,0,0.9414506091011895,0.9239188763830397
WBCIC,1,Compact-ERM,sub-24,0,1,0.9457317193349203,0.9239189028739929
WBCIC,1,Compact-ERM,sub-24,1,0,0.8998190694385104,0.5247928467061784
WBCIC,1,Compact-ERM,sub-24,1,1,0.9178619186083475,0.5247927970356412
WBCIC,1,Compact-ERM,sub-24,2,0,0.8890277081065707,0.8894834717114767
WBCIC,1,Compact-ERM,sub-24,2,1,0.9077009359995524,0.8894834982024299
WBCIC,1,Compact-ERM,sub-13,0,0,0.955075760682424,0.9232157667477926
WBCIC,1,Compact-ERM,sub-13,0,1,0.9419147902064853,0.9232158131069608
WBCIC,1,Compact-ERM,sub-13,1,0,0.8783903254403008,0.3697368077442257
WBCIC,1,Compact-ERM,sub-13,1,1,0.8516519665718079,0.3697367587333752
WBCIC,1,Compact-ERM,sub-13,2,0,0.9635030825932821,0.8944949838850234
WBCIC,1,Compact-ERM,sub-13,2,1,0.9650683932834201,0.8944950103759766
WBCIC,1,Compact-TG,sub-45,0,0,0.8998576800028483,0.9551869167221917
WBCIC,1,Compact-TG,sub-45,0,1,0.9309975173738267,0.9551869299676683
WBCIC,1,Compact-TG,sub-45,1,0,0.8475232985284593,0.5468063950538635
WBCIC,1,Compact-TG,sub-45,1,1,0.8691874874962701,0.5468063751856486
WBCIC,1,Compact-TG,sub-45,2,0,0.9029004573822021,0.9018431504567465
WBCIC,1,Compact-TG,sub-45,2,1,0.9148093925582038,0.9018431637022231
WBCIC,1,Compact-TG,sub-7,0,0,0.8486458725399442,0.9546825157271491
WBCIC,1,Compact-TG,sub-7,0,1,0.8886781268649631,0.9546825289726257
WBCIC,1,Compact-TG,sub-7,1,0,0.8628389106856452,0.5519237319628397
WBCIC,1,Compact-TG,sub-7,1,1,0.872825456990136,0.5519237253401015
WBCIC,1,Compact-TG,sub-7,2,0,0.9067996740341187,0.8809907701280382
WBCIC,1,Compact-TG,sub-7,2,1,0.9249595933490329,0.8809907701280382
WBCIC,1,Compact-TG,sub-50,0,0,0.8739767074584961,0.953043692641788
WBCIC,1,Compact-TG,sub-50,0,1,0.9342351953188578,0.9530437323782179
WBCIC,1,Compact-TG,sub-50,1,0,0.7846575346257951,0.548523936006758
WBCIC,1,Compact-TG,sub-50,1,1,0.8540264301829867,0.5485239691204495
WBCIC,1,Compact-TG,sub-50,2,0,0.8649615049362183,0.9023575517866347
WBCIC,1,Compact-TG,sub-50,2,1,0.9208222230275472,0.9023574921819899
WBCIC,1,Compact-TG,sub-14,0,0,0.8875559700859917,0.8952444063292609
WBCIC,1,Compact-TG,sub-14,0,1,0.8611011041535271,0.8952444791793823
WBCIC,1,Compact-TG,sub-14,1,0,0.800190289815267,-0.4774414300918579
WBCIC,1,Compact-TG,sub-14,1,1,0.8488104277186923,-0.47744132412804496
WBCIC,1,Compact-TG,sub-14,2,0,0.853700167602963,0.5976224641005198
WBCIC,1,Compact-TG,sub-14,2,1,0.8721670905749003,0.5976225253608491
WBCIC,1,Compact-TG,sub-1,0,0,0.903998871644338,0.9501661327150133
WBCIC,1,Compact-TG,sub-1,0,1,0.9115458726882935,0.950166232056088
WBCIC,1,Compact-TG,sub-1,1,0,0.8488484621047974,0.5463564130995009
WBCIC,1,Compact-TG,sub-1,1,1,0.871682690249549,0.5463564130995009
WBCIC,1,Compact-TG,sub-1,2,0,0.915752112865448,0.8975549274020724
WBCIC,1,Compact-TG,sub-1,2,1,0.9249664942423502,0.8975549472702874
WBCIC,1,Compact-TG,sub-32,0,0,0.9127368132273356,0.9372518459955851
WBCIC,1,Compact-TG,sub-32,0,1,0.8935625155766805,0.9372518989774916
WBCIC,1,Compact-TG,sub-32,1,0,0.8592739237679375,0.3711118267642127
WBCIC,1,Compact-TG,sub-32,1,1,0.835921949810452,0.37111185325516594
WBCIC,1,Compact-TG,sub-32,2,0,0.877724998527103,0.8322324090533786
WBCIC,1,Compact-TG,sub-32,2,1,0.9022397266493903,0.8322324752807617
WBCIC,1,Compact-TG,sub-23,0,0,0.914211822880639,0.9561099476284451
WBCIC,1,Compact-TG,sub-23,0,1,0.9237323933177524,0.9561100006103516
WBCIC,1,Compact-TG,sub-23,1,0,0.841544164551629,0.5507232944170634
WBCIC,1,Compact-TG,sub-23,1,1,0.8523060546980964,0.5507232877943251
WBCIC,1,Compact-TG,sub-23,2,0,0.921500927872128,0.9021458956930373
WBCIC,1,Compact-TG,sub-23,2,1,0.9108565847078959,0.9021459089385139
WBCIC,1,Compact-TG,sub-34,0,0,0.6924718883302476,0.7821912368138632
WBCIC,1,Compact-TG,sub-34,0,1,0.7910665141211616,0.7821912831730313
WBCIC,1,Compact-TG,sub-34,1,0,0.8367153339915805,-0.4693978163931105
WBCIC,1,Compact-TG,sub-34,1,1,0.8352755573060777,-0.4693979389137692
WBCIC,1,Compact-TG,sub-34,2,0,0.8462496201197306,0.5804645253552331
WBCIC,1,Compact-TG,sub-34,2,1,0.8832411103778415,0.5804645733700858
WBCIC,1,Compact-TG,sub-24,0,0,0.8664730985959371,0.9565701087315878
WBCIC,1,Compact-TG,sub-24,0,1,0.9135789275169373,0.9565701484680176
WBCIC,1,Compact-TG,sub-24,1,0,0.8124957548247443,0.5474914775954353
WBCIC,1,Compact-TG,sub-24,1,1,0.8359830180803934,0.5474914643499587
WBCIC,1,Compact-TG,sub-24,2,0,0.8286548654238383,0.9002848135100471
WBCIC,1,Compact-TG,sub-24,2,1,0.8614691893259684,0.9002848068873087
WBCIC,1,Compact-TG,sub-13,0,0,0.9203055765893724,0.9550133281283908
WBCIC,1,Compact-TG,sub-13,0,1,0.9328445328606499,0.9550133347511292
WBCIC,1,Compact-TG,sub-13,1,0,0.5656995011700524,0.3715260459317101
WBCIC,1,Compact-TG,sub-13,1,1,0.6247740586598715,0.37152599626117283
WBCIC,1,Compact-TG,sub-13,2,0,0.9329565564791361,0.9012932909859551
WBCIC,1,Compact-TG,sub-13,2,1,0.945956203672621,0.9012932843632169
WBCIC,2,Compact-ERM,sub-11,0,0,0.8944322930441962,0.795102596282959
WBCIC,2,Compact-ERM,sub-11,0,1,0.8767642709943984,0.7951025863488516
WBCIC,2,Compact-ERM,sub-11,1,0,0.8032347361246744,0.8415396081076728
WBCIC,2,Compact-ERM,sub-11,1,1,0.772050592634413,0.8415396312872568
WBCIC,2,Compact-ERM,sub-11,2,0,0.691367624534501,0.8033571905559964
WBCIC,2,Compact-ERM,sub-11,2,1,0.6707256585359573,0.8033571706877815
WBCIC,2,Compact-ERM,sub-29,0,0,0.8341307938098907,0.5938879979981316
WBCIC,2,Compact-ERM,sub-29,0,1,0.8188660045464834,0.5938879218366411
WBCIC,2,Compact-ERM,sub-29,1,0,0.6923732823795743,0.8340881831116147
WBCIC,2,Compact-ERM,sub-29,1,1,0.6915379961331686,0.8340882294707828
WBCIC,2,Compact-ERM,sub-29,2,0,0.6206659368342824,0.882360405392117
WBCIC,2,Compact-ERM,sub-29,2,1,0.6210110816690657,0.8823603590329488
WBCIC,2,Compact-ERM,sub-26,0,0,0.845124042696423,0.7551536427603828
WBCIC,2,Compact-ERM,sub-26,0,1,0.8524484733740488,0.7551535930898454
WBCIC,2,Compact-ERM,sub-26,1,0,0.6235935125086043,0.8189333279927572
WBCIC,2,Compact-ERM,sub-26,1,1,0.45233459687895244,0.8189333412382338
WBCIC,2,Compact-ERM,sub-26,2,0,0.18482082585493723,0.8321058882607354
WBCIC,2,Compact-ERM,sub-26,2,1,0.2341443126400312,0.8321058750152588
WBCIC,2,Compact-ERM,sub-47,0,0,0.894195450676812,0.8076920211315155
WBCIC,2,Compact-ERM,sub-47,0,1,0.8782137665483687,0.8076920244428847
WBCIC,2,Compact-ERM,sub-47,1,0,0.80870078669654,0.8414081599977281
WBCIC,2,Compact-ERM,sub-47,1,1,0.7819753289222717,0.8414081434408823
WBCIC,2,Compact-ERM,sub-47,2,0,0.7689511295821931,0.8739383684264289
WBCIC,2,Compact-ERM,sub-47,2,1,0.7442445225185819,0.8739383021990458
WBCIC,2,Compact-ERM,sub-36,0,0,0.892270028591156,0.8043574425909255
WBCIC,2,Compact-ERM,sub-36,0,1,0.8818829456965128,0.8043574094772339
WBCIC,2,Compact-ERM,sub-36,1,0,0.8294979135195414,0.8560521205266317
WBCIC,2,Compact-ERM,sub-36,1,1,0.794419096575843,0.8560520973470476
WBCIC,2,Compact-ERM,sub-36,2,0,0.7699632594982783,0.8940363195207384
WBCIC,2,Compact-ERM,sub-36,2,1,0.7405239012506273,0.8940362731615702
WBCIC,2,Compact-ERM,sub-16,0,0,0.806044320265452,0.38757427864604527
WBCIC,2,Compact-ERM,sub-16,0,1,0.6895236505402459,0.3875743548075358
WBCIC,2,Compact-ERM,sub-16,1,0,0.775514562924703,0.3534722361299727
WBCIC,2,Compact-ERM,sub-16,1,1,0.5690526366233826,0.3534721897708045
WBCIC,2,Compact-ERM,sub-16,2,0,0.7486183328760995,0.675568143526713
WBCIC,2,Compact-ERM,sub-16,2,1,0.6076374989416864,0.675568057431115
WBCIC,2,Compact-ERM,sub-48,0,0,0.5884900490442911,0.7688427964846293
WBCIC,2,Compact-ERM,sub-48,0,1,0.44000355568197036,0.7688427699936761
WBCIC,2,Compact-ERM,sub-48,1,0,0.6139903598361545,0.8396604657173157
WBCIC,2,Compact-ERM,sub-48,1,1,0.5219764659802119,0.8396604955196381
WBCIC,2,Compact-ERM,sub-48,2,0,0.5635124544302622,0.8778384923934937
WBCIC,2,Compact-ERM,sub-48,2,1,0.36376092996862197,0.8778383930524191
WBCIC,2,Compact-ERM,sub-41,0,0,0.7532212932904562,0.8050036629041036
WBCIC,2,Compact-ERM,sub-41,0,1,0.8330505424075656,0.8050036463472579
WBCIC,2,Compact-ERM,sub-41,1,0,0.7783359156714545,0.8559392160839505
WBCIC,2,Compact-ERM,sub-41,1,1,0.7439650495847067,0.8559392392635345
WBCIC,2,Compact-ERM,sub-41,2,0,0.654692143201828,0.8945454292827182
WBCIC,2,Compact-ERM,sub-41,2,1,0.6973113997115029,0.8945453829235501
WBCIC,2,Compact-ERM,sub-5,0,0,0.8824852969911363,0.7790545125802358
WBCIC,2,Compact-ERM,sub-5,0,1,0.87595044904285,0.7790544496642219
WBCIC,2,Compact-ERM,sub-5,1,0,0.8261401388380263,0.8323995835251279
WBCIC,2,Compact-ERM,sub-5,1,1,0.7921668887138367,0.8323995934592353
WBCIC,2,Compact-ERM,sub-5,2,0,0.7753434777259827,0.8588704930411445
WBCIC,2,Compact-ERM,sub-5,2,1,0.7609385384453667,0.8588704599274529
WBCIC,2,Compact-ERM,sub-27,0,0,0.7696517109870911,0.31170618202951217
WBCIC,2,Compact-ERM,sub-27,0,1,0.8285944842629962,0.31170610586802167
WBCIC,2,Compact-ERM,sub-27,1,0,0.5503392451339297,0.5015434523423513
WBCIC,2,Compact-ERM,sub-27,1,1,0.6390522610810068,0.5015433993604448
WBCIC,2,Compact-ERM,sub-27,2,0,0.6556702976425489,0.7531658675935533
WBCIC,2,Compact-ERM,sub-27,2,1,0.6556283434232076,0.7531657814979553
WBCIC,2,Compact-TG,sub-11,0,0,0.9585457444190979,0.767950349383884
WBCIC,2,Compact-TG,sub-11,0,1,0.9381291270256042,0.7679503659407297
WBCIC,2,Compact-TG,sub-11,1,0,0.8890152109993829,0.8971465958489312
WBCIC,2,Compact-TG,sub-11,1,1,0.9031768043835958,0.8971466289626228
WBCIC,2,Compact-TG,sub-11,2,0,0.7750654394427935,0.8336810006035699
WBCIC,2,Compact-TG,sub-11,2,1,0.7436175404323472,0.8336810006035699
WBCIC,2,Compact-TG,sub-29,0,0,0.9111249844233195,0.6428506275018057
WBCIC,2,Compact-TG,sub-29,0,1,0.8929204410976834,0.6428506539927589
WBCIC,2,Compact-TG,sub-29,1,0,0.7047747572263082,0.8847875131501092
WBCIC,2,Compact-TG,sub-29,1,1,0.7279464304447174,0.8847874502340952
WBCIC,2,Compact-TG,sub-29,2,0,0.6633777808811929,0.9086878233485751
WBCIC,2,Compact-TG,sub-29,2,1,0.6653458393282361,0.9086878697077433
WBCIC,2,Compact-TG,sub-26,0,0,0.9440567625893487,0.7537989318370819
WBCIC,2,Compact-TG,sub-26,0,1,0.9176264140341017,0.7537989417711893
WBCIC,2,Compact-TG,sub-26,1,0,0.7839858200814989,0.8960106902652316
WBCIC,2,Compact-TG,sub-26,1,1,0.7470061812135909,0.8960107432471381
WBCIC,2,Compact-TG,sub-26,2,0,-0.051781061519351274,0.883114324675666
WBCIC,2,Compact-TG,sub-26,2,1,-0.03261175937950611,0.8831143710348341
WBCIC,2,Compact-TG,sub-47,0,0,0.9565070536401536,0.7654026978545718
WBCIC,2,Compact-TG,sub-47,0,1,0.9384320179621378,0.7654027342796326
WBCIC,2,Compact-TG,sub-47,1,0,0.8954985472891066,0.8927851087517209
WBCIC,2,Compact-TG,sub-47,1,1,0.8860766225390964,0.8927850921948751
WBCIC,2,Compact-TG,sub-47,2,0,0.8136773813101981,0.9068815774387784
WBCIC,2,Compact-TG,sub-47,2,1,0.7916935442222489,0.9068815774387784
WBCIC,2,Compact-TG,sub-36,0,0,0.9586450987392001,0.7656631900204552
WBCIC,2,Compact-TG,sub-36,0,1,0.9304613802168105,0.7656631966431936
WBCIC,2,Compact-TG,sub-36,1,0,0.9096620546446906,0.9025400082270304
WBCIC,2,Compact-TG,sub-36,1,1,0.8975344830089145,0.9025399088859558
WBCIC,2,Compact-TG,sub-36,2,0,0.8109969281487994,0.9152594407399496
WBCIC,2,Compact-TG,sub-36,2,1,0.7786821209722095,0.9152595334582858
WBCIC,2,Compact-TG,sub-16,0,0,0.9264641801516215,0.48920195715294945
WBCIC,2,Compact-TG,sub-16,0,1,0.8060363928476969,0.48920202917522854
WBCIC,2,Compact-TG,sub-16,1,0,0.8774176902241178,0.4865344564119975
WBCIC,2,Compact-TG,sub-16,1,1,0.7089187966452705,0.4865344497892592
WBCIC,2,Compact-TG,sub-16,2,0,0.7979742652840085,0.6333222322993808
WBCIC,2,Compact-TG,sub-16,2,1,0.6424337327480316,0.6333222852812873
WBCIC,2,Compact-TG,sub-48,0,0,0.9088875850041708,0.7619084086683061
WBCIC,2,Compact-TG,sub-48,0,1,0.8541601763831245,0.7619083854887221
WBCIC,2,Compact-TG,sub-48,1,0,0.8366487291124132,0.8946524427996742
WBCIC,2,Compact-TG,sub-48,1,1,0.8294791314336989,0.8946524163087209
WBCIC,2,Compact-TG,sub-48,2,0,0.7796071246266365,0.9085547195540534
WBCIC,2,Compact-TG,sub-48,2,1,0.7438766790760888,0.90855473279953
