method,fold,subject_id,BA,macro_f1,seeds,n_trials,B0_BA,Delta_BA_vs_B0
RANDOM_SOURCE_ONLY,1,34,0.6733333333333332,0.6675020106475285,3,300,0.63,0.043333333333333224
RANDOM_SOURCE_ONLY,1,40,0.79,0.7823064658147117,3,300,0.8300000000000001,-0.040000000000000036
RANDOM_SOURCE_ONLY,1,43,0.9133333333333334,0.9133166617982327,3,300,0.8933333333333332,0.02000000000000024
RANDOM_SOURCE_ONLY,1,44,0.7399999999999999,0.7323108706960944,3,300,0.7533333333333333,-0.01333333333333342
RANDOM_SOURCE_ONLY,1,48,0.69,0.6891498118886092,3,300,0.6966666666666667,-0.00666666666666671
RANDOM_SOURCE_ONLY,1,50,0.61,0.5951864194563874,3,300,0.6333333333333333,-0.023333333333333317
RANDOM_SOURCE_ONLY,2,10,0.6866666666666665,0.6860837260461833,3,300,0.6733333333333333,0.013333333333333197
RANDOM_SOURCE_ONLY,2,16,0.85,0.8499049184269843,3,300,0.85,0.0
RANDOM_SOURCE_ONLY,2,21,0.8433333333333334,0.8425993636910736,3,300,0.96,-0.11666666666666659
RANDOM_SOURCE_ONLY,2,22,0.61,0.6006252510868012,3,300,0.7033333333333333,-0.09333333333333327
RANDOM_SOURCE_ONLY,2,31,0.8500000000000001,0.8496936298642045,3,300,0.8566666666666668,-0.00666666666666671
RANDOM_SOURCE_ONLY,2,45,0.7333333333333334,0.7320121343232925,3,300,0.82,-0.08666666666666656
RANDOM_SOURCE_ONLY,2,53,0.7333333333333334,0.7297764397763556,3,300,0.79,-0.05666666666666664
RANDOM_SOURCE_ONLY,2,9,0.5966666666666667,0.5962825450186028,3,300,0.6733333333333333,-0.07666666666666666
RANDOM_SOURCE_ONLY,3,1,0.68,0.676909775115084,3,300,0.64,0.040000000000000036
RANDOM_SOURCE_ONLY,3,20,0.86,0.8598376381097599,3,300,0.89,-0.030000000000000027
RANDOM_SOURCE_ONLY,3,23,0.6133333333333333,0.6049682048854795,3,300,0.65,-0.036666666666666736
RANDOM_SOURCE_ONLY,3,26,0.84,0.8394832127867904,3,300,0.8566666666666668,-0.01666666666666683
RANDOM_SOURCE_ONLY,3,35,0.82,0.8168513782324524,3,300,0.8433333333333334,-0.023333333333333428
RANDOM_SOURCE_ONLY,3,5,0.7466666666666667,0.7440499372258985,3,300,0.7566666666666667,-0.010000000000000009
RANDOM_SOURCE_ONLY,3,6,0.9499999999999998,0.9499796510203188,3,300,0.9700000000000001,-0.02000000000000024
RANDOM_SOURCE_ONLY,3,7,0.77,0.7696125522267323,3,300,0.7333333333333334,0.036666666666666625
RANDOM_SOURCE_ONLY,4,11,0.7366666666666667,0.731632071844611,3,300,0.7233333333333333,0.01333333333333342
RANDOM_SOURCE_ONLY,4,27,0.91,0.9095318318908281,3,300,0.9233333333333333,-0.013333333333333308
RANDOM_SOURCE_ONLY,4,28,0.8866666666666667,0.8861129204067025,3,300,0.9,-0.013333333333333308
RANDOM_SOURCE_ONLY,4,3,0.8733333333333334,0.8730602962032757,3,300,0.9266666666666666,-0.05333333333333323
RANDOM_SOURCE_ONLY,4,30,0.7133333333333333,0.7109390120843679,3,300,0.7200000000000001,-0.006666666666666821
RANDOM_SOURCE_ONLY,4,38,0.6733333333333333,0.6591795011990951,3,300,0.6966666666666667,-0.023333333333333317
RANDOM_SOURCE_ONLY,4,52,0.77,0.7684056060885592,3,300,0.7966666666666667,-0.026666666666666727
RANDOM_SOURCE_ONLY,4,8,0.7833333333333333,0.7829650319508065,3,300,0.7966666666666667,-0.01333333333333342
