method,fold,seed,subject_id,BA_replay,macro_f1_replay,n_trials_replay,evaluation_session,target_history_labels_used,internal_holdout_used,WBCIC_outer_used,BA_authoritative,macro_f1_authoritative,n_trials_authoritative,BA_abs_error,macro_f1_abs_error,n_trials_match
B0_VANILLA_EEGNET,4,0,27,0.8999999999999999,0.8993558776167472,100,2,False,False,False,0.8999999999999999,0.8993558776167472,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,0,28,0.87,0.8693598633303186,100,2,False,False,False,0.87,0.8693598633303186,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,0,30,0.71,0.7092731829573935,100,2,False,False,False,0.71,0.7092731829573935,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,0,38,0.6799999999999999,0.6692848284415047,100,2,False,False,False,0.6799999999999999,0.6692848284415047,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,0,52,0.79,0.7889659330720531,100,2,False,False,False,0.79,0.7889659330720531,100,0.0,0.0,True
B1_STRONG_EEGNET,4,0,3,0.87,0.8698828946051447,100,2,False,False,False,0.87,0.8698828946051447,100,0.0,0.0,True
B1_STRONG_EEGNET,4,0,8,0.76,0.7575757575757576,100,2,False,False,False,0.76,0.7575757575757576,100,0.0,0.0,True
B1_STRONG_EEGNET,4,0,11,0.67,0.648,100,2,False,False,False,0.67,0.648,100,0.0,0.0,True
B1_STRONG_EEGNET,4,0,27,0.8999999999999999,0.8993558776167472,100,2,False,False,False,0.8999999999999999,0.8993558776167472,100,0.0,0.0,True
B1_STRONG_EEGNET,4,0,28,0.87,0.8693598633303186,100,2,False,False,False,0.87,0.8693598633303186,100,0.0,0.0,True
B1_STRONG_EEGNET,4,0,30,0.71,0.7092731829573935,100,2,False,False,False,0.71,0.7092731829573935,100,0.0,0.0,True
B1_STRONG_EEGNET,4,0,38,0.6799999999999999,0.6692848284415047,100,2,False,False,False,0.6799999999999999,0.6692848284415047,100,0.0,0.0,True
B1_STRONG_EEGNET,4,0,52,0.79,0.7889659330720531,100,2,False,False,False,0.79,0.7889659330720531,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,1,3,0.95,0.9499549594635172,100,2,False,False,False,0.95,0.9499549594635172,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,1,8,0.85,0.8498648783905515,100,2,False,False,False,0.85,0.8498648783905515,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,1,11,0.73,0.7277951406391774,100,2,False,False,False,0.73,0.7277951406391774,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,1,27,0.94,0.9399038461538461,100,2,False,False,False,0.94,0.939903846153846,100,0.0,1.1102230246251565e-16,True
B0_VANILLA_EEGNET,4,1,28,0.9299999999999999,0.9299369432489241,100,2,False,False,False,0.93,0.929936943248924,100,1.1102230246251565e-16,1.1102230246251565e-16,True
B0_VANILLA_EEGNET,4,1,30,0.7,0.6980676328502415,100,2,False,False,False,0.7,0.6980676328502415,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,1,38,0.6699999999999999,0.6349153667441089,100,2,False,False,False,0.6699999999999999,0.6349153667441089,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,1,52,0.81,0.8090644156366193,100,2,False,False,False,0.81,0.8090644156366193,100,0.0,0.0,True
B1_STRONG_EEGNET,4,1,3,0.95,0.9499549594635172,100,2,False,False,False,0.95,0.9499549594635172,100,0.0,0.0,True
B1_STRONG_EEGNET,4,1,8,0.85,0.8498648783905515,100,2,False,False,False,0.85,0.8498648783905515,100,0.0,0.0,True
B1_STRONG_EEGNET,4,1,11,0.73,0.7277951406391774,100,2,False,False,False,0.73,0.7277951406391774,100,0.0,0.0,True
B1_STRONG_EEGNET,4,1,27,0.94,0.9399038461538461,100,2,False,False,False,0.94,0.939903846153846,100,0.0,1.1102230246251565e-16,True
B1_STRONG_EEGNET,4,1,28,0.9299999999999999,0.9299369432489241,100,2,False,False,False,0.93,0.929936943248924,100,1.1102230246251565e-16,1.1102230246251565e-16,True
B1_STRONG_EEGNET,4,1,30,0.7,0.6980676328502415,100,2,False,False,False,0.7,0.6980676328502415,100,0.0,0.0,True
B1_STRONG_EEGNET,4,1,38,0.6699999999999999,0.6349153667441089,100,2,False,False,False,0.6699999999999999,0.6349153667441089,100,0.0,0.0,True
B1_STRONG_EEGNET,4,1,52,0.81,0.8090644156366193,100,2,False,False,False,0.81,0.8090644156366193,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,2,3,0.96,0.959983993597439,100,2,False,False,False,0.96,0.959983993597439,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,2,8,0.78,0.7799119647859143,100,2,False,False,False,0.78,0.7799119647859143,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,2,11,0.77,0.7694235588972431,100,2,False,False,False,0.77,0.7694235588972431,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,2,27,0.9299999999999999,0.9298245614035088,100,2,False,False,False,0.93,0.9298245614035088,100,1.1102230246251565e-16,0.0,True
B0_VANILLA_EEGNET,4,2,28,0.8999999999999999,0.8993558776167472,100,2,False,False,False,0.8999999999999999,0.8993558776167472,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,2,30,0.75,0.7487689679429204,100,2,False,False,False,0.75,0.7487689679429204,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,2,38,0.74,0.7331691297208538,100,2,False,False,False,0.74,0.7331691297208538,100,0.0,0.0,True
B0_VANILLA_EEGNET,4,2,52,0.79,0.7863899908452854,100,2,False,False,False,0.79,0.7863899908452854,100,0.0,0.0,True
B1_STRONG_EEGNET,4,2,3,0.96,0.959983993597439,100,2,False,False,False,0.96,0.959983993597439,100,0.0,0.0,True
B1_STRONG_EEGNET,4,2,8,0.78,0.7799119647859143,100,2,False,False,False,0.78,0.7799119647859143,100,0.0,0.0,True
B1_STRONG_EEGNET,4,2,11,0.77,0.7694235588972431,100,2,False,False,False,0.77,0.7694235588972431,100,0.0,0.0,True
B1_STRONG_EEGNET,4,2,27,0.9299999999999999,0.9298245614035088,100,2,False,False,False,0.93,0.9298245614035088,100,1.1102230246251565e-16,0.0,True
B1_STRONG_EEGNET,4,2,28,0.8999999999999999,0.8993558776167472,100,2,False,False,False,0.8999999999999999,0.8993558776167472,100,0.0,0.0,True
B1_STRONG_EEGNET,4,2,30,0.75,0.7487689679429204,100,2,False,False,False,0.75,0.7487689679429204,100,0.0,0.0,True
B1_STRONG_EEGNET,4,2,38,0.74,0.7331691297208538,100,2,False,False,False,0.74,0.7331691297208538,100,0.0,0.0,True
B1_STRONG_EEGNET,4,2,52,0.79,0.7863899908452854,100,2,False,False,False,0.79,0.7863899908452854,100,0.0,0.0,True
