backbone,method,lambda,fold,seed,subject_id,BA,macro_f1,session,selected_by_source_validation
eegnet,DANN,0.1,1,1,36,0.98,0.97999799979998,S3,True
eegnet,DANN,0.1,1,1,44,0.7949999999999999,0.7947485669945684,S3,True
eegnet,DANN,0.1,1,1,45,0.945,0.9449876222149984,S3,True
eegnet,DANN,1.0,1,1,2,0.74,0.7399739973997399,S3,False
eegnet,DANN,1.0,1,1,11,0.7,0.6998799519807923,S3,False
eegnet,DANN,1.0,1,1,13,0.81,0.809313528703332,S3,False
eegnet,DANN,1.0,1,1,18,0.645,0.6424164589156657,S3,False
eegnet,DANN,1.0,1,1,27,0.625,0.6247654784240151,S3,False
eegnet,DANN,1.0,1,1,36,0.97,0.97,S3,False
eegnet,DANN,1.0,1,1,44,0.8049999999999999,0.8047608320192235,S3,False
eegnet,DANN,1.0,1,1,45,0.955,0.9549988749718744,S3,False
eegnet,CORAL,0.01,1,1,2,0.745,0.744993624840621,S3,False
eegnet,CORAL,0.01,1,1,11,0.7050000000000001,0.7048155096935584,S3,False
eegnet,CORAL,0.01,1,1,13,0.845,0.843871975019516,S3,False
eegnet,CORAL,0.01,1,1,18,0.66,0.6558356108917907,S3,False
eegnet,CORAL,0.01,1,1,27,0.635,0.6345523266000851,S3,False
eegnet,CORAL,0.01,1,1,36,0.975,0.9749993749843746,S3,False
eegnet,CORAL,0.01,1,1,44,0.8049999999999999,0.804172629359042,S3,False
eegnet,CORAL,0.01,1,1,45,0.94,0.9399759903961584,S3,False
eegnet,CORAL,0.1,1,1,2,0.775,0.7749493636068115,S3,False
eegnet,CORAL,0.1,1,1,11,0.71,0.7098839535814325,S3,False
eegnet,CORAL,0.1,1,1,13,0.845,0.8441231929604023,S3,False
eegnet,CORAL,0.1,1,1,18,0.635,0.6316758747697975,S3,False
eegnet,CORAL,0.1,1,1,27,0.6100000000000001,0.6080795899909557,S3,False
eegnet,CORAL,0.1,1,1,36,0.98,0.98,S3,False
eegnet,CORAL,0.1,1,1,44,0.78,0.7789166917897699,S3,False
eegnet,CORAL,0.1,1,1,45,0.95,0.9499799919967988,S3,False
eegnet,CORAL,1.0,1,1,2,0.76,0.75997599759976,S3,True
eegnet,CORAL,1.0,1,1,11,0.715,0.7148217636022514,S3,True
eegnet,CORAL,1.0,1,1,13,0.8600000000000001,0.8593106220480353,S3,True
eegnet,CORAL,1.0,1,1,18,0.655,0.6535361904044588,S3,True
eegnet,CORAL,1.0,1,1,27,0.62,0.6193910256410255,S3,True
eegnet,CORAL,1.0,1,1,36,0.975,0.9749993749843746,S3,True
eegnet,CORAL,1.0,1,1,44,0.7949999999999999,0.794377993430126,S3,True
eegnet,CORAL,1.0,1,1,45,0.95,0.9499549594635172,S3,True
eegnet,MMD,0.01,1,1,2,0.74,0.7398959583833533,S3,True
eegnet,MMD,0.01,1,1,11,0.6950000000000001,0.6948092557848655,S3,True
eegnet,MMD,0.01,1,1,13,0.8500000000000001,0.8490338164251208,S3,True
eegnet,MMD,0.01,1,1,18,0.6699999999999999,0.6673051718923279,S3,True
eegnet,MMD,0.01,1,1,27,0.655,0.6545768566493955,S3,True
eegnet,MMD,0.01,1,1,36,0.975,0.9749993749843746,S3,True
eegnet,MMD,0.01,1,1,44,0.8049999999999999,0.80389692017599,S3,True
eegnet,MMD,0.01,1,1,45,0.94,0.9399759903961584,S3,True
eegnet,MMD,0.1,1,1,2,0.79,0.7896634615384616,S3,False
eegnet,MMD,0.1,1,1,11,0.705,0.7049926248156204,S3,False
eegnet,MMD,0.1,1,1,13,0.845,0.8432720746227155,S3,False
eegnet,MMD,0.1,1,1,18,0.66,0.6532027743778049,S3,False
eegnet,MMD,0.1,1,1,27,0.585,0.5794380684553216,S3,False
eegnet,MMD,0.1,1,1,36,0.965,0.9649991249781243,S3,False
eegnet,MMD,0.1,1,1,44,0.765,0.7632897685779759,S3,False
eegnet,MMD,0.1,1,1,45,0.94,0.939903846153846,S3,False
eegnet,MMD,1.0,1,1,2,0.735,0.7349933748343709,S3,False
eegnet,MMD,1.0,1,1,11,0.705,0.7049336100622641,S3,False
eegnet,MMD,1.0,1,1,13,0.845,0.8445297023496076,S3,False
eegnet,MMD,1.0,1,1,18,0.685,0.6843608306821314,S3,False
eegnet,MMD,1.0,1,1,27,0.64,0.6394230769230769,S3,False
eegnet,MMD,1.0,1,1,36,0.985,0.984996624240454,S3,False
eegnet,MMD,1.0,1,1,44,0.8200000000000001,0.8195488721804511,S3,False
eegnet,MMD,1.0,1,1,45,0.95,0.9499799919967988,S3,False
eegnet,ERM,0.0,1,2,2,0.765,0.7649941248531213,S3,True
eegnet,ERM,0.0,1,2,11,0.73,0.73,S3,True
eegnet,ERM,0.0,1,2,13,0.85,0.8498648783905515,S3,True
eegnet,ERM,0.0,1,2,18,0.635,0.6334513318771811,S3,True
eegnet,ERM,0.0,1,2,27,0.575,0.5671105905120827,S3,True
eegnet,ERM,0.0,1,2,36,0.98,0.9799919967987194,S3,True
eegnet,ERM,0.0,1,2,44,0.79,0.7894736842105263,S3,True
eegnet,ERM,0.0,1,2,45,0.955,0.9549898727213624,S3,True
eegnet,DANN,0.01,1,2,2,0.76,0.7599039615846338,S3,True
eegnet,DANN,0.01,1,2,11,0.74,0.74,S3,True
eegnet,DANN,0.01,1,2,13,0.855,0.8547057792028858,S3,True
eegnet,DANN,0.01,1,2,18,0.64,0.6363636363636364,S3,True
eegnet,DANN,0.01,1,2,27,0.61,0.6060606060606061,S3,True
eegnet,DANN,0.01,1,2,36,0.97,0.9699879951980792,S3,True
eegnet,DANN,0.01,1,2,44,0.79,0.7896634615384616,S3,True
eegnet,DANN,0.01,1,2,45,0.935,0.9349853717086344,S3,True
eegnet,DANN,0.1,1,2,2,0.78,0.78,S3,False
eegnet,DANN,0.1,1,2,11,0.74,0.7399739973997399,S3,False
eegnet,DANN,0.1,1,2,13,0.855,0.8545600441335038,S3,False
eegnet,DANN,0.1,1,2,18,0.655,0.6511539725473343,S3,False
eegnet,DANN,0.1,1,2,27,0.615,0.6098401357959008,S3,False
eegnet,DANN,0.1,1,2,36,0.97,0.9699879951980792,S3,False
eegnet,DANN,0.1,1,2,44,0.7649999999999999,0.7642869680784372,S3,False
eegnet,DANN,0.1,1,2,45,0.93,0.92999299929993,S3,False
eegnet,DANN,1.0,1,2,2,0.76,0.76,S3,False
eegnet,DANN,1.0,1,2,11,0.745,0.7448405253283302,S3,False
eegnet,DANN,1.0,1,2,13,0.845,0.8445297023496076,S3,False
eegnet,DANN,1.0,1,2,18,0.665,0.6625620105260508,S3,False
eegnet,DANN,1.0,1,2,27,0.635,0.6316758747697975,S3,False
eegnet,DANN,1.0,1,2,36,0.97,0.96999699969997,S3,False
eegnet,DANN,1.0,1,2,44,0.755,0.7546995068959474,S3,False
eegnet,DANN,1.0,1,2,45,0.93,0.929936943248924,S3,False
eegnet,CORAL,0.01,1,2,2,0.77,0.77,S3,True
eegnet,CORAL,0.01,1,2,11,0.745,0.744993624840621,S3,True
eegnet,CORAL,0.01,1,2,13,0.855,0.8547057792028858,S3,True
eegnet,CORAL,0.01,1,2,18,0.655,0.6530483972344437,S3,True
eegnet,CORAL,0.01,1,2,27,0.5700000000000001,0.5647332725984411,S3,True
eegnet,CORAL,0.01,1,2,36,0.98,0.9799919967987194,S3,True
eegnet,CORAL,0.01,1,2,44,0.8,0.7994987468671679,S3,True
eegnet,CORAL,0.01,1,2,45,0.95,0.9499799919967988,S3,True
eegnet,CORAL,0.1,1,2,2,0.76,0.7599039615846338,S3,False
eegnet,CORAL,0.1,1,2,11,0.74,0.7399739973997399,S3,False
eegnet,CORAL,0.1,1,2,13,0.865,0.8645903859174001,S3,False
eegnet,CORAL,0.1,1,2,18,0.64,0.6355906468266019,S3,False
eegnet,CORAL,0.1,1,2,27,0.575,0.5731967562953478,S3,False
eegnet,CORAL,0.1,1,2,36,0.975,0.9749943737340904,S3,False
eegnet,CORAL,0.1,1,2,44,0.8,0.7992773986350863,S3,False
eegnet,CORAL,0.1,1,2,45,0.95,0.9499799919967988,S3,False
eegnet,CORAL,1.0,1,2,2,0.77,0.7699079631852741,S3,False
eegnet,CORAL,1.0,1,2,11,0.74,0.7397657892102892,S3,False
eegnet,CORAL,1.0,1,2,13,0.8500000000000001,0.8492613807657522,S3,False
eegnet,CORAL,1.0,1,2,18,0.64,0.6363636363636364,S3,False
eegnet,CORAL,1.0,1,2,27,0.585,0.5847404627892432,S3,False
eegnet,CORAL,1.0,1,2,36,0.975,0.9749943737340904,S3,False
eegnet,CORAL,1.0,1,2,44,0.8049999999999999,0.8046043237556051,S3,False
eegnet,CORAL,1.0,1,2,45,0.95,0.9499799919967988,S3,False
eegnet,MMD,0.01,1,2,2,0.75,0.74997499749975,S3,False
eegnet,MMD,0.01,1,2,11,0.745,0.7449426120877197,S3,False
eegnet,MMD,0.01,1,2,13,0.8400000000000001,0.839421918908069,S3,False
eegnet,MMD,0.01,1,2,18,0.635,0.6309310144341364,S3,False
eegnet,MMD,0.01,1,2,27,0.59,0.5805626598465473,S3,False
eegnet,MMD,0.01,1,2,36,0.965,0.9649921232277264,S3,False
eegnet,MMD,0.01,1,2,44,0.78,0.7794486215538847,S3,False
eegnet,MMD,0.01,1,2,45,0.935,0.934959349593496,S3,False
eegnet,MMD,0.1,1,2,2,0.79,0.78997899789979,S3,False
eegnet,MMD,0.1,1,2,11,0.73,0.7290244881573664,S3,False
eegnet,MMD,0.1,1,2,13,0.855,0.8549093183239524,S3,False
eegnet,MMD,0.1,1,2,18,0.6499999999999999,0.6491228070175439,S3,False
eegnet,MMD,0.1,1,2,27,0.545,0.5408562274527612,S3,False
eegnet,MMD,0.1,1,2,36,0.97,0.9699879951980792,S3,False
eegnet,MMD,0.1,1,2,44,0.8049999999999999,0.8048780487804879,S3,False
eegnet,MMD,0.1,1,2,45,0.94,0.93999399939994,S3,False
eegnet,MMD,1.0,1,2,2,0.745,0.7444825772188681,S3,True
eegnet,MMD,1.0,1,2,11,0.76,0.76,S3,True
eegnet,MMD,1.0,1,2,13,0.865,0.8645903859174001,S3,True
eegnet,MMD,1.0,1,2,18,0.625,0.6215848028456823,S3,True
eegnet,MMD,1.0,1,2,27,0.61,0.6068152031454783,S3,True
eegnet,MMD,1.0,1,2,36,0.97,0.96999699969997,S3,True
eegnet,MMD,1.0,1,2,44,0.7849999999999999,0.7840877708317642,S3,True
eegnet,MMD,1.0,1,2,45,0.945,0.9449656035021888,S3,True
eegnet,ERM,0.0,2,0,9,0.65,0.6439833180754755,S3,True
eegnet,ERM,0.0,2,0,22,0.755,0.7542566262945409,S3,True
eegnet,ERM,0.0,2,0,25,0.98,0.97999799979998,S3,True
eegnet,ERM,0.0,2,0,26,0.74,0.7398959583833533,S3,True
eegnet,ERM,0.0,2,0,29,0.78,0.7799119647859143,S3,True
eegnet,ERM,0.0,2,0,34,0.565,0.5580952380952381,S3,True
eegnet,ERM,0.0,2,0,35,0.94,0.9399759903961584,S3,True
eegnet,ERM,0.0,2,0,49,0.915,0.9149808706959066,S3,True
eegnet,DANN,0.01,2,0,9,0.66,0.6565656565656566,S3,False
eegnet,DANN,0.01,2,0,22,0.76,0.7596153846153846,S3,False
eegnet,DANN,0.01,2,0,25,0.98,0.98,S3,False
eegnet,DANN,0.01,2,0,26,0.755,0.7549938748468712,S3,False
eegnet,DANN,0.01,2,0,29,0.77,0.7699079631852741,S3,False
eegnet,DANN,0.01,2,0,34,0.5549999999999999,0.5536497906166152,S3,False
eegnet,DANN,0.01,2,0,35,0.925,0.924908012315086,S3,False
eegnet,DANN,0.01,2,0,49,0.915,0.91494684177611,S3,False
eegnet,DANN,0.1,2,0,9,0.625,0.6215848028456823,S3,True
eegnet,DANN,0.1,2,0,22,0.775,0.7748592870544091,S3,True
eegnet,DANN,0.1,2,0,25,0.965,0.9649991249781243,S3,True
eegnet,DANN,0.1,2,0,26,0.685,0.6843608306821314,S3,True
eegnet,DANN,0.1,2,0,29,0.755,0.7549448625940837,S3,True
eegnet,DANN,0.1,2,0,34,0.54,0.5388471177944862,S3,True
eegnet,DANN,0.1,2,0,35,0.945,0.9449876222149984,S3,True
eegnet,DANN,0.1,2,0,49,0.885,0.8847666524712543,S3,True
eegnet,DANN,1.0,2,0,9,0.6200000000000001,0.6186270574066639,S3,False
eegnet,DANN,1.0,2,0,22,0.73,0.7297567811029927,S3,False
eegnet,DANN,1.0,2,0,25,0.98,0.97999799979998,S3,False
eegnet,DANN,1.0,2,0,26,0.665,0.6612654516039334,S3,False
eegnet,DANN,1.0,2,0,29,0.7350000000000001,0.7338756245135698,S3,False
eegnet,DANN,1.0,2,0,34,0.52,0.5192307692307692,S3,False
eegnet,DANN,1.0,2,0,35,0.945,0.944998624965624,S3,False
eegnet,DANN,1.0,2,0,49,0.8600000000000001,0.8593106220480353,S3,False
eegnet,CORAL,0.01,2,0,9,0.645,0.6384100226630338,S3,False
eegnet,CORAL,0.01,2,0,22,0.76,0.7593984962406015,S3,False
eegnet,CORAL,0.01,2,0,25,0.98,0.97999799979998,S3,False
eegnet,CORAL,0.01,2,0,26,0.72,0.7198879551820728,S3,False
eegnet,CORAL,0.01,2,0,29,0.775,0.7749493636068115,S3,False
eegnet,CORAL,0.01,2,0,34,0.5599999999999999,0.5524361712948835,S3,False
eegnet,CORAL,0.01,2,0,35,0.935,0.934959349593496,S3,False
eegnet,CORAL,0.01,2,0,49,0.915,0.9149808706959066,S3,False
eegnet,CORAL,0.1,2,0,9,0.655,0.6511539725473343,S3,False
eegnet,CORAL,0.1,2,0,22,0.775,0.7749493636068115,S3,False
eegnet,CORAL,0.1,2,0,25,0.975,0.9749993749843746,S3,False
eegnet,CORAL,0.1,2,0,26,0.6950000000000001,0.6949313595559001,S3,False
eegnet,CORAL,0.1,2,0,29,0.79,0.78997899789979,S3,False
eegnet,CORAL,0.1,2,0,34,0.56,0.5564068958564372,S3,False
eegnet,CORAL,0.1,2,0,35,0.94,0.9399759903961584,S3,False
eegnet,CORAL,0.1,2,0,49,0.915,0.9149808706959066,S3,False
eegnet,CORAL,1.0,2,0,9,0.645,0.6424164589156657,S3,True
eegnet,CORAL,1.0,2,0,22,0.775,0.7749493636068115,S3,True
eegnet,CORAL,1.0,2,0,25,0.98,0.97999799979998,S3,True
eegnet,CORAL,1.0,2,0,26,0.685,0.6843608306821314,S3,True
eegnet,CORAL,1.0,2,0,29,0.81,0.8099809980998101,S3,True
eegnet,CORAL,1.0,2,0,34,0.56,0.5596036432789511,S3,True
eegnet,CORAL,1.0,2,0,35,0.94,0.93999399939994,S3,True
eegnet,CORAL,1.0,2,0,49,0.92,0.91999199919992,S3,True
eegnet,MMD,0.01,2,0,9,0.62,0.6175523349436394,S3,False
eegnet,MMD,0.01,2,0,22,0.735,0.7346749768466372,S3,False
eegnet,MMD,0.01,2,0,25,0.97,0.96999699969997,S3,False
eegnet,MMD,0.01,2,0,26,0.755,0.7545028683083244,S3,False
eegnet,MMD,0.01,2,0,29,0.735,0.7349403615813558,S3,False
eegnet,MMD,0.01,2,0,34,0.54,0.5392628205128205,S3,False
eegnet,MMD,0.01,2,0,35,0.915,0.91494684177611,S3,False
eegnet,MMD,0.01,2,0,49,0.92,0.91999199919992,S3,False
eegnet,MMD,0.1,2,0,9,0.655,0.6511539725473343,S3,True
eegnet,MMD,0.1,2,0,22,0.76,0.7597838054248824,S3,True
eegnet,MMD,0.1,2,0,25,0.975,0.9749993749843746,S3,True
eegnet,MMD,0.1,2,0,26,0.71,0.7099709970997099,S3,True
eegnet,MMD,0.1,2,0,29,0.795,0.7949538646195394,S3,True
eegnet,MMD,0.1,2,0,34,0.575,0.5731967562953478,S3,True
eegnet,MMD,0.1,2,0,35,0.945,0.9449876222149984,S3,True
eegnet,MMD,0.1,2,0,49,0.915,0.9149808706959066,S3,True
eegnet,MMD,1.0,2,0,9,0.625,0.6234089026135422,S3,False
eegnet,MMD,1.0,2,0,22,0.77,0.7699769976997699,S3,False
eegnet,MMD,1.0,2,0,25,0.995,0.9949998749968748,S3,False
eegnet,MMD,1.0,2,0,26,0.77,0.7699769976997699,S3,False
eegnet,MMD,1.0,2,0,29,0.745,0.744993624840621,S3,False
eegnet,MMD,1.0,2,0,34,0.5900000000000001,0.5896306676008407,S3,False
eegnet,MMD,1.0,2,0,35,0.915,0.9149978749468736,S3,False
eegnet,MMD,1.0,2,0,49,0.93,0.9299719887955182,S3,False
eegnet,ERM,0.0,2,1,9,0.595,0.5874818568409259,S3,True
eegnet,ERM,0.0,2,1,22,0.735,0.7330714411623983,S3,True
eegnet,ERM,0.0,2,1,25,0.98,0.97999799979998,S3,True
eegnet,ERM,0.0,2,1,26,0.73,0.7298919567827131,S3,True
eegnet,ERM,0.0,2,1,29,0.835,0.8347976270931892,S3,True
eegnet,ERM,0.0,2,1,34,0.5900000000000001,0.5885186672019269,S3,True
eegnet,ERM,0.0,2,1,35,0.945,0.9449876222149984,S3,True
eegnet,ERM,0.0,2,1,49,0.885,0.8849971249281232,S3,True
eegnet,DANN,0.01,2,1,9,0.6,0.595959595959596,S3,True
eegnet,DANN,0.01,2,1,22,0.745,0.7442262845106447,S3,True
eegnet,DANN,0.01,2,1,25,0.98,0.9799919967987194,S3,True
eegnet,DANN,0.01,2,1,26,0.78,0.7796474358974359,S3,True
eegnet,DANN,0.01,2,1,29,0.8049999999999999,0.8047608320192235,S3,True
eegnet,DANN,0.01,2,1,34,0.575,0.5749043534795328,S3,True
eegnet,DANN,0.01,2,1,35,0.935,0.9349853717086344,S3,True
eegnet,DANN,0.01,2,1,49,0.88,0.87998799879988,S3,True
eegnet,DANN,0.1,2,1,9,0.595,0.5913115870733369,S3,False
eegnet,DANN,0.1,2,1,22,0.7,0.6975501562657526,S3,False
eegnet,DANN,0.1,2,1,25,0.975,0.9749943737340904,S3,False
eegnet,DANN,0.1,2,1,26,0.71,0.7098839535814325,S3,False
eegnet,DANN,0.1,2,1,29,0.815,0.8146246148450612,S3,False
eegnet,DANN,0.1,2,1,34,0.59,0.5899589958995899,S3,False
eegnet,DANN,0.1,2,1,35,0.95,0.9499799919967988,S3,False
eegnet,DANN,0.1,2,1,49,0.88,0.8799519807923168,S3,False
eegnet,DANN,1.0,2,1,9,0.635,0.6323436831104732,S3,False
eegnet,DANN,1.0,2,1,22,0.725,0.7248280175109443,S3,False
eegnet,DANN,1.0,2,1,25,0.985,0.9849996249906248,S3,False
eegnet,DANN,1.0,2,1,26,0.6950000000000001,0.6948092557848655,S3,False
eegnet,DANN,1.0,2,1,29,0.755,0.7545028683083244,S3,False
eegnet,DANN,1.0,2,1,34,0.505,0.5046904315196998,S3,False
eegnet,DANN,1.0,2,1,35,0.9,0.8999899989999001,S3,False
eegnet,DANN,1.0,2,1,49,0.835,0.8346651970239736,S3,False
eegnet,CORAL,0.01,2,1,9,0.635,0.6334513318771811,S3,False
eegnet,CORAL,0.01,2,1,22,0.75,0.749599358974359,S3,False
eegnet,CORAL,0.01,2,1,25,0.975,0.9749943737340904,S3,False
eegnet,CORAL,0.01,2,1,26,0.78,0.7799119647859143,S3,False
eegnet,CORAL,0.01,2,1,29,0.8,0.7992773986350863,S3,False
eegnet,CORAL,0.01,2,1,34,0.59,0.5898359343737495,S3,False
eegnet,CORAL,0.01,2,1,35,0.94,0.93999399939994,S3,False
eegnet,CORAL,0.01,2,1,49,0.87,0.8699479791916767,S3,False
eegnet,CORAL,0.1,2,1,9,0.61,0.6060606060606061,S3,True
eegnet,CORAL,0.1,2,1,22,0.73,0.7277951406391774,S3,True
eegnet,CORAL,0.1,2,1,25,0.985,0.9849996249906248,S3,True
eegnet,CORAL,0.1,2,1,26,0.76,0.75997599759976,S3,True
eegnet,CORAL,0.1,2,1,29,0.825,0.8249956248906223,S3,True
eegnet,CORAL,0.1,2,1,34,0.585,0.5837408159683042,S3,True
eegnet,CORAL,0.1,2,1,35,0.95,0.94999499949995,S3,True
eegnet,CORAL,0.1,2,1,49,0.89,0.89,S3,True
eegnet,CORAL,1.0,2,1,9,0.625,0.6208195353775374,S3,False
eegnet,CORAL,1.0,2,1,22,0.7050000000000001,0.7017113678303293,S3,False
eegnet,CORAL,1.0,2,1,25,0.985,0.9849996249906248,S3,False
eegnet,CORAL,1.0,2,1,26,0.735,0.7348342714196372,S3,False
eegnet,CORAL,1.0,2,1,29,0.81,0.8099239695878351,S3,False
eegnet,CORAL,1.0,2,1,34,0.5800000000000001,0.5789473684210527,S3,False
eegnet,CORAL,1.0,2,1,35,0.95,0.94999499949995,S3,False
eegnet,CORAL,1.0,2,1,49,0.89,0.8899889988998899,S3,False
eegnet,MMD,0.01,2,1,9,0.6,0.5931237920862578,S3,False
eegnet,MMD,0.01,2,1,22,0.74,0.7387197266606371,S3,False
eegnet,MMD,0.01,2,1,25,0.98,0.97999799979998,S3,False
eegnet,MMD,0.01,2,1,26,0.74,0.7399739973997399,S3,False
eegnet,MMD,0.01,2,1,29,0.8400000000000001,0.8397435897435898,S3,False
eegnet,MMD,0.01,2,1,34,0.595,0.5937711577522005,S3,False
eegnet,MMD,0.01,2,1,35,0.94,0.9399759903961584,S3,False
eegnet,MMD,0.01,2,1,49,0.885,0.8849741191768148,S3,False
eegnet,MMD,0.1,2,1,9,0.61,0.6060606060606061,S3,False
eegnet,MMD,0.1,2,1,22,0.72,0.7177134791813691,S3,False
eegnet,MMD,0.1,2,1,25,0.98,0.97999799979998,S3,False
eegnet,MMD,0.1,2,1,26,0.7849999999999999,0.7847363019699132,S3,False
eegnet,MMD,0.1,2,1,29,0.8300000000000001,0.8299319727891157,S3,False
eegnet,MMD,0.1,2,1,34,0.5800000000000001,0.5793269230769231,S3,False
eegnet,MMD,0.1,2,1,35,0.95,0.94999499949995,S3,False
eegnet,MMD,0.1,2,1,49,0.895,0.8949973749343734,S3,False
eegnet,MMD,1.0,2,1,9,0.625,0.6238621831038893,S3,True
eegnet,MMD,1.0,2,1,22,0.765,0.7645231593977806,S3,True
eegnet,MMD,1.0,2,1,25,0.995,0.9949998749968748,S3,True
eegnet,MMD,1.0,2,1,26,0.76,0.7596153846153846,S3,True
eegnet,MMD,1.0,2,1,29,0.825,0.8247853620685339,S3,True
eegnet,MMD,1.0,2,1,34,0.585,0.5841579197875699,S3,True
eegnet,MMD,1.0,2,1,35,0.92,0.91999199919992,S3,True
eegnet,MMD,1.0,2,1,49,0.88,0.87998799879988,S3,True
eegnet,ERM,0.0,2,2,9,0.61,0.6060606060606061,S3,True
eegnet,ERM,0.0,2,2,22,0.76,0.7593984962406015,S3,True
eegnet,ERM,0.0,2,2,25,0.99,0.99,S3,True
eegnet,ERM,0.0,2,2,26,0.765,0.7649941248531213,S3,True
eegnet,ERM,0.0,2,2,29,0.815,0.8149583656322672,S3,True
eegnet,ERM,0.0,2,2,34,0.5349999999999999,0.5335891070488227,S3,True
eegnet,ERM,0.0,2,2,35,0.945,0.9449876222149984,S3,True
eegnet,ERM,0.0,2,2,49,0.905,0.9049405878674172,S3,True
eegnet,DANN,0.01,2,2,9,0.62,0.6193910256410255,S3,False
eegnet,DANN,0.01,2,2,22,0.73,0.7286704853783539,S3,False
eegnet,DANN,0.01,2,2,25,0.985,0.9849996249906248,S3,False
eegnet,DANN,0.01,2,2,26,0.8,0.7996794871794872,S3,False
eegnet,DANN,0.01,2,2,29,0.785,0.784865540963102,S3,False
eegnet,DANN,0.01,2,2,34,0.53,0.529811924769908,S3,False
eegnet,DANN,0.01,2,2,35,0.935,0.934959349593496,S3,False
eegnet,DANN,0.01,2,2,49,0.895,0.8948712172411204,S3,False
eegnet,DANN,0.1,2,2,9,0.62,0.6190476190476191,S3,True
eegnet,DANN,0.1,2,2,22,0.73,0.7293233082706767,S3,True
eegnet,DANN,0.1,2,2,25,0.985,0.9849996249906248,S3,True
eegnet,DANN,0.1,2,2,26,0.77,0.7699769976997699,S3,True
eegnet,DANN,0.1,2,2,29,0.81,0.8099239695878351,S3,True
eegnet,DANN,0.1,2,2,34,0.52,0.51995199519952,S3,True
eegnet,DANN,0.1,2,2,35,0.935,0.9349853717086344,S3,True
eegnet,DANN,0.1,2,2,49,0.895,0.8949763696831787,S3,True
eegnet,DANN,1.0,2,2,9,0.63,0.6298519407763106,S3,False
eegnet,DANN,1.0,2,2,22,0.71,0.7092731829573935,S3,False
eegnet,DANN,1.0,2,2,25,0.99,0.99,S3,False
eegnet,DANN,1.0,2,2,26,0.7849999999999999,0.7847363019699132,S3,False
eegnet,DANN,1.0,2,2,29,0.73,0.7297567811029927,S3,False
eegnet,DANN,1.0,2,2,34,0.53,0.52995299529953,S3,False
eegnet,DANN,1.0,2,2,35,0.94,0.9399759903961584,S3,False
eegnet,DANN,1.0,2,2,49,0.875,0.8749968749218731,S3,False
eegnet,CORAL,0.01,2,2,9,0.605,0.6033240440862644,S3,False
eegnet,CORAL,0.01,2,2,22,0.685,0.6807782929239188,S3,False
eegnet,CORAL,0.01,2,2,25,0.98,0.98,S3,False
eegnet,CORAL,0.01,2,2,26,0.8049999999999999,0.8044083352140223,S3,False
eegnet,CORAL,0.01,2,2,29,0.8,0.7994987468671679,S3,False
eegnet,CORAL,0.01,2,2,34,0.535,0.5348953514540772,S3,False
eegnet,CORAL,0.01,2,2,35,0.935,0.9349202773397411,S3,False
eegnet,CORAL,0.01,2,2,49,0.88,0.8796992481203008,S3,False
eegnet,CORAL,0.1,2,2,9,0.61,0.607487922705314,S3,False
eegnet,CORAL,0.1,2,2,22,0.7450000000000001,0.7439180537772088,S3,False
eegnet,CORAL,0.1,2,2,25,0.985,0.9849996249906248,S3,False
eegnet,CORAL,0.1,2,2,26,0.76,0.75997599759976,S3,False
eegnet,CORAL,0.1,2,2,29,0.815,0.8149583656322672,S3,False
eegnet,CORAL,0.1,2,2,34,0.54,0.5383380168606985,S3,False
eegnet,CORAL,0.1,2,2,35,0.94,0.93999399939994,S3,False
eegnet,CORAL,0.1,2,2,49,0.91,0.9099189270343307,S3,False
eegnet,CORAL,1.0,2,2,9,0.61,0.6096486838154338,S3,True
eegnet,CORAL,1.0,2,2,22,0.745,0.7442262845106447,S3,True
eegnet,CORAL,1.0,2,2,25,0.99,0.98999899989999,S3,True
eegnet,CORAL,1.0,2,2,26,0.735,0.7330714411623983,S3,True
eegnet,CORAL,1.0,2,2,29,0.7949999999999999,0.7927146793397204,S3,True
eegnet,CORAL,1.0,2,2,34,0.52,0.5198079231692677,S3,True
eegnet,CORAL,1.0,2,2,35,0.935,0.934959349593496,S3,True
eegnet,CORAL,1.0,2,2,49,0.915,0.9149978749468736,S3,True
eegnet,MMD,0.01,2,2,9,0.605,0.6033240440862644,S3,False
eegnet,MMD,0.01,2,2,22,0.69,0.6862030569895738,S3,False
eegnet,MMD,0.01,2,2,25,0.98,0.98,S3,False
eegnet,MMD,0.01,2,2,26,0.8049999999999999,0.8046043237556051,S3,False
eegnet,MMD,0.01,2,2,29,0.7949999999999999,0.794584032666149,S3,False
eegnet,MMD,0.01,2,2,34,0.54,0.53995399539954,S3,False
eegnet,MMD,0.01,2,2,35,0.93,0.9298878205128204,S3,False
eegnet,MMD,0.01,2,2,49,0.885,0.8847666524712543,S3,False
eegnet,MMD,0.1,2,2,9,0.615,0.6133664733499034,S3,True
eegnet,MMD,0.1,2,2,22,0.7150000000000001,0.7129258895520133,S3,True
eegnet,MMD,0.1,2,2,25,0.985,0.9849996249906248,S3,True
eegnet,MMD,0.1,2,2,26,0.7949999999999999,0.7935080959935534,S3,True
eegnet,MMD,0.1,2,2,29,0.78,0.7785829307568438,S3,True
eegnet,MMD,0.1,2,2,34,0.54,0.5398159263705482,S3,True
eegnet,MMD,0.1,2,2,35,0.945,0.9449876222149984,S3,True
eegnet,MMD,0.1,2,2,49,0.9,0.8999899989999001,S3,True
