backbone,method,lambda,fold,seed,direction_id,direction_rank,source_pool_index,persistence,geometry_strength,rank,identity_score,identity_full,identity_erased,D_finite,outcome_CE_effect,outcome_BA_effect,outcome_F1_effect,outcome_subject_count,direction_source_only,outcome_used_to_define_direction,D_finite_definition
eegnet,ERM,0.0,4,1,3,4,3,0.6071514422204849,0.0073248573673316,1,0.0015928123839414,0.018025370067594,0.0164325576836525,0.0235709702807891,-0.0006703730241009,-0.0006249999999999,-0.0007690921242766,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,1,4,5,4,0.1839770124634431,0.0063087192173367,1,0.0011159793357573,0.018025370067594,0.0169093907318367,0.1479129878427193,0.0017205375709406,4.163336342344337e-17,0.0002856853488018,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,1,5,6,5,0.5823103486402691,0.0037412452644759,1,0.0007186642947021,0.018025370067594,0.0173067057728919,0.2588641311592792,0.0005063782633032,0.006875,0.0074435579565043,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,1,6,7,6,0.5360002041826627,0.0027758362226988,1,0.0005803174126999,0.018025370067594,0.0174450526548941,0.08830667385938,-0.001624402218529,0.000625,0.000562929975166,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,1,7,8,7,0.7596302189854988,0.0025963666655744,1,0.0009134838714222,0.018025370067594,0.0171118861961718,0.0032631095428737,5.882669473341482e-05,0.0,0.0,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,2,0,1,0,0.7853465326606291,1.5289007485771349,1,0.0121886652585339,0.0217407729651899,0.009552107706656,0.0376321642511971,5.645693345368366e-06,-0.00125,-0.0013627581246701,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,2,1,2,1,0.315162815499831,0.0812220035359437,1,0.0055022976182859,0.0217407729651899,0.016238475346904,0.0709895071406741,-0.0014321284871587,0.000625,0.000631901286955,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,2,2,3,2,0.4813844252782686,0.0253461807438805,1,0.0042478289456173,0.0217407729651899,0.0174929440195725,0.3970876251684379,-0.0003874803154557,0.008125,0.0087142280912217,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,2,3,4,3,0.6700349278866736,0.0148357918412201,1,0.0025098429765462,0.0217407729651899,0.0192309299886437,0.04240679824151,-0.0004235165030668,-0.0025,-0.0024821138910672,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,2,4,5,4,0.5880282929358391,0.0088644714985161,1,0.0014508794094418,0.0217407729651899,0.020289893555748,0.0582828503344078,-0.001824795963498,-0.004375,-0.0043355685638015,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,2,5,6,5,0.4912065416635361,0.0049528595993983,1,0.0021670255693917,0.0217407729651899,0.0195737473957982,0.1838474832258038,-0.0021135549935028,-0.004375,-0.0041266803031438,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,2,6,7,6,0.6358185578783406,0.0040549558349652,1,0.0011172085005837,0.0217407729651899,0.0206235644646062,0.0061464948412181,-9.848687389301636e-05,0.0,0.0,8,True,False,exact_exp3_centered_logit_RMS
eegnet,ERM,0.0,4,2,7,8,7,0.4612629239578003,0.0026620145459853,1,0.0007771969056853,0.0217407729651899,0.0209635760595046,0.0093923779199606,-0.0001225606710565,-0.000625,-0.0006514938942325,8,True,False,exact_exp3_centered_logit_RMS
