benchmark,family_id,candidate_id,origin_family,origin_method,origin_file,complete_expected_trials,mean_subject_BA,positive_subject_fraction,eligible,eligibility_rule,selection_scope,internal_holdout_used,OUTER_TEST_USED
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB000__LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,OpenBMI_MI_S1_to_S2__LR_COVERAGE_CONFORMER_NORM_K4_R4,LR_COVERAGE_CONFORMER_NORM_K4_R4__E0_BLEND50,OPENBMI_LR_COVERAGE_CONFORMER_NORM_K4_R4_SEARCH_PREDICTIONS.csv,True,0.8155555555555556,0.3333333333333333,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB043__NORM_HYPER_MI_SPECIFIC_K4_R4__E1_STANDALONE,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E1_STANDALONE,OPENBMI_NORM_HYPER_MI_SPECIFIC_K4_R4_SEARCH_PREDICTIONS.csv,True,0.8144444444444444,0.2222222222222222,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB044__NORM_HYPER_MI_SPECIFIC_K4_R4__E2_RESIDUAL50,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E2_RESIDUAL50,OPENBMI_NORM_HYPER_MI_SPECIFIC_K4_R4_SEARCH_PREDICTIONS.csv,True,0.8583333333333334,0.5,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB045__NORM_HYPER_MI_SPECIFIC_K4_R4__E2_STANDALONE,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E2_STANDALONE,OPENBMI_NORM_HYPER_MI_SPECIFIC_K4_R4_SEARCH_PREDICTIONS.csv,True,0.83,0.2222222222222222,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB046__NORM_HYPER_MI_SPECIFIC_K4_R4__E3_RESIDUAL50,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E3_RESIDUAL50,OPENBMI_NORM_HYPER_MI_SPECIFIC_K4_R4_SEARCH_PREDICTIONS.csv,True,0.8561111111111109,0.4444444444444444,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB047__NORM_HYPER_MI_SPECIFIC_K4_R4__E3_STANDALONE,OpenBMI_MI_S1_to_S2__NORM_HYPER_MI_SPECIFIC_K4_R4,NORM_HYPER_MI_SPECIFIC_K4_R4__E3_STANDALONE,OPENBMI_NORM_HYPER_MI_SPECIFIC_K4_R4_SEARCH_PREDICTIONS.csv,True,0.8244444444444443,0.2222222222222222,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB048__RAW_ENCODER_FINETUNE_BANK__ADABN_RESIDUAL50,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__ADABN_RESIDUAL50,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8516666666666668,0.2222222222222222,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB049__RAW_ENCODER_FINETUNE_BANK__ADABN_STANDALONE,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__ADABN_STANDALONE,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8261111111111111,0.2222222222222222,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB050__RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__FULL_LONG_RESIDUAL50,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8555555555555556,0.4444444444444444,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB051__RAW_ENCODER_FINETUNE_BANK__FULL_LONG_STANDALONE,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__FULL_LONG_STANDALONE,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8338888888888889,0.2777777777777778,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB052__RAW_ENCODER_FINETUNE_BANK__FULL_SLOW_RESIDUAL50,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__FULL_SLOW_RESIDUAL50,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8527777777777777,0.4444444444444444,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB053__RAW_ENCODER_FINETUNE_BANK__FULL_SLOW_STANDALONE,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__FULL_SLOW_STANDALONE,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.826111111111111,0.2222222222222222,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB054__RAW_ENCODER_FINETUNE_BANK__HEAD_LONG_RESIDUAL50,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__HEAD_LONG_RESIDUAL50,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8544444444444445,0.4444444444444444,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB055__RAW_ENCODER_FINETUNE_BANK__HEAD_LONG_STANDALONE,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__HEAD_LONG_STANDALONE,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8244444444444444,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB056__RAW_ENCODER_FINETUNE_BANK__HEAD_SHORT_RESIDUAL50,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__HEAD_SHORT_RESIDUAL50,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8538888888888888,0.3888888888888889,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB057__RAW_ENCODER_FINETUNE_BANK__HEAD_SHORT_STANDALONE,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__HEAD_SHORT_STANDALONE,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8311111111111111,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB058__RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_RESIDUAL50,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8588888888888889,0.6111111111111112,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB059__RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_STANDALONE,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__TAIL_FAST_STANDALONE,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.84,0.3333333333333333,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB060__RAW_ENCODER_FINETUNE_BANK__TAIL_SLOW_RESIDUAL50,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__TAIL_SLOW_RESIDUAL50,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8561111111111112,0.5555555555555556,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB061__RAW_ENCODER_FINETUNE_BANK__TAIL_SLOW_STANDALONE,OpenBMI_MI_S1_to_S2__RAW_ENCODER_FINETUNE_BANK,RAW_ENCODER_FINETUNE_BANK__TAIL_SLOW_STANDALONE,OPENBMI_RAW_ENCODER_FINETUNE_BANK_SEARCH_PREDICTIONS.csv,True,0.8305555555555555,0.2222222222222222,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB062__SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E0_RESIDUAL50,OPENBMI_SPD_TRANSPORT_K4_P8_D16_SEARCH_PREDICTIONS.csv,True,0.855,0.3888888888888889,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB063__SPD_TRANSPORT_K4_P8_D16__E0_STANDALONE,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E0_STANDALONE,OPENBMI_SPD_TRANSPORT_K4_P8_D16_SEARCH_PREDICTIONS.csv,True,0.8283333333333334,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB064__SPD_TRANSPORT_K4_P8_D16__E1_RESIDUAL50,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E1_RESIDUAL50,OPENBMI_SPD_TRANSPORT_K4_P8_D16_SEARCH_PREDICTIONS.csv,True,0.855,0.3888888888888889,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB065__SPD_TRANSPORT_K4_P8_D16__E1_STANDALONE,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E1_STANDALONE,OPENBMI_SPD_TRANSPORT_K4_P8_D16_SEARCH_PREDICTIONS.csv,True,0.828888888888889,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB066__SPD_TRANSPORT_K4_P8_D16__E2_RESIDUAL50,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E2_RESIDUAL50,OPENBMI_SPD_TRANSPORT_K4_P8_D16_SEARCH_PREDICTIONS.csv,True,0.8550000000000001,0.3333333333333333,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB067__SPD_TRANSPORT_K4_P8_D16__E2_STANDALONE,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E2_STANDALONE,OPENBMI_SPD_TRANSPORT_K4_P8_D16_SEARCH_PREDICTIONS.csv,True,0.8283333333333334,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB068__SPD_TRANSPORT_K4_P8_D16__E3_RESIDUAL50,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E3_RESIDUAL50,OPENBMI_SPD_TRANSPORT_K4_P8_D16_SEARCH_PREDICTIONS.csv,True,0.8538888888888889,0.2777777777777778,True,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
OpenBMI_MI_S1_to_S2,OpenBMI_MI_S1_to_S2__MULTIBACKBONE_COMPETENCE_UNION_F01,MB069__SPD_TRANSPORT_K4_P8_D16__E3_STANDALONE,OpenBMI_MI_S1_to_S2__SPD_TRANSPORT_K4_P8_D16,SPD_TRANSPORT_K4_P8_D16__E3_STANDALONE,OPENBMI_SPD_TRANSPORT_K4_P8_D16_SEARCH_PREDICTIONS.csv,True,0.8288888888888889,0.16666666666666666,False,complete and BA >= baseline-1pp and positive_fraction >= 0.25,V8_SEARCH outcome competence; exploratory upper-bound construction only,False,False
