dataset,method,q,lambda_T,fold,seed,BA,macro_F1,subjects
WBCIC,R2-LowRank-Local-OT,0.25,0.5,3,1,0.7416161616161616,0.7395785111720812,8
WBCIC,R2-LowRank-Local-OT,0.25,0.5,3,2,0.7333838383838384,0.7258754233868199,8
WBCIC,R2-LowRank-Local-OT,0.25,0.5,4,0,0.8244444444444444,0.8204979745915426,9
WBCIC,R2-LowRank-Local-OT,0.25,0.5,4,1,0.8144444444444444,0.8120857995343338,9
WBCIC,R2-LowRank-Local-OT,0.25,0.5,4,2,0.8227777777777778,0.8201034173626385,9
WBCIC,R2-LowRank-Local-OT,0.25,1.0,0,0,0.70875,0.7007875140119992,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,0,1,0.696875,0.6900397150534034,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,0,2,0.6825,0.6737546042509335,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,1,0,0.78,0.768969807324699,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,1,1,0.781875,0.7790593378149426,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,1,2,0.78,0.7752369659435336,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,2,0,0.8305871212121212,0.8280490101403088,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,2,1,0.7756060606060606,0.7623668387270008,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,2,2,0.8223926767676768,0.8110030465529959,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,3,0,0.7408964646464646,0.7321718239543316,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,3,1,0.7422222222222222,0.7397823300650769,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,3,2,0.7277083333333333,0.7165613779232172,8
WBCIC,R2-LowRank-Local-OT,0.25,1.0,4,0,0.825,0.8210021410518069,9
WBCIC,R2-LowRank-Local-OT,0.25,1.0,4,1,0.8166666666666667,0.8143333964313458,9
WBCIC,R2-LowRank-Local-OT,0.25,1.0,4,2,0.8233333333333334,0.8205936469967808,9
WBCIC,R2-LowRank-Local-OT,0.5,0.25,0,0,0.71,0.7051943641865379,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,0,1,0.6975,0.689206750358114,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,0,2,0.684375,0.6758201400893167,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,1,0,0.778125,0.7670568682274027,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,1,1,0.7843749999999999,0.7820104623963754,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,1,2,0.781875,0.7773087515262405,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,2,0,0.8330871212121213,0.8315031029831784,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,2,1,0.7912310606060606,0.781478865579718,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,2,2,0.821729797979798,0.8117153265455881,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,3,0,0.740915404040404,0.7339887525917086,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,3,1,0.741010101010101,0.7397156847849962,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,3,2,0.735290404040404,0.7303692979535924,8
WBCIC,R2-LowRank-Local-OT,0.5,0.25,4,0,0.8266666666666667,0.8233293477809087,9
WBCIC,R2-LowRank-Local-OT,0.5,0.25,4,1,0.8183333333333334,0.8163168879142089,9
WBCIC,R2-LowRank-Local-OT,0.5,0.25,4,2,0.8211111111111111,0.8183782779625511,9
WBCIC,R2-LowRank-Local-OT,0.5,0.5,0,0,0.7112499999999999,0.704377666743208,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,0,1,0.6975,0.690296173840359,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,0,2,0.684375,0.675694321407178,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,1,0,0.778125,0.7669852332515537,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,1,1,0.7825,0.7799457227155309,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,1,2,0.78,0.7752327622536526,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,2,0,0.8318371212121212,0.8299604407695985,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,2,1,0.7849810606060607,0.7739458740665665,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,2,2,0.8236174242424242,0.8130534738215565,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,3,0,0.740909090909091,0.733062625787297,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,3,1,0.7409848484848485,0.7389192999019127,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,3,2,0.7333838383838384,0.7258754233868199,8
WBCIC,R2-LowRank-Local-OT,0.5,0.5,4,0,0.8244444444444444,0.8204979745915426,9
WBCIC,R2-LowRank-Local-OT,0.5,0.5,4,1,0.8138888888888889,0.8114952171653489,9
WBCIC,R2-LowRank-Local-OT,0.5,0.5,4,2,0.8227777777777778,0.8201034173626385,9
WBCIC,R2-LowRank-Local-OT,0.5,1.0,0,0,0.708125,0.7000920090600498,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,0,1,0.6975,0.6906625741592345,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,0,2,0.68375,0.6750168486592925,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,1,0,0.7793749999999999,0.7683421658553433,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,1,1,0.7825,0.7797235711572204,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,1,2,0.779375,0.7744842863509913,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,2,0,0.8312121212121212,0.8286898353763121,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,2,1,0.7724810606060606,0.7586574307947711,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,2,2,0.8223926767676768,0.8110030465529959,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,3,0,0.7408964646464646,0.7321718239543316,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,3,1,0.7415972222222222,0.7391475309751249,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,3,2,0.7277083333333333,0.7165613779232172,8
WBCIC,R2-LowRank-Local-OT,0.5,1.0,4,0,0.825,0.8210021410518069,9
WBCIC,R2-LowRank-Local-OT,0.5,1.0,4,1,0.8155555555555556,0.8131639494854459,9
WBCIC,R2-LowRank-Local-OT,0.5,1.0,4,2,0.8233333333333334,0.8205936469967808,9
WBCIC,R2-LowRank-Local-Random,0.25,0.25,0,0,0.71,0.7051943641865379,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,0,1,0.6975,0.689206750358114,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,0,2,0.684375,0.6758201400893167,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,1,0,0.778125,0.7670568682274027,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,1,1,0.7843749999999999,0.7820104623963754,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,1,2,0.781875,0.7773087515262405,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,2,0,0.8330871212121213,0.8315031029831784,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,2,1,0.7912310606060606,0.781478865579718,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,2,2,0.821729797979798,0.8117153265455881,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,3,0,0.740915404040404,0.7339887525917086,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,3,1,0.741010101010101,0.7397156847849962,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,3,2,0.735290404040404,0.7303692979535924,8
WBCIC,R2-LowRank-Local-Random,0.25,0.25,4,0,0.8266666666666667,0.8233433311603081,9
WBCIC,R2-LowRank-Local-Random,0.25,0.25,4,1,0.8183333333333334,0.8163168879142089,9
WBCIC,R2-LowRank-Local-Random,0.25,0.25,4,2,0.8211111111111111,0.8183782779625511,9
WBCIC,R2-LowRank-Local-Random,0.25,0.5,0,0,0.7112499999999999,0.7044192640147992,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,0,1,0.6975,0.690296173840359,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,0,2,0.68375,0.6749725952167018,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,1,0,0.778125,0.7669852332515537,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,1,1,0.7825,0.7799457227155309,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,1,2,0.78,0.7752327622536526,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,2,0,0.8324621212121213,0.8305628076651045,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,2,1,0.7849810606060607,0.7739458740665665,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,2,2,0.8236174242424242,0.8130534738215565,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,3,0,0.740909090909091,0.733062625787297,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,3,1,0.7416161616161616,0.7395785111720812,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,3,2,0.7333838383838384,0.7258754233868199,8
WBCIC,R2-LowRank-Local-Random,0.25,0.5,4,0,0.8244444444444444,0.8204979745915426,9
WBCIC,R2-LowRank-Local-Random,0.25,0.5,4,1,0.8144444444444444,0.8120857995343338,9
WBCIC,R2-LowRank-Local-Random,0.25,0.5,4,2,0.8227777777777778,0.8201034173626385,9
WBCIC,R2-LowRank-Local-Random,0.25,1.0,0,0,0.70875,0.7007875140119992,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,0,1,0.696875,0.6900397150534034,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,0,2,0.6825,0.6737546042509335,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,1,0,0.78,0.768969807324699,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,1,1,0.781875,0.7790593378149426,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,1,2,0.78,0.7752369659435336,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,2,0,0.8305871212121212,0.8280490101403088,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,2,1,0.7756060606060606,0.7623668387270008,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,2,2,0.8223926767676768,0.8110030465529959,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,3,0,0.7408964646464646,0.7321718239543316,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,3,1,0.7422222222222222,0.7397823300650769,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,3,2,0.7277083333333333,0.7165613779232172,8
WBCIC,R2-LowRank-Local-Random,0.25,1.0,4,0,0.825,0.8210021410518069,9
WBCIC,R2-LowRank-Local-Random,0.25,1.0,4,1,0.8166666666666667,0.8143333964313458,9
WBCIC,R2-LowRank-Local-Random,0.25,1.0,4,2,0.8233333333333334,0.8205936469967808,9
WBCIC,R2-LowRank-Local-Random,0.5,0.25,0,0,0.71,0.7051943641865379,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,0,1,0.6975,0.689206750358114,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,0,2,0.684375,0.6758201400893167,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,1,0,0.778125,0.7670568682274027,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,1,1,0.7843749999999999,0.7820104623963754,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,1,2,0.781875,0.7773087515262405,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,2,0,0.8330871212121213,0.8315031029831784,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,2,1,0.7912310606060606,0.781478865579718,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,2,2,0.821729797979798,0.8117153265455881,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,3,0,0.740915404040404,0.7339887525917086,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,3,1,0.741010101010101,0.7397156847849962,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,3,2,0.735290404040404,0.7303692979535924,8
WBCIC,R2-LowRank-Local-Random,0.5,0.25,4,0,0.8266666666666667,0.8233293477809087,9
WBCIC,R2-LowRank-Local-Random,0.5,0.25,4,1,0.8183333333333334,0.8163168879142089,9
WBCIC,R2-LowRank-Local-Random,0.5,0.25,4,2,0.8211111111111111,0.8183782779625511,9
WBCIC,R2-LowRank-Local-Random,0.5,0.5,0,0,0.7112499999999999,0.704377666743208,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,0,1,0.6975,0.690296173840359,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,0,2,0.684375,0.675694321407178,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,1,0,0.778125,0.7669852332515537,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,1,1,0.7825,0.7799457227155309,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,1,2,0.78,0.7752327622536526,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,2,0,0.8318371212121212,0.8299604407695985,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,2,1,0.7849810606060607,0.7739458740665665,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,2,2,0.8236174242424242,0.8130534738215565,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,3,0,0.740909090909091,0.733062625787297,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,3,1,0.7409848484848485,0.7389192999019127,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,3,2,0.7333838383838384,0.7258754233868199,8
WBCIC,R2-LowRank-Local-Random,0.5,0.5,4,0,0.8244444444444444,0.8204979745915426,9
WBCIC,R2-LowRank-Local-Random,0.5,0.5,4,1,0.8138888888888889,0.8114952171653489,9
WBCIC,R2-LowRank-Local-Random,0.5,0.5,4,2,0.8227777777777778,0.8201034173626385,9
WBCIC,R2-LowRank-Local-Random,0.5,1.0,0,0,0.708125,0.7000920090600498,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,0,1,0.6975,0.6906625741592345,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,0,2,0.68375,0.6750168486592925,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,1,0,0.7793749999999999,0.7683421658553433,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,1,1,0.7825,0.7797235711572204,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,1,2,0.779375,0.7744842863509913,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,2,0,0.8312121212121212,0.8286898353763121,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,2,1,0.7724810606060606,0.7586574307947711,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,2,2,0.8223926767676768,0.8110030465529959,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,3,0,0.7408964646464646,0.7321718239543316,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,3,1,0.7415972222222222,0.7391475309751249,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,3,2,0.7277083333333333,0.7165613779232172,8
WBCIC,R2-LowRank-Local-Random,0.5,1.0,4,0,0.825,0.8210021410518069,9
WBCIC,R2-LowRank-Local-Random,0.5,1.0,4,1,0.8155555555555556,0.8131639494854459,9
WBCIC,R2-LowRank-Local-Random,0.5,1.0,4,2,0.8233333333333334,0.8205936469967808,9
