Model,Task,subject_id,intact_BA,protected_BA,random_BA,protected_harm_pp,random_harm_pp,PEEH_pp,folds
Medformer,OpenBMI_ERP,51,0.63125,0.5,0.5602499999999999,13.125,7.099999999999999,6.025,5
Medformer,OpenBMI_ERP,54,0.584375,0.49375,0.5685,9.0625,1.5874999999999997,7.475,5
Medformer,OpenBMI_SSVEP,4,1.0,0.5780000000000001,0.9133800000000001,42.2,8.661999999999995,33.538,5
Medformer,OpenBMI_SSVEP,12,0.95,0.394,0.7631199999999999,55.6,18.688000000000002,36.91199999999999,5
Medformer,OpenBMI_SSVEP,13,0.7679999999999999,0.272,0.5182599999999999,49.6,24.974,24.626,5
Medformer,OpenBMI_SSVEP,17,0.932,0.33199999999999996,0.65152,59.999999999999986,28.047999999999995,31.951999999999998,5
Medformer,OpenBMI_SSVEP,18,1.0,0.336,0.8007799999999999,66.4,19.922000000000004,46.477999999999994,5
Medformer,OpenBMI_SSVEP,24,0.9099999999999999,0.384,0.6398199999999999,52.6,27.018,25.581999999999994,5
Medformer,OpenBMI_SSVEP,25,0.892,0.316,0.65602,57.6,23.597999999999995,34.001999999999995,5
Medformer,OpenBMI_SSVEP,29,0.9440000000000002,0.382,0.70662,56.2,23.737999999999992,32.462,5
Medformer,OpenBMI_SSVEP,36,1.0,0.192,0.7255,80.8,27.45,53.35,5
Medformer,OpenBMI_SSVEP,37,0.992,0.736,0.92058,25.6,7.142000000000001,18.457999999999995,5
Medformer,OpenBMI_SSVEP,39,0.9880000000000001,0.326,0.72418,66.2,26.381999999999998,39.818,5
Medformer,OpenBMI_SSVEP,42,0.5640000000000001,0.256,0.4227,30.800000000000004,14.130000000000006,16.669999999999998,5
Medformer,OpenBMI_SSVEP,51,0.738,0.246,0.50792,49.2,23.008,26.192,5
Medformer,OpenBMI_SSVEP,54,0.5720000000000001,0.41200000000000003,0.48456,16.000000000000007,8.744000000000003,7.256000000000002,5
Medformer,WBCIC_MI,sub-4,0.603125,0.5875,0.60384375,1.5625,-0.07187499999999902,1.6343749999999992,5
Medformer,WBCIC_MI,sub-8,0.840625,0.6875,0.80765625,15.3125,3.2968750000000013,12.015624999999998,5
Medformer,WBCIC_MI,sub-10,0.75625,0.6375,0.7285625,11.875,2.76875,9.10625,5
Medformer,WBCIC_MI,sub-15,0.634375,0.55625,0.62578125,7.8125,0.859375,6.953125,5
Medformer,WBCIC_MI,sub-20,0.540625,0.509375,0.5335624999999999,3.125,0.7062499999999994,2.4187500000000006,5
Medformer,WBCIC_MI,sub-39,0.765625,0.621875,0.7368750000000001,14.375,2.8749999999999987,11.500000000000002,5
Medformer,WBCIC_MI,sub-40,0.7125,0.565625,0.67665625,14.6875,3.584374999999999,11.103125,5
Medformer,WBCIC_MI,sub-43,0.884375,0.65625,0.8526250000000001,22.8125,3.174999999999999,19.6375,5
Medformer,WBCIC_MI,sub-46,0.759375,0.56875,0.7124375,19.0625,4.693750000000001,14.36875,5
Medformer,WBCIC_MI,sub-51,0.74375,0.625,0.7250937499999999,11.875,1.8656250000000019,10.009374999999999,5
