task,fold,role,direction,classification,group_argmax_alpha,peak_near_native_significant,peak_minus_alpha0_ci95_low,peak_minus_alpha2_ci95_low,subject_argmax_alpha_distribution,mean_margin_curve,biological_subjects,label_scope
OpenBMI_MI,4,inner_train,13,NONMONOTONIC,1.25,False,-0.0013938583433628082,-0.0011229532537981868,"{""0.0"": 8, ""0.25"": 1, ""0.5"": 0, ""0.75"": 1, ""1.0"": 1, ""1.25"": 0, ""1.5"": 3, ""2.0"": 12}","[1.9579222202301025, 1.9583274126052856, 1.9586447477340698, 1.9588755369186401, 1.9590175151824951, 1.9590723514556885, 1.9590448141098022, 1.9587465524673462]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,inner_train,14,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 16, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 1, ""2.0"": 8}","[1.9630200862884521, 1.9621633291244507, 1.9612104892730713, 1.9601620435714722, 1.9590175151824951, 1.9577757120132446, 1.9564380645751953, 1.9534804821014404]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,inner_train,15,NONMONOTONIC,1.0,False,-0.001315923291258514,-0.0023352953139692545,"{""0.0"": 7, ""0.25"": 0, ""0.5"": 0, ""0.75"": 1, ""1.0"": 3, ""1.25"": 1, ""1.5"": 0, ""2.0"": 14}","[1.9567872285842896, 1.95768404006958, 1.9583547115325928, 1.9587982892990112, 1.9590175151824951, 1.959012508392334, 1.958787202835083, 1.9576871395111084]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,0,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[1.7309423685073853, 1.7305636405944824, 1.7299556732177734, 1.7291263341903687, 1.7280946969985962, 1.7268556356430054, 1.7254053354263306, 1.7219429016113281]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,1,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 4}","[1.7065719366073608, 1.7125266790390015, 1.7181243896484375, 1.7233291864395142, 1.7280946969985962, 1.7323875427246094, 1.736202597618103, 1.7424219846725464]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,2,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 1}","[1.7302459478378296, 1.7298933267593384, 1.7294325828552246, 1.7288364171981812, 1.7280946969985962, 1.7272038459777832, 1.7261749505996704, 1.7237712144851685]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,3,NONMONOTONIC,0.25,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 2, ""1.0"": 1, ""1.25"": 0, ""1.5"": 0, ""2.0"": 0}","[1.728692650794983, 1.7288322448730469, 1.7287851572036743, 1.7285295724868774, 1.7280946969985962, 1.7274972200393677, 1.7267327308654785, 1.7246074676513672]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,4,NONMONOTONIC,0.75,False,-0.0007491906289942563,-0.0012633800506591797,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 2}","[1.727412223815918, 1.7277718782424927, 1.7280092239379883, 1.72811758518219, 1.7280946969985962, 1.727941870689392, 1.7276591062545776, 1.7267193794250488]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,5,FLAT,0.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 2, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[1.728742241859436, 1.728542685508728, 1.7283549308776855, 1.7282037734985352, 1.7280946969985962, 1.7280126810073853, 1.7279433012008667, 1.7278071641921997]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,6,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 1, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 2}","[1.7244510650634766, 1.7254780530929565, 1.7264341115951538, 1.7273101806640625, 1.7280946969985962, 1.7287817001342773, 1.7293637990951538, 1.730212688446045]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,7,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[1.7247533798217773, 1.7258095741271973, 1.7267260551452637, 1.727491021156311, 1.7280946969985962, 1.7285314798355103, 1.7288004159927368, 1.7288585901260376]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,8,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 1, ""0.75"": 1, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[1.695223331451416, 1.7045902013778687, 1.7132177352905273, 1.7210601568222046, 1.7280946969985962, 1.7343286275863647, 1.7397879362106323, 1.7485545873641968]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,9,NONMONOTONIC,0.75,False,-0.0030812621116638184,-0.005051791667938232,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 0, ""2.0"": 3}","[1.7272664308547974, 1.7277474403381348, 1.7280583381652832, 1.7281767129898071, 1.7280946969985962, 1.7278337478637695, 1.7274304628372192, 1.7262595891952515]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,10,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 2}","[1.7216858863830566, 1.7236741781234741, 1.7254095077514648, 1.7268847227096558, 1.7280946969985962, 1.729052186012268, 1.729770541191101, 1.730515480041504]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,11,NONMONOTONIC,1.5,False,nan,nan,"{""0.0"": 1, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 3}","[1.721168041229248, 1.7234654426574707, 1.725386619567871, 1.7269315719604492, 1.7280946969985962, 1.7288676500320435, 1.729242205619812, 1.728873372077942]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,12,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 5, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 1}","[1.730329155921936, 1.7298208475112915, 1.7292827367782593, 1.7287096977233887, 1.7280946969985962, 1.7274318933486938, 1.726723074913025, 1.7251678705215454]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,13,MONOTONIC_DECREASING,0.25,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 0, ""2.0"": 2}","[1.7283936738967896, 1.7284411191940308, 1.7284103631973267, 1.7282978296279907, 1.7280946969985962, 1.7277965545654297, 1.7274017333984375, 1.7263725996017456]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,14,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 2}","[1.7284711599349976, 1.728444218635559, 1.7283707857131958, 1.7282534837722778, 1.7280946969985962, 1.7278966903686523, 1.7276562452316284, 1.7270437479019165]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_MI,4,discovery,15,NONMONOTONIC,1.5,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 1, ""2.0"": 4}","[1.7255945205688477, 1.7264562845230103, 1.7271581888198853, 1.727704405784607, 1.7280946969985962, 1.7283306121826172, 1.7284103631973267, 1.7280837297439575]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,0,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 5, ""0.25"": 0, ""0.5"": 1, ""0.75"": 0, ""1.0"": 1, ""1.25"": 1, ""1.5"": 1, ""2.0"": 17}","[2.721426486968994, 2.7263522148132324, 2.730839252471924, 2.734900951385498, 2.738560199737549, 2.7418529987335205, 2.744807243347168, 2.7497949600219727]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,1,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 22}","[2.735685110092163, 2.736328125, 2.737020254135132, 2.7377686500549316, 2.738560199737549, 2.739382028579712, 2.740213632583618, 2.7418572902679443]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,2,NONMONOTONIC,1.25,False,0.0034467470832169056,-0.0004947495181113482,"{""0.0"": 4, ""0.25"": 0, ""0.5"": 2, ""0.75"": 1, ""1.0"": 4, ""1.25"": 1, ""1.5"": 7, ""2.0"": 7}","[2.731936454772949, 2.7343356609344482, 2.7362377643585205, 2.7376456260681152, 2.738560199737549, 2.7389867305755615, 2.7389285564422607, 2.7373907566070557]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,3,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 24}","[2.7092628479003906, 2.7148077487945557, 2.7215402126312256, 2.7294692993164062, 2.738560199737549, 2.74873685836792, 2.7598958015441895, 2.7846872806549072]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,4,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 26}","[2.705902099609375, 2.712646961212158, 2.7203595638275146, 2.7290143966674805, 2.738560199737549, 2.7489140033721924, 2.7599568367004395, 2.7834701538085938]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,5,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 26}","[2.670602560043335, 2.6837921142578125, 2.6996142864227295, 2.71793794631958, 2.738560199737549, 2.7611639499664307, 2.785327434539795, 2.8365793228149414]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,6,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 26}","[2.692185878753662, 2.7020187377929688, 2.713040828704834, 2.72523832321167, 2.738560199737549, 2.7529211044311523, 2.7682013511657715, 2.8009989261627197]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,7,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 26}","[2.6168406009674072, 2.6409502029418945, 2.669534206390381, 2.702281951904297, 2.738560199737549, 2.77746844291687, 2.8179452419281006, 2.899451971054077]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,8,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 26}","[2.6871049404144287, 2.694002866744995, 2.7051777839660645, 2.7202038764953613, 2.738560199737549, 2.7596399784088135, 2.782820224761963, 2.833116054534912]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,9,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 26}","[2.676072359085083, 2.684666872024536, 2.698211431503296, 2.7163572311401367, 2.738560199737549, 2.7641077041625977, 2.792191982269287, 2.85282301902771]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,10,NONMONOTONIC,1.5,False,nan,nan,"{""0.0"": 12, ""0.25"": 1, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 1, ""2.0"": 12}","[2.728893518447876, 2.731872797012329, 2.7345008850097656, 2.7367451190948486, 2.738560199737549, 2.7398905754089355, 2.7406821250915527, 2.740382671356201]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,11,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 26}","[2.6971688270568848, 2.7018954753875732, 2.7105445861816406, 2.7228944301605225, 2.738560199737549, 2.757025718688965, 2.7777132987976074, 2.8234121799468994]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,12,PEAK_NEAR_NATIVE,1.25,True,0.010452515445649624,0.000874380290042609,"{""0.0"": 2, ""0.25"": 2, ""0.5"": 3, ""0.75"": 1, ""1.0"": 3, ""1.25"": 1, ""1.5"": 6, ""2.0"": 8}","[2.7187905311584473, 2.7263426780700684, 2.7321603298187256, 2.736222982406616, 2.738560199737549, 2.7392423152923584, 2.7383692264556885, 2.7323508262634277]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,13,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 23}","[2.7036149501800537, 2.7123959064483643, 2.7211599349975586, 2.7298898696899414, 2.738560199737549, 2.7471494674682617, 2.7556347846984863, 2.7722115516662598]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,14,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 26}","[2.661790132522583, 2.6809744834899902, 2.7002322673797607, 2.7194619178771973, 2.738560199737549, 2.7574312686920166, 2.775984525680542, 2.8118209838867188]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,inner_train,15,NONMONOTONIC,0.25,False,nan,nan,"{""0.0"": 11, ""0.25"": 1, ""0.5"": 2, ""0.75"": 1, ""1.0"": 0, ""1.25"": 2, ""1.5"": 1, ""2.0"": 8}","[2.7398247718811035, 2.740079164505005, 2.7399790287017822, 2.739487648010254, 2.738560199737549, 2.73714542388916, 2.735198736190796, 2.729583978652954]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,0,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[3.2207534313201904, 3.227888822555542, 3.2346999645233154, 3.241180658340454, 3.247333526611328, 3.253159284591675, 3.258661985397339, 3.2686970233917236]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,1,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[3.243994951248169, 3.244884490966797, 3.245739698410034, 3.246554136276245, 3.247333526611328, 3.2480716705322266, 3.2487680912017822, 3.250023603439331]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,2,NONMONOTONIC,1.25,False,0.0013368924846872687,-0.0003457069396972656,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 3, ""1.5"": 0, ""2.0"": 2}","[3.239039421081543, 3.242062568664551, 3.2444565296173096, 3.246215581893921, 3.247333526611328, 3.247807741165161, 3.2476425170898438, 3.2454092502593994]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,3,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[3.1958916187286377, 3.2072525024414062, 3.219639778137207, 3.2330195903778076, 3.247333526611328, 3.2624995708465576, 3.2784178256988525, 3.312042236328125]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,4,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[3.217939615249634, 3.224097967147827, 3.2310688495635986, 3.23882794380188, 3.247333526611328, 3.2565128803253174, 3.266286849975586, 3.2872304916381836]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,5,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[3.1418066024780273, 3.1652672290802, 3.1908607482910156, 3.218325614929199, 3.247333526611328, 3.277491331100464, 3.3083972930908203, 3.3709018230438232]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,6,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[3.188934564590454, 3.2024166584014893, 3.216657876968384, 3.23164439201355, 3.247333526611328, 3.263664960861206, 3.280557632446289, 3.315627098083496]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,7,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[3.104593276977539, 3.132516622543335, 3.1659152507781982, 3.204442262649536, 3.247333526611328, 3.293480634689331, 3.341564178466797, 3.4381723403930664]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,8,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[3.1762382984161377, 3.1879184246063232, 3.2040951251983643, 3.2241275310516357, 3.247333526611328, 3.273008346557617, 3.3004531860351562, 3.358064889907837]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,9,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[3.187419891357422, 3.1966445446014404, 3.2099478244781494, 3.2269961833953857, 3.247333526611328, 3.270408868789673, 3.2956104278564453, 3.3499200344085693]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,10,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 2}","[3.25256609916687, 3.251882553100586, 3.2508232593536377, 3.2493317127227783, 3.247333526611328, 3.2447423934936523, 3.241464376449585, 3.232428789138794]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,11,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[3.1996238231658936, 3.20481014251709, 3.2147090435028076, 3.229039430618286, 3.247333526611328, 3.268975257873535, 3.2932655811309814, 3.346925735473633]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,12,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 1, ""1.25"": 2, ""1.5"": 0, ""2.0"": 3}","[3.2123796939849854, 3.223658323287964, 3.233257293701172, 3.241147041320801, 3.247333526611328, 3.2518441677093506, 3.2547218799591064, 3.2557637691497803]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,13,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 5}","[3.2104523181915283, 3.219680070877075, 3.228919267654419, 3.238145112991333, 3.247333526611328, 3.2564547061920166, 3.265477418899536, 3.2830450534820557]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,14,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 6}","[3.143472909927368, 3.169739007949829, 3.1959054470062256, 3.2218198776245117, 3.247333526611328, 3.2723095417022705, 3.2966251373291016, 3.342890501022339]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,0,discovery,15,NONMONOTONIC,1.25,False,-0.002406676532700658,-0.0012854337692260742,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 2, ""2.0"": 2}","[3.238298177719116, 3.2414629459381104, 3.244086503982544, 3.2460744380950928, 3.247333526611328, 3.2477827072143555, 3.2473514080047607, 3.2436227798461914]",6,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,1,inner_train,0,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 6, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 1, ""1.5"": 0, ""2.0"": 19}","[2.69144868850708, 2.7093074321746826, 2.726962089538574, 2.7444493770599365, 2.7617688179016113, 2.778883218765259, 2.795729637145996, 2.828338623046875]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,1,inner_train,1,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 1, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 25}","[2.753086566925049, 2.755070686340332, 2.7571797370910645, 2.7594122886657715, 2.7617688179016113, 2.7642505168914795, 2.766835927963257, 2.7722020149230957]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,1,inner_train,2,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 3, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 23}","[2.7499730587005615, 2.7528154850006104, 2.755727529525757, 2.758711814880371, 2.7617688179016113, 2.7648959159851074, 2.7680857181549072, 2.7746260166168213]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,1,inner_train,3,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 26}","[2.7439801692962646, 2.74784517288208, 2.752110481262207, 2.7567601203918457, 2.7617688179016113, 2.7671051025390625, 2.7727317810058594, 2.7847020626068115]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,1,inner_train,4,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 2, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 24}","[2.724508762359619, 2.732975482940674, 2.741995334625244, 2.751589775085449, 2.7617688179016113, 2.772541046142578, 2.783874034881592, 2.807931661605835]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,1,inner_train,5,MONOTONIC_INCREASING,2.0,False,nan,nan,"{""0.0"": 0, ""0.25"": 0, ""0.5"": 0, ""0.75"": 0, ""1.0"": 0, ""1.25"": 0, ""1.5"": 0, ""2.0"": 26}","[2.6899871826171875, 2.6999197006225586, 2.715421438217163, 2.7362048625946045, 2.7617688179016113, 2.791414976119995, 2.824317693710327, 2.896536350250244]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_ERP,1,inner_train,6,MONOTONIC_DECREASING,0.0,False,nan,nan,"{""0.0"": 13, ""0.25"": 1, ""0.5"": 0, ""0.75"": 1, ""1.0"": 0, ""1.25"": 0, ""1.5"": 1, ""2.0"": 10}","[2.7665247917175293, 2.7656118869781494, 2.764522075653076, 2.763247489929199, 2.7617688179016113, 2.7600619792938232, 2.7580971717834473, 2.7532613277435303]",26,DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
