pool,method_id,subject_id,trials,balanced_accuracy,accuracy,macro_f1,reference_balanced_accuracy,reference_accuracy,reference_macro_f1,delta_BA_vs_B6,delta_accuracy_vs_B6,delta_macro_f1_vs_B6,OUTER_TEST_USED
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,30,200,0.97,0.97,0.96999699969997,0.83,0.83,0.8299829982998299,0.14,0.14,0.1400140014001401,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,31,200,0.9550000000000001,0.955,0.9549718574108819,0.8600000000000001,0.86,0.8593106220480353,0.09499999999999997,0.09499999999999997,0.09566123536284654,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,32,200,0.995,0.995,0.9949998749968749,0.965,0.965,0.9649991249781245,0.030000000000000027,0.030000000000000027,0.030000750018750466,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,33,200,1.0,1.0,1.0,0.98,0.98,0.98,0.020000000000000018,0.020000000000000018,0.020000000000000018,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,34,200,0.97,0.97,0.9699879951980792,0.7150000000000001,0.715,0.7133878064110623,0.2549999999999999,0.255,0.25660018878701696,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,35,200,1.0,1.0,1.0,0.975,0.975,0.9749993749843746,0.025000000000000022,0.025000000000000022,0.02500062501562539,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,36,200,0.995,0.995,0.9949998749968749,0.98,0.98,0.9799919967987194,0.015000000000000013,0.015000000000000013,0.015007878198155522,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,37,200,0.995,0.995,0.9949998749968749,0.995,0.995,0.9949998749968749,0.0,0.0,0.0,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,38,200,0.925,0.925,0.9246817805227084,0.8,0.8,0.797077922077922,0.125,0.125,0.1276038584447864,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,39,200,0.96,0.96,0.959983993597439,0.9,0.9,0.8999599839935974,0.05999999999999994,0.05999999999999994,0.06002400960384158,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,4,200,0.95,0.95,0.9499949994999499,0.73,0.73,0.7295673076923077,0.21999999999999997,0.21999999999999997,0.2204276918076422,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,40,200,0.96,0.96,0.95999599959996,0.795,0.795,0.7949948748718718,0.16499999999999992,0.16499999999999992,0.16500112472808814,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,41,200,0.955,0.955,0.9549898727213624,0.76,0.76,0.7597838054248824,0.19499999999999995,0.19499999999999995,0.19520606729647993,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,42,200,0.9199999999999999,0.92,0.9198717948717949,0.76,0.76,0.7591328783621036,0.15999999999999992,0.16000000000000003,0.1607389165096913,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,43,200,0.97,0.97,0.9699879951980792,0.87,0.87,0.8697916666666667,0.09999999999999998,0.09999999999999998,0.10019632853141247,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,44,200,0.97,0.97,0.96999699969997,0.925,0.925,0.9247724366207779,0.04499999999999993,0.04499999999999993,0.04522456307919209,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,45,200,0.9550000000000001,0.955,0.9549086900974473,0.875,0.875,0.8740903024350936,0.08000000000000007,0.07999999999999996,0.08081838766235372,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,46,200,0.875,0.875,0.873015873015873,0.71,0.71,0.6938021328265231,0.16500000000000004,0.16500000000000004,0.17921374018934988,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,47,200,0.99,0.99,0.99,0.9299999999999999,0.93,0.9299719887955182,0.06000000000000005,0.05999999999999994,0.06002801120448176,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,48,200,0.97,0.97,0.96999699969997,0.755,0.755,0.7546995068959474,0.21499999999999997,0.21499999999999997,0.21529749280402255,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,49,200,0.95,0.95,0.9499198717948718,0.85,0.85,0.8484848484848485,0.09999999999999998,0.09999999999999998,0.1014350233100233,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,5,200,0.985,0.985,0.9849996249906248,0.955,0.955,0.9549988749718743,0.030000000000000027,0.030000000000000027,0.030000750018750466,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,50,200,0.875,0.875,0.873015873015873,0.64,0.64,0.609375,0.235,0.235,0.263640873015873,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,51,200,0.87,0.87,0.8699479791916767,0.765,0.765,0.7649471131004475,0.10499999999999998,0.10499999999999998,0.10500086609122916,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,52,200,0.935,0.935,0.934959349593496,0.795,0.795,0.7949538646195394,0.14,0.14,0.1400054849739566,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,53,200,0.945,0.945,0.9449986249656241,0.8,0.8,0.8,0.1449999999999999,0.1449999999999999,0.1449986249656241,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,54,200,0.9199999999999999,0.92,0.9199679871948779,0.6950000000000001,0.695,0.6937059074590144,0.22499999999999987,0.2250000000000001,0.22626207973586354,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,7,200,0.955,0.955,0.9549898727213624,0.855,0.855,0.8547057792028858,0.09999999999999998,0.09999999999999998,0.10028409351847656,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,8,200,0.915,0.915,0.9148957472904308,0.8300000000000001,0.83,0.8286117552172598,0.08499999999999996,0.08500000000000008,0.08628399207317095,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_FULL_GLOBAL,9,200,0.9650000000000001,0.965,0.9649570724137068,0.88,0.88,0.8796992481203008,0.08500000000000008,0.08499999999999996,0.085257824293406,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,1,200,0.875,0.875,0.8738616009485607,0.8,0.8,0.7960016319869441,0.07499999999999996,0.07499999999999996,0.07785996896161662,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,10,200,0.87,0.87,0.8699869986998701,0.8,0.8,0.8,0.06999999999999995,0.06999999999999995,0.06998699869987002,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,11,200,0.8049999999999999,0.805,0.8049561151259033,0.76,0.76,0.7597838054248824,0.04499999999999993,0.04500000000000004,0.04517230970102082,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,12,200,0.895,0.895,0.8949973749343734,0.835,0.835,0.8349628666449951,0.06000000000000005,0.06000000000000005,0.060034508289378286,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,13,200,0.82,0.82,0.8173701298701299,0.71,0.71,0.705762987012987,0.10999999999999999,0.10999999999999999,0.1116071428571429,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,14,200,0.88,0.88,0.8799519807923168,0.815,0.815,0.8149583656322672,0.06500000000000006,0.06500000000000006,0.06499361516004964,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,15,200,0.9299999999999999,0.93,0.9298245614035088,0.9099999999999999,0.91,0.9097744360902256,0.020000000000000018,0.020000000000000018,0.020050125313283207,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,16,200,0.91,0.91,0.90999099909991,0.885,0.885,0.8849741191768148,0.025000000000000022,0.025000000000000022,0.025016879923095203,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,18,200,0.935,0.935,0.9348027784046742,0.9099999999999999,0.91,0.9094202898550725,0.025000000000000133,0.025000000000000022,0.02538248854960168,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,19,200,0.8899999999999999,0.89,0.8896025692492975,0.85,0.85,0.8487750781328763,0.039999999999999925,0.040000000000000036,0.040827491116421144,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,2,200,0.86,0.86,0.859775641025641,0.825,0.825,0.8249956248906223,0.03500000000000003,0.03500000000000003,0.03478001613501869,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,20,200,0.925,0.925,0.9249080123150859,0.8999999999999999,0.9,0.899749373433584,0.025000000000000133,0.025000000000000022,0.025158638881501938,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,21,200,0.98,0.98,0.9799919967987194,0.9650000000000001,0.965,0.9649570724137068,0.014999999999999902,0.015000000000000013,0.015034924385012638,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,22,200,0.885,0.885,0.8849971249281232,0.8300000000000001,0.83,0.8299319727891157,0.05499999999999994,0.05500000000000005,0.055065152139007534,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,23,200,0.935,0.935,0.9349853717086345,0.91,0.91,0.9099639855942376,0.025000000000000022,0.025000000000000022,0.02502138611439686,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,24,200,0.725,0.725,0.7182304874612566,0.69,0.69,0.6807743795695603,0.03500000000000003,0.03500000000000003,0.03745610789169629,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,25,200,0.905,0.905,0.9043086298506711,0.875,0.875,0.8744696342045141,0.030000000000000027,0.030000000000000027,0.029838995646156996,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,26,200,0.885,0.885,0.8849741191768148,0.85,0.85,0.85,0.03500000000000003,0.03500000000000003,0.03497411917681481,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,27,200,0.935,0.935,0.9349853717086345,0.895,0.895,0.8949343339587242,0.040000000000000036,0.040000000000000036,0.04005103774991026,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,28,200,0.995,0.995,0.9949998749968749,0.985,0.985,0.9849996249906248,0.010000000000000009,0.010000000000000009,0.010000250006250155,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,29,200,0.935,0.935,0.9347242097863473,0.915,0.915,0.9145191703331239,0.020000000000000018,0.020000000000000018,0.020205039453223383,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,3,200,0.965,0.965,0.9649991249781245,0.925,0.925,0.9249530956848031,0.039999999999999925,0.039999999999999925,0.04004602929332135,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,30,200,0.9,0.9,0.9,0.83,0.83,0.8299829982998299,0.07000000000000006,0.07000000000000006,0.07001700170017011,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,31,200,0.905,0.905,0.9047117530529852,0.8600000000000001,0.86,0.8593106220480353,0.04499999999999993,0.04500000000000004,0.04540113100494991,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,32,200,0.98,0.98,0.9799919967987194,0.965,0.965,0.9649991249781245,0.015000000000000013,0.015000000000000013,0.014992871820594944,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,33,200,0.99,0.99,0.9899989998999901,0.98,0.98,0.98,0.010000000000000009,0.010000000000000009,0.00999899989999009,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,34,200,0.8300000000000001,0.83,0.8289049919484701,0.7150000000000001,0.715,0.7133878064110623,0.11499999999999999,0.11499999999999999,0.11551718553740786,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,35,200,0.995,0.995,0.9949998749968749,0.975,0.975,0.9749993749843746,0.020000000000000018,0.020000000000000018,0.02000050001250031,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,36,200,0.995,0.995,0.9949998749968749,0.98,0.98,0.9799919967987194,0.015000000000000013,0.015000000000000013,0.015007878198155522,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,37,200,0.995,0.995,0.9949998749968749,0.995,0.995,0.9949998749968749,0.0,0.0,0.0,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,38,200,0.855,0.855,0.8533835536793144,0.8,0.8,0.797077922077922,0.05499999999999994,0.05499999999999994,0.05630563160139235,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,39,200,0.9299999999999999,0.93,0.9299929992999301,0.9,0.9,0.8999599839935974,0.029999999999999916,0.030000000000000027,0.030033015306332622,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,4,200,0.7949999999999999,0.795,0.7941302000954031,0.73,0.73,0.7295673076923077,0.06499999999999995,0.06500000000000006,0.06456289240309543,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,40,200,0.905,0.905,0.9048834822657756,0.795,0.795,0.7949948748718718,0.10999999999999999,0.10999999999999999,0.10988860739390383,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,41,200,0.85,0.85,0.8498648783905515,0.76,0.76,0.7597838054248824,0.08999999999999997,0.08999999999999997,0.09008107296566903,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,42,200,0.835,0.835,0.8342999171499585,0.76,0.76,0.7591328783621036,0.07499999999999996,0.07499999999999996,0.07516703878785491,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,43,200,0.935,0.935,0.934959349593496,0.87,0.87,0.8697916666666667,0.06500000000000006,0.06500000000000006,0.06516768292682928,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,44,200,0.96,0.96,0.959983993597439,0.925,0.925,0.9247724366207779,0.03499999999999992,0.03499999999999992,0.03521155697666112,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,45,200,0.925,0.925,0.9247724366207779,0.875,0.875,0.8740903024350936,0.050000000000000044,0.050000000000000044,0.05068213418568435,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,46,200,0.8,0.8,0.7947454844006567,0.71,0.71,0.6938021328265231,0.09000000000000008,0.09000000000000008,0.10094335157413359,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,47,200,0.98,0.98,0.98,0.9299999999999999,0.93,0.9299719887955182,0.050000000000000044,0.04999999999999993,0.05002801120448175,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,48,200,0.86,0.86,0.8590982286634461,0.755,0.755,0.7546995068959474,0.10499999999999998,0.10499999999999998,0.10439872176749865,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,49,200,0.8999999999999999,0.9,0.8996386993175431,0.85,0.85,0.8484848484848485,0.04999999999999993,0.050000000000000044,0.051153850832694636,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,5,200,0.98,0.98,0.98,0.955,0.955,0.9549988749718743,0.025000000000000022,0.025000000000000022,0.02500112502812568,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,50,200,0.7849999999999999,0.785,0.778207607994842,0.64,0.64,0.609375,0.1449999999999999,0.14500000000000002,0.168832607994842,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,51,200,0.81,0.81,0.81,0.765,0.765,0.7649471131004475,0.04500000000000004,0.04500000000000004,0.04505288689955256,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,52,200,0.86,0.86,0.8599859985998599,0.795,0.795,0.7949538646195394,0.06499999999999995,0.06499999999999995,0.06503213398032048,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,53,200,0.87,0.87,0.8699869986998701,0.8,0.8,0.8,0.06999999999999995,0.06999999999999995,0.06998699869987002,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,54,200,0.765,0.765,0.7628598097832942,0.6950000000000001,0.695,0.6937059074590144,0.06999999999999995,0.07000000000000006,0.06915390232427976,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,7,200,0.905,0.905,0.9048834822657756,0.855,0.855,0.8547057792028858,0.050000000000000044,0.050000000000000044,0.05017770306288982,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,8,200,0.855,0.855,0.8541797611565054,0.8300000000000001,0.83,0.8286117552172598,0.02499999999999991,0.025000000000000022,0.025568005939245575,False
all_52_exploratory,ORACLE_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,9,200,0.915,0.915,0.9149468417761101,0.88,0.88,0.8796992481203008,0.03500000000000003,0.03500000000000003,0.03524759365580932,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,1,200,0.885,0.885,0.8841630782402861,0.8,0.8,0.7960016319869441,0.08499999999999996,0.08499999999999996,0.08816144625334199,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,10,200,0.885,0.885,0.8849741191768148,0.8,0.8,0.8,0.08499999999999996,0.08499999999999996,0.08497411917681474,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,11,200,0.885,0.885,0.8849741191768148,0.76,0.76,0.7597838054248824,0.125,0.125,0.12519031375193235,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,12,200,0.96,0.96,0.96,0.835,0.835,0.8349628666449951,0.125,0.125,0.12503713335500488,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,13,200,0.875,0.875,0.8740903024350936,0.71,0.71,0.705762987012987,0.16500000000000004,0.16500000000000004,0.16832731542210655,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,14,200,0.9,0.9,0.8999099189270343,0.815,0.815,0.8149583656322672,0.08500000000000008,0.08500000000000008,0.08495155329476711,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,15,200,0.95,0.95,0.9499198717948718,0.9099999999999999,0.91,0.9097744360902256,0.040000000000000036,0.039999999999999925,0.04014543570464624,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,16,200,0.935,0.935,0.9349853717086345,0.885,0.885,0.8849741191768148,0.050000000000000044,0.050000000000000044,0.050011252531819705,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,18,200,0.965,0.965,0.9649781113195748,0.9099999999999999,0.91,0.9094202898550725,0.05500000000000005,0.05499999999999994,0.05555782146450228,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,19,200,0.915,0.915,0.9147420948368815,0.85,0.85,0.8487750781328763,0.06500000000000006,0.06500000000000006,0.06596701670400518,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,2,200,0.92,0.92,0.91999199919992,0.825,0.825,0.8249956248906223,0.09500000000000008,0.09500000000000008,0.09499637430929775,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,20,200,0.97,0.97,0.96999699969997,0.8999999999999999,0.9,0.899749373433584,0.07000000000000006,0.06999999999999995,0.07024762626638603,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,21,200,0.985,0.985,0.9849966242404541,0.9650000000000001,0.965,0.9649570724137068,0.019999999999999907,0.020000000000000018,0.020039551826747326,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,22,200,0.905,0.905,0.9049976249406235,0.8300000000000001,0.83,0.8299319727891157,0.07499999999999996,0.07500000000000007,0.07506565215150784,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,23,200,0.98,0.98,0.98,0.91,0.91,0.9099639855942376,0.06999999999999995,0.06999999999999995,0.07003601440576235,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,24,200,0.85,0.85,0.8484848484848485,0.69,0.69,0.6807743795695603,0.16000000000000003,0.16000000000000003,0.16771046891528818,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,25,200,0.9299999999999999,0.93,0.9297470895222801,0.875,0.875,0.8744696342045141,0.05499999999999994,0.05500000000000005,0.05527745531776607,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,26,200,0.94,0.94,0.9399759903961584,0.85,0.85,0.85,0.08999999999999997,0.08999999999999997,0.08997599039615845,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,27,200,0.985,0.985,0.9849996249906248,0.895,0.895,0.8949343339587242,0.08999999999999997,0.08999999999999997,0.09006529103190053,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,28,200,1.0,1.0,1.0,0.985,0.985,0.9849996249906248,0.015000000000000013,0.015000000000000013,0.015000375009375233,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,29,200,0.95,0.95,0.949874686716792,0.915,0.915,0.9145191703331239,0.03499999999999992,0.03499999999999992,0.03535551638366807,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,3,200,0.97,0.97,0.97,0.925,0.925,0.9249530956848031,0.04499999999999993,0.04499999999999993,0.04504690431519687,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,30,200,0.96,0.96,0.96,0.83,0.83,0.8299829982998299,0.13,0.13,0.13001700170017005,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,31,200,0.9550000000000001,0.955,0.9549718574108819,0.8600000000000001,0.86,0.8593106220480353,0.09499999999999997,0.09499999999999997,0.09566123536284654,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,32,200,0.99,0.99,0.9899989998999901,0.965,0.965,0.9649991249781245,0.025000000000000022,0.025000000000000022,0.024999874921865617,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,33,200,0.995,0.995,0.9949998749968749,0.98,0.98,0.98,0.015000000000000013,0.015000000000000013,0.01499987499687494,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,34,200,0.9099999999999999,0.91,0.9095568284594513,0.7150000000000001,0.715,0.7133878064110623,0.19499999999999984,0.19500000000000006,0.19616902204838904,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,35,200,1.0,1.0,1.0,0.975,0.975,0.9749993749843746,0.025000000000000022,0.025000000000000022,0.02500062501562539,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,36,200,0.995,0.995,0.9949998749968749,0.98,0.98,0.9799919967987194,0.015000000000000013,0.015000000000000013,0.015007878198155522,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,37,200,0.995,0.995,0.9949998749968749,0.995,0.995,0.9949998749968749,0.0,0.0,0.0,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,38,200,0.8999999999999999,0.9,0.8993558776167472,0.8,0.8,0.797077922077922,0.09999999999999987,0.09999999999999998,0.10227795553882513,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,39,200,0.96,0.96,0.959983993597439,0.9,0.9,0.8999599839935974,0.05999999999999994,0.05999999999999994,0.06002400960384158,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,4,200,0.905,0.905,0.9048072346501665,0.73,0.73,0.7295673076923077,0.17500000000000004,0.17500000000000004,0.17523992695785884,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,40,200,0.915,0.915,0.9149468417761101,0.795,0.795,0.7949948748718718,0.12,0.12,0.11995196690423826,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,41,200,0.9199999999999999,0.92,0.9199679871948779,0.76,0.76,0.7597838054248824,0.15999999999999992,0.16000000000000003,0.1601841817699955,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,42,200,0.905,0.905,0.9048072346501665,0.76,0.76,0.7591328783621036,0.14500000000000002,0.14500000000000002,0.1456743562880629,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,43,200,0.95,0.95,0.9499549594635172,0.87,0.87,0.8697916666666667,0.07999999999999996,0.07999999999999996,0.08016329279685042,False
all_52_exploratory,ORACLE_KEEP_PLUS_ACTION_PROTECTED_SAFE_SINGLE_REPLACEMENT,44,200,0.97,0.97,0.96999699969997,0.925,0.925,0.9247724366207779,0.04499999999999993,0.04499999999999993,0.04522456307919209,False
