model,task,fold,seed,checkpoint_sha256,normalizer_sha256,split_sha256,selected_epoch,epochs_completed,early_stopped,parameters,train_seconds,checkpoint_complete
FBCNet,OpenBMI_ERP,3,2,1382a1634294f1aef6ff6c4d72e05458e6d62a7167dbdcb82a1d7a1943b26390,0c2673978377de33dbdc9eec11e75acf70a690be484d67dc44af2b17c4ad8341,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,25,33,True,21026,1329.1539178999956,True
FBCNet,OpenBMI_ERP,4,0,30816ebdd205f1352b9345b3707c917703598079fc248d9b0d5834f182a706c3,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,18,26,True,21026,1388.0276790999924,True
FBCNet,OpenBMI_ERP,4,1,0461c4b1d245a595d3d0ff86f7bc2f8c40ba387a5bc6d157cb3973fd9bea8306,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,19,27,True,21026,1016.4923378000094,True
FBCNet,OpenBMI_ERP,4,2,25441048a480001b3df0d06effbe2508695f93df9ecc8fce30d51ea0f5f2da0e,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,19,27,True,21026,1056.7702073999972,True
FBCNet,OpenBMI_SSVEP,0,0,940d8a3571b0761b40070e37f40b814d735a6a635eeb8f9d5e6fb1264f4da126,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,41,49,True,23332,346.3972216999973,True
FBCNet,OpenBMI_SSVEP,0,1,266a461907d60e1331539f3ef9190669bcf501f475ed375297697210a506f7b8,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,41,49,True,23332,352.8730461000232,True
FBCNet,OpenBMI_SSVEP,0,2,0341ebe1f637c08f9ceb0a323e3158be28602c5369501b52f02cf30381685426,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,37,45,True,23332,310.5433129000012,True
FBCNet,OpenBMI_SSVEP,1,0,fbf3e0a2fd674dcd12c4778ec354e898abd4613328abf4aef3eb58086d400243,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,36,44,True,23332,305.6002957999881,True
FBCNet,OpenBMI_SSVEP,1,1,015064cd9a3df39f84ca3a69a5d68007eafa1c4bcdfe048edc0cc153df74d2c5,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,34,42,True,23332,293.23902599999565,True
FBCNet,OpenBMI_SSVEP,1,2,2d14e016f3caaa89f607d6d94e977423256e6608b7cb9d02c87a1e16d529adf9,3ccca7591e0a73b37af6be0cd7a48c06ad58b0690e9e045892cf121dc791498b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,33,41,True,23332,275.40174999999,True
FBCNet,OpenBMI_SSVEP,2,0,1e76fb805ac34d9b98f5923843e040deadfebb4667f244ac72a78365289e03c7,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,52,60,True,23332,399.36840750000556,True
FBCNet,OpenBMI_SSVEP,2,1,5295855444307c091045f2f7bd6c7693aaec04241ab2cc7274d9bc04dc7eeb25,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,30,38,True,23332,260.9946947999997,True
FBCNet,OpenBMI_SSVEP,2,2,1148590d8ad051ec582226d3dd56a67368bf51c0842a77b418a1391b93a34f88,65457744184c97f7501093f7f0ae77803c77c55c76221e4319732fe46e157686,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,29,37,True,23332,254.94220300001325,True
FBCNet,OpenBMI_SSVEP,3,0,5751369f8c080b81e938e9a69b5a0490a349d954dfb5db7a57af0b2546d39f60,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,41,49,True,23332,339.325674599997,True
FBCNet,OpenBMI_SSVEP,3,1,537a15018a6c454e29d2206b0bb2a63d88c6f6db7226d0074628f6855b7864d9,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,54,60,False,23332,419.64337439998053,True
FBCNet,OpenBMI_SSVEP,3,2,ea41eb887c5c3ee0cb44433da9679eaea00ecd203ef9e11b4104981a5d5e64ef,23fc006691b42bd16828108fc89922654fa7567a759b789614a5642702113b52,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,34,42,True,23332,289.8231738000177,True
FBCNet,OpenBMI_SSVEP,4,0,8bd111fd7213f9ee971ff9d6dd720c7eb60407a477c1a01b39efad5d5a9c4d56,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,49,57,True,23332,401.10201199998846,True
FBCNet,OpenBMI_SSVEP,4,1,412fbe0b6c6cd64d8c41082f34b8d098d09423f47e92a7f502dacf1b4d51a8a2,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,54,60,False,23332,412.48382399999537,True
FBCNet,OpenBMI_SSVEP,4,2,3a6a410cf1778c2bd39b934189d0a4a30af12f72093da7e5f8cc7e149e646039,f35658c5b6e9edf7065b881ffbf59d3e0e0afa7726e18c3849663747b9413dda,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,54,60,False,23332,415.29633439998724,True
FBCNet,WBCIC_MI,0,0,fb8b506b33984d4f6b461ec17e0fa97807d68989c727010ef5808453be3641b2,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,25,33,True,19874,672.1541238999926,True
FBCNet,WBCIC_MI,0,1,346bdefd85af8f92e5a37124a56ac06a9e8d09b8a46056b0c672a243b0a8a6ed,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,21,29,True,19874,596.1965657999972,True
FBCNet,WBCIC_MI,0,2,4b965727912e5b70dc50e811197c09a11d498bbeb3f7f573b7acba5d794c1702,631974d53460681d0bfd75375e581ffd97ed4e914490e9c9a4560b490d8e5a3b,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,21,29,True,19874,274.1313955000078,True
FBCNet,WBCIC_MI,1,0,7be7891ee9a5a2e060f9f54af8cf4d0d659801e9330d3e8aea64a0fb44450427,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,12,20,True,19874,372.8610085999826,True
FBCNet,WBCIC_MI,1,1,7bc5391a3c36574eeffb7943083fdf1eb92686166e47891410937944486b8f65,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,33,41,True,19874,758.3965285999875,True
FBCNet,WBCIC_MI,1,2,69912272ca37cfbdb44118d4a1ca895aefc3053b791747df04791e022aab3e71,380188bb9feeddabfedb51cc689016400b2a12c4f08bdfd96b40465ba3a4ca17,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,12,20,True,19874,372.50406600002316,True
FBCNet,WBCIC_MI,2,0,c1d232b98839e9b0ea76e33b827ba5dd30c52e6a160db603fe18f6c6aec7b7b4,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,16,24,True,19874,449.74958380000317,True
FBCNet,WBCIC_MI,2,1,d8a4620fd3852c37eedc50594fae666e6ef2751aa3c57a83037a79516c566a5b,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,41,49,True,19874,904.8028014000156,True
FBCNet,WBCIC_MI,2,2,3c8c44392277ba0ba706f1ed5ca8ec6f994d0ab5e6f1830ea489e1d367916941,62aeb00a88c0b46dd2feccb299b31c70d26eb2b41e2f808cc18ca646fd088354,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,12,20,True,19874,372.0035885999969,True
FBCNet,WBCIC_MI,3,0,e8879edce4900e2835519df18e5a7203cafb2ee7a7a1caf3bb7170789acfebee,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,17,25,True,19874,469.08729470000253,True
FBCNet,WBCIC_MI,3,1,e5cabbf317e1a88567f40034d7d97309733f2d05dd1aa1be9267d1e2db533af1,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,14,22,True,19874,408.87506740001845,True
FBCNet,WBCIC_MI,3,2,ec4df5c88ea3f899947c025d5a705433a91817d2f215c9d861dbb6356080ae4f,23765060e5268b3e9d17ac8856fddf0ebee518e507202d3f625e821bc4aa0035,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,12,20,True,19874,371.33921030000784,True
FBCNet,WBCIC_MI,4,0,600aa38a52e8ad893c9c67535f31cc0bb27721b19f9a84276948ae65c1771559,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,21,29,True,19874,534.5598297000106,True
FBCNet,WBCIC_MI,4,1,3acd8d1b54b910b5e3990b4fe131416fb6f389e0fd43daa82684e1f9ab68ed4a,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,23,31,True,19874,558.4677242999896,True
FBCNet,WBCIC_MI,4,2,fce37d36d64330b211e6b68d5b308ebdab7987af9553c5d60f7585eabb4fc545,0e862b1cae5aa096f18b8e895fd881156c2b6b7c2f2d2f0b89e97815b1ab0a0e,726edcc0562bed30af66b54299e416141675ffc545903804ac376c96a62fe068,28,36,True,19874,649.840744199988,True
