model,task,dataset,subject_id,session,fold,seed,BA,macro_F1,accuracy,trials,checkpoint_sha256,normalizer_sha256
EEGConformer,OpenBMI_ERP,OpenBMI,39,S1,4,1,0.75,0.6263066465880591,0.6883838383838384,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,42,S1,4,1,0.8481818181818181,0.7553210813291311,0.8237373737373738,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,51,S1,4,1,0.8024242424242425,0.7166710390271755,0.793939393939394,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,54,S1,4,1,0.6345454545454545,0.5831430299588944,0.6898989898989899,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,4,S2,4,1,0.8427272727272728,0.7597149182150438,0.8308080808080808,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,12,S2,4,1,0.9315151515151515,0.8623734987371351,0.9101010101010101,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,13,S2,4,1,0.8063636363636364,0.7262300195182497,0.8045454545454546,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,17,S2,4,1,0.756969696969697,0.6709182946634629,0.7525252525252525,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,18,S2,4,1,0.8603030303030303,0.7802918898075241,0.847979797979798,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,24,S2,4,1,0.6972727272727273,0.6032140513918751,0.6792929292929293,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,25,S2,4,1,0.7287878787878788,0.6892552508323173,0.7964646464646464,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,29,S2,4,1,0.8021212121212121,0.7352053716137995,0.8176767676767677,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,36,S2,4,1,0.8990909090909092,0.8041855900677819,0.8621212121212121,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,37,S2,4,1,0.876969696969697,0.7959189726690702,0.8595959595959596,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,39,S2,4,1,0.6336363636363637,0.5849431986503637,0.6944444444444444,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,42,S2,4,1,0.8106060606060606,0.7349136969238712,0.8136363636363636,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,51,S2,4,1,0.6693939393939394,0.5993839325067661,0.6914141414141414,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,54,S2,4,1,0.6475757575757576,0.599243755189855,0.7095959595959596,1980,522b4d37a9edb71f60a53cca54e9fcd8bf1cb9325848e6e28d9cc287594d7a47,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,4,S1,4,2,0.7790909090909091,0.7570602687697499,0.854040404040404,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,12,S1,4,2,0.9124242424242424,0.8214568984586257,0.8762626262626263,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,13,S1,4,2,0.8563636363636363,0.7471233280881195,0.8111111111111111,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,17,S1,4,2,0.7351515151515151,0.6561020264710851,0.7424242424242424,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,18,S1,4,2,0.6835952000294025,0.6706420286871182,0.8039413845376453,1979,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,24,S1,4,2,0.9006060606060606,0.8427662967174685,0.898989898989899,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,25,S1,4,2,0.7363636363636363,0.7329575078206465,0.8494949494949495,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,29,S1,4,2,0.8121212121212121,0.7839516535168709,0.8686868686868687,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,36,S1,4,2,0.8842424242424243,0.7846675689200255,0.8454545454545455,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,37,S1,4,2,0.7812121212121212,0.7160177465004207,0.803030303030303,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,39,S1,4,2,0.7557575757575757,0.6423063704539246,0.7101010101010101,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,42,S1,4,2,0.8242424242424242,0.7585569419019174,0.8363636363636363,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,51,S1,4,2,0.8048484848484848,0.7449010525294659,0.8282828282828283,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,54,S1,4,2,0.6272727272727272,0.6060835199954344,0.7464646464646465,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,4,S2,4,2,0.8169696969696969,0.7937908474414221,0.8767676767676768,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,12,S2,4,2,0.9372727272727273,0.8899800334134713,0.9318181818181818,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,13,S2,4,2,0.8312121212121213,0.717648232018947,0.7833333333333333,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,17,S2,4,2,0.7472727272727273,0.6823197264815581,0.7747474747474747,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,18,S2,4,2,0.8557575757575757,0.8172646053999891,0.8868686868686869,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,24,S2,4,2,0.7572727272727273,0.6741102087702603,0.7570707070707071,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,25,S2,4,2,0.696969696969697,0.6890149315892851,0.8202020202020202,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,29,S2,4,2,0.8148484848484848,0.7720006018355985,0.8550505050505051,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,36,S2,4,2,0.9166666666666666,0.8361075215089507,0.8893939393939394,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,37,S2,4,2,0.896060606060606,0.8491123645460921,0.9055555555555556,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,39,S2,4,2,0.6636363636363636,0.6276306487574093,0.7484848484848485,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,42,S2,4,2,0.7881818181818182,0.7374162679425837,0.8267676767676768,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,51,S2,4,2,0.6593939393939394,0.6109748266941545,0.7212121212121212,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_ERP,OpenBMI,54,S2,4,2,0.6496969696969697,0.6216560509554141,0.7515151515151515,1980,4e31cfd22a9ddc5c30477ac3150988a8cb2309bbb43ba8b216ba0252d9122893,89b5bfef40ef0e746130fae2c13f2702001b0cad26af7298e63cf8fc10192f97
EEGConformer,OpenBMI_SSVEP,OpenBMI,4,S1,0,0,0.97,0.969891609795263,0.97,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,12,S1,0,0,1.0,1.0,1.0,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,13,S1,0,0,0.81,0.7798279271955474,0.81,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,17,S1,0,0,0.55,0.5539792694048014,0.55,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,18,S1,0,0,0.96,0.9598876081946226,0.96,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,24,S1,0,0,0.9,0.8983838383838384,0.9,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,25,S1,0,0,0.97,0.9703303491207804,0.97,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,29,S1,0,0,0.8200000000000001,0.8264632151826776,0.82,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,36,S1,0,0,0.99,0.9899959983993597,0.99,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,37,S1,0,0,0.97,0.970542934154794,0.97,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,39,S1,0,0,0.95,0.9494949494949495,0.95,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,42,S1,0,0,0.97,0.9699879951980792,0.97,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,51,S1,0,0,0.65,0.6140635564570656,0.65,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,54,S1,0,0,0.53,0.5035973707664885,0.53,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,4,S2,0,0,1.0,1.0,1.0,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,12,S2,0,0,0.9299999999999999,0.9310584886128365,0.93,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,13,S2,0,0,0.6100000000000001,0.5580995017591699,0.61,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,17,S2,0,0,0.83,0.8379139133291958,0.83,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,18,S2,0,0,0.99,0.9899959983993597,0.99,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,24,S2,0,0,0.86,0.8634800128949065,0.86,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,25,S2,0,0,0.8899999999999999,0.8889753420830003,0.89,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,29,S2,0,0,0.89,0.8902839982146705,0.89,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,36,S2,0,0,0.98,0.9799959983993598,0.98,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,37,S2,0,0,1.0,1.0,1.0,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,39,S2,0,0,0.94,0.9399173646545361,0.94,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,42,S2,0,0,0.64,0.6410763230023192,0.64,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,51,S2,0,0,0.62,0.6159294404494198,0.62,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,54,S2,0,0,0.6799999999999999,0.664595530683111,0.68,100,ed322e47fbd576ca0f782cc16a4255edbb8b2268683ca14865318fa15f64b400,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,4,S1,0,1,1.0,1.0,1.0,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,12,S1,0,1,1.0,1.0,1.0,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,13,S1,0,1,0.8500000000000001,0.8481934731934733,0.85,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,17,S1,0,1,0.8400000000000001,0.8431144815649837,0.84,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,18,S1,0,1,0.96,0.9604219938566443,0.96,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,24,S1,0,1,0.9199999999999999,0.9192533119229225,0.92,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,25,S1,0,1,0.96,0.9598876081946227,0.96,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,29,S1,0,1,0.81,0.814673042775153,0.81,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,36,S1,0,1,1.0,1.0,1.0,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,37,S1,0,1,0.99,0.9899959983993598,0.99,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,39,S1,0,1,0.9299999999999999,0.9297181042228212,0.93,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,42,S1,0,1,0.96,0.9603610675039247,0.96,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,51,S1,0,1,0.61,0.5566094280794824,0.61,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,54,S1,0,1,0.6,0.6045811240721103,0.6,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,4,S2,0,1,1.0,1.0,1.0,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,12,S2,0,1,0.95,0.9497433588820143,0.95,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,13,S2,0,1,0.8,0.7965020154403224,0.8,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,17,S2,0,1,0.9299999999999999,0.9304110478183368,0.93,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,18,S2,0,1,1.0,1.0,1.0,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,24,S2,0,1,0.85,0.8535903025931876,0.85,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,25,S2,0,1,0.8699999999999999,0.869073756432247,0.87,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,29,S2,0,1,0.87,0.871393673308567,0.87,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,36,S2,0,1,1.0,1.0,1.0,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
EEGConformer,OpenBMI_SSVEP,OpenBMI,37,S2,0,1,0.99,0.9899959983993598,0.99,100,525f93079730530405b276faeabe8cc759dc8fbf71567f977823ca8dabb01a88,ee5e5751bdcf139783ff744897d821bf571b82584eb02518b105d673d9c906a2
