task,target,feature_set,heldout_fold,heldout_seed,n_rows,n_rescue,ROC_AUC,PR_AUC,balanced_accuracy,precision_RESCUE,recall_RESCUE
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,4,0,25,17,0.8823529411764706,0.9504379678292723,0.7867647058823529,0.875,0.8235294117647058
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,4,1,26,15,0.9090909090909091,0.927236418552208,0.7515151515151515,0.7647058823529411,0.8666666666666667
OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,4,2,34,17,0.8823529411764705,0.9222823228908421,0.7941176470588235,0.7777777777777778,0.8235294117647058
OpenBMI_SSVEP,SAFE_SWITCH,MECH,0,0,119,94,0.724255319148936,0.895201774783216,0.7308510638297872,0.8901098901098901,0.8617021276595744
OpenBMI_SSVEP,SAFE_SWITCH,MECH,0,1,123,80,0.742732558139535,0.8686515632311997,0.6774709302325581,0.8245614035087719,0.5875
OpenBMI_SSVEP,SAFE_SWITCH,MECH,0,2,121,77,0.7936835891381346,0.8516415424857852,0.560064935064935,0.6666666666666666,0.961038961038961
OpenBMI_SSVEP,SAFE_SWITCH,MECH,1,0,105,55,0.8316363636363636,0.8387624480130175,0.7563636363636363,0.7272727272727273,0.8727272727272727
OpenBMI_SSVEP,SAFE_SWITCH,MECH,1,1,82,39,0.7298747763864042,0.6441494077333693,0.6568276684555754,0.5862068965517241,0.8717948717948718
OpenBMI_SSVEP,SAFE_SWITCH,MECH,1,2,81,50,0.8793548387096773,0.9303033914917687,0.6412903225806451,0.6956521739130435,0.96
OpenBMI_SSVEP,SAFE_SWITCH,MECH,2,0,102,57,0.7079922027290448,0.7487534267106719,0.6760233918128655,0.7555555555555555,0.5964912280701754
OpenBMI_SSVEP,SAFE_SWITCH,MECH,2,1,126,48,0.5467414529914529,0.4044539355770674,0.5344551282051282,0.4411764705882353,0.3125
OpenBMI_SSVEP,SAFE_SWITCH,MECH,2,2,107,42,0.6010989010989011,0.5361518711681509,0.5745421245421245,0.46296296296296297,0.5952380952380952
OpenBMI_SSVEP,SAFE_SWITCH,MECH,3,0,73,43,0.7395348837209302,0.8068128063662694,0.6891472868217055,0.8461538461538461,0.5116279069767442
OpenBMI_SSVEP,SAFE_SWITCH,MECH,3,1,75,38,0.7610241820768137,0.7915118869322523,0.6674964438122333,0.696969696969697,0.6052631578947368
OpenBMI_SSVEP,SAFE_SWITCH,MECH,3,2,92,39,0.702951136913401,0.6483398177238288,0.5824866956942429,0.5517241379310345,0.41025641025641024
OpenBMI_SSVEP,SAFE_SWITCH,MECH,4,0,25,17,0.8897058823529411,0.9539866601558462,0.8492647058823529,0.9333333333333333,0.8235294117647058
OpenBMI_SSVEP,SAFE_SWITCH,MECH,4,1,26,15,0.8545454545454545,0.8876786030733399,0.7545454545454545,0.9,0.6
OpenBMI_SSVEP,SAFE_SWITCH,MECH,4,2,34,17,0.6920415224913494,0.7477534294350151,0.6176470588235294,1.0,0.23529411764705882
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,0,276,139,0.5960720474715118,0.5926333934732947,0.5561623693745733,0.5410628019323671,0.8057553956834532
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,1,254,126,0.6711309523809524,0.6368268792319332,0.630890376984127,0.6012658227848101,0.753968253968254
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,2,240,122,0.6091275354265073,0.6023257931105475,0.592873020283412,0.5766871165644172,0.7704918032786885
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,0,217,128,0.6099894662921349,0.6912124644163095,0.5528879915730337,0.648936170212766,0.4765625
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,1,164,93,0.5283961835529305,0.6295618860971509,0.5026503104649401,0.5714285714285714,0.3010752688172043
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,2,209,127,0.4801229114653351,0.642603913507195,0.45486844632225854,0.5384615384615384,0.2755905511811024
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,0,178,88,0.48244949494949496,0.49576729082697535,0.49242424242424243,0.4827586206896552,0.3181818181818182
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,1,174,83,0.47451343836886006,0.45575245346592497,0.49721964782205746,0.475,0.6867469879518072
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,2,169,88,0.5611672278338945,0.5549113588390414,0.564604377104377,0.5757575757575758,0.6477272727272727
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,0,173,76,0.5874932175800326,0.522265254106379,0.5573114487249051,0.515625,0.4342105263157895
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,1,185,91,0.6119943885901332,0.6054102869963252,0.5368248772504092,0.56,0.3076923076923077
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,2,171,89,0.6023568100849548,0.6088949049945065,0.5496711427788435,0.5697674418604651,0.550561797752809
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,0,184,92,0.5285916824196597,0.5030067399791744,0.5326086956521738,0.5245901639344263,0.6956521739130435
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,1,160,87,0.560069280428279,0.6099947573145975,0.5279483545898284,0.5733333333333334,0.4942528735632184
WBCIC_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,2,151,71,0.5973591549295774,0.5369235284654451,0.5669014084507042,0.5294117647058824,0.6338028169014085
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,0,0,276,139,0.5699207057711495,0.5573229785796581,0.5338969700152287,0.5242290748898678,0.8561151079136691
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,0,1,254,126,0.6636284722222223,0.6104586057487829,0.6388888888888888,0.6049382716049383,0.7777777777777778
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,0,2,240,122,0.5821756043345373,0.5482165971599399,0.509169213670464,0.5131578947368421,0.9590163934426229
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,1,0,217,128,0.6476474719101124,0.7071833692385159,0.5573209269662922,0.6885245901639344,0.328125
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,1,1,164,93,0.4903831591700742,0.5902096723993325,0.48205361199454794,0.5172413793103449,0.16129032258064516
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,1,2,209,127,0.49510274630305356,0.6186270501091093,0.480651046667947,0.5797101449275363,0.31496062992125984
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,2,0,178,88,0.5160353535353535,0.5094597631472849,0.49722222222222223,0.4888888888888889,0.25
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,2,1,174,83,0.49980140341586127,0.4624270907758917,0.5326360386601351,0.496551724137931,0.8674698795180723
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,2,2,169,88,0.5534511784511785,0.6032195448026271,0.49530022446689115,0.5182926829268293,0.9659090909090909
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,3,0,173,76,0.6070265870862723,0.5232037185247816,0.6033640803038525,0.5633802816901409,0.5263157894736842
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,3,1,185,91,0.6006546644844516,0.5925265805474156,0.5932896890343698,0.5539568345323741,0.8461538461538461
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,3,2,171,89,0.5907097835023294,0.6011306477828722,0.5126747053987394,0.5269461077844312,0.9887640449438202
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,4,0,184,92,0.5344990548204159,0.4985919001185456,0.4945652173913043,0.48148148148148145,0.14130434782608695
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,4,1,160,87,0.5021256495040152,0.5489990957274907,0.4943316013226264,0.5357142857142857,0.3448275862068966
WBCIC_MI,CLEAN_RESCUE_VS_HARM,MECH,4,2,151,71,0.5274647887323943,0.5058939490412558,0.5097711267605634,0.48,0.5070422535211268
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,0,0,276,139,0.5960720474715118,0.5926333934732947,0.5561623693745733,0.5410628019323671,0.8057553956834532
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,0,1,254,126,0.6711309523809524,0.6368268792319332,0.630890376984127,0.6012658227848101,0.753968253968254
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,0,2,240,122,0.6091275354265073,0.6023257931105475,0.592873020283412,0.5766871165644172,0.7704918032786885
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,1,0,217,128,0.6099894662921349,0.6912124644163095,0.5528879915730337,0.648936170212766,0.4765625
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,1,1,164,93,0.5283961835529305,0.6295618860971509,0.5026503104649401,0.5714285714285714,0.3010752688172043
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,1,2,209,127,0.4801229114653351,0.642603913507195,0.45486844632225854,0.5384615384615384,0.2755905511811024
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,2,0,178,88,0.48244949494949496,0.49576729082697535,0.49242424242424243,0.4827586206896552,0.3181818181818182
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,2,1,174,83,0.47451343836886006,0.45575245346592497,0.49721964782205746,0.475,0.6867469879518072
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,2,2,169,88,0.5611672278338945,0.5549113588390414,0.564604377104377,0.5757575757575758,0.6477272727272727
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,3,0,173,76,0.5874932175800326,0.522265254106379,0.5573114487249051,0.515625,0.4342105263157895
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,3,1,185,91,0.6119943885901332,0.6054102869963252,0.5368248772504092,0.56,0.3076923076923077
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,3,2,171,89,0.6023568100849548,0.6088949049945065,0.5496711427788435,0.5697674418604651,0.550561797752809
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,4,0,184,92,0.5285916824196597,0.5030067399791744,0.5326086956521738,0.5245901639344263,0.6956521739130435
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,4,1,160,87,0.560069280428279,0.6099947573145975,0.5279483545898284,0.5733333333333334,0.4942528735632184
WBCIC_MI,SAFE_SWITCH,CONF_ONLY,4,2,151,71,0.5973591549295774,0.5369235284654451,0.5669014084507042,0.5294117647058824,0.6338028169014085
WBCIC_MI,SAFE_SWITCH,MECH,0,0,276,139,0.5699207057711495,0.5573229785796581,0.5338969700152287,0.5242290748898678,0.8561151079136691
WBCIC_MI,SAFE_SWITCH,MECH,0,1,254,126,0.6636284722222223,0.6104586057487829,0.6388888888888888,0.6049382716049383,0.7777777777777778
WBCIC_MI,SAFE_SWITCH,MECH,0,2,240,122,0.5821756043345373,0.5482165971599399,0.509169213670464,0.5131578947368421,0.9590163934426229
WBCIC_MI,SAFE_SWITCH,MECH,1,0,217,128,0.6476474719101124,0.7071833692385159,0.5573209269662922,0.6885245901639344,0.328125
WBCIC_MI,SAFE_SWITCH,MECH,1,1,164,93,0.4903831591700742,0.5902096723993325,0.48205361199454794,0.5172413793103449,0.16129032258064516
WBCIC_MI,SAFE_SWITCH,MECH,1,2,209,127,0.49510274630305356,0.6186270501091093,0.480651046667947,0.5797101449275363,0.31496062992125984
WBCIC_MI,SAFE_SWITCH,MECH,2,0,178,88,0.5160353535353535,0.5094597631472849,0.49722222222222223,0.4888888888888889,0.25
WBCIC_MI,SAFE_SWITCH,MECH,2,1,174,83,0.49980140341586127,0.4624270907758917,0.5326360386601351,0.496551724137931,0.8674698795180723
WBCIC_MI,SAFE_SWITCH,MECH,2,2,169,88,0.5534511784511785,0.6032195448026271,0.49530022446689115,0.5182926829268293,0.9659090909090909
WBCIC_MI,SAFE_SWITCH,MECH,3,0,173,76,0.6070265870862723,0.5232037185247816,0.6033640803038525,0.5633802816901409,0.5263157894736842
WBCIC_MI,SAFE_SWITCH,MECH,3,1,185,91,0.6006546644844516,0.5925265805474156,0.5932896890343698,0.5539568345323741,0.8461538461538461
WBCIC_MI,SAFE_SWITCH,MECH,3,2,171,89,0.5907097835023294,0.6011306477828722,0.5126747053987394,0.5269461077844312,0.9887640449438202
WBCIC_MI,SAFE_SWITCH,MECH,4,0,184,92,0.5344990548204159,0.4985919001185456,0.4945652173913043,0.48148148148148145,0.14130434782608695
WBCIC_MI,SAFE_SWITCH,MECH,4,1,160,87,0.5021256495040152,0.5489990957274907,0.4943316013226264,0.5357142857142857,0.3448275862068966
WBCIC_MI,SAFE_SWITCH,MECH,4,2,151,71,0.5274647887323943,0.5058939490412558,0.5097711267605634,0.48,0.5070422535211268
