comparison,task,target,feature_set,heldout_fold,evaluation_scope,n_rows,n_rescue,ROC_AUC,PR_AUC,balanced_accuracy,precision_RESCUE,recall_RESCUE
XS,OpenBMI_ERP,SAFE_SWITCH,MECH,3,seed1,1420,1017,0.7093553510910063,0.8418927023277705,0.622353001456627,0.7809349220898258,0.8377581120943953
XS,OpenBMI_ERP,SAFE_SWITCH,MECH,3,seed2,1583,1040,0.7442059781838787,0.8440309987923539,0.6674918543703074,0.7787971457696228,0.7346153846153847
XS,OpenBMI_ERP,SAFE_SWITCH,MECH,4,pooled,5273,2924,0.6764895152869428,0.7076916395184674,0.6155538725038858,0.7072552004058853,0.47674418604651164
XS,OpenBMI_ERP,SAFE_SWITCH,MECH,4,seed0,1884,983,0.6759246818556978,0.684161848947414,0.6070840244195722,0.6926994906621392,0.4150559511698881
XS,OpenBMI_ERP,SAFE_SWITCH,MECH,4,seed1,1686,937,0.684317617371009,0.7145893416799308,0.6138259051912689,0.7035881435257411,0.4813233724653148
XS,OpenBMI_ERP,SAFE_SWITCH,MECH,4,seed2,1703,1004,0.663389361010892,0.7227980201353492,0.6190809010025705,0.7219973009446694,0.5328685258964143
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,pooled,356,171,0.6360044254781096,0.5972701505584608,0.5805595068752963,0.5387755102040817,0.7719298245614035
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,seed0,121,71,0.671549295774648,0.7350881133157507,0.5714084507042254,0.6333333333333333,0.8028169014084507
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,seed1,108,49,0.6212383258388101,0.536807985459479,0.62331373227257,0.5522388059701493,0.7551020408163265
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,seed2,127,51,0.6065531475748194,0.4920157995520113,0.5436016511867905,0.4318181818181818,0.7450980392156863
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,pooled,406,194,0.6011233223108344,0.5761584786590688,0.5704143162808792,0.5441860465116279,0.6030927835051546
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,seed0,132,74,0.5834109972041007,0.6829659283497046,0.5431034482758621,0.6065573770491803,0.5
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,seed1,139,56,0.6062822719449226,0.495234481514687,0.5744406196213425,0.4675324675324675,0.6428571428571429
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,seed2,135,64,0.6366637323943661,0.6086506653932913,0.6113556338028169,0.5714285714285714,0.6875
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,pooled,571,261,0.575392411321221,0.5158890167817622,0.5643739957978,0.5185185185185185,0.5900383141762452
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,seed0,171,82,0.5691970402850095,0.5527063035371265,0.5493285831734722,0.5185185185185185,0.6829268292682927
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,seed1,202,85,0.5977878330819508,0.4784301786846298,0.5954248366013072,0.5094339622641509,0.6352941176470588
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,seed2,198,94,0.5560556464811784,0.5535394381272907,0.5465425531914894,0.5301204819277109,0.46808510638297873
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,pooled,484,206,0.6680868897115317,0.5770718168197186,0.6133791995529789,0.5407725321888412,0.6116504854368932
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,seed0,159,67,0.6854315379623621,0.6073695128010472,0.634085009733939,0.56,0.6268656716417911
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,seed1,159,65,0.6896890343698854,0.6129752595218019,0.6061374795417349,0.5205479452054794,0.5846153846153846
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,seed2,166,74,0.6252937720329025,0.5383837869579418,0.5988542890716804,0.5411764705882353,0.6216216216216216
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,pooled,413,191,0.5910570256119995,0.5513864849620694,0.5736875619074572,0.5421052631578948,0.5392670157068062
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,seed0,129,77,0.6303696303696302,0.7272651716571028,0.6225024975024975,0.7121212121212122,0.6103896103896104
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,seed1,137,36,0.5913091309130913,0.3286713940273548,0.5807205720572057,0.3392857142857143,0.5277777777777778
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,seed2,147,78,0.5256410256410257,0.5422836595276246,0.5125418060200668,0.5441176470588235,0.47435897435897434
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,0,pooled,356,171,0.5937727200885096,0.5655957165093735,0.5586691955113008,0.5181159420289855,0.8362573099415205
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,0,seed0,121,71,0.6264788732394366,0.7122555666260939,0.4959154929577465,0.5847457627118644,0.971830985915493
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,0,seed1,108,49,0.5520581113801453,0.4847532732750972,0.5842269111034244,0.5230769230769231,0.6938775510204082
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,0,seed2,127,51,0.5572755417956656,0.42488788664123495,0.5434726522187823,0.43010752688172044,0.7843137254901961
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,1,pooled,406,194,0.5842734876483175,0.5660106606396834,0.5561904298774558,0.5173611111111112,0.7680412371134021
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,1,seed0,132,74,0.5694315004659832,0.6548252229538318,0.5237651444547997,0.5777777777777777,0.7027027027027027
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,1,seed1,139,56,0.5796041308089501,0.4704711431021851,0.5851979345955249,0.45714285714285713,0.8571428571428571
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,1,seed2,135,64,0.6243397887323944,0.6022737234353579,0.5729533450704225,0.5268817204301075,0.765625
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,2,pooled,571,261,0.5635520949202818,0.5019655615701974,0.5274564330737856,0.49740932642487046,0.367816091954023
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,2,seed0,171,82,0.5420663195395999,0.5212963096985469,0.5034255960537134,0.48214285714285715,0.6585365853658537
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,2,seed1,202,85,0.5906485671191554,0.4794172161877863,0.5397184514831573,0.4838709677419355,0.35294117647058826
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,2,seed2,198,94,0.5564648117839606,0.5362343419173226,0.5301759410801964,0.631578947368421,0.1276595744680851
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,3,pooled,484,206,0.6229307815883216,0.5462022684519592,0.5623210169728294,0.4975609756097561,0.49514563106796117
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,3,seed0,159,67,0.6479558728098638,0.5614424162861824,0.5995295262816354,0.55,0.4925373134328358
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,3,seed1,159,65,0.6327332242225859,0.5422599011902669,0.5487725040916531,0.4594594594594595,0.5230769230769231
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,3,seed2,166,74,0.5837250293772033,0.5371469278515083,0.540834312573443,0.49295774647887325,0.47297297297297297
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,4,pooled,413,191,0.52341870666478,0.4936503090033491,0.5238785906325174,0.5096153846153846,0.2774869109947644
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,4,seed0,129,77,0.554945054945055,0.6563941240121666,0.5212287712287712,0.631578947368421,0.3116883116883117
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,4,seed1,137,36,0.5503300330033003,0.3304077575614929,0.5389163916391639,0.3235294117647059,0.3055555555555556
XS,OpenBMI_MI,CLEAN_RESCUE_VS_HARM,MECH,4,seed2,147,78,0.5183946488294314,0.5241863207060543,0.5139353400222966,0.5625,0.23076923076923078
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,0,pooled,356,171,0.6360044254781096,0.5972701505584608,0.5805595068752963,0.5387755102040817,0.7719298245614035
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,0,seed0,121,71,0.671549295774648,0.7350881133157507,0.5714084507042254,0.6333333333333333,0.8028169014084507
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,0,seed1,108,49,0.6212383258388101,0.536807985459479,0.62331373227257,0.5522388059701493,0.7551020408163265
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,0,seed2,127,51,0.6065531475748194,0.4920157995520113,0.5436016511867905,0.4318181818181818,0.7450980392156863
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,1,pooled,406,194,0.6011233223108344,0.5761584786590688,0.5704143162808792,0.5441860465116279,0.6030927835051546
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,1,seed0,132,74,0.5834109972041007,0.6829659283497046,0.5431034482758621,0.6065573770491803,0.5
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,1,seed1,139,56,0.6062822719449226,0.495234481514687,0.5744406196213425,0.4675324675324675,0.6428571428571429
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,1,seed2,135,64,0.6366637323943661,0.6086506653932913,0.6113556338028169,0.5714285714285714,0.6875
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,2,pooled,571,261,0.575392411321221,0.5158890167817622,0.5643739957978,0.5185185185185185,0.5900383141762452
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,2,seed0,171,82,0.5691970402850095,0.5527063035371265,0.5493285831734722,0.5185185185185185,0.6829268292682927
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,2,seed1,202,85,0.5977878330819508,0.4784301786846298,0.5954248366013072,0.5094339622641509,0.6352941176470588
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,2,seed2,198,94,0.5560556464811784,0.5535394381272907,0.5465425531914894,0.5301204819277109,0.46808510638297873
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,3,pooled,484,206,0.6680868897115317,0.5770718168197186,0.6133791995529789,0.5407725321888412,0.6116504854368932
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,3,seed0,159,67,0.6854315379623621,0.6073695128010472,0.634085009733939,0.56,0.6268656716417911
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,3,seed1,159,65,0.6896890343698854,0.6129752595218019,0.6061374795417349,0.5205479452054794,0.5846153846153846
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,3,seed2,166,74,0.6252937720329025,0.5383837869579418,0.5988542890716804,0.5411764705882353,0.6216216216216216
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,4,pooled,413,191,0.5910570256119995,0.5513864849620694,0.5736875619074572,0.5421052631578948,0.5392670157068062
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,4,seed0,129,77,0.6303696303696302,0.7272651716571028,0.6225024975024975,0.7121212121212122,0.6103896103896104
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,4,seed1,137,36,0.5913091309130913,0.3286713940273548,0.5807205720572057,0.3392857142857143,0.5277777777777778
XS,OpenBMI_MI,SAFE_SWITCH,CONF_ONLY,4,seed2,147,78,0.5256410256410257,0.5422836595276246,0.5125418060200668,0.5441176470588235,0.47435897435897434
XS,OpenBMI_MI,SAFE_SWITCH,MECH,0,pooled,356,171,0.5937727200885096,0.5655957165093735,0.5586691955113008,0.5181159420289855,0.8362573099415205
XS,OpenBMI_MI,SAFE_SWITCH,MECH,0,seed0,121,71,0.6264788732394366,0.7122555666260939,0.4959154929577465,0.5847457627118644,0.971830985915493
XS,OpenBMI_MI,SAFE_SWITCH,MECH,0,seed1,108,49,0.5520581113801453,0.4847532732750972,0.5842269111034244,0.5230769230769231,0.6938775510204082
XS,OpenBMI_MI,SAFE_SWITCH,MECH,0,seed2,127,51,0.5572755417956656,0.42488788664123495,0.5434726522187823,0.43010752688172044,0.7843137254901961
XS,OpenBMI_MI,SAFE_SWITCH,MECH,1,pooled,406,194,0.5842734876483175,0.5660106606396834,0.5561904298774558,0.5173611111111112,0.7680412371134021
XS,OpenBMI_MI,SAFE_SWITCH,MECH,1,seed0,132,74,0.5694315004659832,0.6548252229538318,0.5237651444547997,0.5777777777777777,0.7027027027027027
XS,OpenBMI_MI,SAFE_SWITCH,MECH,1,seed1,139,56,0.5796041308089501,0.4704711431021851,0.5851979345955249,0.45714285714285713,0.8571428571428571
XS,OpenBMI_MI,SAFE_SWITCH,MECH,1,seed2,135,64,0.6243397887323944,0.6022737234353579,0.5729533450704225,0.5268817204301075,0.765625
XS,OpenBMI_MI,SAFE_SWITCH,MECH,2,pooled,571,261,0.5635520949202818,0.5019655615701974,0.5274564330737856,0.49740932642487046,0.367816091954023
XS,OpenBMI_MI,SAFE_SWITCH,MECH,2,seed0,171,82,0.5420663195395999,0.5212963096985469,0.5034255960537134,0.48214285714285715,0.6585365853658537
XS,OpenBMI_MI,SAFE_SWITCH,MECH,2,seed1,202,85,0.5906485671191554,0.4794172161877863,0.5397184514831573,0.4838709677419355,0.35294117647058826
XS,OpenBMI_MI,SAFE_SWITCH,MECH,2,seed2,198,94,0.5564648117839606,0.5362343419173226,0.5301759410801964,0.631578947368421,0.1276595744680851
XS,OpenBMI_MI,SAFE_SWITCH,MECH,3,pooled,484,206,0.6229307815883216,0.5462022684519592,0.5623210169728294,0.4975609756097561,0.49514563106796117
XS,OpenBMI_MI,SAFE_SWITCH,MECH,3,seed0,159,67,0.6479558728098638,0.5614424162861824,0.5995295262816354,0.55,0.4925373134328358
XS,OpenBMI_MI,SAFE_SWITCH,MECH,3,seed1,159,65,0.6327332242225859,0.5422599011902669,0.5487725040916531,0.4594594594594595,0.5230769230769231
XS,OpenBMI_MI,SAFE_SWITCH,MECH,3,seed2,166,74,0.5837250293772033,0.5371469278515083,0.540834312573443,0.49295774647887325,0.47297297297297297
XS,OpenBMI_MI,SAFE_SWITCH,MECH,4,pooled,413,191,0.52341870666478,0.4936503090033491,0.5238785906325174,0.5096153846153846,0.2774869109947644
XS,OpenBMI_MI,SAFE_SWITCH,MECH,4,seed0,129,77,0.554945054945055,0.6563941240121666,0.5212287712287712,0.631578947368421,0.3116883116883117
XS,OpenBMI_MI,SAFE_SWITCH,MECH,4,seed1,137,36,0.5503300330033003,0.3304077575614929,0.5389163916391639,0.3235294117647059,0.3055555555555556
XS,OpenBMI_MI,SAFE_SWITCH,MECH,4,seed2,147,78,0.5183946488294314,0.5241863207060543,0.5139353400222966,0.5625,0.23076923076923078
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,pooled,327,251,0.7851750891172155,0.92400377527129,0.7009068987209058,0.9022988505747126,0.6254980079681275
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,seed0,110,94,0.8091755319148937,0.9597826957885015,0.726063829787234,0.9428571428571428,0.7021276595744681
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,seed1,110,80,0.7054166666666666,0.8765486129828659,0.6604166666666667,0.8863636363636364,0.4875
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,0,seed2,107,77,0.8090909090909092,0.9142222053435114,0.7043290043290042,0.8666666666666667,0.6753246753246753
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,pooled,240,144,0.8283420138888888,0.8665651688926422,0.7743055555555556,0.8273381294964028,0.7986111111111112
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,seed0,90,55,0.8514285714285714,0.8725938808808513,0.8311688311688312,0.8596491228070176,0.8909090909090909
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,seed1,73,39,0.7888386123680241,0.8209555444321995,0.7100301659125189,0.725,0.7435897435897436
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,1,seed2,77,50,0.8525925925925926,0.9173491439483583,0.7774074074074073,0.8809523809523809,0.74
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,pooled,247,147,0.737687074829932,0.7941673117720921,0.6813265306122449,0.775,0.6326530612244898
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,seed0,75,57,0.7348927875243665,0.8670203604256143,0.6871345029239766,0.8947368421052632,0.5964912280701754
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,seed1,95,48,0.726063829787234,0.7755523315394915,0.6748670212765957,0.7297297297297297,0.5625
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,2,seed2,77,42,0.7687074829931972,0.7660328904338592,0.6952380952380952,0.7111111111111111,0.7619047619047619
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,pooled,222,120,0.7026143790849673,0.7478170447098217,0.6558823529411765,0.723404255319149,0.5666666666666667
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,seed0,67,43,0.689922480620155,0.8070297047454608,0.7214147286821706,0.8484848484848485,0.6511627906976745
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,seed1,68,38,0.7210526315789474,0.7762302399049072,0.6719298245614035,0.7105263157894737,0.7105263157894737
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,3,seed2,87,39,0.6784188034188035,0.6480248981686951,0.5625,0.5652173913043478,0.3333333333333333
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,pooled,84,49,0.8862973760932945,0.9240095970548795,0.7673469387755102,0.7818181818181819,0.8775510204081632
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,seed0,25,17,0.8602941176470589,0.9367375607860037,0.8161764705882353,0.8823529411764706,0.8823529411764706
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,seed1,25,15,0.9466666666666667,0.9711500974658869,0.7833333333333333,0.8125,0.8666666666666667
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,CONF_ONLY,4,seed2,34,17,0.8615916955017301,0.887407774781,0.7352941176470589,0.6818181818181818,0.8823529411764706
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,0,pooled,327,251,0.8169951771859928,0.9393288676718861,0.7012214300691969,0.8641975308641975,0.8366533864541833
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,0,seed0,110,94,0.8650265957446809,0.9721659962926936,0.6402925531914894,0.8921568627450981,0.9680851063829787
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,0,seed1,110,80,0.7675,0.8907070135947983,0.6875,0.8846153846153846,0.575
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,0,seed2,107,77,0.8913419913419913,0.9552287222721741,0.7073593073593074,0.8202247191011236,0.948051948051948
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,1,pooled,240,144,0.8563368055555556,0.8772040477873544,0.7604166666666666,0.84,0.7291666666666666
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,1,seed0,90,55,0.8857142857142857,0.9036915155592506,0.790909090909091,0.86,0.7818181818181819
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,1,seed1,73,39,0.8295625942684767,0.8136845208902568,0.7247360482654601,0.7435897435897436,0.7435897435897436
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,1,seed2,77,50,0.8792592592592593,0.9347265452401134,0.7744444444444445,0.9166666666666666,0.66
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,2,pooled,247,147,0.7469387755102039,0.8186825389143746,0.6714965986394558,0.8352941176470589,0.48299319727891155
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,2,seed0,75,57,0.7368421052631577,0.8751670513589371,0.6505847953216375,0.868421052631579,0.5789473684210527
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,2,seed1,95,48,0.6808510638297872,0.7386235029944332,0.6451684397163121,0.85,0.3541666666666667
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,2,seed2,77,42,0.7408163265306122,0.7914925717401036,0.6642857142857144,0.7777777777777778,0.5
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,3,pooled,222,120,0.7241013071895425,0.7643993557303747,0.6497549019607843,0.7325581395348837,0.525
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,3,seed0,67,43,0.7180232558139534,0.8245649024701582,0.688953488372093,0.8181818181818182,0.627906976744186
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,3,seed1,68,38,0.7394736842105263,0.804952553155597,0.6254385964912281,0.6666666666666666,0.6842105263157895
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,3,seed2,87,39,0.6997863247863249,0.6569217526967419,0.5865384615384615,0.7142857142857143,0.2564102564102564
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,4,pooled,84,49,0.8536443148688047,0.9140038668347596,0.8244897959183674,0.9230769230769231,0.7346938775510204
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,4,seed0,25,17,0.8823529411764706,0.9514387179020216,0.8161764705882353,0.8823529411764706,0.8823529411764706
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,4,seed1,25,15,0.8999999999999999,0.9401797385620914,0.7833333333333333,0.9090909090909091,0.6666666666666666
XS,OpenBMI_SSVEP,CLEAN_RESCUE_VS_HARM,MECH,4,seed2,34,17,0.7820069204152249,0.855020108890078,0.8235294117647058,1.0,0.6470588235294118
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,0,pooled,363,251,0.7572922595332954,0.8781302409446279,0.6887094479225954,0.8547486033519553,0.6095617529880478
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,0,seed0,119,94,0.7272340425531915,0.9106094283254627,0.6657446808510639,0.8783783783783784,0.6914893617021277
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,0,seed1,123,80,0.6991279069767443,0.8404437685966804,0.6552325581395348,0.8571428571428571,0.45
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,0,seed2,121,77,0.7995867768595041,0.8658628977166617,0.7126623376623377,0.8253968253968254,0.6753246753246753
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,1,pooled,268,144,0.796146953405018,0.7981579691866174,0.7379032258064516,0.7605633802816901,0.75
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,1,seed0,105,55,0.8069090909090909,0.7809865235672805,0.7954545454545454,0.765625,0.8909090909090909
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,1,seed1,82,39,0.774597495527728,0.772028165013437,0.6705426356589147,0.65,0.6666666666666666
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,1,seed2,81,50,0.8412903225806452,0.9016715027759911,0.7493548387096775,0.868421052631579,0.66
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,2,pooled,335,147,0.6715877840497901,0.5916733413702364,0.6404870458821826,0.5933333333333334,0.6054421768707483
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,2,seed0,102,57,0.695906432748538,0.7280298539507464,0.656140350877193,0.7333333333333333,0.5789473684210527
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,2,seed1,126,48,0.6319444444444444,0.5027819029733642,0.5961538461538461,0.5,0.5
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,2,seed2,107,42,0.7212454212454212,0.5778411577791837,0.6886446886446886,0.5614035087719298,0.7619047619047619
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,3,pooled,240,120,0.7114583333333333,0.726508880774328,0.6833333333333333,0.75,0.55
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,3,seed0,73,43,0.7263565891472868,0.7904846964138119,0.7306201550387597,0.84375,0.627906976744186
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,3,seed1,75,38,0.7467994310099574,0.7675625181785446,0.7069701280227596,0.7222222222222222,0.6842105263157895
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,3,seed2,92,39,0.6608611514271892,0.6168514287173462,0.60062893081761,0.65,0.3333333333333333
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,4,pooled,85,49,0.8968253968253967,0.9339963939253886,0.73781179138322,0.7592592592592593,0.8367346938775511
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,4,seed0,25,17,0.8823529411764707,0.9539613740232935,0.7867647058823529,0.875,0.8235294117647058
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,4,seed1,26,15,0.903030303030303,0.9246048396048396,0.7515151515151515,0.7647058823529411,0.8666666666666667
XS,OpenBMI_SSVEP,SAFE_SWITCH,CONF_ONLY,4,seed2,34,17,0.9065743944636678,0.936576678980771,0.7058823529411764,0.6666666666666666,0.8235294117647058
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,0,pooled,363,251,0.7476878201479795,0.8711305680795576,0.6805456744450769,0.8130434782608695,0.7450199203187251
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,0,seed0,119,94,0.7612765957446808,0.9178980673451826,0.6121276595744681,0.8333333333333334,0.9042553191489362
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,0,seed1,123,80,0.665406976744186,0.8107402489733687,0.6302325581395349,0.8421052631578947,0.4
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,0,seed2,121,77,0.827922077922078,0.8808583843004126,0.7272727272727273,0.7777777777777778,0.9090909090909091
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,1,pooled,268,144,0.8247647849462366,0.8310377656803754,0.734655017921147,0.7245508982035929,0.8402777777777778
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,1,seed0,105,55,0.8283636363636363,0.8162200712006444,0.7436363636363637,0.6986301369863014,0.9272727272727272
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,1,seed1,82,39,0.8044126416219439,0.8001883294114008,0.6612999403697077,0.6222222222222222,0.717948717948718
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,1,seed2,81,50,0.8741935483870967,0.9196353332790272,0.8070967741935484,0.8571428571428571,0.84
XS,OpenBMI_SSVEP,SAFE_SWITCH,MECH,2,pooled,335,147,0.6684035316254162,0.5971243534566038,0.6124800984223477,0.6262626262626263,0.4217687074829932
