comparison,task,seed,feature_set,heldout_fold,selected_threshold,training_subject_equal_policy_BA,B0_BA,candidate_BA,selective_policy_BA,policy_delta_vs_B0_pp,policy_delta_vs_candidate_pp,fraction_disagreement_trials_switched,fraction_all_trials_switched,realized_rescue_count,realized_harm_count,switched_both_wrong_count,intervention_precision
XS,WBCIC_MI,1,CONF_ONLY,0,0.42,0.8019397095959597,0.7792857142857142,0.7778571428571429,0.8014285714285714,2.21428571428571,2.3571428571428563,0.8149606299212598,0.14785714285714285,119,88,0,0.5748792270531401
XS,WBCIC_MI,2,CONF_ONLY,0,0.42,0.8019397095959597,0.7792857142857142,0.7821428571428571,0.7892857142857144,0.9999999999999959,0.714285714285715,0.8666666666666667,0.14857142857142858,111,97,0,0.5336538461538461
XS,WBCIC_MI,0,CONF_ONLY,1,0.49,0.8019462121212122,0.7733333333333333,0.8058333333333333,0.7933333333333334,1.9999999999999962,-1.249999999999999,0.423963133640553,0.07666666666666666,58,34,0,0.6304347826086957
XS,WBCIC_MI,1,CONF_ONLY,1,0.49,0.8019462121212122,0.7733333333333333,0.7916666666666666,0.7824999999999999,0.916666666666662,-0.9166666666666655,0.3719512195121951,0.050833333333333335,36,25,0,0.5901639344262295
XS,WBCIC_MI,2,CONF_ONLY,1,0.49,0.8019462121212122,0.7733333333333333,0.8108333333333334,0.7816666666666666,0.8333333333333286,-2.916666666666668,0.36363636363636365,0.06333333333333334,43,33,0,0.5657894736842105
XS,WBCIC_MI,0,CONF_ONLY,2,0.44,0.8103344276094275,0.7558333333333334,0.7541666666666668,0.7566666666666667,0.08333333333333155,0.24999999999999836,0.7247191011235955,0.1075,65,64,0,0.5038759689922481
XS,WBCIC_MI,1,CONF_ONLY,2,0.44,0.8103344276094275,0.7558333333333334,0.7491666666666666,0.75,-0.5833333333333375,0.08333333333332786,0.8793103448275862,0.1275,73,80,0,0.477124183006536
XS,WBCIC_MI,2,CONF_ONLY,2,0.44,0.8103344276094275,0.7558333333333334,0.7616666666666667,0.7624999999999998,0.6666666666666673,0.08333333333333341,0.7692307692307693,0.10833333333333334,69,61,0,0.5307692307692308
XS,WBCIC_MI,0,CONF_ONLY,3,0.45,0.7887999999999998,0.8405408249158248,0.8229966329966331,0.8364604377104378,-0.40803872053872076,1.3463804713804723,0.630057803468208,0.09121338912133892,52,57,0,0.47706422018348627
XS,WBCIC_MI,1,CONF_ONLY,3,0.45,0.7887999999999998,0.8405408249158248,0.8378924663299664,0.8530660774410775,1.2525252525252477,1.517361111111106,0.4918918918918919,0.07615062761506276,53,38,0,0.5824175824175825
XS,WBCIC_MI,2,CONF_ONLY,3,0.45,0.7887999999999998,0.8405408249158248,0.8462678872053871,0.8605218855218855,1.9981060606060568,1.4253998316498262,0.7017543859649122,0.100418410041841,72,48,0,0.6
XS,WBCIC_MI,0,CONF_ONLY,4,0.46,0.8015406565656565,0.7875000000000001,0.7875000000000001,0.7966666666666667,0.9166666666666675,0.9166666666666656,0.7445652173913043,0.11416666666666667,74,63,0,0.5401459854014599
XS,WBCIC_MI,1,CONF_ONLY,4,0.46,0.8015406565656565,0.7875000000000001,0.7991666666666667,0.7999999999999999,1.2500000000000029,0.08333333333333155,0.64375,0.08583333333333333,59,44,0,0.5728155339805825
XS,WBCIC_MI,2,CONF_ONLY,4,0.46,0.8015406565656565,0.7875000000000001,0.7800000000000001,0.7916666666666666,0.416666666666667,1.1666666666666659,0.695364238410596,0.0875,55,50,0,0.5238095238095238
XS,WBCIC_MI,0,MECH,0,0.48,0.8038978324915824,0.7792857142857142,0.7807142857142857,0.7871428571428571,0.785714285714283,0.6428571428571433,0.9311594202898551,0.18357142857142858,134,123,0,0.5214007782101168
XS,WBCIC_MI,1,MECH,0,0.48,0.8038978324915824,0.7792857142857142,0.7778571428571429,0.8014285714285714,2.214285714285708,2.3571428571428545,0.4921259842519685,0.08928571428571429,78,47,0,0.624
XS,WBCIC_MI,2,MECH,0,0.48,0.8038978324915824,0.7792857142857142,0.7821428571428571,0.7978571428571428,1.8571428571428539,1.571428571428573,0.6,0.10285714285714286,85,59,0,0.5902777777777778
XS,WBCIC_MI,0,MECH,1,0.45,0.8025364478114478,0.7733333333333333,0.8058333333333333,0.7941666666666668,2.0833333333333317,-1.1666666666666636,0.3456221198156682,0.0625,50,25,0,0.6666666666666666
XS,WBCIC_MI,1,MECH,1,0.45,0.8025364478114478,0.7733333333333333,0.7916666666666666,0.7808333333333333,0.749999999999997,-1.0833333333333306,0.3475609756097561,0.0475,33,24,0,0.5789473684210527
XS,WBCIC_MI,2,MECH,1,0.45,0.8025364478114478,0.7733333333333333,0.8108333333333334,0.7816666666666666,0.8333333333333304,-2.9166666666666665,0.3923444976076555,0.06833333333333333,46,36,0,0.5609756097560976
XS,WBCIC_MI,0,MECH,2,0.5,0.8125392255892256,0.7558333333333334,0.7541666666666668,0.7575,0.1666666666666686,0.3333333333333355,0.8314606741573034,0.12333333333333334,75,73,0,0.5067567567567568
XS,WBCIC_MI,1,MECH,2,0.5,0.8125392255892256,0.7558333333333334,0.7491666666666666,0.7491666666666665,-0.6666666666666693,-3.700743415417189e-15,0.9080459770114943,0.13166666666666665,75,83,0,0.47468354430379744
XS,WBCIC_MI,2,MECH,2,0.5,0.8125392255892256,0.7558333333333334,0.7616666666666667,0.7641666666666667,0.833333333333334,0.2500000000000002,0.7692307692307693,0.10833333333333334,70,60,0,0.5384615384615384
XS,WBCIC_MI,0,MECH,3,0.47,0.7913333333333336,0.8405408249158248,0.8229966329966331,0.8313731060606061,-0.9167718855218832,0.8376473063973101,0.8497109826589595,0.12301255230125523,68,79,0,0.46258503401360546
XS,WBCIC_MI,1,MECH,3,0.47,0.7913333333333336,0.8405408249158248,0.8378924663299664,0.8547064393939393,1.4165614478114466,1.6813973063973051,0.7081081081081081,0.1096234309623431,74,57,0,0.5648854961832062
XS,WBCIC_MI,2,MECH,3,0.47,0.7913333333333336,0.8405408249158248,0.8462678872053871,0.8496012205387204,0.9060395622895551,0.3333333333333244,0.9415204678362573,0.13472803347280335,86,75,0,0.5341614906832298
XS,WBCIC_MI,0,MECH,4,0.48,0.806005808080808,0.7875000000000001,0.7875000000000001,0.79,0.25000000000000205,0.2500000000000002,0.21195652173913043,0.0325,21,18,0,0.5384615384615384
XS,WBCIC_MI,1,MECH,4,0.48,0.806005808080808,0.7875000000000001,0.7991666666666667,0.7908333333333332,0.3333333333333355,-0.833333333333336,0.3125,0.041666666666666664,27,23,0,0.54
XS,WBCIC_MI,2,MECH,4,0.48,0.806005808080808,0.7875000000000001,0.7800000000000001,0.7858333333333333,-0.16666666666666496,0.5833333333333338,0.3708609271523179,0.04666666666666667,27,29,0,0.48214285714285715
