dataset,backbone,fold,subject_id,pair,BA,macro_F1,delta_vs_base_pp,delta_vs_partner_pp,delta_vs_best_pp
OpenBMI,CodeBrain,3,22,CodeBrain+LiteBN,0.7,0.6998799519807923,8.999999999999996,0.0,0.0
OpenBMI,CodeBrain,3,19,CodeBrain+LiteBN,0.74,0.7362012987012987,18.999999999999993,-4.0000000000000036,-4.0000000000000036
OpenBMI,CodeBrain,3,16,CodeBrain+LiteBN,0.85,0.84998499849985,13.0,-2.0000000000000018,-2.0000000000000018
OpenBMI,CodeBrain,3,45,CodeBrain+EEGNet,0.65,0.6338529134846741,14.000000000000002,-10.999999999999998,-10.999999999999998
OpenBMI,CodeBrain,3,34,CodeBrain+EEGNet,0.62,0.5967741935483871,6.000000000000005,-3.9999999999999925,-3.9999999999999925
OpenBMI,CodeBrain,3,27,CodeBrain+EEGNet,0.9299999999999999,0.9299369432489241,4.999999999999993,1.0000000000000009,1.0000000000000009
OpenBMI,CodeBrain,3,49,CodeBrain+EEGNet,0.8200000000000001,0.818840579710145,11.00000000000001,-1.9999999999999907,-1.9999999999999907
OpenBMI,CodeBrain,3,10,CodeBrain+EEGNet,0.74,0.7395833333333333,3.0000000000000027,3.0000000000000027,3.0000000000000027
OpenBMI,CodeBrain,3,22,CodeBrain+EEGNet,0.6499999999999999,0.6395839769333744,3.9999999999999925,-1.000000000000012,-1.000000000000012
OpenBMI,CodeBrain,3,19,CodeBrain+EEGNet,0.68,0.6604414261460102,13.0,-4.999999999999993,-4.999999999999993
OpenBMI,CodeBrain,3,16,CodeBrain+EEGNet,0.78,0.779205138498595,6.000000000000005,-2.0000000000000018,-2.0000000000000018
OpenBMI,EEGNet,3,45,EEGNet+LiteBN,0.79,0.78997899789979,3.0000000000000027,5.000000000000004,3.0000000000000027
OpenBMI,EEGNet,3,34,EEGNet+LiteBN,0.73,0.7237851662404092,7.000000000000006,12.0,7.000000000000006
OpenBMI,EEGNet,3,27,EEGNet+LiteBN,0.95,0.9499549594635172,3.0000000000000027,0.0,0.0
OpenBMI,EEGNet,3,49,EEGNet+LiteBN,0.8400000000000001,0.839421918908069,1.1102230246251565e-14,1.1102230246251565e-14,1.1102230246251565e-14
OpenBMI,EEGNet,3,10,EEGNet+LiteBN,0.81,0.8090644156366193,10.000000000000009,0.0,0.0
OpenBMI,EEGNet,3,22,EEGNet+LiteBN,0.6799999999999999,0.6767676767676768,1.9999999999999907,-2.0000000000000018,-2.0000000000000018
OpenBMI,EEGNet,3,19,EEGNet+LiteBN,0.76,0.7591328783621036,3.0000000000000027,-2.0000000000000018,-2.0000000000000018
OpenBMI,EEGNet,3,16,EEGNet+LiteBN,0.86,0.86,5.999999999999995,-1.0000000000000009,-1.0000000000000009
OpenBMI,EEGConformer,4,9,EEGConformer+LiteBN,0.61,0.5953937130407718,-2.0000000000000018,1.0000000000000009,-2.0000000000000018
OpenBMI,EEGConformer,4,53,EEGConformer+LiteBN,0.8,0.797979797979798,7.000000000000006,-2.0000000000000018,-2.0000000000000018
OpenBMI,EEGConformer,4,7,EEGConformer+LiteBN,0.78,0.779205138498595,-1.0000000000000009,5.000000000000004,-1.0000000000000009
OpenBMI,EEGConformer,4,20,EEGConformer+LiteBN,0.87,0.8684077335762729,8.999999999999996,-3.9999999999999925,-3.9999999999999925
OpenBMI,EEGConformer,4,41,EEGConformer+LiteBN,0.72,0.7057587221521648,3.9999999999999925,-5.000000000000004,-5.000000000000004
OpenBMI,EEGConformer,4,46,EEGConformer+LiteBN,0.7,0.6744791666666667,-1.0000000000000009,1.0000000000000009,-1.0000000000000009
OpenBMI,EEGConformer,4,21,EEGConformer+LiteBN,0.98,0.9799919967987194,-1.0000000000000009,7.000000000000006,-1.0000000000000009
OpenBMI,EEGConformer,4,44,EEGConformer+LiteBN,0.8300000000000001,0.8249407887962105,15.000000000000014,-0.9999999999999898,-0.9999999999999898
OpenBMI,EEGConformer,4,9,EEGConformer+EEGNet,0.62,0.6100164203612479,-1.0000000000000009,1.0000000000000009,-1.0000000000000009
OpenBMI,EEGConformer,4,53,EEGConformer+EEGNet,0.77,0.767182913250329,4.0000000000000036,0.0,0.0
OpenBMI,EEGConformer,4,7,EEGConformer+EEGNet,0.8200000000000001,0.8199279711884754,3.0000000000000027,10.000000000000009,3.0000000000000027
OpenBMI,EEGConformer,4,20,EEGConformer+EEGNet,0.86,0.8579545454545454,7.9999999999999964,-2.0000000000000018,-2.0000000000000018
OpenBMI,EEGConformer,4,41,EEGConformer+EEGNet,0.71,0.7050147492625369,2.9999999999999916,3.0000000000000027,2.9999999999999916
OpenBMI,EEGConformer,4,46,EEGConformer+EEGNet,0.7,0.6847414880201765,-1.0000000000000009,3.9999999999999925,-1.0000000000000009
OpenBMI,EEGConformer,4,21,EEGConformer+EEGNet,0.99,0.9899989998999901,0.0,15.000000000000002,0.0
OpenBMI,EEGConformer,4,44,EEGConformer+EEGNet,0.79,0.7803117480908045,11.00000000000001,12.0,11.00000000000001
OpenBMI,CBraMod,4,9,CBraMod+LiteBN,0.6,0.586606035551881,0.0,0.0,0.0
OpenBMI,CBraMod,4,53,CBraMod+LiteBN,0.8200000000000001,0.818840579710145,32.00000000000001,0.0,0.0
OpenBMI,CBraMod,4,7,CBraMod+LiteBN,0.73,0.7237851662404092,21.999999999999996,0.0,0.0
OpenBMI,CBraMod,4,20,CBraMod+LiteBN,0.9099999999999999,0.9095568284594513,40.99999999999999,0.0,0.0
OpenBMI,CBraMod,4,41,CBraMod+LiteBN,0.77,0.7647058823529411,21.999999999999996,0.0,0.0
OpenBMI,CBraMod,4,46,CBraMod+LiteBN,0.69,0.6615351020853806,18.999999999999993,0.0,0.0
OpenBMI,CBraMod,4,21,CBraMod+LiteBN,0.9099999999999999,0.9097744360902256,39.99999999999999,0.0,0.0
OpenBMI,CBraMod,4,44,CBraMod+LiteBN,0.84,0.8368013055895553,29.999999999999993,0.0,0.0
OpenBMI,CBraMod,4,9,CBraMod+EEGNet,0.6000000000000001,0.5974235104669887,1.1102230246251565e-14,-0.9999999999999898,-0.9999999999999898
OpenBMI,CBraMod,4,53,CBraMod+EEGNet,0.77,0.767182913250329,27.0,0.0,0.0
OpenBMI,CBraMod,4,7,CBraMod+EEGNet,0.72,0.72,20.999999999999996,0.0,0.0
OpenBMI,CBraMod,4,20,CBraMod+EEGNet,0.88,0.88,38.0,0.0,0.0
OpenBMI,CBraMod,4,41,CBraMod+EEGNet,0.6799999999999999,0.6767676767676768,12.99999999999999,0.0,0.0
OpenBMI,CBraMod,4,46,CBraMod+EEGNet,0.67,0.6547756041426928,17.000000000000004,1.0000000000000009,1.0000000000000009
OpenBMI,CBraMod,4,21,CBraMod+EEGNet,0.85,0.84998499849985,34.0,1.0000000000000009,1.0000000000000009
OpenBMI,CBraMod,4,44,CBraMod+EEGNet,0.67,0.66996699669967,13.0,0.0,0.0
OpenBMI,CodeBrain,4,9,CodeBrain+LiteBN,0.5800000000000001,0.5784825371336813,4.0000000000000036,-1.9999999999999907,-1.9999999999999907
OpenBMI,CodeBrain,4,53,CodeBrain+LiteBN,0.75,0.7457023700539112,12.0,-7.000000000000006,-7.000000000000006
OpenBMI,CodeBrain,4,7,CodeBrain+LiteBN,0.7,0.6956168831168831,-3.0000000000000027,-3.0000000000000027,-3.0000000000000027
OpenBMI,CodeBrain,4,20,CodeBrain+LiteBN,0.84,0.8368013055895553,12.0,-6.999999999999995,-6.999999999999995
OpenBMI,CodeBrain,4,41,CodeBrain+LiteBN,0.63,0.5960257670051315,4.999999999999993,-14.000000000000002,-14.000000000000002
OpenBMI,CodeBrain,4,46,CodeBrain+LiteBN,0.6599999999999999,0.6263736263736264,1.0000000000000009,-3.0000000000000027,-3.0000000000000027
OpenBMI,CodeBrain,4,21,CodeBrain+LiteBN,0.85,0.8498648783905515,18.999999999999993,-5.999999999999995,-5.999999999999995
OpenBMI,CodeBrain,4,44,CodeBrain+LiteBN,0.74,0.7211497211497211,10.999999999999998,-9.999999999999998,-9.999999999999998
OpenBMI,CodeBrain,4,9,CodeBrain+EEGNet,0.55,0.5495946351716545,1.0000000000000009,-5.999999999999995,-5.999999999999995
OpenBMI,CodeBrain,4,53,CodeBrain+EEGNet,0.7,0.6899545266639107,6.999999999999995,-7.000000000000006,-7.000000000000006
OpenBMI,CodeBrain,4,7,CodeBrain+EEGNet,0.76,0.7591328783621036,3.0000000000000027,4.0000000000000036,3.0000000000000027
OpenBMI,CodeBrain,4,20,CodeBrain+EEGNet,0.81,0.8056265984654731,9.000000000000007,-6.999999999999995,-6.999999999999995
OpenBMI,CodeBrain,4,41,CodeBrain+EEGNet,0.61,0.5920075321686369,2.9999999999999916,-6.999999999999995,-6.999999999999995
OpenBMI,CodeBrain,4,46,CodeBrain+EEGNet,0.66,0.6353496353496353,1.000000000000012,0.0,0.0
OpenBMI,CodeBrain,4,21,CodeBrain+EEGNet,0.79,0.7874278773155178,13.0,-4.999999999999993,-4.999999999999993
OpenBMI,CodeBrain,4,44,CodeBrain+EEGNet,0.7,0.6816638370118846,6.999999999999995,2.9999999999999916,2.9999999999999916
OpenBMI,EEGNet,4,9,EEGNet+LiteBN,0.62,0.6124031007751938,1.0000000000000009,2.0000000000000018,1.0000000000000009
OpenBMI,EEGNet,4,53,EEGNet+LiteBN,0.8200000000000001,0.8193496587715776,5.000000000000004,0.0,0.0
OpenBMI,EEGNet,4,7,EEGNet+LiteBN,0.74,0.7383252818035426,2.0000000000000018,1.0000000000000009,1.0000000000000009
OpenBMI,EEGNet,4,20,EEGNet+LiteBN,0.9099999999999999,0.9095568284594513,2.9999999999999916,0.0,0.0
OpenBMI,EEGNet,4,41,EEGNet+LiteBN,0.75,0.7487689679429204,7.000000000000006,-2.0000000000000018,-2.0000000000000018
OpenBMI,EEGNet,4,46,EEGNet+LiteBN,0.6799999999999999,0.6567996567996568,1.9999999999999907,-1.0000000000000009,-1.0000000000000009
OpenBMI,EEGNet,4,21,EEGNet+LiteBN,0.91,0.90999099909991,7.000000000000006,1.1102230246251565e-14,1.1102230246251565e-14
OpenBMI,EEGNet,4,44,EEGNet+LiteBN,0.82,0.8173701298701299,14.999999999999991,-2.0000000000000018,-2.0000000000000018
WBCIC,EEGConformer,0,sub-6,EEGConformer+LiteBN,0.94,0.93999399939994,20.999999999999996,0.49999999999998934,0.49999999999998934
WBCIC,EEGConformer,0,sub-22,EEGConformer+LiteBN,0.74,0.7373737373737375,18.000000000000004,-4.0000000000000036,-4.0000000000000036
WBCIC,EEGConformer,0,sub-44,EEGConformer+LiteBN,0.78,0.7767857142857143,9.499999999999996,-0.5000000000000004,-0.5000000000000004
WBCIC,EEGConformer,0,sub-35,EEGConformer+LiteBN,0.8899999999999999,0.8896025692492975,2.9999999999999916,0.49999999999998934,0.49999999999998934
WBCIC,EEGConformer,0,sub-18,EEGConformer+LiteBN,0.645,0.6445645916247403,8.499999999999996,0.0,0.0
WBCIC,EEGConformer,0,sub-9,EEGConformer+LiteBN,0.55,0.5444883085332524,1.0000000000000009,0.0,0.0
WBCIC,EEGConformer,0,sub-49,EEGConformer+LiteBN,0.8799999999999999,0.8795664391810518,19.499999999999986,0.49999999999998934,0.49999999999998934
WBCIC,EEGConformer,0,sub-6,EEGConformer+EEGNet,0.905,0.9047117530529852,17.500000000000004,-0.49999999999998934,-0.49999999999998934
WBCIC,EEGConformer,0,sub-22,EEGConformer+EEGNet,0.725,0.7219343259435274,16.500000000000004,0.5000000000000004,0.5000000000000004
WBCIC,EEGConformer,0,sub-44,EEGConformer+EEGNet,0.7749999999999999,0.7733625443831684,8.999999999999986,0.49999999999998934,0.49999999999998934
WBCIC,EEGConformer,0,sub-35,EEGConformer+EEGNet,0.925,0.9249080123150859,6.500000000000005,0.0,0.0
WBCIC,EEGConformer,0,sub-18,EEGConformer+EEGNet,0.595,0.5772332263368042,3.499999999999992,-1.5000000000000013,-1.5000000000000013
WBCIC,EEGConformer,0,sub-9,EEGConformer+EEGNet,0.59,0.5670995670995671,4.999999999999993,-1.1102230246251565e-14,-1.1102230246251565e-14
WBCIC,EEGConformer,0,sub-49,EEGConformer+EEGNet,0.87,0.8697916666666667,18.499999999999993,-0.5000000000000004,-0.5000000000000004
WBCIC,CBraMod,0,sub-6,CBraMod+LiteBN,0.935,0.934959349593496,5.500000000000005,0.0,0.0
WBCIC,CBraMod,0,sub-22,CBraMod+LiteBN,0.735,0.7320458050001264,15.499999999999991,-4.5000000000000036,-4.5000000000000036
WBCIC,CBraMod,0,sub-44,CBraMod+LiteBN,0.765,0.7599530120789602,5.500000000000005,-2.0000000000000018,-2.0000000000000018
WBCIC,CBraMod,0,sub-35,CBraMod+LiteBN,0.915,0.9149468417761101,2.500000000000002,3.0000000000000027,2.500000000000002
WBCIC,CBraMod,0,sub-18,CBraMod+LiteBN,0.6799999999999999,0.677386833350136,10.999999999999998,3.499999999999992,3.499999999999992
WBCIC,CBraMod,0,sub-9,CBraMod+LiteBN,0.565,0.5542918619841697,-2.0000000000000018,1.4999999999999902,-2.0000000000000018
WBCIC,CBraMod,0,sub-49,CBraMod+LiteBN,0.865,0.8649155722326454,14.500000000000002,-1.0000000000000009,-1.0000000000000009
WBCIC,CBraMod,0,sub-6,CBraMod+EEGNet,0.9199999999999999,0.9198717948717949,3.9999999999999925,1.0000000000000009,1.0000000000000009
WBCIC,CBraMod,0,sub-22,CBraMod+EEGNet,0.6699999999999999,0.6589499793303017,8.999999999999986,-5.000000000000004,-5.000000000000004
WBCIC,CBraMod,0,sub-44,CBraMod+EEGNet,0.76,0.7570604312177346,5.000000000000004,-1.0000000000000009,-1.0000000000000009
WBCIC,CBraMod,0,sub-35,CBraMod+EEGNet,0.9099999999999999,0.9099189270343309,1.9999999999999907,-1.5000000000000124,-1.5000000000000124
WBCIC,CBraMod,0,sub-18,CBraMod+EEGNet,0.59,0.5670995670995671,2.0000000000000018,-2.0000000000000018,-2.0000000000000018
WBCIC,CBraMod,0,sub-9,CBraMod+EEGNet,0.57,0.5413333333333333,-1.5000000000000013,-2.000000000000013,-2.000000000000013
WBCIC,CBraMod,0,sub-49,CBraMod+EEGNet,0.815,0.8136536476039384,9.499999999999996,-6.000000000000005,-6.000000000000005
WBCIC,CodeBrain,0,sub-6,CodeBrain+LiteBN,0.935,0.934998374959374,2.500000000000002,0.0,0.0
WBCIC,CodeBrain,0,sub-22,CodeBrain+LiteBN,0.7250000000000001,0.7238331952499311,8.000000000000007,-5.499999999999994,-5.499999999999994
WBCIC,CodeBrain,0,sub-44,CodeBrain+LiteBN,0.8,0.7987117552334944,2.0000000000000018,1.5000000000000013,1.5000000000000013
WBCIC,CodeBrain,0,sub-35,CodeBrain+LiteBN,0.91,0.9099639855942376,-0.5000000000000004,2.500000000000002,-0.5000000000000004
WBCIC,CodeBrain,0,sub-18,CodeBrain+LiteBN,0.6399999999999999,0.6386993175431553,3.9999999999999925,-0.5000000000000115,-0.5000000000000115
WBCIC,CodeBrain,0,sub-9,CodeBrain+LiteBN,0.585,0.5803736191511413,-2.0000000000000018,3.499999999999992,-2.0000000000000018
WBCIC,CodeBrain,0,sub-49,CodeBrain+LiteBN,0.88,0.8798076923076923,6.999999999999995,0.5000000000000004,0.5000000000000004
WBCIC,CodeBrain,0,sub-6,CodeBrain+EEGNet,0.925,0.9249831212022706,1.5000000000000013,1.5000000000000124,1.5000000000000013
WBCIC,CodeBrain,0,sub-22,CodeBrain+EEGNet,0.685,0.6799999999999999,4.0000000000000036,-3.499999999999992,-3.499999999999992
WBCIC,CodeBrain,0,sub-44,CodeBrain+EEGNet,0.7949999999999999,0.7938403519798869,1.4999999999999902,2.499999999999991,1.4999999999999902
WBCIC,CodeBrain,0,sub-35,CodeBrain+EEGNet,0.9299999999999999,0.9298245614035088,1.4999999999999902,0.49999999999998934,0.49999999999998934
WBCIC,CodeBrain,0,sub-18,CodeBrain+EEGNet,0.585,0.5667945405673426,-1.5000000000000013,-2.500000000000002,-2.500000000000002
WBCIC,CodeBrain,0,sub-9,CodeBrain+EEGNet,0.615,0.6055226824457594,1.0000000000000009,2.499999999999991,1.0000000000000009
WBCIC,CodeBrain,0,sub-49,CodeBrain+EEGNet,0.845,0.8448098921178444,3.499999999999992,-3.0000000000000027,-3.0000000000000027
WBCIC,EEGNet,0,sub-6,EEGNet+LiteBN,0.9299999999999999,0.9299719887955182,2.0000000000000018,-0.5000000000000115,-0.5000000000000115
WBCIC,EEGNet,0,sub-22,EEGNet+LiteBN,0.765,0.7628598097832942,4.5000000000000036,-1.5000000000000013,-1.5000000000000013
WBCIC,EEGNet,0,sub-44,EEGNet+LiteBN,0.795,0.7922525398393758,2.500000000000002,1.0000000000000009,1.0000000000000009
WBCIC,EEGNet,0,sub-35,EEGNet+LiteBN,0.9299999999999999,0.9299719887955182,0.49999999999998934,4.499999999999993,0.49999999999998934
WBCIC,EEGNet,0,sub-18,EEGNet+LiteBN,0.675,0.6743405395926751,6.500000000000005,3.0000000000000027,3.0000000000000027
WBCIC,EEGNet,0,sub-9,EEGNet+LiteBN,0.6,0.5931237920862578,0.9999999999999898,4.999999999999993,0.9999999999999898
WBCIC,EEGNet,0,sub-49,EEGNet+LiteBN,0.895,0.8947869435607105,2.0000000000000018,2.0000000000000018,2.0000000000000018
WBCIC,EEGConformer,1,sub-28,EEGConformer+LiteBN,0.575,0.49643058147456975,-7.000000000000006,2.9999999999999916,-7.000000000000006
WBCIC,EEGConformer,1,sub-37,EEGConformer+LiteBN,0.785,0.7849516141131755,10.999999999999998,-6.999999999999995,-6.999999999999995
WBCIC,EEGConformer,1,sub-12,EEGConformer+LiteBN,0.755,0.7549448625940837,2.0000000000000018,0.5000000000000004,0.5000000000000004
WBCIC,EEGConformer,1,sub-30,EEGConformer+LiteBN,0.85,0.8484848484848485,-0.5000000000000004,7.9999999999999964,-0.5000000000000004
WBCIC,EEGConformer,1,sub-45,EEGConformer+LiteBN,0.9299999999999999,0.9299719887955182,2.9999999999999916,0.49999999999998934,0.49999999999998934
WBCIC,EEGConformer,1,sub-7,EEGConformer+LiteBN,0.815,0.8149953748843721,1.4999999999999902,1.9999999999999907,1.4999999999999902
WBCIC,EEGConformer,1,sub-28,EEGConformer+EEGNet,0.64,0.6216897856242118,-0.5000000000000004,-3.500000000000003,-3.500000000000003
WBCIC,EEGConformer,1,sub-37,EEGConformer+EEGNet,0.81,0.8099809980998101,13.5,-7.499999999999996,-7.499999999999996
WBCIC,EEGConformer,1,sub-12,EEGConformer+EEGNet,0.73,0.7293233082706767,-0.5000000000000004,1.5000000000000013,-0.5000000000000004
WBCIC,EEGConformer,1,sub-30,EEGConformer+EEGNet,0.84,0.84,-1.5000000000000013,0.5000000000000004,-1.5000000000000013
WBCIC,EEGConformer,1,sub-45,EEGConformer+EEGNet,0.9299999999999999,0.9299929992999301,2.9999999999999916,-0.5000000000000115,-0.5000000000000115
WBCIC,EEGConformer,1,sub-7,EEGConformer+EEGNet,0.835,0.8346651970239736,3.499999999999992,0.49999999999998934,0.49999999999998934
WBCIC,CBraMod,1,sub-28,CBraMod+LiteBN,0.535,0.43249427917620137,-12.0,-1.0000000000000009,-12.0
WBCIC,CBraMod,1,sub-37,CBraMod+LiteBN,0.885,0.8846510694851927,9.999999999999998,3.0000000000000027,3.0000000000000027
WBCIC,CBraMod,1,sub-12,CBraMod+LiteBN,0.73,0.72997299729973,5.000000000000004,-2.0000000000000018,-2.0000000000000018
WBCIC,CBraMod,1,sub-30,CBraMod+LiteBN,0.84,0.8383838383838383,-2.500000000000002,6.999999999999995,-2.500000000000002
WBCIC,CBraMod,1,sub-45,CBraMod+LiteBN,0.93,0.93,4.5000000000000036,0.5000000000000004,0.5000000000000004
WBCIC,CBraMod,1,sub-7,CBraMod+LiteBN,0.7849999999999999,0.7843476516462298,-1.0000000000000009,-1.000000000000012,-1.000000000000012
WBCIC,CBraMod,1,sub-28,CBraMod+EEGNet,0.67,0.6659580929243851,1.5000000000000013,-0.5000000000000004,-0.5000000000000004
WBCIC,CBraMod,1,sub-37,CBraMod+EEGNet,0.885,0.8847666524712543,9.999999999999998,0.0,0.0
WBCIC,CBraMod,1,sub-12,CBraMod+EEGNet,0.7,0.6998799519807923,2.0000000000000018,-1.5000000000000013,-1.5000000000000013
WBCIC,CBraMod,1,sub-30,CBraMod+EEGNet,0.87,0.8698828946051447,0.5000000000000004,3.500000000000003,0.5000000000000004
WBCIC,CBraMod,1,sub-45,CBraMod+EEGNet,0.94,0.94,5.499999999999994,0.49999999999998934,0.49999999999998934
WBCIC,CBraMod,1,sub-7,CBraMod+EEGNet,0.8200000000000001,0.8191136569189026,2.5000000000000133,-1.0000000000000009,-1.0000000000000009
WBCIC,CodeBrain,1,sub-28,CodeBrain+LiteBN,0.565,0.4744948808553049,-8.000000000000007,1.9999999999999907,-8.000000000000007
WBCIC,CodeBrain,1,sub-37,CodeBrain+LiteBN,0.8500000000000001,0.8492613807657522,12.50000000000001,-0.49999999999998934,-0.49999999999998934
WBCIC,CodeBrain,1,sub-12,CodeBrain+LiteBN,0.73,0.7290244881573664,1.0000000000000009,-2.0000000000000018,-2.0000000000000018
WBCIC,CodeBrain,1,sub-30,CodeBrain+LiteBN,0.835,0.8334973132521002,-2.500000000000002,6.499999999999995,-2.500000000000002
WBCIC,CodeBrain,1,sub-45,CodeBrain+LiteBN,0.95,0.9499799919967987,2.0000000000000018,2.499999999999991,2.0000000000000018
WBCIC,CodeBrain,1,sub-7,CodeBrain+LiteBN,0.8,0.7998198378540686,5.000000000000004,0.5000000000000004,0.5000000000000004
WBCIC,CodeBrain,1,sub-28,CodeBrain+EEGNet,0.6499999999999999,0.6477455716586151,0.49999999999998934,-2.5000000000000133,-2.5000000000000133
WBCIC,CodeBrain,1,sub-37,CodeBrain+EEGNet,0.855,0.8547057792028858,13.0,-3.0000000000000027,-3.0000000000000027
WBCIC,CodeBrain,1,sub-12,CodeBrain+EEGNet,0.75,0.749599358974359,3.0000000000000027,3.500000000000003,3.0000000000000027
WBCIC,CodeBrain,1,sub-30,CodeBrain+EEGNet,0.875,0.8749968749218731,1.5000000000000013,4.0000000000000036,1.5000000000000013
WBCIC,CodeBrain,1,sub-45,CodeBrain+EEGNet,0.935,0.934998374959374,0.5000000000000115,0.0,0.0
WBCIC,CodeBrain,1,sub-7,CodeBrain+EEGNet,0.8200000000000001,0.8191136569189026,7.000000000000006,-1.0000000000000009,-1.0000000000000009
WBCIC,EEGNet,1,sub-28,EEGNet+LiteBN,0.575,0.49161159125571935,-10.000000000000009,2.9999999999999916,-10.000000000000009
WBCIC,EEGNet,1,sub-37,EEGNet+LiteBN,0.8999999999999999,0.899749373433584,1.4999999999999902,4.499999999999993,1.4999999999999902
WBCIC,EEGNet,1,sub-12,EEGNet+LiteBN,0.73,0.72997299729973,1.5000000000000013,-2.0000000000000018,-2.0000000000000018
WBCIC,EEGNet,1,sub-30,EEGNet+LiteBN,0.8049999999999999,0.8013801532937791,-3.0000000000000027,3.499999999999992,-3.0000000000000027
WBCIC,EEGNet,1,sub-45,EEGNet+LiteBN,0.92,0.92,-1.5000000000000013,-0.5000000000000004,-1.5000000000000013
WBCIC,EEGNet,1,sub-7,EEGNet+LiteBN,0.8300000000000001,0.8298468621759583,0.0,3.500000000000003,0.0
WBCIC,EEGConformer,2,sub-50,EEGConformer+LiteBN,0.94,0.9399459513562206,0.49999999999998934,0.0,0.0
WBCIC,EEGConformer,2,sub-14,EEGConformer+LiteBN,0.505,0.49836588888044386,-1.0000000000000009,-1.0000000000000009,-1.0000000000000009
WBCIC,EEGConformer,2,sub-1,EEGConformer+LiteBN,0.9450000000000001,0.9449656035021888,6.500000000000005,4.0000000000000036,4.0000000000000036
WBCIC,EEGConformer,2,sub-32,EEGConformer+LiteBN,0.59,0.5818033455732354,4.499999999999993,-1.5000000000000013,-1.5000000000000013
WBCIC,EEGConformer,2,sub-23,EEGConformer+LiteBN,0.9650000000000001,0.9649570724137068,1.5000000000000124,-0.49999999999998934,-0.49999999999998934
WBCIC,EEGConformer,2,sub-34,EEGConformer+LiteBN,0.515,0.5144051463042227,-2.500000000000002,-8.500000000000007,-8.500000000000007
WBCIC,EEGConformer,2,sub-50,EEGConformer+EEGNet,0.965,0.9649921232277263,2.9999999999999916,0.9999999999999898,0.9999999999999898
WBCIC,EEGConformer,2,sub-14,EEGConformer+EEGNet,0.5349999999999999,0.5235533697072159,1.9999999999999907,-4.0000000000000036,-4.0000000000000036
WBCIC,EEGConformer,2,sub-1,EEGConformer+EEGNet,0.9199999999999999,0.9197109594540345,3.9999999999999925,-2.5000000000000133,-2.5000000000000133
WBCIC,EEGConformer,2,sub-32,EEGConformer+EEGNet,0.535,0.5250134068796446,-1.0000000000000009,-1.0000000000000009,-1.0000000000000009
WBCIC,EEGConformer,2,sub-23,EEGConformer+EEGNet,0.965,0.9649781113195748,1.5000000000000013,0.0,0.0
WBCIC,EEGConformer,2,sub-34,EEGConformer+EEGNet,0.53,0.5219204557013528,-1.0000000000000009,2.0000000000000018,-1.0000000000000009
WBCIC,CBraMod,2,sub-50,CBraMod+LiteBN,0.94,0.9399759903961584,0.49999999999998934,0.0,0.0
WBCIC,CBraMod,2,sub-14,CBraMod+LiteBN,0.505,0.5004919397563006,-3.9999999999999925,-1.0000000000000009,-3.9999999999999925
WBCIC,CBraMod,2,sub-1,CBraMod+LiteBN,0.875,0.8744696342045141,2.500000000000002,-3.0000000000000027,-3.0000000000000027
WBCIC,CBraMod,2,sub-32,CBraMod+LiteBN,0.5900000000000001,0.5866518802298619,6.500000000000005,-1.4999999999999902,-1.4999999999999902
WBCIC,CBraMod,2,sub-23,CBraMod+LiteBN,0.9650000000000001,0.9649570724137068,5.000000000000004,-0.49999999999998934,-0.49999999999998934
WBCIC,CBraMod,2,sub-34,CBraMod+LiteBN,0.575,0.5744787364521539,7.9999999999999964,-2.5000000000000133,-2.5000000000000133
WBCIC,CBraMod,2,sub-50,CBraMod+EEGNet,0.945,0.9449986249656241,0.9999999999999898,-1.000000000000012,-1.000000000000012
WBCIC,CBraMod,2,sub-14,CBraMod+EEGNet,0.565,0.5556577032099901,2.0000000000000018,-1.0000000000000009,-1.0000000000000009
WBCIC,CBraMod,2,sub-1,CBraMod+EEGNet,0.915,0.9149808706959066,6.500000000000005,-3.0000000000000027,-3.0000000000000027
WBCIC,CBraMod,2,sub-32,CBraMod+EEGNet,0.535,0.5316159250585479,1.0000000000000009,-1.0000000000000009,-1.0000000000000009
WBCIC,CBraMod,2,sub-23,CBraMod+EEGNet,0.95,0.9499549594635172,3.499999999999992,-1.5000000000000013,-1.5000000000000013
WBCIC,CBraMod,2,sub-34,CBraMod+EEGNet,0.5,0.4949494949494949,0.5000000000000004,-1.0000000000000009,-1.0000000000000009
WBCIC,CodeBrain,2,sub-50,CodeBrain+LiteBN,0.935,0.9349202773397411,4.500000000000015,-0.49999999999998934,-0.49999999999998934
WBCIC,CodeBrain,2,sub-14,CodeBrain+LiteBN,0.5449999999999999,0.5337995337995338,0.49999999999998934,2.9999999999999916,0.49999999999998934
WBCIC,CodeBrain,2,sub-1,CodeBrain+LiteBN,0.9199999999999999,0.9199679871948779,7.499999999999996,1.4999999999999902,1.4999999999999902
WBCIC,CodeBrain,2,sub-32,CodeBrain+LiteBN,0.575,0.5737104741844078,4.499999999999993,-3.0000000000000027,-3.0000000000000027
WBCIC,CodeBrain,2,sub-23,CodeBrain+LiteBN,0.96,0.9599358974358975,5.499999999999994,-1.0000000000000009,-1.0000000000000009
WBCIC,CodeBrain,2,sub-34,CodeBrain+LiteBN,0.56,0.5578333835795397,2.500000000000002,-4.0000000000000036,-4.0000000000000036
