task,fold,role,session,subject,direction,margin_alpha_star_lt_1_fraction,margin_alpha_star_gt_1_fraction,margin_alpha_star_distribution,trial_conditional,ce_alpha_star_distribution,label_scope
OpenBMI_SSVEP,4,inner_train,2,14,7,0.46,0.53,"[45, 0, 0, 1, 1, 1, 0, 52]",True,"[48, 0, 0, 1, 0, 1, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,8,0.55,0.45,"[52, 1, 1, 1, 0, 1, 1, 43]",True,"[51, 1, 0, 0, 1, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,9,0.56,0.44,"[53, 0, 3, 0, 0, 1, 1, 42]",True,"[56, 0, 0, 0, 0, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,10,0.39,0.59,"[38, 0, 1, 0, 2, 2, 1, 56]",True,"[38, 1, 1, 0, 3, 2, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,11,0.54,0.45,"[54, 0, 0, 0, 1, 0, 1, 44]",True,"[48, 1, 0, 0, 1, 1, 2, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,12,0.57,0.41,"[53, 1, 0, 3, 2, 0, 1, 40]",True,"[50, 0, 0, 2, 1, 2, 0, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,13,0.4,0.6,"[39, 1, 0, 0, 0, 0, 0, 60]",True,"[34, 1, 1, 0, 0, 1, 1, 62]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,14,0.45,0.55,"[42, 1, 0, 2, 0, 1, 1, 53]",True,"[43, 1, 2, 0, 1, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,14,15,0.39,0.58,"[34, 0, 2, 3, 3, 2, 4, 52]",True,"[36, 3, 0, 1, 3, 1, 6, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,0,0.44,0.55,"[40, 2, 1, 1, 1, 0, 0, 55]",True,"[40, 3, 2, 3, 1, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,1,0.48,0.52,"[47, 0, 0, 1, 0, 1, 0, 51]",True,"[48, 3, 0, 0, 1, 2, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,2,0.39,0.6,"[37, 1, 0, 1, 1, 0, 1, 59]",True,"[38, 1, 0, 0, 3, 1, 0, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,3,0.51,0.49,"[48, 1, 1, 1, 0, 0, 0, 49]",True,"[53, 3, 0, 0, 2, 2, 2, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,4,0.55,0.39,"[44, 3, 6, 2, 6, 1, 4, 34]",True,"[32, 3, 3, 10, 3, 4, 5, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,5,0.37,0.62,"[36, 0, 1, 0, 1, 1, 1, 60]",True,"[27, 0, 1, 0, 2, 0, 1, 69]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,6,0.27,0.7,"[27, 0, 0, 0, 3, 2, 1, 67]",True,"[17, 1, 0, 1, 1, 2, 3, 75]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,7,0.46,0.54,"[45, 0, 1, 0, 0, 0, 1, 53]",True,"[47, 3, 1, 0, 4, 1, 1, 43]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,8,0.49,0.49,"[47, 0, 1, 1, 2, 1, 2, 46]",True,"[48, 1, 1, 2, 0, 1, 2, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,9,0.45,0.54,"[44, 0, 0, 1, 1, 1, 0, 53]",True,"[46, 3, 0, 1, 1, 0, 3, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,10,0.45,0.52,"[40, 3, 2, 0, 3, 1, 9, 42]",True,"[30, 3, 2, 7, 6, 1, 7, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,11,0.54,0.44,"[52, 0, 1, 1, 2, 1, 2, 41]",True,"[49, 3, 1, 2, 1, 1, 1, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,12,0.4,0.59,"[37, 1, 1, 1, 1, 4, 0, 55]",True,"[36, 6, 0, 2, 0, 3, 2, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,13,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[35, 1, 0, 0, 2, 1, 1, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,14,0.43,0.56,"[42, 1, 0, 0, 1, 0, 4, 52]",True,"[40, 1, 3, 1, 1, 1, 2, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,16,15,0.46,0.52,"[40, 1, 2, 3, 2, 0, 2, 50]",True,"[44, 1, 2, 0, 2, 0, 3, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,0,0.45,0.55,"[43, 2, 0, 0, 0, 0, 0, 55]",True,"[46, 0, 0, 1, 1, 0, 1, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,1,0.34,0.66,"[33, 0, 1, 0, 0, 0, 1, 65]",True,"[27, 1, 0, 1, 2, 0, 1, 68]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,2,0.68,0.32,"[68, 0, 0, 0, 0, 0, 1, 31]",True,"[47, 5, 6, 2, 9, 1, 2, 28]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,3,0.55,0.45,"[53, 1, 1, 0, 0, 0, 0, 45]",True,"[48, 2, 1, 1, 7, 1, 1, 39]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,4,0.63,0.34,"[52, 5, 5, 1, 3, 3, 2, 29]",True,"[43, 4, 2, 3, 3, 3, 7, 35]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,5,0.33,0.67,"[33, 0, 0, 0, 0, 1, 0, 66]",True,"[21, 2, 0, 0, 1, 1, 1, 74]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,6,0.38,0.61,"[35, 1, 1, 1, 1, 2, 2, 57]",True,"[19, 0, 1, 0, 1, 1, 2, 76]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,7,0.56,0.44,"[56, 0, 0, 0, 0, 1, 0, 43]",True,"[59, 4, 0, 2, 4, 1, 1, 29]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,8,0.41,0.59,"[41, 0, 0, 0, 0, 1, 1, 57]",True,"[31, 1, 4, 2, 3, 1, 1, 57]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,9,0.53,0.46,"[52, 0, 1, 0, 1, 0, 1, 45]",True,"[56, 1, 1, 1, 1, 2, 0, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,10,0.47,0.49,"[36, 6, 3, 2, 4, 4, 6, 39]",True,"[34, 7, 8, 5, 5, 4, 4, 33]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,11,0.56,0.44,"[54, 1, 1, 0, 0, 1, 1, 42]",True,"[52, 3, 1, 1, 3, 2, 0, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,12,0.46,0.5,"[42, 1, 0, 3, 4, 1, 3, 46]",True,"[44, 2, 2, 2, 2, 2, 4, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,13,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[41, 5, 2, 1, 4, 0, 1, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,14,0.43,0.57,"[43, 0, 0, 0, 0, 1, 0, 56]",True,"[36, 2, 0, 1, 5, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,16,15,0.42,0.57,"[40, 0, 1, 1, 1, 2, 1, 54]",True,"[38, 1, 1, 1, 3, 0, 2, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,0,0.36,0.64,"[35, 0, 0, 1, 0, 1, 0, 63]",True,"[34, 0, 0, 0, 0, 1, 1, 64]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,1,0.32,0.68,"[32, 0, 0, 0, 0, 0, 0, 68]",True,"[32, 1, 1, 0, 1, 1, 0, 64]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,2,0.59,0.41,"[59, 0, 0, 0, 0, 0, 0, 41]",True,"[58, 3, 0, 0, 2, 0, 0, 37]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,3,0.48,0.52,"[48, 0, 0, 0, 0, 0, 0, 52]",True,"[41, 1, 0, 0, 2, 1, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,4,0.21,0.78,"[18, 2, 0, 1, 1, 2, 2, 74]",True,"[14, 1, 1, 2, 2, 2, 1, 77]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,5,0.5,0.5,"[50, 0, 0, 0, 0, 0, 1, 49]",True,"[50, 2, 0, 0, 0, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,6,0.54,0.46,"[52, 1, 0, 1, 0, 2, 1, 43]",True,"[50, 1, 1, 0, 0, 4, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,7,0.5,0.5,"[50, 0, 0, 0, 0, 0, 0, 50]",True,"[40, 4, 1, 1, 6, 0, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,8,0.72,0.28,"[71, 1, 0, 0, 0, 1, 0, 27]",True,"[69, 1, 0, 3, 0, 0, 0, 27]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,9,0.5,0.5,"[49, 0, 1, 0, 0, 0, 0, 50]",True,"[41, 3, 0, 1, 4, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,10,0.5,0.49,"[47, 0, 0, 3, 1, 3, 1, 45]",True,"[45, 2, 0, 0, 1, 1, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,11,0.48,0.52,"[47, 0, 0, 1, 0, 1, 0, 51]",True,"[46, 2, 0, 0, 1, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,12,0.45,0.54,"[45, 0, 0, 0, 1, 1, 1, 52]",True,"[50, 0, 1, 1, 0, 1, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,13,0.52,0.48,"[51, 1, 0, 0, 0, 0, 0, 48]",True,"[42, 1, 1, 1, 2, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,14,0.52,0.48,"[52, 0, 0, 0, 0, 1, 0, 47]",True,"[48, 2, 0, 0, 1, 2, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,19,15,0.19,0.81,"[18, 0, 0, 1, 0, 1, 1, 79]",True,"[23, 0, 1, 0, 0, 1, 1, 74]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,0,0.69,0.3,"[68, 0, 1, 0, 1, 0, 0, 30]",True,"[69, 2, 1, 1, 1, 0, 3, 23]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,1,0.67,0.33,"[67, 0, 0, 0, 0, 0, 1, 32]",True,"[65, 1, 0, 3, 4, 0, 1, 26]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,2,0.47,0.53,"[47, 0, 0, 0, 0, 0, 0, 53]",True,"[45, 0, 2, 1, 0, 0, 0, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,3,0.55,0.45,"[55, 0, 0, 0, 0, 2, 0, 43]",True,"[55, 1, 0, 1, 1, 1, 1, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,4,0.45,0.54,"[35, 4, 2, 4, 1, 2, 3, 49]",True,"[34, 2, 3, 3, 3, 1, 2, 52]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,5,0.27,0.73,"[27, 0, 0, 0, 0, 0, 0, 73]",True,"[24, 1, 0, 0, 1, 0, 0, 74]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,6,0.32,0.68,"[31, 1, 0, 0, 0, 2, 2, 64]",True,"[23, 0, 1, 1, 2, 1, 2, 70]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,7,0.53,0.47,"[53, 0, 0, 0, 0, 0, 0, 47]",True,"[50, 1, 0, 0, 0, 0, 1, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,8,0.39,0.6,"[39, 0, 0, 0, 1, 0, 3, 57]",True,"[27, 0, 0, 2, 2, 2, 0, 67]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,9,0.48,0.52,"[47, 0, 0, 1, 0, 0, 0, 52]",True,"[54, 0, 1, 0, 3, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,10,0.34,0.66,"[31, 1, 2, 0, 0, 1, 4, 61]",True,"[29, 2, 3, 2, 0, 1, 4, 59]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,11,0.41,0.59,"[41, 0, 0, 0, 0, 0, 0, 59]",True,"[39, 2, 1, 0, 2, 1, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,12,0.38,0.62,"[37, 1, 0, 0, 0, 1, 0, 61]",True,"[28, 0, 1, 1, 2, 2, 1, 65]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,13,0.45,0.55,"[44, 1, 0, 0, 0, 0, 0, 55]",True,"[41, 1, 0, 0, 3, 0, 0, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,14,0.49,0.51,"[48, 0, 1, 0, 0, 0, 0, 51]",True,"[46, 0, 2, 1, 0, 2, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,19,15,0.56,0.43,"[46, 4, 4, 2, 1, 2, 1, 40]",True,"[46, 5, 1, 3, 1, 2, 2, 40]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,0,0.44,0.54,"[42, 0, 1, 1, 2, 1, 0, 53]",True,"[41, 1, 1, 0, 0, 1, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,1,0.5,0.49,"[48, 1, 0, 1, 1, 0, 1, 48]",True,"[51, 0, 0, 0, 1, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,2,0.45,0.54,"[44, 1, 0, 0, 1, 0, 0, 54]",True,"[46, 0, 0, 1, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,3,0.51,0.49,"[49, 0, 0, 2, 0, 0, 0, 49]",True,"[48, 1, 0, 0, 1, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,4,0.49,0.48,"[42, 2, 1, 4, 3, 3, 0, 45]",True,"[40, 3, 0, 0, 1, 4, 5, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,5,0.43,0.57,"[43, 0, 0, 0, 0, 2, 0, 55]",True,"[46, 0, 0, 1, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,6,0.42,0.57,"[40, 2, 0, 0, 1, 1, 1, 55]",True,"[42, 1, 0, 0, 1, 2, 1, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,7,0.44,0.56,"[44, 0, 0, 0, 0, 1, 0, 55]",True,"[46, 1, 0, 2, 0, 0, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,8,0.52,0.47,"[47, 2, 3, 0, 1, 1, 0, 46]",True,"[50, 0, 0, 1, 1, 1, 1, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,9,0.48,0.51,"[47, 0, 1, 0, 1, 1, 0, 50]",True,"[46, 0, 1, 0, 0, 0, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,10,0.35,0.63,"[33, 0, 1, 1, 2, 0, 2, 61]",True,"[33, 0, 1, 0, 1, 0, 2, 63]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,11,0.6,0.38,"[60, 0, 0, 0, 2, 0, 0, 38]",True,"[65, 0, 1, 0, 1, 0, 0, 33]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,12,0.46,0.53,"[44, 2, 0, 0, 1, 0, 2, 51]",True,"[41, 1, 1, 0, 0, 1, 1, 55]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,13,0.48,0.5,"[47, 1, 0, 0, 2, 0, 1, 49]",True,"[51, 1, 0, 2, 0, 0, 0, 46]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,14,0.45,0.53,"[43, 0, 1, 1, 2, 0, 0, 53]",True,"[40, 2, 0, 0, 1, 2, 1, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,22,15,0.42,0.54,"[37, 4, 1, 0, 4, 4, 0, 50]",True,"[40, 3, 5, 1, 1, 2, 1, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,0,0.33,0.67,"[33, 0, 0, 0, 0, 1, 0, 66]",True,"[31, 0, 0, 1, 0, 0, 1, 67]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,1,0.39,0.61,"[39, 0, 0, 0, 0, 1, 0, 60]",True,"[42, 0, 1, 0, 1, 0, 0, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,2,0.54,0.46,"[54, 0, 0, 0, 0, 0, 0, 46]",True,"[58, 0, 0, 0, 1, 0, 0, 41]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,3,0.43,0.57,"[43, 0, 0, 0, 0, 0, 1, 56]",True,"[39, 0, 0, 0, 1, 0, 0, 60]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,4,0.53,0.45,"[49, 1, 1, 2, 2, 2, 1, 42]",True,"[44, 1, 1, 4, 2, 2, 4, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,5,0.53,0.47,"[52, 0, 0, 1, 0, 1, 2, 44]",True,"[54, 0, 1, 0, 0, 0, 0, 45]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,6,0.48,0.51,"[46, 0, 0, 2, 1, 0, 1, 50]",True,"[46, 0, 1, 0, 1, 1, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,7,0.43,0.57,"[43, 0, 0, 0, 0, 0, 0, 57]",True,"[45, 0, 0, 0, 3, 1, 0, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,8,0.63,0.37,"[60, 1, 1, 1, 0, 0, 0, 37]",True,"[58, 0, 0, 0, 0, 0, 0, 42]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,9,0.54,0.46,"[54, 0, 0, 0, 0, 0, 0, 46]",True,"[55, 0, 0, 0, 0, 0, 1, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,10,0.39,0.58,"[38, 0, 0, 1, 3, 2, 1, 55]",True,"[41, 0, 2, 1, 1, 2, 0, 53]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,11,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[47, 1, 1, 0, 2, 0, 0, 49]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,12,0.49,0.5,"[45, 1, 1, 2, 1, 0, 3, 47]",True,"[44, 1, 2, 1, 2, 0, 0, 50]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,13,0.5,0.5,"[50, 0, 0, 0, 0, 1, 0, 49]",True,"[49, 1, 0, 0, 2, 0, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,14,0.51,0.49,"[51, 0, 0, 0, 0, 1, 0, 48]",True,"[46, 1, 1, 0, 3, 2, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,2,22,15,0.43,0.56,"[40, 0, 2, 1, 1, 1, 2, 53]",True,"[41, 0, 0, 1, 3, 0, 1, 54]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,0,0.47,0.53,"[47, 0, 0, 0, 0, 3, 1, 49]",True,"[48, 1, 0, 2, 0, 1, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,1,0.54,0.46,"[54, 0, 0, 0, 0, 1, 0, 45]",True,"[54, 0, 1, 0, 1, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,2,0.4,0.6,"[40, 0, 0, 0, 0, 0, 0, 60]",True,"[38, 0, 0, 0, 0, 0, 0, 62]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,3,0.5,0.5,"[50, 0, 0, 0, 0, 0, 1, 49]",True,"[56, 0, 0, 0, 0, 0, 0, 44]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,4,0.59,0.4,"[59, 0, 0, 0, 1, 0, 1, 39]",True,"[57, 1, 1, 1, 0, 1, 1, 38]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,5,0.43,0.56,"[42, 0, 1, 0, 1, 0, 0, 56]",True,"[32, 1, 0, 1, 1, 0, 0, 65]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,6,0.46,0.53,"[43, 0, 2, 1, 1, 0, 0, 53]",True,"[35, 2, 0, 2, 1, 2, 2, 56]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,7,0.52,0.48,"[52, 0, 0, 0, 0, 0, 0, 48]",True,"[53, 0, 0, 0, 0, 0, 0, 47]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,8,0.55,0.45,"[52, 0, 0, 3, 0, 1, 0, 44]",True,"[49, 0, 0, 1, 1, 1, 0, 48]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,9,0.6,0.39,"[60, 0, 0, 0, 1, 0, 0, 39]",True,"[63, 0, 0, 0, 0, 0, 1, 36]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,10,0.61,0.38,"[60, 0, 1, 0, 1, 0, 3, 35]",True,"[58, 2, 1, 0, 0, 3, 0, 36]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
OpenBMI_SSVEP,4,inner_train,1,23,11,0.49,0.51,"[49, 0, 0, 0, 0, 0, 0, 51]",True,"[48, 0, 0, 0, 0, 0, 1, 51]",DEVELOPMENT_ONLY_NO_FINAL_HELDOUT
