scope,task,fold,subject_id,method,BA,macro_F1,accuracy,trials
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,1,C0_LiteBN_DualCE,0.8999999999999999,0.8996971324414933,0.9,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,11,B0_Exact_LiteBN,1.0,1.0,1.0,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,11,C0_LiteBN_DualCE,1.0,1.0,1.0,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,23,B0_Exact_LiteBN,0.43000000000000005,0.39938695499061655,0.43,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,23,C0_LiteBN_DualCE,0.41,0.3718083580888459,0.41,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,30,B0_Exact_LiteBN,0.8200000000000001,0.8213824289405686,0.82,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,30,C0_LiteBN_DualCE,0.8300000000000001,0.8325210119630518,0.83,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,48,B0_Exact_LiteBN,0.99,0.9899959983993597,0.99,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,48,C0_LiteBN_DualCE,0.99,0.9899959983993597,0.99,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,50,B0_Exact_LiteBN,0.95,0.9482673572573683,0.95,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,50,C0_LiteBN_DualCE,0.95,0.9490376418125779,0.95,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,52,B0_Exact_LiteBN,0.9299999999999999,0.926959668238738,0.93,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,52,C0_LiteBN_DualCE,0.9299999999999999,0.9260984780046289,0.93,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,8,B0_Exact_LiteBN,0.89,0.8878861889583419,0.89,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,2,8,C0_LiteBN_DualCE,0.8899999999999999,0.8892803512744311,0.89,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,10,B0_Exact_LiteBN,1.0,1.0,1.0,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,10,C0_LiteBN_DualCE,1.0,1.0,1.0,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,16,B0_Exact_LiteBN,1.0,1.0,1.0,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,16,C0_LiteBN_DualCE,1.0,1.0,1.0,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,19,B0_Exact_LiteBN,0.97,0.9699764521193093,0.97,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,19,C0_LiteBN_DualCE,0.96,0.9599136824541137,0.96,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,22,B0_Exact_LiteBN,0.77,0.7821139944136014,0.77,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,22,C0_LiteBN_DualCE,0.82,0.8290793219461697,0.82,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,27,B0_Exact_LiteBN,1.0,1.0,1.0,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,27,C0_LiteBN_DualCE,1.0,1.0,1.0,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,34,B0_Exact_LiteBN,0.83,0.8308844858844858,0.83,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,34,C0_LiteBN_DualCE,0.84,0.8392690409497132,0.84,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,45,B0_Exact_LiteBN,0.87,0.8700503051294739,0.87,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,45,C0_LiteBN_DualCE,0.87,0.8724182344485777,0.87,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,49,B0_Exact_LiteBN,0.49,0.4557890893618978,0.49,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,3,49,C0_LiteBN_DualCE,0.51,0.48094242921829133,0.51,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,20,B0_Exact_LiteBN,0.95,0.9495588235294117,0.95,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,20,C0_LiteBN_DualCE,0.89,0.8914408948369932,0.89,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,21,B0_Exact_LiteBN,0.95,0.9504315560216181,0.95,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,21,C0_LiteBN_DualCE,0.9,0.898353243736519,0.9,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,41,B0_Exact_LiteBN,0.99,0.9899959983993598,0.99,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,41,C0_LiteBN_DualCE,0.98,0.9799959983993598,0.98,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,44,B0_Exact_LiteBN,1.0,1.0,1.0,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,44,C0_LiteBN_DualCE,0.99,0.9899959983993598,0.99,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,46,B0_Exact_LiteBN,0.96,0.9599136824541137,0.96,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,46,C0_LiteBN_DualCE,0.88,0.8845411153320246,0.88,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,53,B0_Exact_LiteBN,1.0,1.0,1.0,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,53,C0_LiteBN_DualCE,0.96,0.9604219938566444,0.96,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,7,B0_Exact_LiteBN,0.99,0.9899959983993597,0.99,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,7,C0_LiteBN_DualCE,0.98,0.9801805337519622,0.98,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,9,B0_Exact_LiteBN,0.98,0.9797794117647058,0.98,100
POST_GATE_EXPLORATORY_C0,OpenBMI_SSVEP,4,9,C0_LiteBN_DualCE,0.91,0.9071179870089167,0.91,100
