family,fold,seed,subject_id,task_method,invariant_method,task_only_BA,invariant_BA,delta_BA_INV,task_only_macro_f1,invariant_macro_f1,task_only_ID_accuracy,invariant_ID_accuracy,delta_ID,task_only_PRS,invariant_PRS,delta_PRS,outer_test_used
B_EEG_DG,0,1,6,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.9299999999999999,0.9199999999999999,-0.010000000000000009,0.9298245614035088,0.9198717948717948,0.3,0.35,0.04999999999999999,0.9999999999867792,0.2000876016378128,-0.7999123983489664,False
B_EEG_DG,0,1,10,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.65,0.6,-0.050000000000000044,0.6496847162446201,0.5796553173602353,0.63,0.83,0.19999999999999996,0.9999999999801961,-0.1509766270152244,-1.1509766269954205,False
B_EEG_DG,0,1,17,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.51,0.49,-0.020000000000000018,0.45011783189316573,0.4276736617663562,0.05,0.15,0.09999999999999999,0.9999999999652309,0.16192306595082384,-0.8380769340144071,False
B_EEG_DG,0,1,28,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.74,0.77,0.030000000000000027,0.7398959583833533,0.7694235588972431,0.06,0.26,0.2,0.9999999999812399,0.028680514230287057,-0.9713194857509528,False
B_EEG_DG,0,1,45,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.65,0.5700000000000001,-0.07999999999999996,0.6224786970121886,0.5696126513862476,0.87,0.95,0.07999999999999996,0.9999999999844902,0.03771186957532824,-0.962288130409162,False
B_EEG_DG,0,1,48,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.72,0.6799999999999999,-0.040000000000000036,0.7198879551820727,0.6767676767676767,0.19,0.65,0.46,0.9999999999818686,0.03280755945561964,-0.967192440526249,False
B_EEG_DG,0,1,54,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.6699999999999999,0.75,0.08000000000000007,0.667305171892328,0.7499749974997499,0.26,0.48,0.21999999999999997,0.9999999999776071,0.021259776900463767,-0.9787402230771434,False
C_SCLDGN,0,1,1,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.64,0.7,0.05999999999999994,0.609375,0.6847414880201765,0.26,0.18,-0.08000000000000002,0.9999999999955778,0.14722541939855927,-0.8527745805970185,False
C_SCLDGN,0,1,3,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.8200000000000001,0.9299999999999999,0.10999999999999988,0.8199279711884755,0.9299369432489241,0.32,0.34,0.020000000000000018,0.9999999999958727,0.18418100173144858,-0.8158189982644242,False
C_SCLDGN,0,1,6,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.9199999999999999,0.9199999999999999,0.0,0.919967987194878,0.9198717948717948,0.28,0.24,-0.040000000000000036,0.9999999999952257,0.11838646368963734,-0.8816135363055884,False
C_SCLDGN,0,1,10,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.67,0.61,-0.06000000000000005,0.6643271284711627,0.584,0.87,0.44,-0.43,0.9999999999955597,0.0377982759379667,-0.962201724057593,False
C_SCLDGN,0,1,17,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.5,0.55,0.050000000000000044,0.46943972835314096,0.5396419437340153,0.1,0.19,0.09,0.9999999999950322,0.0464194597848584,-0.9535805402101738,False
C_SCLDGN,0,1,28,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.85,0.88,0.030000000000000027,0.8498648783905516,0.879951980792317,0.29,0.15,-0.13999999999999999,0.9999999999952878,0.13823823197814267,-0.8617617680171451,False
C_SCLDGN,0,1,45,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.5900000000000001,0.89,0.29999999999999993,0.539894512400404,0.88998899889989,0.97,0.42,-0.55,0.9999999999937799,0.05276798466980115,-0.9472320153239787,False
C_SCLDGN,0,1,48,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.64,0.5800000000000001,-0.05999999999999994,0.6347402597402597,0.5251017639077341,0.46,0.36,-0.10000000000000003,0.9999999999949649,0.020239935990563063,-0.9797600640044019,False
C_SCLDGN,0,1,54,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.7,0.75,0.050000000000000044,0.6940024479804162,0.7499749974997499,0.59,0.24,-0.35,0.9999999999958771,0.07920881265953073,-0.9207911873363464,False
A_SUBJECT_GRL_EEGNET_L0050,1,0,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.82,0.8200000000000001,1.1102230246251565e-16,0.82,0.8193496587715776,0.62,0.56,-0.05999999999999994,0.9999999999999238,0.37097229873078674,-0.6290277012691371,False
A_SUBJECT_GRL_EEGNET_L0050,1,0,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.69,0.65,-0.039999999999999925,0.6874684948079444,0.6338529134846741,0.34,0.29,-0.050000000000000044,0.9999999999999071,0.1431170711983678,-0.8568829288015393,False
A_SUBJECT_GRL_EEGNET_L0050,1,0,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.76,0.78,0.020000000000000018,0.755201958384333,0.7767857142857144,0.35,0.21,-0.13999999999999999,0.9999999999999173,0.3150406566314621,-0.6849593433684552,False
A_SUBJECT_GRL_EEGNET_L0050,1,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.51,0.49,-0.020000000000000018,0.4873940788785438,0.4188034188034188,0.11,0.08,-0.03,0.9999999999999284,0.32382662336240686,-0.6761733766375215,False
A_SUBJECT_GRL_EEGNET_L0050,1,0,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.6699999999999999,0.6599999999999999,-0.010000000000000009,0.667305171892328,0.6578099838969405,0.27,0.33,0.06,0.9999999999999049,0.26724914195305727,-0.7327508580468476,False
A_SUBJECT_GRL_EEGNET_L0050,1,0,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.63,0.64,0.010000000000000009,0.6269785260610949,0.639423076923077,0.37,0.21,-0.16,0.9999999999999216,0.3706512780958855,-0.6293487219040361,False
A_SUBJECT_GRL_EEGNET_L0050,1,0,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.59,0.67,0.08000000000000007,0.5670995670995671,0.6643271284711627,0.3,0.2,-0.09999999999999998,0.9999999999999168,0.26823078509331655,-0.7317692149066003,False
A_SUBJECT_GRL_EEGNET_L0050,1,0,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.85,0.81,-0.039999999999999925,0.84998499849985,0.8076728413807065,0.2,0.31,0.10999999999999999,0.9999999999999246,0.2851172358310343,-0.7148827641688903,False
A_SUBJECT_GRL_EEGNET_L0050,1,0,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.54,0.63,0.08999999999999997,0.4875222816399287,0.6290726817042607,0.35,0.19,-0.15999999999999998,0.999999999999912,0.19180666793212797,-0.808193332067784,False
A_SUBJECT_GRL_EEGNET_L0100,1,0,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.82,0.8200000000000001,1.1102230246251565e-16,0.82,0.8199279711884755,0.62,0.64,0.020000000000000018,0.9999999999999238,0.3371460444394375,-0.6628539555604863,False
A_SUBJECT_GRL_EEGNET_L0100,1,0,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.69,0.66,-0.029999999999999916,0.6874684948079444,0.6598639455782312,0.34,0.47,0.12999999999999995,0.9999999999999071,0.17076521387440213,-0.8292347861255049,False
A_SUBJECT_GRL_EEGNET_L0100,1,0,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.76,0.78,0.020000000000000018,0.755201958384333,0.7777777777777779,0.35,0.27,-0.07999999999999996,0.9999999999999173,0.24269097240827298,-0.7573090275916443,False
A_SUBJECT_GRL_EEGNET_L0100,1,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.51,0.51,0.0,0.4873940788785438,0.48263118994826315,0.11,0.17,0.06000000000000001,0.9999999999999284,0.4863043412307336,-0.5136956587691948,False
A_SUBJECT_GRL_EEGNET_L0100,1,0,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.6699999999999999,0.61,-0.05999999999999994,0.667305171892328,0.6068152031454783,0.27,0.41,0.13999999999999996,0.9999999999999049,0.20059744379705702,-0.7994025562028478,False
A_SUBJECT_GRL_EEGNET_L0100,1,0,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.63,0.54,-0.08999999999999997,0.6269785260610949,0.4715073529411765,0.37,0.13,-0.24,0.9999999999999216,0.23811244491623906,-0.7618875550836826,False
A_SUBJECT_GRL_EEGNET_L0100,1,0,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.59,0.54,-0.04999999999999993,0.5670995670995671,0.4715073529411765,0.3,0.4,0.10000000000000003,0.9999999999999168,0.25572831138472596,-0.7442716886151909,False
A_SUBJECT_GRL_EEGNET_L0100,1,0,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.85,0.8,-0.04999999999999993,0.84998499849985,0.7999199679871949,0.2,0.5,0.3,0.9999999999999246,0.16190724473510476,-0.8380927552648199,False
A_SUBJECT_GRL_EEGNET_L0100,1,0,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.54,0.49,-0.050000000000000044,0.4875222816399287,0.46647138822052514,0.35,0.22,-0.12999999999999998,0.999999999999912,0.1280969480415315,-0.8719030519583805,False
A_SUBJECT_GRL_EEGNET_L0300,1,0,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.82,0.79,-0.029999999999999916,0.82,0.7894736842105263,0.62,0.44,-0.18,0.9999999999999238,0.34133878471029633,-0.6586612152896275,False
A_SUBJECT_GRL_EEGNET_L0300,1,0,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.69,0.77,0.08000000000000007,0.6874684948079444,0.7688674505074867,0.34,0.36,0.019999999999999962,0.9999999999999071,0.1377835081908998,-0.8622164918090073,False
A_SUBJECT_GRL_EEGNET_L0300,1,0,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.76,0.72,-0.040000000000000036,0.755201958384333,0.7159090909090909,0.35,0.34,-0.009999999999999953,0.9999999999999173,0.3297625195180619,-0.6702374804818554,False
A_SUBJECT_GRL_EEGNET_L0300,1,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.51,0.5,-0.010000000000000009,0.4873940788785438,0.4574652777777778,0.11,0.13,0.020000000000000004,0.9999999999999284,0.36901705724797684,-0.6309829427519515,False
A_SUBJECT_GRL_EEGNET_L0300,1,0,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.6699999999999999,0.7,0.030000000000000027,0.667305171892328,0.6956168831168832,0.27,0.34,0.07,0.9999999999999049,0.24666843979388586,-0.753331560206019,False
A_SUBJECT_GRL_EEGNET_L0300,1,0,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.63,0.63,0.0,0.6269785260610949,0.629666700030027,0.37,0.11,-0.26,0.9999999999999216,0.3374774978116786,-0.662522502188243,False
A_SUBJECT_GRL_EEGNET_L0300,1,0,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.59,0.52,-0.06999999999999995,0.5670995670995671,0.5,0.3,0.3,0.0,0.9999999999999168,0.28566418253132586,-0.714335817468591,False
A_SUBJECT_GRL_EEGNET_L0300,1,0,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.85,0.8300000000000001,-0.019999999999999907,0.84998499849985,0.8295739348370927,0.2,0.52,0.32,0.9999999999999246,0.3112499147481569,-0.6887500852517677,False
A_SUBJECT_GRL_EEGNET_L0300,1,0,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.54,0.53,-0.010000000000000009,0.4875222816399287,0.4800309768779732,0.35,0.08,-0.26999999999999996,0.999999999999912,0.23066940846069717,-0.7693305915392148,False
A_SUBJECT_GRL_EEGNET_L1000,1,0,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.82,0.8300000000000001,0.01000000000000012,0.82,0.8298468621759585,0.62,0.53,-0.08999999999999997,0.9999999999999238,0.32693041269412537,-0.6730695873057985,False
A_SUBJECT_GRL_EEGNET_L1000,1,0,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.69,0.74,0.050000000000000044,0.6874684948079444,0.7398959583833533,0.34,0.42,0.07999999999999996,0.9999999999999071,0.1986464914962197,-0.8013535085036874,False
A_SUBJECT_GRL_EEGNET_L1000,1,0,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.76,0.77,0.010000000000000009,0.755201958384333,0.7694235588972431,0.35,0.3,-0.04999999999999999,0.9999999999999173,0.25969428620923607,-0.7403057137906812,False
A_SUBJECT_GRL_EEGNET_L1000,1,0,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.51,0.63,0.12,0.4873940788785438,0.6214833759590792,0.11,0.09,-0.020000000000000004,0.9999999999999284,0.36220872820408945,-0.6377912717958389,False
A_SUBJECT_GRL_EEGNET_L1000,1,0,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.6699999999999999,0.64,-0.029999999999999916,0.667305171892328,0.6328029375764994,0.27,0.53,0.26,0.9999999999999049,0.23930197111245843,-0.7606980288874464,False
A_SUBJECT_GRL_EEGNET_L1000,1,0,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.63,0.5900000000000001,-0.039999999999999925,0.6269785260610949,0.5710848415106183,0.37,0.21,-0.16,0.9999999999999216,0.2902216449414349,-0.7097783550584867,False
A_SUBJECT_GRL_EEGNET_L1000,1,0,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.59,0.61,0.020000000000000018,0.5670995670995671,0.6010230179028133,0.3,0.39,0.09000000000000002,0.9999999999999168,0.3169588931926427,-0.6830411068072741,False
A_SUBJECT_GRL_EEGNET_L1000,1,0,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.85,0.8,-0.04999999999999993,0.84998499849985,0.7992773986350863,0.2,0.13,-0.07,0.9999999999999246,0.2954491810077462,-0.7045508189921784,False
A_SUBJECT_GRL_EEGNET_L1000,1,0,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L1000,0.54,0.69,0.1499999999999999,0.4875222816399287,0.6874684948079444,0.35,0.25,-0.09999999999999998,0.999999999999912,0.05932221323876585,-0.9406777867611461,False
B_EEG_DG,1,0,3,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.9,0.8,-0.09999999999999998,0.9,0.7987117552334944,0.53,0.58,0.04999999999999993,0.9999999999435849,0.07906461540283649,-0.9209353845407484,False
B_EEG_DG,1,0,7,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.69,0.59,-0.09999999999999998,0.68996899689969,0.5523528769516323,0.63,0.56,-0.06999999999999995,0.9999999999550792,0.07472576505847739,-0.9252742348966018,False
B_EEG_DG,1,0,11,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.7,0.5900000000000001,-0.10999999999999988,0.6989160979526294,0.5889724310776943,0.45,0.17,-0.28,0.9999999999178004,0.24148396900017421,-0.7585160309176262,False
B_EEG_DG,1,0,17,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.43,0.5,0.07,0.36939926983073346,0.46374946374946374,0.11,0.04,-0.07,0.9999999999137601,0.012391191269901403,-0.9876088086438587,False
B_EEG_DG,1,0,19,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.7,0.58,-0.12,0.6782496782496782,0.5174632352941175,0.39,0.45,0.06,0.9999999999521842,-0.15006853712808677,-1.150068537080271,False
B_EEG_DG,1,0,22,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.69,0.5900000000000001,-0.09999999999999987,0.68996899689969,0.5879811074263892,0.29,0.38,0.09000000000000002,0.999999999946048,0.10882319006824992,-0.8911768098777981,False
B_EEG_DG,1,0,38,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.6,0.6,0.0,0.5604395604395604,0.5920032639738881,0.16,0.22,0.06,0.9999999999511363,0.05999581557854061,-0.9400041843725957,False
B_EEG_DG,1,0,40,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.81,0.76,-0.050000000000000044,0.8090644156366193,0.7596153846153846,0.46,0.66,0.2,0.9999999999137086,0.28215364561902023,-0.7178463542946883,False
B_EEG_DG,1,0,50,B0_EEG_DG_TASK_ONLY,B1_EEG_DG_FULL,0.49,0.5,0.010000000000000009,0.32885906040268453,0.42555147058823534,0.32,0.05,-0.27,0.9999999999507413,0.3011349263772437,-0.6988650735734976,False
C_SCLDGN,1,0,3,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.9199999999999999,0.91,-0.009999999999999898,0.9194847020933978,0.90999099909991,0.33,0.24,-0.09000000000000002,0.9999999999945202,0.12055012936593446,-0.8794498706285857,False
C_SCLDGN,1,0,7,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.6599999999999999,0.7,0.040000000000000036,0.6263736263736264,0.6989160979526294,0.4,0.36,-0.040000000000000036,0.999999999992814,0.00982883237543497,-0.990171167617379,False
C_SCLDGN,1,0,11,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.66,0.59,-0.07000000000000006,0.6550324675324675,0.5805626598465473,0.33,0.2,-0.13,0.9999999999933353,0.0872884569743726,-0.9127115430189627,False
C_SCLDGN,1,0,17,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.5,0.54,0.040000000000000036,0.42555147058823534,0.4875222816399287,0.06,0.01,-0.049999999999999996,0.9999999999961552,0.08251167593839015,-0.917488324057765,False
C_SCLDGN,1,0,19,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.79,0.74,-0.050000000000000044,0.7889659330720531,0.7362012987012987,0.36,0.18,-0.18,0.9999999999943394,0.11652979114584527,-0.8834702088484941,False
C_SCLDGN,1,0,22,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.62,0.6,-0.020000000000000018,0.6175523349436394,0.570999570999571,0.28,0.21,-0.07000000000000003,0.9999999999938124,0.05069283925489687,-0.9493071607389155,False
C_SCLDGN,1,0,38,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.69,0.66,-0.029999999999999916,0.6846709388668497,0.6598639455782312,0.5,0.3,-0.2,0.9999999999921186,0.03036414196268933,-0.9696358580294293,False
C_SCLDGN,1,0,40,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.8200000000000001,0.76,-0.06000000000000005,0.8193496587715776,0.7596153846153846,0.5,0.21,-0.29000000000000004,0.9999999999935241,0.07220660401039591,-0.9277933959831282,False
C_SCLDGN,1,0,50,C0_SCLDGN_TASK_ONLY,C1_SCLDGN_FULL,0.48000000000000004,0.5,0.019999999999999962,0.3551587301587301,0.36580416032470825,0.1,0.14,0.04000000000000001,0.9999999999936218,0.0035632194629975356,-0.9964367805306242,False
A_SUBJECT_GRL_EEGNET_L0050,1,1,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.8200000000000001,0.8300000000000001,0.010000000000000009,0.8197115384615385,0.8295739348370927,0.5,0.47,-0.030000000000000027,0.9999999999999502,0.32950943669958455,-0.6704905633003656,False
A_SUBJECT_GRL_EEGNET_L0050,1,1,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.7,0.72,0.020000000000000018,0.6980676328502415,0.7181964573268922,0.33,0.24,-0.09000000000000002,0.9999999999999439,0.23564368013851966,-0.7643563198614243,False
A_SUBJECT_GRL_EEGNET_L0050,1,1,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.74,0.7,-0.040000000000000036,0.7383252818035426,0.6921182266009853,0.28,0.2,-0.08000000000000002,0.99999999999994,0.22854539500175886,-0.7714546049981812,False
A_SUBJECT_GRL_EEGNET_L0050,1,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.58,0.49,-0.08999999999999997,0.5543293718166383,0.44317065181788406,0.06,0.19,0.13,0.9999999999999508,0.5284413511524144,-0.4715586488475364,False
A_SUBJECT_GRL_EEGNET_L0050,1,1,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.6499999999999999,0.62,-0.029999999999999916,0.6395839769333744,0.614448051948052,0.41,0.4,-0.009999999999999953,0.9999999999999309,0.15457517411954258,-0.8454248258803884,False
A_SUBJECT_GRL_EEGNET_L0050,1,1,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.65,0.62,-0.030000000000000027,0.6471418489767113,0.6193910256410255,0.37,0.29,-0.08000000000000002,0.9999999999999405,0.34753836696959495,-0.6524616330303455,False
A_SUBJECT_GRL_EEGNET_L0050,1,1,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.59,0.62,0.030000000000000027,0.5899589958995899,0.6100164203612479,0.31,0.33,0.020000000000000018,0.9999999999999354,0.31830447191333544,-0.6816955280865999,False
A_SUBJECT_GRL_EEGNET_L0050,1,1,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.76,0.79,0.030000000000000027,0.7599039615846339,0.7894736842105263,0.44,0.5,0.06,0.9999999999999525,0.3948028098430302,-0.6051971901569223,False
A_SUBJECT_GRL_EEGNET_L0050,1,1,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0050,0.56,0.53,-0.030000000000000027,0.537620849096259,0.49304282170208175,0.29,0.36,0.07,0.9999999999999282,0.09287857285014689,-0.9071214271497813,False
A_SUBJECT_GRL_EEGNET_L0100,1,1,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.8200000000000001,0.8200000000000001,0.0,0.8197115384615385,0.8181818181818181,0.5,0.44,-0.06,0.9999999999999502,0.39569606768203114,-0.604303932317919,False
A_SUBJECT_GRL_EEGNET_L0100,1,1,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.7,0.73,0.030000000000000027,0.6980676328502415,0.7293233082706766,0.33,0.46,0.13,0.9999999999999439,0.16366197000055227,-0.8363380299993917,False
A_SUBJECT_GRL_EEGNET_L0100,1,1,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.74,0.73,-0.010000000000000009,0.7383252818035426,0.7198879551820727,0.28,0.41,0.12999999999999995,0.99999999999994,0.311967526444037,-0.688032473555903,False
A_SUBJECT_GRL_EEGNET_L0100,1,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.58,0.45999999999999996,-0.12,0.5543293718166383,0.3795955882352941,0.06,0.05,-0.009999999999999995,0.9999999999999508,0.48099589849339597,-0.5190041015065548,False
A_SUBJECT_GRL_EEGNET_L0100,1,1,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.6499999999999999,0.6599999999999999,0.010000000000000009,0.6395839769333744,0.6510673234811166,0.41,0.2,-0.20999999999999996,0.9999999999999309,0.20493183071330945,-0.7950681692866215,False
A_SUBJECT_GRL_EEGNET_L0100,1,1,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.65,0.6,-0.050000000000000044,0.6471418489767113,0.595959595959596,0.37,0.23,-0.13999999999999999,0.9999999999999405,0.3824908630897098,-0.6175091369102307,False
A_SUBJECT_GRL_EEGNET_L0100,1,1,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.59,0.65,0.06000000000000005,0.5899589958995899,0.6439833180754755,0.31,0.27,-0.03999999999999998,0.9999999999999354,0.2813956216088773,-0.7186043783910581,False
A_SUBJECT_GRL_EEGNET_L0100,1,1,40,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.76,0.79,0.030000000000000027,0.7599039615846339,0.78997899789979,0.44,0.41,-0.030000000000000027,0.9999999999999525,0.41347663160952364,-0.5865233683904288,False
A_SUBJECT_GRL_EEGNET_L0100,1,1,50,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0100,0.56,0.5700000000000001,0.010000000000000009,0.537620849096259,0.5664885573142453,0.29,0.23,-0.05999999999999997,0.9999999999999282,0.14930966145916869,-0.8506903385407595,False
A_SUBJECT_GRL_EEGNET_L0300,1,1,3,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.8200000000000001,0.76,-0.06000000000000005,0.8197115384615385,0.755201958384333,0.5,0.58,0.07999999999999996,0.9999999999999502,0.44264202911398576,-0.5573579708859644,False
A_SUBJECT_GRL_EEGNET_L0300,1,1,7,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.7,0.79,0.09000000000000008,0.6980676328502415,0.7894736842105263,0.33,0.31,-0.020000000000000018,0.9999999999999439,0.14460760645057513,-0.8553923935493688,False
A_SUBJECT_GRL_EEGNET_L0300,1,1,11,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.74,0.72,-0.020000000000000018,0.7383252818035426,0.7171717171717171,0.28,0.26,-0.020000000000000018,0.99999999999994,0.3515042312151515,-0.6484957687847885,False
A_SUBJECT_GRL_EEGNET_L0300,1,1,17,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.58,0.47,-0.10999999999999999,0.5543293718166383,0.3859344224307728,0.06,0.05,-0.009999999999999995,0.9999999999999508,0.41328049076324436,-0.5867195092367065,False
A_SUBJECT_GRL_EEGNET_L0300,1,1,19,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.6499999999999999,0.6499999999999999,0.0,0.6395839769333744,0.6395839769333744,0.41,0.4,-0.009999999999999953,0.9999999999999309,0.1090468444250755,-0.8909531555748554,False
A_SUBJECT_GRL_EEGNET_L0300,1,1,22,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.65,0.58,-0.07000000000000006,0.6471418489767113,0.5543293718166383,0.37,0.24,-0.13,0.9999999999999405,0.3387174584051925,-0.661282541594748,False
A_SUBJECT_GRL_EEGNET_L0300,1,1,38,A0_TASK_ONLY_EEGNET,A1_SUBJECT_GRL_EEGNET_L0300,0.59,0.5900000000000001,1.1102230246251565e-16,0.5899589958995899,0.5710848415106183,0.31,0.42,0.10999999999999999,0.9999999999999354,0.22379174370384392,-0.7762082562960915,False
