dataset,model,outer_fold,seed,n,accuracy,balanced_accuracy,macro_f1,kappa,nll,brier,ece,probability_finite,probability_nonnegative,max_probability_sum_error,all_classes_present,predicted_classes
eegmmidb,biot,3,0,900,0.25333333333333335,0.2520297900080994,0.22711966410732418,0.0026977290266408938,1.4031277894973755,0.7579334822813069,0.047656801144282,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,3,1,900,0.27,0.2693200450405958,0.21973877274179376,0.025890586080103306,1.401426911354065,0.7571134351177332,0.042482336329089286,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,3,2,900,0.26222222222222225,0.26093913593172796,0.18414684983854604,0.014589874152441729,1.4209738969802856,0.7654661633250498,0.05955006827910741,True,True,1.1920928955078125e-07,True,3
eegmmidb,biot,3,3,900,0.24555555555555555,0.24463661326327021,0.16506066810353526,-0.007239067228386409,1.3998353481292725,0.7568925311710549,0.06119910385873582,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,3,4,900,0.26,0.26025760060054126,0.24528370765139065,0.01376841163075393,1.3945529460906982,0.7540487007258501,0.033475112517674765,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,4,0,1149,0.25413402959094866,0.25586036062446604,0.22812767134355397,0.007716027611225806,1.4181183576583862,0.764617005984841,0.06536292498063999,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,4,1,1149,0.2402088772845953,0.24134381761558868,0.21452833197507495,-0.011414086313481953,1.403881311416626,0.7588633149222813,0.06185279250974962,True,True,1.7881393432617188e-07,True,4
eegmmidb,biot,4,2,1149,0.257615317667537,0.25642606912105287,0.19186537991448366,0.008831649525196328,1.4024347066879272,0.7576097611079543,0.049893522905826174,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,4,3,1149,0.2584856396866841,0.2572911528233582,0.22252818491824047,0.00976229998209599,1.398869276046753,0.7560493892078262,0.04576939746439195,True,True,1.1920928955078125e-07,True,4
eegmmidb,biot,4,4,1149,0.25326370757180156,0.2517660418614143,0.19316379131769074,0.002591048388157491,1.407260775566101,0.7600424114667552,0.048597083546162906,True,True,1.1920928955078125e-07,True,4
