dataset,fold,seed,method,rank,lambda_R,lambda_P,center_e_norm,center_a_norm,center_e_mean_norm,center_a_mean_norm,random_effect_variance,random_effect_parameter_norm,subject_count,future_session_used
WBCIC,0,0,RandomEffectOnly,1,0.001,1.0,0.14535853266716003,0.17330963909626007,3.4924596548080444e-10,4.656612873077393e-10,0.0011583496816456318,0.27980920672416687,32,False
WBCIC,0,0,AdversarialMixed,1,0.001,1.0,0.1461155116558075,0.17127260565757751,3.4924596548080444e-10,8.149072527885437e-10,0.0011543254368007183,0.31275129318237305,32,False
WBCIC,0,0,PERSIST-RE,1,0.001,1.0,0.19243212044239044,0.19009096920490265,2.3283064365386963e-10,1.1641532182693481e-10,0.00176808494143188,0.3304300904273987,32,False
WBCIC,0,1,ERM,1,0.001,1.0,0.12421809136867523,0.15861442685127258,4.656612873077393e-10,4.0745362639427185e-10,0.00089708820451051,0.24195535480976105,32,False
WBCIC,0,1,SubjectBalancedERM,1,0.001,1.0,0.11545076221227646,0.14068293571472168,0.0,4.799926567322643e-10,0.0007441176567226648,0.23195286095142365,32,False
WBCIC,0,1,Mixup,1,0.001,1.0,0.0971461832523346,0.16139599680900574,1.1641532182693481e-10,1.7703169485905335e-10,0.0007179024396464229,0.22511856257915497,32,False
WBCIC,0,1,GroupDRO,1,0.001,1.0,0.12165602296590805,0.13887640833854675,2.3283064365386963e-10,4.692851662824182e-10,0.000783562776632607,0.21661001443862915,32,False
WBCIC,0,1,ProspectiveOnly,1,0.001,1.0,0.08368334174156189,0.18367546796798706,1.4551915228366852e-10,1.646361241780525e-10,0.0007614028290845454,0.24519695341587067,32,False
WBCIC,0,1,RandomEffectOnly,1,0.001,1.0,0.15289968252182007,0.16827283799648285,1.1641532182693481e-10,5.206251540990081e-10,0.0012035954277962446,0.29785123467445374,32,False
WBCIC,0,1,AdversarialMixed,1,0.001,1.0,0.1669897437095642,0.18235144019126892,0.0,4.692851662824182e-10,0.0014273449778556824,0.34363099932670593,32,False
WBCIC,0,1,PERSIST-RE,1,0.001,1.0,0.14154905080795288,0.1823102980852127,2.3283064365386963e-10,2.6031257704950406e-10,0.0011738990433514118,0.2900461256504059,32,False
WBCIC,0,2,ERM,1,0.001,1.0,0.10921274870634079,0.17747759819030762,1.1641532182693481e-10,1.1641532182693481e-10,0.0008847285062074661,0.24577097594738007,32,False
WBCIC,0,2,SubjectBalancedERM,1,0.001,1.0,0.09908147901296616,0.16186657547950745,4.656612873077393e-10,2.6031257704950406e-10,0.0007325675105676055,0.20784974098205566,32,False
WBCIC,0,2,Mixup,1,0.001,1.0,0.1165168285369873,0.14867691695690155,2.3283064365386963e-10,2.6031257704950406e-10,0.0007888112450018525,0.21565157175064087,32,False
WBCIC,0,2,GroupDRO,1,0.001,1.0,0.13267527520656586,0.15339051187038422,4.656612873077393e-10,7.081267794362134e-10,0.0009413006482645869,0.22468312084674835,32,False
WBCIC,0,2,ProspectiveOnly,1,0.001,1.0,0.1434607356786728,0.14025811851024628,0.0,2.3283064365386963e-10,0.0009761619730852544,0.23626695573329926,32,False
WBCIC,0,2,RandomEffectOnly,1,0.001,1.0,0.18774783611297607,0.17865906655788422,1.1641532182693481e-09,6.5854449671221e-10,0.0016437245067209005,0.3393230736255646,32,False
WBCIC,0,2,AdversarialMixed,1,0.001,1.0,0.14264146983623505,0.17229343950748444,4.656612873077393e-10,1.8406878798948867e-10,0.001127532683312893,0.29494062066078186,32,False
WBCIC,0,2,PERSIST-RE,1,0.001,1.0,0.16746680438518524,0.18251726031303406,4.656612873077393e-10,4.799926567322643e-10,0.001433452358469367,0.3373219072818756,32,False
WBCIC,1,0,ERM,1,0.001,1.0,0.13275107741355896,0.15725259482860565,2.8221897041547095e-10,5.644379408309419e-10,0.0009311505127698183,0.2288726270198822,33,False
WBCIC,1,0,SubjectBalancedERM,1,0.001,1.0,0.12588030099868774,0.18008074164390564,3.3866276449856514e-10,4.070219994378732e-10,0.0009940916206687689,0.24440981447696686,33,False
