dataset,role,fold,seed,method,BA,macro_F1,CE,subjects
WBCIC,outcome,3,0,random_gate,0.8480997474747475,0.8417321528240829,0.352581232458844,8
WBCIC,outcome,3,0,shuffled_adapter,0.8455997474747474,0.8412520688979545,0.3401819239725239,8
WBCIC,outcome,3,0,u_pda,0.8218497474747475,0.817150520029282,0.36421559231240275,8
WBCIC,outcome,3,0,wrong_adapter,0.8393497474747474,0.8345676534194876,0.34532566598478365,8
WBCIC,outcome,3,1,correct_adapter,0.7874621212121212,0.7853148732275191,0.3931870033236915,8
WBCIC,outcome,3,1,eb_u_pda,0.7874621212121212,0.7853148732275191,0.3931870033236915,8
WBCIC,outcome,3,1,intercept_only,0.8305934343434344,0.8244424650741471,0.3861732688913965,8
WBCIC,outcome,3,1,oracle_alpha,0.8487121212121213,0.846527946319974,0.33597999204055307,8
WBCIC,outcome,3,1,ordinary_adapter,0.7668308080808081,0.7617357909027319,0.5178423266091652,8
WBCIC,outcome,3,1,persistent_ce,0.7843371212121212,0.7783297182225927,0.4203989949671149,8
WBCIC,outcome,3,1,population,0.8412121212121212,0.8390103614849699,0.34095710518997113,8
WBCIC,outcome,3,1,previous_full_pda,0.6405681818181818,0.6090667016867356,0.6689349367665152,8
WBCIC,outcome,3,1,random_gate,0.8368371212121212,0.8317966648035627,0.35605524795966004,8
WBCIC,outcome,3,1,shuffled_adapter,0.8337121212121212,0.8315345504818971,0.3537877485669966,8
WBCIC,outcome,3,1,u_pda,0.7874621212121212,0.7853148732275191,0.3931870033236915,8
WBCIC,outcome,3,1,wrong_adapter,0.8380871212121213,0.8349640716793316,0.35739789263152144,8
WBCIC,outcome,3,2,correct_adapter,0.8011931818181818,0.7977949107300624,0.3793713256617911,8
WBCIC,outcome,3,2,eb_u_pda,0.8011931818181818,0.7977949107300624,0.3793713256617911,8
WBCIC,outcome,3,2,intercept_only,0.8312247474747475,0.8293856153042722,0.35105811071690124,8
WBCIC,outcome,3,2,oracle_alpha,0.8418181818181818,0.8406173955248138,0.32494071022782356,8
WBCIC,outcome,3,2,ordinary_adapter,0.7555555555555555,0.751891492027631,0.5210513945280443,8
WBCIC,outcome,3,2,persistent_ce,0.7893055555555556,0.7835804099963188,0.39362509532273215,8
WBCIC,outcome,3,2,population,0.8386931818181818,0.8377474116692376,0.32381960262669146,8
WBCIC,outcome,3,2,previous_full_pda,0.687405303030303,0.6533859438788544,0.5576389181628119,8
WBCIC,outcome,3,2,random_gate,0.8368181818181818,0.8358449187494333,0.32684886652176004,8
WBCIC,outcome,3,2,shuffled_adapter,0.8343181818181818,0.8328179171162965,0.33672997680083844,8
WBCIC,outcome,3,2,u_pda,0.8011931818181818,0.7977949107300624,0.3793713256617911,8
WBCIC,outcome,3,2,wrong_adapter,0.8368181818181818,0.8356978942839443,0.33276790929997846,8
WBCIC,outcome,4,0,correct_adapter,0.7403598484848485,0.7325557511003941,0.47969029453178186,8
WBCIC,outcome,4,0,eb_u_pda,0.7403598484848485,0.7325557511003941,0.47969029453178186,8
WBCIC,outcome,4,0,intercept_only,0.7341540404040404,0.7299479561242457,0.5061686334465004,8
WBCIC,outcome,4,0,oracle_alpha,0.7490656565656566,0.7408921841705602,0.4783203001110644,8
WBCIC,outcome,4,0,ordinary_adapter,0.740915404040404,0.7296472011863214,0.47969576557619825,8
WBCIC,outcome,4,0,persistent_ce,0.7320707070707071,0.7113385605537073,0.4518153061623063,8
WBCIC,outcome,4,0,population,0.737935606060606,0.732565872990208,0.5132859654260192,8
WBCIC,outcome,4,0,previous_full_pda,0.636875,0.5942853338726843,0.6607818012963864,8
WBCIC,outcome,4,0,random_gate,0.7366856060606061,0.7313681744708819,0.5029691302110633,8
WBCIC,outcome,4,0,shuffled_adapter,0.7397790404040404,0.7331158946576339,0.4917669779159945,8
WBCIC,outcome,4,0,u_pda,0.7403598484848485,0.7325557511003941,0.47969029453178186,8
WBCIC,outcome,4,0,wrong_adapter,0.7410795454545455,0.7343939655975354,0.5087517093505971,8
WBCIC,outcome,4,1,correct_adapter,0.7460669191919191,0.7434410405973293,0.4488724339060764,8
WBCIC,outcome,4,1,eb_u_pda,0.7460669191919191,0.7434410405973293,0.4488724339060764,8
WBCIC,outcome,4,1,intercept_only,0.7454671717171717,0.7437312753501075,0.47548253586314815,8
WBCIC,outcome,4,1,oracle_alpha,0.7598674242424243,0.7554470067043102,0.4535464901113367,8
WBCIC,outcome,4,1,ordinary_adapter,0.737260101010101,0.733017656601089,0.47050814400819474,8
WBCIC,outcome,4,1,persistent_ce,0.7465909090909091,0.7413554614856835,0.4433374415651132,8
WBCIC,outcome,4,1,population,0.7436174242424243,0.7404814123648888,0.4791560724861158,8
WBCIC,outcome,4,1,previous_full_pda,0.64375,0.6071780377967321,0.6597609700338612,8
WBCIC,outcome,4,1,random_gate,0.7398169191919192,0.737594287675203,0.4620137285579296,8
WBCIC,outcome,4,1,shuffled_adapter,0.7454671717171717,0.7430231731626005,0.46034241879596355,8
WBCIC,outcome,4,1,u_pda,0.7460669191919191,0.7434410405973293,0.4488724339060764,8
WBCIC,outcome,4,1,wrong_adapter,0.7430050505050505,0.7369254330705737,0.4615259690471409,8
WBCIC,outcome,4,2,correct_adapter,0.7534785353535354,0.7508024672999939,0.44546488216895425,8
WBCIC,outcome,4,2,eb_u_pda,0.7534785353535354,0.7508024672999939,0.44546488216895425,8
WBCIC,outcome,4,2,intercept_only,0.7578535353535354,0.7563839975341692,0.464860427236004,8
WBCIC,outcome,4,2,oracle_alpha,0.7653535353535353,0.7623765236373533,0.44224924293972767,8
WBCIC,outcome,4,2,ordinary_adapter,0.7421717171717171,0.7372244184784168,0.45205262718910805,8
WBCIC,outcome,4,2,persistent_ce,0.7520896464646465,0.7429871383631521,0.43384975091028344,8
WBCIC,outcome,4,2,population,0.7497474747474747,0.7478122140069243,0.46706869638895465,8
WBCIC,outcome,4,2,previous_full_pda,0.6575,0.6256586515083269,0.6140034530595014,8
WBCIC,outcome,4,2,random_gate,0.7591035353535354,0.7564686303108891,0.4456359388078287,8
WBCIC,outcome,4,2,shuffled_adapter,0.7547285353535353,0.7523583349073997,0.4527368913560389,8
WBCIC,outcome,4,2,u_pda,0.7534785353535354,0.7508024672999939,0.44546488216895425,8
WBCIC,outcome,4,2,wrong_adapter,0.7479040404040405,0.7444747821589188,0.4655458093551005,8
