task,dataset,fold,seed,subject_id,BA,macro_F1,accuracy,trials,checkpoint_sha256
OpenBMI_SSVEP,OpenBMI,0,0,54,0.89,0.8894438894438894,0.89,100,8134b92bea24f6056b017c8f399a0a0a3baa2b0bd436f49b7b976c5354f48b07
OpenBMI_SSVEP,OpenBMI,1,0,4,1.0,1.0,1.0,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,12,0.96,0.9601920768307324,0.96,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,13,0.78,0.7848480250946765,0.78,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,17,0.72,0.6783240568954855,0.72,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,18,1.0,1.0,1.0,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,24,0.7600000000000001,0.759140826873385,0.76,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,25,0.9099999999999999,0.9110983723824362,0.91,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,29,0.94,0.9397212862231636,0.94,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,36,1.0,1.0,1.0,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,37,1.0,1.0,1.0,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,39,0.95,0.9500836866259952,0.95,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,42,0.61,0.6025330554757115,0.61,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,51,0.5700000000000001,0.5203816774712298,0.57,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,1,0,54,0.8300000000000001,0.8258907545314513,0.83,100,5e1f1ec4f3365fc2792caf81bb8326a2131b11fc453b9977eba7a3a4d3f2ad1f
OpenBMI_SSVEP,OpenBMI,2,0,4,1.0,1.0,1.0,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,12,0.98,0.9801805337519625,0.98,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,13,0.63,0.5923566814873981,0.63,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,17,0.87,0.8655790191238608,0.87,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,18,1.0,1.0,1.0,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,24,0.9099999999999999,0.9105685618729097,0.91,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,25,0.94,0.9397096008214606,0.94,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,29,0.94,0.9403761504601842,0.94,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,36,1.0,1.0,1.0,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,37,0.99,0.9899959983993598,0.99,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,39,0.97,0.9695252077917911,0.97,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,42,0.63,0.6235102925243771,0.63,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,51,0.6499999999999999,0.6040086921713272,0.65,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,2,0,54,0.8999999999999999,0.9008644133644134,0.9,100,745e959546317e9126035a351f603518b529a3ff14a5415db5cdb1ac1068ff6d
OpenBMI_SSVEP,OpenBMI,3,0,4,1.0,1.0,1.0,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,12,0.96,0.9601920768307324,0.96,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,13,0.73,0.7253697252473261,0.73,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,17,0.84,0.8378205128205128,0.84,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,18,1.0,1.0,1.0,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,24,0.85,0.8469367588932806,0.85,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,25,0.8999999999999999,0.8999286268232365,0.9,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,29,0.95,0.9497288277012932,0.95,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,36,1.0,1.0,1.0,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,37,0.99,0.9899959983993598,0.99,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,39,0.97,0.970188075230092,0.97,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,42,0.62,0.6182121971595655,0.62,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,51,0.73,0.7249932653824164,0.73,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,3,0,54,0.8999999999999999,0.9000916983109397,0.9,100,87df456f0e67663a69adec8333388070e8d6ba8b4dda348775ca2fee5f44ae28
OpenBMI_SSVEP,OpenBMI,4,0,4,1.0,1.0,1.0,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,12,0.95,0.9505651491365779,0.95,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,13,0.68,0.6427230046948357,0.68,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,17,0.87,0.8652090598193843,0.87,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,18,1.0,1.0,1.0,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,24,0.8499999999999999,0.849379786879787,0.85,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,25,0.8999999999999999,0.8995917466622531,0.9,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,29,0.95,0.95089861379755,0.95,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,36,1.0,1.0,1.0,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,37,1.0,1.0,1.0,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,39,0.97,0.9699959983993598,0.97,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,42,0.62,0.6153001898433792,0.62,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,51,0.69,0.6555128861580475,0.69,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
OpenBMI_SSVEP,OpenBMI,4,0,54,0.8999999999999999,0.9011406493598908,0.9,100,490afcfbbc5454fb8f704e3fbb17758fa59d9450c993d35d206a0a9efa0fc82c
WBCIC_MI,WBCIC,0,0,sub-2,0.57,0.4974287050023375,0.57,200,35258e4d9e631883ab4e8e49cb055c83540e3dc684433e8008ac09d5f1268d20
WBCIC_MI,WBCIC,0,0,sub-3,0.6749999999999999,0.6504530666021349,0.675,200,35258e4d9e631883ab4e8e49cb055c83540e3dc684433e8008ac09d5f1268d20
WBCIC_MI,WBCIC,0,0,sub-17,0.63,0.5816372682044324,0.63,200,35258e4d9e631883ab4e8e49cb055c83540e3dc684433e8008ac09d5f1268d20
WBCIC_MI,WBCIC,0,0,sub-19,0.705,0.6789203014883949,0.705,200,35258e4d9e631883ab4e8e49cb055c83540e3dc684433e8008ac09d5f1268d20
WBCIC_MI,WBCIC,0,0,sub-21,0.625,0.5636363636363637,0.625,200,35258e4d9e631883ab4e8e49cb055c83540e3dc684433e8008ac09d5f1268d20
WBCIC_MI,WBCIC,0,0,sub-25,0.775,0.7630019749835418,0.775,200,35258e4d9e631883ab4e8e49cb055c83540e3dc684433e8008ac09d5f1268d20
WBCIC_MI,WBCIC,0,0,sub-31,0.6,0.5733333333333334,0.6,200,35258e4d9e631883ab4e8e49cb055c83540e3dc684433e8008ac09d5f1268d20
WBCIC_MI,WBCIC,0,0,sub-33,0.67,0.6296711929076422,0.67,200,35258e4d9e631883ab4e8e49cb055c83540e3dc684433e8008ac09d5f1268d20
WBCIC_MI,WBCIC,0,0,sub-38,0.47500000000000003,0.33793625271919037,0.475,200,35258e4d9e631883ab4e8e49cb055c83540e3dc684433e8008ac09d5f1268d20
WBCIC_MI,WBCIC,0,0,sub-42,0.5700000000000001,0.5209447415329769,0.57,200,35258e4d9e631883ab4e8e49cb055c83540e3dc684433e8008ac09d5f1268d20
WBCIC_MI,WBCIC,1,0,sub-2,0.675,0.6726347863312432,0.675,200,a3cf63d8e89725aa5e14b4deb322e112f024dd73145506679b2a7ef1d6f2e7ae
WBCIC_MI,WBCIC,1,0,sub-3,0.6699999999999999,0.65625,0.67,200,a3cf63d8e89725aa5e14b4deb322e112f024dd73145506679b2a7ef1d6f2e7ae
WBCIC_MI,WBCIC,1,0,sub-17,0.8049999999999999,0.804172629359042,0.805,200,a3cf63d8e89725aa5e14b4deb322e112f024dd73145506679b2a7ef1d6f2e7ae
WBCIC_MI,WBCIC,1,0,sub-19,0.905,0.9047117530529852,0.905,200,a3cf63d8e89725aa5e14b4deb322e112f024dd73145506679b2a7ef1d6f2e7ae
WBCIC_MI,WBCIC,1,0,sub-21,0.8500000000000001,0.8497596153846154,0.85,200,a3cf63d8e89725aa5e14b4deb322e112f024dd73145506679b2a7ef1d6f2e7ae
WBCIC_MI,WBCIC,1,0,sub-25,0.975,0.9749943737340903,0.975,200,a3cf63d8e89725aa5e14b4deb322e112f024dd73145506679b2a7ef1d6f2e7ae
WBCIC_MI,WBCIC,1,0,sub-31,0.6,0.5574731718110411,0.6,200,a3cf63d8e89725aa5e14b4deb322e112f024dd73145506679b2a7ef1d6f2e7ae
WBCIC_MI,WBCIC,1,0,sub-33,0.94,0.9397832195905259,0.94,200,a3cf63d8e89725aa5e14b4deb322e112f024dd73145506679b2a7ef1d6f2e7ae
WBCIC_MI,WBCIC,1,0,sub-38,0.385,0.36320571561699155,0.385,200,a3cf63d8e89725aa5e14b4deb322e112f024dd73145506679b2a7ef1d6f2e7ae
WBCIC_MI,WBCIC,1,0,sub-42,0.655,0.6549223575304444,0.655,200,a3cf63d8e89725aa5e14b4deb322e112f024dd73145506679b2a7ef1d6f2e7ae
WBCIC_MI,WBCIC,2,0,sub-2,0.7,0.6999699969997,0.7,200,29fe178899a44bafd9c2fbd123b611559c1dc95dda659a8687933062fff698c9
WBCIC_MI,WBCIC,2,0,sub-3,0.7150000000000001,0.7049002096761668,0.715,200,29fe178899a44bafd9c2fbd123b611559c1dc95dda659a8687933062fff698c9
WBCIC_MI,WBCIC,2,0,sub-17,0.795,0.7949948748718718,0.795,200,29fe178899a44bafd9c2fbd123b611559c1dc95dda659a8687933062fff698c9
WBCIC_MI,WBCIC,2,0,sub-19,0.915,0.9147420948368815,0.915,200,29fe178899a44bafd9c2fbd123b611559c1dc95dda659a8687933062fff698c9
WBCIC_MI,WBCIC,2,0,sub-21,0.8200000000000001,0.818840579710145,0.82,200,29fe178899a44bafd9c2fbd123b611559c1dc95dda659a8687933062fff698c9
WBCIC_MI,WBCIC,2,0,sub-25,0.995,0.9949998749968749,0.995,200,29fe178899a44bafd9c2fbd123b611559c1dc95dda659a8687933062fff698c9
WBCIC_MI,WBCIC,2,0,sub-31,0.5599999999999999,0.48574100046750823,0.56,200,29fe178899a44bafd9c2fbd123b611559c1dc95dda659a8687933062fff698c9
WBCIC_MI,WBCIC,2,0,sub-33,0.9550000000000001,0.9549448073890516,0.955,200,29fe178899a44bafd9c2fbd123b611559c1dc95dda659a8687933062fff698c9
WBCIC_MI,WBCIC,2,0,sub-38,0.365,0.34493874919406836,0.365,200,29fe178899a44bafd9c2fbd123b611559c1dc95dda659a8687933062fff698c9
WBCIC_MI,WBCIC,2,0,sub-42,0.63,0.6290726817042607,0.63,200,29fe178899a44bafd9c2fbd123b611559c1dc95dda659a8687933062fff698c9
WBCIC_MI,WBCIC,3,0,sub-2,0.6799999999999999,0.6791979949874687,0.68,200,7c52e38867b75771d9594e203f97d7782bf32f8c39a0af7bef86ef27ce1c31c6
WBCIC_MI,WBCIC,3,0,sub-3,0.6699999999999999,0.6666666666666666,0.67,200,7c52e38867b75771d9594e203f97d7782bf32f8c39a0af7bef86ef27ce1c31c6
WBCIC_MI,WBCIC,3,0,sub-17,0.62,0.5946666666666667,0.62,200,7c52e38867b75771d9594e203f97d7782bf32f8c39a0af7bef86ef27ce1c31c6
WBCIC_MI,WBCIC,3,0,sub-19,0.86,0.8590982286634461,0.86,200,7c52e38867b75771d9594e203f97d7782bf32f8c39a0af7bef86ef27ce1c31c6
WBCIC_MI,WBCIC,3,0,sub-21,0.8,0.7996794871794872,0.8,200,7c52e38867b75771d9594e203f97d7782bf32f8c39a0af7bef86ef27ce1c31c6
WBCIC_MI,WBCIC,3,0,sub-25,0.8799999999999999,0.8795664391810518,0.88,200,7c52e38867b75771d9594e203f97d7782bf32f8c39a0af7bef86ef27ce1c31c6
WBCIC_MI,WBCIC,3,0,sub-31,0.485,0.46464305205436734,0.485,200,7c52e38867b75771d9594e203f97d7782bf32f8c39a0af7bef86ef27ce1c31c6
WBCIC_MI,WBCIC,3,0,sub-33,0.8,0.7987117552334944,0.8,200,7c52e38867b75771d9594e203f97d7782bf32f8c39a0af7bef86ef27ce1c31c6
WBCIC_MI,WBCIC,3,0,sub-38,0.45499999999999996,0.4463492063492064,0.455,200,7c52e38867b75771d9594e203f97d7782bf32f8c39a0af7bef86ef27ce1c31c6
WBCIC_MI,WBCIC,3,0,sub-42,0.6200000000000001,0.6186270574066639,0.62,200,7c52e38867b75771d9594e203f97d7782bf32f8c39a0af7bef86ef27ce1c31c6
WBCIC_MI,WBCIC,4,0,sub-2,0.72,0.7199719971997199,0.72,200,b87627ea3b43565e6dcb20a73f39108cd71eb78907f920cdf1354ed77ea056dc
WBCIC_MI,WBCIC,4,0,sub-3,0.69,0.6846709388668497,0.69,200,b87627ea3b43565e6dcb20a73f39108cd71eb78907f920cdf1354ed77ea056dc
WBCIC_MI,WBCIC,4,0,sub-17,0.78,0.7734527855009783,0.78,200,b87627ea3b43565e6dcb20a73f39108cd71eb78907f920cdf1354ed77ea056dc
WBCIC_MI,WBCIC,4,0,sub-19,0.94,0.9398496240601504,0.94,200,b87627ea3b43565e6dcb20a73f39108cd71eb78907f920cdf1354ed77ea056dc
WBCIC_MI,WBCIC,4,0,sub-21,0.865,0.8645903859174001,0.865,200,b87627ea3b43565e6dcb20a73f39108cd71eb78907f920cdf1354ed77ea056dc
WBCIC_MI,WBCIC,4,0,sub-25,0.96,0.9599639675708138,0.96,200,b87627ea3b43565e6dcb20a73f39108cd71eb78907f920cdf1354ed77ea056dc
WBCIC_MI,WBCIC,4,0,sub-31,0.61,0.5997536945812808,0.61,200,b87627ea3b43565e6dcb20a73f39108cd71eb78907f920cdf1354ed77ea056dc
WBCIC_MI,WBCIC,4,0,sub-33,0.9450000000000001,0.9448331201885705,0.945,200,b87627ea3b43565e6dcb20a73f39108cd71eb78907f920cdf1354ed77ea056dc
WBCIC_MI,WBCIC,4,0,sub-38,0.415,0.341049252344344,0.415,200,b87627ea3b43565e6dcb20a73f39108cd71eb78907f920cdf1354ed77ea056dc
WBCIC_MI,WBCIC,4,0,sub-42,0.655,0.6549913747843696,0.655,200,b87627ea3b43565e6dcb20a73f39108cd71eb78907f920cdf1354ed77ea056dc
