model,task,fold,seed,status,active_rank,candidate_blocks,k,PU_blocks,U_only_blocks,P_only_blocks
EEGConformer,OpenBMI_SSVEP,1,1,ESTIMABLE,20,8,4,4,4,0;1;3
EEGConformer,OpenBMI_SSVEP,1,2,ESTIMABLE,20,7,5,2;3,2;3,1;2
EEGConformer,OpenBMI_SSVEP,2,0,ESTIMABLE,20,6,8,2;3,2;3,0;1;5
EEGConformer,OpenBMI_SSVEP,2,1,ESTIMABLE,20,8,8,4;5,4;5,0;1;2;3;7
EEGConformer,OpenBMI_SSVEP,2,2,ESTIMABLE,20,6,8,2;3,2;3,0;1;2
EEGConformer,OpenBMI_SSVEP,3,0,ESTIMABLE,20,9,5,4;5,4;5,0;1;2;3
EEGConformer,OpenBMI_SSVEP,3,1,ESTIMABLE,20,7,8,3;4,3;4,0;1;2;6
EEGConformer,OpenBMI_SSVEP,3,2,ESTIMABLE,20,8,7,3;4,3;4,0;1;2;3
EEGConformer,OpenBMI_SSVEP,4,0,ESTIMABLE,20,10,5,5;6,5;6,0;1;2;3;4
EEGConformer,OpenBMI_SSVEP,4,1,ESTIMABLE,20,7,8,3;4,3;4,0;1;2;6
EEGConformer,OpenBMI_SSVEP,4,2,ESTIMABLE,20,10,5,3;4;5;6,3;4;5;6,0;1;2;3;5
EEGConformer,WBCIC_MI,0,0,ESTIMABLE,20,7,2,2,2,0;1
EEGConformer,WBCIC_MI,0,1,ESTIMABLE,20,7,4,2,2,0;1;6
EEGConformer,WBCIC_MI,1,0,ESTIMABLE,20,8,2,2,2,0;1
EEGConformer,WBCIC_MI,1,1,ESTIMABLE,20,9,2,3;4,3;4,0;2
EEGConformer,WBCIC_MI,1,2,ESTIMABLE,20,9,1,3,3,0
EEGConformer,WBCIC_MI,2,0,ESTIMABLE,20,7,2,2,2,0;1
EEGConformer,WBCIC_MI,2,1,ESTIMABLE,20,8,2,3,3,0;1
EEGConformer,WBCIC_MI,2,2,ESTIMABLE,20,9,2,3;4,3;4,0;1
EEGConformer,WBCIC_MI,3,0,ESTIMABLE,20,7,5,1;2,1;2,0;2
EEGConformer,WBCIC_MI,3,1,ESTIMABLE,20,7,2,2,2,0;1
EEGConformer,WBCIC_MI,4,0,ESTIMABLE,20,8,1,3,3,0
EEGConformer,WBCIC_MI,4,1,ESTIMABLE,20,8,1,3,3,0
EEGConformer,WBCIC_MI,4,2,ESTIMABLE,20,8,1,2,2,0
FBCNet,OpenBMI_MI,0,0,ESTIMABLE,20,6,4,1,1,0
FBCNet,OpenBMI_MI,0,2,ESTIMABLE,20,5,4,2,2,0
FBCNet,OpenBMI_MI,1,0,ESTIMABLE,20,5,4,2,2,0
FBCNet,OpenBMI_MI,1,1,ESTIMABLE,20,6,3,3,3,3
FBCNet,OpenBMI_MI,1,2,ESTIMABLE,20,5,4,2,2,0
FBCNet,OpenBMI_MI,2,0,ESTIMABLE,20,5,8,2;3,2;3,0;1
FBCNet,OpenBMI_MI,2,1,ESTIMABLE,20,5,4,3,3,0
FBCNet,OpenBMI_MI,2,2,ESTIMABLE,20,5,8,2;3,2;3,0;1
FBCNet,OpenBMI_MI,3,0,ESTIMABLE,20,5,4,2,2,0
FBCNet,OpenBMI_MI,3,1,ESTIMABLE,20,5,4,2,2,0
FBCNet,OpenBMI_MI,3,2,ESTIMABLE,20,5,4,2,2,0
FBCNet,OpenBMI_MI,4,1,ESTIMABLE,20,5,8,2;3,2;3,0;1
FBCNet,OpenBMI_MI,4,2,ESTIMABLE,20,5,4,2,2,0
FBCNet,OpenBMI_ERP,0,0,ESTIMABLE,20,6,4,3,3,0;5
FBCNet,OpenBMI_ERP,0,1,ESTIMABLE,20,6,4,3,3,0;5
FBCNet,OpenBMI_ERP,0,2,ESTIMABLE,20,7,4,4,4,0;2;6
FBCNet,OpenBMI_ERP,1,0,ESTIMABLE,20,6,4,3,3,0;1
FBCNet,OpenBMI_ERP,1,1,ESTIMABLE,20,6,4,3,3,0;5
FBCNet,OpenBMI_ERP,1,2,ESTIMABLE,20,6,4,3,3,0;5
FBCNet,OpenBMI_ERP,2,0,ESTIMABLE,20,5,8,2;3,2;3,0;1
FBCNet,OpenBMI_ERP,2,1,ESTIMABLE,20,6,4,3,3,0;5
FBCNet,OpenBMI_ERP,2,2,ESTIMABLE,20,6,4,3,3,0
FBCNet,OpenBMI_ERP,3,0,ESTIMABLE,20,6,4,3,3,1
FBCNet,OpenBMI_ERP,3,1,ESTIMABLE,20,6,4,3,3,0;5
FBCNet,OpenBMI_ERP,3,2,ESTIMABLE,20,5,8,2;3,2;3,0;1
FBCNet,OpenBMI_ERP,4,0,ESTIMABLE,20,5,4,2,2,0
FBCNet,OpenBMI_ERP,4,1,ESTIMABLE,20,7,8,4;5,4;5,0;1;2;6
FBCNet,OpenBMI_ERP,4,2,ESTIMABLE,20,6,8,3;4,3;4,0;1;2
FBCNet,OpenBMI_SSVEP,0,0,ESTIMABLE,20,7,4,3,3,0
FBCNet,OpenBMI_SSVEP,0,1,ESTIMABLE,20,5,4,3,3,0
FBCNet,OpenBMI_SSVEP,0,2,ESTIMABLE,20,5,4,3,3,0
FBCNet,OpenBMI_SSVEP,1,0,ESTIMABLE,20,5,8,2;3,2;3,0;1
FBCNet,OpenBMI_SSVEP,1,1,ESTIMABLE,20,5,8,2;3,2;3,0;1
FBCNet,OpenBMI_SSVEP,1,2,ESTIMABLE,20,6,8,2;3,2;3,0;1
FBCNet,OpenBMI_SSVEP,2,0,ESTIMABLE,20,6,8,2;3,2;3,0;1
FBCNet,OpenBMI_SSVEP,2,1,ESTIMABLE,20,6,8,2;3,2;3,0;1
FBCNet,OpenBMI_SSVEP,2,2,ESTIMABLE,20,5,8,2;3,2;3,0;1
FBCNet,OpenBMI_SSVEP,3,0,ESTIMABLE,20,6,8,2;3,2;3,0;1
FBCNet,OpenBMI_SSVEP,3,1,ESTIMABLE,20,5,8,2;3,2;3,0;1
FBCNet,OpenBMI_SSVEP,3,2,ESTIMABLE,20,5,8,2;3,2;3,0;1
FBCNet,OpenBMI_SSVEP,4,0,ESTIMABLE,20,5,4,3,3,0
FBCNet,OpenBMI_SSVEP,4,1,ESTIMABLE,20,5,8,2;3,2;3,0;1
FBCNet,OpenBMI_SSVEP,4,2,ESTIMABLE,20,5,4,3,3,0
FBCNet,WBCIC_MI,3,0,ESTIMABLE,20,5,4,3,3,0
