observation_id,task,dataset,fold,seed,space,round,K,subject_A,subject_B,different_subjects,global_subjects,m_per_class,B_blocks_disjoint,A_B_disjoint,controls_exclude_A_B,gradient_mode,c_same,c_different,c_global,g_B_norm,g_different_norm,g_global_norm,future_harm,harm_label,loss_B_future_before,loss_B_future_after,checkpoint_sha256,normalizer_sha256
OpenBMI_MI:f2:M:r1:B=47:A=53,OpenBMI_MI,OpenBMI,2,0,M,1,4,53,47,32;33;34;38,2;3;7;9,8,True,True,True,eval_dropout_disabled,1.2477841664804146e-05,-1.0098768143507186e-05,-3.145905338897137e-06,0.046947840601205826,0.02881920523941517,0.011192216537892818,1.189112663269043e-05,1,0.0694277286529541,0.06943961977958679,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:M:r1:B=49:A=2,OpenBMI_MI,OpenBMI,2,0,M,1,1,2,49,21,19,8,True,True,True,eval_dropout_disabled,-7.539827493019402e-06,8.242288458859548e-06,5.426167626865208e-05,0.032484471797943115,0.03954510763287544,0.21845132112503052,2.4259090423583984e-05,1,0.12619000673294067,0.12621426582336426,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:M:r1:B=49:A=2,OpenBMI_MI,OpenBMI,2,0,M,1,2,2,49,21;22,19;20,8,True,True,True,eval_dropout_disabled,-2.5182072931784205e-05,5.642027190333465e-06,3.8781785406172276e-05,0.0729932188987732,0.03296208009123802,0.13099068403244019,2.4259090423583984e-05,1,0.12619000673294067,0.12621426582336426,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:M:r1:B=49:A=2,OpenBMI_MI,OpenBMI,2,0,M,1,4,2,49,21;22;26;27,19;20;21;22,8,True,True,True,eval_dropout_disabled,-1.1684875971695874e-05,-9.024962309922557e-06,3.437855775700882e-05,0.030383456498384476,0.03208085149526596,0.11293374001979828,2.4259090423583984e-05,1,0.12619000673294067,0.12621426582336426,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:M:r1:B=53:A=3,OpenBMI_MI,OpenBMI,2,0,M,1,1,3,53,47,7,8,True,True,True,eval_dropout_disabled,-2.2604913283430506e-06,2.7855976441060193e-06,3.948574885725975e-06,0.0320768840610981,0.008043954148888588,0.03290051221847534,-2.3365020751953125e-05,0,0.18498092889785767,0.1849575638771057,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:M:r1:B=53:A=3,OpenBMI_MI,OpenBMI,2,0,M,1,2,3,53,47;49,7;9,8,True,True,True,eval_dropout_disabled,-5.8599471230991185e-06,4.058907961734803e-06,-6.892953479109565e-07,0.06360314041376114,0.01759190298616886,0.02552587352693081,-2.3365020751953125e-05,0,0.18498092889785767,0.1849575638771057,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:M:r1:B=53:A=3,OpenBMI_MI,OpenBMI,2,0,M,1,4,3,53,47;49;2;7,7;9;10;15,8,True,True,True,eval_dropout_disabled,-5.31433670403203e-06,3.4714266803348437e-06,-2.0311970274633495e-06,0.046482112258672714,0.03185059502720833,0.03963756188750267,-2.3365020751953125e-05,0,0.18498092889785767,0.1849575638771057,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=2:A=3,OpenBMI_MI,OpenBMI,2,0,CM,0,1,3,2,44,10,8,True,True,True,eval_dropout_disabled,1.2544319361040834e-05,2.064603177132085e-05,-2.3767457605572417e-05,0.05886947736144066,0.0763867050409317,0.20878615975379944,1.0371208190917969e-05,1,0.4662163257598877,0.4662266969680786,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=2:A=3,OpenBMI_MI,OpenBMI,2,0,CM,0,2,3,2,44;47,10;15,8,True,True,True,eval_dropout_disabled,1.354321193502983e-05,9.826879249885678e-06,3.533696144586429e-07,0.0365949422121048,0.03980723023414612,0.055510565638542175,1.0371208190917969e-05,1,0.4662163257598877,0.4662266969680786,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=2:A=3,OpenBMI_MI,OpenBMI,2,0,CM,0,4,3,2,44;47;49;53,10;15;16;19,8,True,True,True,eval_dropout_disabled,4.715365321317222e-06,6.578979991900269e-06,-3.2280286177410744e-06,0.07328160852193832,0.019651032984256744,0.08424288779497147,1.0371208190917969e-05,1,0.4662163257598877,0.4662266969680786,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=3:A=7,OpenBMI_MI,OpenBMI,2,0,CM,0,1,7,3,53,34,8,True,True,True,eval_dropout_disabled,8.220514246204402e-06,-3.2909715628193226e-06,-2.1343907064874656e-05,0.03044653870165348,0.03288493677973747,0.04399861395359039,-1.1175870895385742e-06,0,0.12258435785770416,0.12258324027061462,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=3:A=7,OpenBMI_MI,OpenBMI,2,0,CM,0,2,7,3,53;2,34;38,8,True,True,True,eval_dropout_disabled,-1.5790471934451489e-06,-9.774518730409909e-06,-1.3831810065312311e-05,0.010212872177362442,0.027899757027626038,0.039960529655218124,-1.1175870895385742e-06,0,0.12258435785770416,0.12258324027061462,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=3:A=7,OpenBMI_MI,OpenBMI,2,0,CM,0,4,7,3,53;2;9;10,34;38;40;41,8,True,True,True,eval_dropout_disabled,-4.046332378493389e-06,1.3253907127364073e-05,-4.70774648420047e-06,0.015124683268368244,0.04287479445338249,0.034003257751464844,-1.1175870895385742e-06,0,0.12258435785770416,0.12258324027061462,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=7:A=9,OpenBMI_MI,OpenBMI,2,0,CM,0,1,9,7,34,32,8,True,True,True,eval_dropout_disabled,-6.23580535830115e-06,1.3041180864092894e-05,-5.668442099704407e-05,0.0648944303393364,0.11171382665634155,0.2617039978504181,-2.467632293701172e-05,0,0.22311332821846008,0.22308865189552307,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=7:A=9,OpenBMI_MI,OpenBMI,2,0,CM,0,2,9,7,34;38,32;33,8,True,True,True,eval_dropout_disabled,-6.538215075124754e-06,-2.0821189536945894e-05,-2.7274414605926722e-05,0.03731905668973923,0.03894471004605293,0.11139077693223953,-2.467632293701172e-05,0,0.22311332821846008,0.22308865189552307,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=7:A=9,OpenBMI_MI,OpenBMI,2,0,CM,0,4,9,7,34;38;40;41,32;33;34;38,8,True,True,True,eval_dropout_disabled,1.162872194981901e-05,-1.1766851457650773e-05,-6.151492925710045e-06,0.043559495359659195,0.03303021937608719,0.038492824882268906,-2.467632293701172e-05,0,0.22311332821846008,0.22308865189552307,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=9:A=10,OpenBMI_MI,OpenBMI,2,0,CM,0,1,10,9,15,27,8,True,True,True,eval_dropout_disabled,-1.4953559002606198e-05,1.2286679520912003e-05,-1.694093953119591e-05,0.06741122901439667,0.06827504187822342,0.15084834396839142,-2.6747584342956543e-05,0,0.15609581768512726,0.1560690701007843,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=9:A=10,OpenBMI_MI,OpenBMI,2,0,CM,0,2,10,9,15;16,27;28,8,True,True,True,eval_dropout_disabled,-2.180805677198805e-05,-2.576515544205904e-05,-6.954166565265041e-06,0.05999232456088066,0.0707922950387001,0.07182058691978455,-2.6747584342956543e-05,0,0.15609581768512726,0.1560690701007843,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=9:A=10,OpenBMI_MI,OpenBMI,2,0,CM,0,4,10,9,15;16;19;20,27;28;31;32,8,True,True,True,eval_dropout_disabled,-2.2852811525808647e-05,-5.287237945594825e-05,-2.056745688605588e-05,0.058209314942359924,0.16039596498012543,0.07823536545038223,-2.6747584342956543e-05,0,0.15609581768512726,0.1560690701007843,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=10:A=15,OpenBMI_MI,OpenBMI,2,0,CM,0,1,15,10,26,2,8,True,True,True,eval_dropout_disabled,3.394696250325069e-05,4.127127795072738e-06,2.850732926162891e-06,0.12524636089801788,0.03933379799127579,0.03572899103164673,0.0001220703125,1,0.6051783561706543,0.6053004264831543,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=10:A=15,OpenBMI_MI,OpenBMI,2,0,CM,0,2,15,10,26;27,2;3,8,True,True,True,eval_dropout_disabled,5.892754779779352e-05,-4.3360709241824225e-05,-4.198826445644954e-06,0.16490836441516876,0.08505616337060928,0.015404830686748028,0.0001220703125,1,0.6051783561706543,0.6053004264831543,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=10:A=15,OpenBMI_MI,OpenBMI,2,0,CM,0,4,15,10,26;27;28;31,2;3;7;9,8,True,True,True,eval_dropout_disabled,4.373912088340148e-05,-4.6757530071772635e-05,9.3584276328329e-07,0.12805438041687012,0.10423591732978821,0.019228968769311905,0.0001220703125,1,0.6051783561706543,0.6053004264831543,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=15:A=16,OpenBMI_MI,OpenBMI,2,0,CM,0,1,16,15,28,32,8,True,True,True,eval_dropout_disabled,3.265937994001433e-05,-6.3338520703837276e-06,-0.00014386857219506055,0.06827504187822342,0.0153728686273098,0.2617039978504181,3.563612699508667e-05,1,0.0701051726937294,0.07014080882072449,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=15:A=16,OpenBMI_MI,OpenBMI,2,0,CM,0,2,16,15,28;31,32;33,8,True,True,True,eval_dropout_disabled,3.4454758861102164e-05,5.580185825238004e-05,-6.449257489293814e-05,0.08413981646299362,0.12745657563209534,0.11139077693223953,3.563612699508667e-05,1,0.0701051726937294,0.07014080882072449,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=15:A=16,OpenBMI_MI,OpenBMI,2,0,CM,0,4,16,15,28;31;32;33,32;33;34;38,8,True,True,True,eval_dropout_disabled,2.073795440082904e-05,1.984606933547184e-05,-2.202153336838819e-05,0.04957454279065132,0.04689445719122887,0.038492824882268906,3.563612699508667e-05,1,0.0701051726937294,0.07014080882072449,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=16:A=19,OpenBMI_MI,OpenBMI,2,0,CM,0,1,19,16,7,9,8,True,True,True,eval_dropout_disabled,-9.973298438126221e-05,2.2044436263968237e-05,-2.4998484150273725e-05,0.2058933824300766,0.0648944303393364,0.06086820363998413,-1.5676021575927734e-05,0,0.16646656394004822,0.1664508879184723,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=16:A=19,OpenBMI_MI,OpenBMI,2,0,CM,0,2,19,16,7;9,9;10,8,True,True,True,eval_dropout_disabled,-5.1870236347895116e-05,-5.541070095205214e-06,-5.8968475059373304e-05,0.10551312565803528,0.03984156250953674,0.12151045352220535,-1.5676021575927734e-05,0,0.16646656394004822,0.1664508879184723,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=16:A=19,OpenBMI_MI,OpenBMI,2,0,CM,0,4,19,16,7;9;10;15,9;10;15;20,8,True,True,True,eval_dropout_disabled,-1.7711421605781652e-05,-6.2287326727528125e-06,-2.8649861633311957e-05,0.041037220507860184,0.023331468924880028,0.05351431295275688,-1.5676021575927734e-05,0,0.16646656394004822,0.1664508879184723,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=19:A=20,OpenBMI_MI,OpenBMI,2,0,CM,0,1,20,19,47,31,8,True,True,True,eval_dropout_disabled,-0.0001620291732251644,2.5250940325349802e-06,3.9127946365624666e-05,0.3289210796356201,0.014942790381610394,0.0771273747086525,-9.143352508544922e-05,0,0.32102036476135254,0.3209289312362671,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=19:A=20,OpenBMI_MI,OpenBMI,2,0,CM,0,2,20,19,47;49,31;32,8,True,True,True,eval_dropout_disabled,-0.00013471549027599394,4.975728188583162e-06,-5.2370298362802714e-05,0.27493298053741455,0.017900627106428146,0.0943792387843132,-9.143352508544922e-05,0,0.32102036476135254,0.3209289312362671,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=19:A=20,OpenBMI_MI,OpenBMI,2,0,CM,0,4,20,19,47;49;53;2,31;32;33;34,8,True,True,True,eval_dropout_disabled,-9.439087443752214e-05,2.7957148631685413e-06,-1.8078948414768092e-05,0.19305108487606049,0.017266124486923218,0.03236550837755203,-9.143352508544922e-05,0,0.32102036476135254,0.3209289312362671,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=20:A=21,OpenBMI_MI,OpenBMI,2,0,CM,0,1,21,20,47,2,8,True,True,True,eval_dropout_disabled,-8.761846402194351e-05,2.525090394556173e-06,-1.9217655790271237e-05,0.18034201860427856,0.014942790381610394,0.03572899103164673,2.8952956199645996e-05,1,0.11226090788841248,0.11228986084461212,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=20:A=21,OpenBMI_MI,OpenBMI,2,0,CM,0,2,21,20,47;49,2;3,8,True,True,True,eval_dropout_disabled,-6.026554183335975e-05,4.975727733835811e-06,-2.192418833146803e-06,0.11272814869880676,0.017900627106428146,0.015404830686748028,2.8952956199645996e-05,1,0.11226090788841248,0.11228986084461212,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=20:A=21,OpenBMI_MI,OpenBMI,2,0,CM,0,4,21,20,47;49;53;2,2;3;7;9,8,True,True,True,eval_dropout_disabled,-5.631674866890535e-05,2.795716682157945e-06,-1.0317434316675644e-05,0.10559157282114029,0.017266124486923218,0.019228968769311905,2.8952956199645996e-05,1,0.11226090788841248,0.11228986084461212,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=21:A=22,OpenBMI_MI,OpenBMI,2,0,CM,0,1,22,21,38,7,8,True,True,True,eval_dropout_disabled,-3.070786078751553e-07,1.3983057215227745e-05,1.0707753972383216e-07,0.04023149982094765,0.15288466215133667,0.03556980565190315,8.940696716308594e-06,1,0.13133397698402405,0.13134291768074036,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=21:A=22,OpenBMI_MI,OpenBMI,2,0,CM,0,2,22,21,38;40,7;9,8,True,True,True,eval_dropout_disabled,1.6948451957432553e-05,2.5713152354001068e-06,-5.496808171301382e-06,0.11646576225757599,0.09657415002584457,0.03281396999955177,8.940696716308594e-06,1,0.13133397698402405,0.13134291768074036,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=21:A=22,OpenBMI_MI,OpenBMI,2,0,CM,0,4,22,21,38;40;41;43,7;9;10;15,8,True,True,True,eval_dropout_disabled,9.844929081737064e-06,-7.0699015850550495e-06,-2.9252032618387602e-06,0.09732210636138916,0.017492208629846573,0.042942680418491364,8.940696716308594e-06,1,0.13133397698402405,0.13134291768074036,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=22:A=26,OpenBMI_MI,OpenBMI,2,0,CM,0,1,26,22,28,28,8,True,True,True,eval_dropout_disabled,-2.094076080538798e-05,-6.333848887152271e-06,5.014443559048232e-06,0.05200982466340065,0.0153728686273098,0.016674542799592018,-1.3023614883422852e-05,0,0.36485064029693604,0.3648376166820526,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=22:A=26,OpenBMI_MI,OpenBMI,2,0,CM,0,2,26,22,28;31,28;31,8,True,True,True,eval_dropout_disabled,-1.090493424271699e-05,5.5801843700464815e-05,2.2071188141126186e-05,0.03426189348101616,0.12745657563209534,0.04493056982755661,-1.3023614883422852e-05,0,0.36485064029693604,0.3648376166820526,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=22:A=26,OpenBMI_MI,OpenBMI,2,0,CM,0,4,26,22,28;31;32;33,28;31;32;33,8,True,True,True,eval_dropout_disabled,-3.3684145819279365e-06,1.984606024052482e-05,-2.1210678823990747e-05,0.018653297796845436,0.04689445719122887,0.035752829164266586,-1.3023614883422852e-05,0,0.36485064029693604,0.3648376166820526,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=26:A=27,OpenBMI_MI,OpenBMI,2,0,CM,0,1,27,26,7,10,8,True,True,True,eval_dropout_disabled,4.127030479139648e-06,-6.837266482762061e-06,8.390809671254829e-05,0.03933379799127579,0.0648944303393364,0.20878615975379944,-6.660819053649902e-06,0,0.20060381293296814,0.2005971521139145,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=26:A=27,OpenBMI_MI,OpenBMI,2,0,CM,0,2,27,26,7;9,10;15,8,True,True,True,eval_dropout_disabled,2.5244118660339154e-05,3.566756276995875e-07,2.0891202439088374e-05,0.06346017867326736,0.03984156250953674,0.055510565638542175,-6.660819053649902e-06,0,0.20060381293296814,0.2005971521139145,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=26:A=27,OpenBMI_MI,OpenBMI,2,0,CM,0,4,27,26,7;9;10;15,10;15;16;19,8,True,True,True,eval_dropout_disabled,4.199171235086396e-05,3.8133703128551133e-07,2.8236365324119106e-05,0.09366291016340256,0.023331468924880028,0.08424288779497147,-6.660819053649902e-06,0,0.20060381293296814,0.2005971521139145,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=27:A=28,OpenBMI_MI,OpenBMI,2,0,CM,0,1,28,27,22,47,8,True,True,True,eval_dropout_disabled,3.9824761188356206e-05,3.576929884729907e-06,3.865291000693105e-05,0.18943142890930176,0.05200982466340065,0.10902642458677292,2.6613473892211914e-05,1,0.16110198199748993,0.16112859547138214,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=27:A=28,OpenBMI_MI,OpenBMI,2,0,CM,0,2,28,27,22;26,47;49,8,True,True,True,eval_dropout_disabled,-1.2981059626326896e-05,-2.7225332814850844e-06,2.988094274769537e-05,0.052168507128953934,0.04218081012368202,0.10838986188173294,2.6613473892211914e-05,1,0.16110198199748993,0.16112859547138214,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=27:A=28,OpenBMI_MI,OpenBMI,2,0,CM,0,4,28,27,22;26;31;32,47;49;53;2,8,True,True,True,eval_dropout_disabled,-3.050877967325505e-05,8.845000593282748e-06,3.857026968034916e-06,0.05761266499757767,0.04375109449028969,0.028676776215434074,2.6613473892211914e-05,1,0.16110198199748993,0.16112859547138214,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=28:A=31,OpenBMI_MI,OpenBMI,2,0,CM,0,1,31,28,26,3,8,True,True,True,eval_dropout_disabled,6.333851615636377e-06,2.1434570953715593e-05,-1.4832824490440544e-05,0.0153728686273098,0.03933379799127579,0.029210466891527176,5.766749382019043e-06,1,0.09583680331707001,0.09584257006645203,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=28:A=31,OpenBMI_MI,OpenBMI,2,0,CM,0,2,31,28,26;27,3;7,8,True,True,True,eval_dropout_disabled,6.597024366783444e-07,-3.202509105904028e-05,-1.473194288337254e-06,0.011630245484411716,0.08505616337060928,0.013999194838106632,5.766749382019043e-06,1,0.09583680331707001,0.09584257006645203,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=28:A=31,OpenBMI_MI,OpenBMI,2,0,CM,0,4,31,28,26;27;32;33,3;7;9;10,8,True,True,True,eval_dropout_disabled,3.5425086934992578e-06,-7.957683010317851e-06,2.8747635951731354e-05,0.016802463680505753,0.02771819569170475,0.05882365629076958,5.766749382019043e-06,1,0.09583680331707001,0.09584257006645203,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=31:A=32,OpenBMI_MI,OpenBMI,2,0,CM,0,1,32,31,27,22,8,True,True,True,eval_dropout_disabled,0.00010832890984602273,5.381541632232256e-05,4.084518877789378e-06,0.26369884610176086,0.18943142890930176,0.02316955290734768,-0.00010469555854797363,0,0.280184268951416,0.28007957339286804,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=31:A=32,OpenBMI_MI,OpenBMI,2,0,CM,0,2,32,31,27;28,22;26,8,True,True,True,eval_dropout_disabled,6.249573198147118e-05,2.5129327696049586e-05,-1.4526288396154996e-05,0.16742923855781555,0.09074186533689499,0.05054371431469917,-0.00010469555854797363,0,0.280184268951416,0.28007957339286804,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
OpenBMI_MI:f2:CM:r0:B=31:A=32,OpenBMI_MI,OpenBMI,2,0,CM,0,4,32,31,27;28;33;34,22;26;27;28,8,True,True,True,eval_dropout_disabled,3.1219115044223145e-05,2.3156182578532025e-05,-1.074028477887623e-05,0.07647684961557388,0.07228197157382965,0.05607669800519943,-0.00010469555854797363,0,0.280184268951416,0.28007957339286804,36a06475f75712f3c00276cc8de5aab7552c5aa6c5ee94cd201f543692751814,947ff3ef08f8c67d395636a407f030771a9bad4135b8e37e026faafebd4937ec
