dataset,seed,outer_fold,alpha,action_count,observed_action_count,delta_effective,estimated_q,csr,full_set_fallback,positive_benefit_certification_rate,joint_validity,average_set_size,safe_oracle_headroom_captured
hmc,0,0,0.2,3,3,0.1,0.940065396680301,0.36363636363636365,0.6363636363636364,0.0,1.0,4.0420454545454545,0.0
hmc,0,0,0.2,5,3,0.06000000000000001,0.940065396680301,0.36363636363636365,0.6363636363636364,0.0,1.0,4.0420454545454545,0.0
hmc,0,0,0.2,10,3,0.030000000000000006,0.940065396680301,0.36363636363636365,0.6363636363636364,0.0,1.0,4.0420454545454545,0.0
hmc,0,1,0.1,2,3,0.1,1.7585166448673637,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,1,0.1,3,3,0.1,1.7585166448673637,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,1,0.1,5,3,0.06000000000000001,1.7585166448673637,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,1,0.1,10,3,0.030000000000000006,1.7585166448673637,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,1,0.2,2,3,0.1,1.4961711023650794,0.2727272727272727,0.7272727272727273,0.0,1.0,4.520833333333334,0.0
hmc,0,1,0.2,3,3,0.1,1.4961711023650794,0.2727272727272727,0.7272727272727273,0.0,1.0,4.520833333333334,0.0
hmc,0,1,0.2,5,3,0.06000000000000001,1.4961711023650794,0.2727272727272727,0.7272727272727273,0.0,1.0,4.520833333333334,0.0
hmc,0,1,0.2,10,3,0.030000000000000006,1.4961711023650794,0.2727272727272727,0.7272727272727273,0.0,1.0,4.520833333333334,0.0
hmc,0,2,0.1,2,3,0.1,2.9402769680353935,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,2,0.1,3,3,0.1,2.9402769680353935,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,2,0.1,5,3,0.06000000000000001,2.9402769680353935,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,2,0.1,10,3,0.030000000000000006,2.9402769680353935,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,2,0.2,2,3,0.1,2.9402769680353935,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,2,0.2,3,3,0.1,2.9402769680353935,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,2,0.2,5,3,0.06000000000000001,2.9402769680353935,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,2,0.2,10,3,0.030000000000000006,2.9402769680353935,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,3,0.1,2,3,0.1,2.345832529809544,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,3,0.1,3,3,0.1,2.345832529809544,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,3,0.1,5,3,0.06000000000000001,2.345832529809544,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,3,0.1,10,3,0.030000000000000006,2.345832529809544,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,3,0.2,2,3,0.1,2.345832529809544,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,3,0.2,3,3,0.1,2.345832529809544,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,3,0.2,5,3,0.06000000000000001,2.345832529809544,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,3,0.2,10,3,0.030000000000000006,2.345832529809544,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,4,0.1,2,3,0.1,0.980456322203947,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,4,0.1,3,3,0.1,0.980456322203947,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,4,0.1,5,3,0.06000000000000001,0.980456322203947,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,4,0.1,10,3,0.030000000000000006,0.980456322203947,0.0,1.0,0.0,1.0,5.0,0.0
hmc,0,4,0.2,2,3,0.1,0.9359827179929077,0.2727272727272727,0.7272727272727273,0.0,1.0,4.370454545454546,0.0
hmc,0,4,0.2,3,3,0.1,0.9359827179929077,0.2727272727272727,0.7272727272727273,0.0,1.0,4.370454545454546,0.0
hmc,0,4,0.2,5,3,0.06000000000000001,0.9359827179929077,0.2727272727272727,0.7272727272727273,0.0,1.0,4.370454545454546,0.0
hmc,0,4,0.2,10,3,0.030000000000000006,0.9359827179929077,0.2727272727272727,0.7272727272727273,0.0,1.0,4.370454545454546,0.0
hmc,1,0,0.1,2,3,0.1,1.7648661670405028,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,0,0.1,3,3,0.1,1.7648661670405028,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,0,0.1,5,3,0.06000000000000001,1.7648661670405028,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,0,0.1,10,3,0.030000000000000006,1.7648661670405028,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,0,0.2,2,3,0.1,1.7648661670405028,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,0,0.2,3,3,0.1,1.7648661670405028,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,0,0.2,5,3,0.06000000000000001,1.7648661670405028,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,0,0.2,10,3,0.030000000000000006,1.7648661670405028,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,1,0.1,2,3,0.1,3.2496378740063188,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,1,0.1,3,3,0.1,3.2496378740063188,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,1,0.1,5,3,0.06000000000000001,3.2496378740063188,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,1,0.1,10,3,0.030000000000000006,3.2496378740063188,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,1,0.2,2,3,0.1,3.2496378740063188,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,1,0.2,3,3,0.1,3.2496378740063188,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,1,0.2,5,3,0.06000000000000001,3.2496378740063188,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,1,0.2,10,3,0.030000000000000006,3.2496378740063188,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,2,0.1,2,3,0.1,1.826710586066365,0.18181818181818182,0.8181818181818182,0.0,1.0,4.479924242424243,0.0
hmc,1,2,0.1,3,3,0.1,1.826710586066365,0.18181818181818182,0.8181818181818182,0.0,1.0,4.479924242424243,0.0
hmc,1,2,0.1,5,3,0.06000000000000001,1.826710586066365,0.18181818181818182,0.8181818181818182,0.0,1.0,4.479924242424243,0.0
hmc,1,2,0.1,10,3,0.030000000000000006,1.826710586066365,0.18181818181818182,0.8181818181818182,0.0,1.0,4.479924242424243,0.0
hmc,1,2,0.2,2,3,0.1,1.3011929164246778,0.09090909090909091,0.9090909090909091,0.0,1.0,4.78219696969697,0.0
hmc,1,2,0.2,3,3,0.1,1.3011929164246778,0.09090909090909091,0.9090909090909091,0.0,1.0,4.78219696969697,0.0
hmc,1,2,0.2,5,3,0.06000000000000001,1.3011929164246778,0.09090909090909091,0.9090909090909091,0.0,1.0,4.78219696969697,0.0
hmc,1,2,0.2,10,3,0.030000000000000006,1.3011929164246778,0.09090909090909091,0.9090909090909091,0.0,1.0,4.78219696969697,0.0
hmc,1,3,0.1,2,3,0.1,1.4262141856600596,0.09090909090909091,0.9090909090909091,0.0,1.0,4.846969696969698,0.0
hmc,1,3,0.1,3,3,0.1,1.4262141856600596,0.09090909090909091,0.9090909090909091,0.0,1.0,4.846969696969698,0.0
hmc,1,3,0.1,5,3,0.06000000000000001,1.4262141856600596,0.09090909090909091,0.9090909090909091,0.0,1.0,4.846969696969698,0.0
hmc,1,3,0.1,10,3,0.030000000000000006,1.4262141856600596,0.09090909090909091,0.9090909090909091,0.0,1.0,4.846969696969698,0.0
hmc,1,3,0.2,2,3,0.1,1.4144672080806886,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,3,0.2,3,3,0.1,1.4144672080806886,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,3,0.2,5,3,0.06000000000000001,1.4144672080806886,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,3,0.2,10,3,0.030000000000000006,1.4144672080806886,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,4,0.1,2,3,0.1,3.2226920101397982,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,4,0.1,3,3,0.1,3.2226920101397982,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,4,0.1,5,3,0.06000000000000001,3.2226920101397982,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,4,0.1,10,3,0.030000000000000006,3.2226920101397982,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,4,0.2,2,3,0.1,3.2226920101397982,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,4,0.2,3,3,0.1,3.2226920101397982,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,4,0.2,5,3,0.06000000000000001,3.2226920101397982,0.0,1.0,0.0,1.0,5.0,0.0
hmc,1,4,0.2,10,3,0.030000000000000006,3.2226920101397982,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,0,0.1,2,3,0.1,1.1820001249355632,0.5454545454545454,0.45454545454545453,0.0,1.0,4.341287878787878,0.0
hmc,2,0,0.1,3,3,0.1,1.1820001249355632,0.5454545454545454,0.45454545454545453,0.0,1.0,4.341287878787878,0.0
hmc,2,0,0.1,5,3,0.06000000000000001,1.1820001249355632,0.5454545454545454,0.45454545454545453,0.0,1.0,4.341287878787878,0.0
hmc,2,0,0.1,10,3,0.030000000000000006,1.1820001249355632,0.5454545454545454,0.45454545454545453,0.0,1.0,4.341287878787878,0.0
hmc,2,0,0.2,2,3,0.1,1.2933447327617853,0.2727272727272727,0.7272727272727273,0.0,1.0,4.616666666666666,0.0
hmc,2,0,0.2,3,3,0.1,1.2933447327617853,0.2727272727272727,0.7272727272727273,0.0,1.0,4.616666666666666,0.0
hmc,2,0,0.2,5,3,0.06000000000000001,1.2933447327617853,0.2727272727272727,0.7272727272727273,0.0,1.0,4.616666666666666,0.0
hmc,2,0,0.2,10,3,0.030000000000000006,1.2933447327617853,0.2727272727272727,0.7272727272727273,0.0,1.0,4.616666666666666,0.0
hmc,2,1,0.1,2,3,0.1,2.656142002176413,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,1,0.1,3,3,0.1,2.656142002176413,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,1,0.1,5,3,0.06000000000000001,2.656142002176413,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,1,0.1,10,3,0.030000000000000006,2.656142002176413,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,1,0.2,2,3,0.1,2.656142002176413,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,1,0.2,3,3,0.1,2.656142002176413,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,1,0.2,5,3,0.06000000000000001,2.656142002176413,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,1,0.2,10,3,0.030000000000000006,2.656142002176413,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,2,0.1,2,3,0.1,0.8908528703775359,0.2727272727272727,0.7272727272727273,0.0,0.9090909090909091,4.443560606060607,0.0
hmc,2,2,0.1,3,3,0.1,0.8908528703775359,0.2727272727272727,0.7272727272727273,0.0,0.9090909090909091,4.443560606060607,0.0
hmc,2,2,0.1,5,3,0.06000000000000001,0.8908528703775359,0.2727272727272727,0.7272727272727273,0.0,0.9090909090909091,4.443560606060607,0.0
hmc,2,2,0.1,10,3,0.030000000000000006,0.8908528703775359,0.2727272727272727,0.7272727272727273,0.0,0.9090909090909091,4.443560606060607,0.0
hmc,2,2,0.2,2,3,0.1,0.8908528703775359,0.2727272727272727,0.7272727272727273,0.0,1.0,4.185984848484849,0.0
hmc,2,2,0.2,3,3,0.1,0.8908528703775359,0.2727272727272727,0.7272727272727273,0.0,1.0,4.185984848484849,0.0
hmc,2,2,0.2,5,3,0.06000000000000001,0.8908528703775359,0.2727272727272727,0.7272727272727273,0.0,1.0,4.185984848484849,0.0
hmc,2,2,0.2,10,3,0.030000000000000006,0.8908528703775359,0.2727272727272727,0.7272727272727273,0.0,1.0,4.185984848484849,0.0
hmc,2,3,0.1,2,3,0.1,1.6820339601912235,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,3,0.1,3,3,0.1,1.6820339601912235,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,3,0.1,5,3,0.06000000000000001,1.6820339601912235,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,3,0.1,10,3,0.030000000000000006,1.6820339601912235,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,3,0.2,2,3,0.1,1.6820339601912235,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,3,0.2,3,3,0.1,1.6820339601912235,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,3,0.2,5,3,0.06000000000000001,1.6820339601912235,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,3,0.2,10,3,0.030000000000000006,1.6820339601912235,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,4,0.1,2,3,0.1,1.7740435872791027,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,4,0.1,3,3,0.1,1.7740435872791027,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,4,0.1,5,3,0.06000000000000001,1.7740435872791027,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,4,0.1,10,3,0.030000000000000006,1.7740435872791027,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,4,0.2,2,3,0.1,1.7740435872791027,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,4,0.2,3,3,0.1,1.7740435872791027,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,4,0.2,5,3,0.06000000000000001,1.7740435872791027,0.0,1.0,0.0,1.0,5.0,0.0
hmc,2,4,0.2,10,3,0.030000000000000006,1.7740435872791027,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,0,0.1,2,3,0.1,1.7006704481063402,0.09090909090909091,0.9090909090909091,0.0,1.0,4.878030303030303,0.0
hmc,3,0,0.1,3,3,0.1,1.7006704481063402,0.09090909090909091,0.9090909090909091,0.0,1.0,4.878030303030303,0.0
hmc,3,0,0.1,5,3,0.06000000000000001,1.7006704481063402,0.09090909090909091,0.9090909090909091,0.0,1.0,4.878030303030303,0.0
hmc,3,0,0.1,10,3,0.030000000000000006,1.7006704481063402,0.09090909090909091,0.9090909090909091,0.0,1.0,4.878030303030303,0.0
hmc,3,0,0.2,2,3,0.1,1.4556488226009168,0.2727272727272727,0.7272727272727273,0.0,1.0,4.226136363636363,0.0
hmc,3,0,0.2,3,3,0.1,1.4556488226009168,0.2727272727272727,0.7272727272727273,0.0,1.0,4.226136363636363,0.0
hmc,3,0,0.2,5,3,0.06000000000000001,1.4556488226009168,0.2727272727272727,0.7272727272727273,0.0,1.0,4.226136363636363,0.0
hmc,3,0,0.2,10,3,0.030000000000000006,1.4556488226009168,0.2727272727272727,0.7272727272727273,0.0,1.0,4.226136363636363,0.0
hmc,3,1,0.1,2,3,0.1,1.7357347467953228,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,1,0.1,3,3,0.1,1.7357347467953228,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,1,0.1,5,3,0.06000000000000001,1.7357347467953228,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,1,0.1,10,3,0.030000000000000006,1.7357347467953228,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,1,0.2,2,3,0.1,2.3101341310445975,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,1,0.2,3,3,0.1,2.3101341310445975,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,1,0.2,5,3,0.06000000000000001,2.3101341310445975,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,1,0.2,10,3,0.030000000000000006,2.3101341310445975,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,2,0.1,2,3,0.1,1.0912868545794183,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,2,0.1,3,3,0.1,1.0912868545794183,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,2,0.1,5,3,0.06000000000000001,1.0912868545794183,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,2,0.1,10,3,0.030000000000000006,1.0912868545794183,0.0,1.0,0.0,1.0,5.0,0.0
hmc,3,2,0.2,2,3,0.1,1.0912868545794183,0.36363636363636365,0.6363636363636364,0.0,1.0,4.218181818181818,0.0
hmc,3,2,0.2,3,3,0.1,1.0912868545794183,0.36363636363636365,0.6363636363636364,0.0,1.0,4.218181818181818,0.0
hmc,3,2,0.2,5,3,0.06000000000000001,1.0912868545794183,0.36363636363636365,0.6363636363636364,0.0,1.0,4.218181818181818,0.0
hmc,3,2,0.2,10,3,0.030000000000000006,1.0912868545794183,0.36363636363636365,0.6363636363636364,0.0,1.0,4.218181818181818,0.0
hmc,3,3,0.1,2,3,0.1,1.1851760709618215,0.09090909090909091,0.9090909090909091,0.0,1.0,4.890530303030303,0.0
hmc,3,3,0.1,3,3,0.1,1.1851760709618215,0.09090909090909091,0.9090909090909091,0.0,1.0,4.890530303030303,0.0
hmc,3,3,0.1,5,3,0.06000000000000001,1.1851760709618215,0.09090909090909091,0.9090909090909091,0.0,1.0,4.890530303030303,0.0
hmc,3,3,0.1,10,3,0.030000000000000006,1.1851760709618215,0.09090909090909091,0.9090909090909091,0.0,1.0,4.890530303030303,0.0
hmc,3,3,0.2,2,3,0.1,1.1851760709618215,0.09090909090909091,0.9090909090909091,0.0,1.0,4.890530303030303,0.0
hmc,3,3,0.2,3,3,0.1,1.1851760709618215,0.09090909090909091,0.9090909090909091,0.0,1.0,4.890530303030303,0.0
hmc,3,3,0.2,5,3,0.06000000000000001,1.1851760709618215,0.09090909090909091,0.9090909090909091,0.0,1.0,4.890530303030303,0.0
hmc,3,3,0.2,10,3,0.030000000000000006,1.1851760709618215,0.09090909090909091,0.9090909090909091,0.0,1.0,4.890530303030303,0.0
hmc,3,4,0.1,2,3,0.1,1.0553700289369472,0.18181818181818182,0.8181818181818182,0.0,1.0,4.71780303030303,0.0
hmc,3,4,0.1,3,3,0.1,1.0553700289369472,0.18181818181818182,0.8181818181818182,0.0,1.0,4.71780303030303,0.0
hmc,3,4,0.1,5,3,0.06000000000000001,1.0553700289369472,0.18181818181818182,0.8181818181818182,0.0,1.0,4.71780303030303,0.0
hmc,3,4,0.1,10,3,0.030000000000000006,1.0553700289369472,0.18181818181818182,0.8181818181818182,0.0,1.0,4.71780303030303,0.0
hmc,3,4,0.2,2,3,0.1,1.004770310800469,0.6363636363636364,0.36363636363636365,0.0,1.0,3.5113636363636362,0.0
hmc,3,4,0.2,3,3,0.1,1.004770310800469,0.6363636363636364,0.36363636363636365,0.0,1.0,3.5113636363636362,0.0
hmc,3,4,0.2,5,3,0.06000000000000001,1.004770310800469,0.6363636363636364,0.36363636363636365,0.0,1.0,3.5113636363636362,0.0
hmc,3,4,0.2,10,3,0.030000000000000006,1.004770310800469,0.6363636363636364,0.36363636363636365,0.0,1.0,3.5113636363636362,0.0
hmc,4,0,0.1,2,3,0.1,1.2228646110286043,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,0,0.1,3,3,0.1,1.2228646110286043,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,0,0.1,5,3,0.06000000000000001,1.2228646110286043,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,0,0.1,10,3,0.030000000000000006,1.2228646110286043,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,0,0.2,2,3,0.1,1.2228646110286043,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,0,0.2,3,3,0.1,1.2228646110286043,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,0,0.2,5,3,0.06000000000000001,1.2228646110286043,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,0,0.2,10,3,0.030000000000000006,1.2228646110286043,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,1,0.1,2,3,0.1,1.7038098741472258,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.708333333333333,0.0
hmc,4,1,0.1,3,3,0.1,1.7038098741472258,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.708333333333333,0.0
hmc,4,1,0.1,5,3,0.06000000000000001,1.7038098741472258,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.708333333333333,0.0
hmc,4,1,0.1,10,3,0.030000000000000006,1.7038098741472258,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.708333333333333,0.0
hmc,4,1,0.2,2,3,0.1,1.7284530482865954,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.785984848484849,0.0
hmc,4,1,0.2,3,3,0.1,1.7284530482865954,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.785984848484849,0.0
hmc,4,1,0.2,5,3,0.06000000000000001,1.7284530482865954,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.785984848484849,0.0
hmc,4,1,0.2,10,3,0.030000000000000006,1.7284530482865954,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.785984848484849,0.0
hmc,4,2,0.1,2,3,0.1,0.838684317546448,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.884090909090909,0.0
hmc,4,2,0.1,3,3,0.1,0.838684317546448,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.884090909090909,0.0
hmc,4,2,0.1,5,3,0.06000000000000001,0.838684317546448,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.884090909090909,0.0
hmc,4,2,0.1,10,3,0.030000000000000006,0.838684317546448,0.09090909090909091,0.9090909090909091,0.0,0.9090909090909091,4.884090909090909,0.0
hmc,4,2,0.2,2,3,0.1,0.9867118168354843,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,2,0.2,3,3,0.1,0.9867118168354843,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,2,0.2,5,3,0.06000000000000001,0.9867118168354843,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,2,0.2,10,3,0.030000000000000006,0.9867118168354843,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,3,0.1,2,3,0.1,3.4798964636726617,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,3,0.1,3,3,0.1,3.4798964636726617,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,3,0.1,5,3,0.06000000000000001,3.4798964636726617,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,3,0.1,10,3,0.030000000000000006,3.4798964636726617,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,3,0.2,2,3,0.1,1.6263634073587345,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,3,0.2,3,3,0.1,1.6263634073587345,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,3,0.2,5,3,0.06000000000000001,1.6263634073587345,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,3,0.2,10,3,0.030000000000000006,1.6263634073587345,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,4,0.1,2,3,0.1,1.2835370971486288,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,4,0.1,3,3,0.1,1.2835370971486288,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,4,0.1,5,3,0.06000000000000001,1.2835370971486288,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,4,0.1,10,3,0.030000000000000006,1.2835370971486288,0.0,1.0,0.0,1.0,5.0,0.0
hmc,4,4,0.2,2,3,0.1,1.2835370971486288,0.09090909090909091,0.9090909090909091,0.0,1.0,4.795454545454546,0.0
hmc,4,4,0.2,3,3,0.1,1.2835370971486288,0.09090909090909091,0.9090909090909091,0.0,1.0,4.795454545454546,0.0
hmc,4,4,0.2,5,3,0.06000000000000001,1.2835370971486288,0.09090909090909091,0.9090909090909091,0.0,1.0,4.795454545454546,0.0
hmc,4,4,0.2,10,3,0.030000000000000006,1.2835370971486288,0.09090909090909091,0.9090909090909091,0.0,1.0,4.795454545454546,0.0
