task,subject,session,variant,BA,macro_F1,NLL,trials,label
OpenBMI_SSVEP,17,S2,RANDOM_BASIS_1,0.98,0.9799919967987194,0.0583166778087616,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S2,RANDOM_BASIS_2,0.98,0.9799919967987194,0.05837917700409889,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S2,RANDOM_BASIS_3,0.98,0.9799919967987194,0.058396197855472565,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,17,S2,RANDOM_BASIS_4,0.98,0.9799919967987194,0.0583357997238636,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S2,BASELINE,1.0,1.0,0.000546265859156847,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S2,PCA_POSITIVE_ONLY_ROUTING,1.0,1.0,0.0005421679234132171,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S2,SHUFFLED_UTILITY_ROUTING,1.0,1.0,0.0005460807005874813,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S2,PCA_SIGNED_UTILITY_ROUTING,1.0,1.0,0.0005421679234132171,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S2,RANDOM_BASIS_0,1.0,1.0,0.0005462796543724835,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S2,RANDOM_BASIS_1,1.0,1.0,0.0005460176034830511,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S2,RANDOM_BASIS_2,1.0,1.0,0.0005462401895783842,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S2,RANDOM_BASIS_3,1.0,1.0,0.0005466329166665673,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,18,S2,RANDOM_BASIS_4,1.0,1.0,0.0005462981062009931,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S2,BASELINE,0.96,0.9597919167667066,0.19357886910438538,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S2,PCA_POSITIVE_ONLY_ROUTING,0.96,0.9597919167667066,0.18800689280033112,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S2,SHUFFLED_UTILITY_ROUTING,0.96,0.9597919167667066,0.19508452713489532,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S2,PCA_SIGNED_UTILITY_ROUTING,0.96,0.9597919167667066,0.18800689280033112,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S2,RANDOM_BASIS_0,0.96,0.9597919167667066,0.1934768259525299,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S2,RANDOM_BASIS_1,0.96,0.9597919167667066,0.19367054104804993,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S2,RANDOM_BASIS_2,0.96,0.9597919167667066,0.193669393658638,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S2,RANDOM_BASIS_3,0.96,0.9597919167667066,0.193515345454216,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,24,S2,RANDOM_BASIS_4,0.96,0.9597919167667066,0.1934989094734192,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S2,BASELINE,0.96,0.959891609795263,0.10934935510158539,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S2,PCA_POSITIVE_ONLY_ROUTING,0.95,0.9500836866259952,0.12205275893211365,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S2,SHUFFLED_UTILITY_ROUTING,0.96,0.959891609795263,0.11374994367361069,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S2,PCA_SIGNED_UTILITY_ROUTING,0.95,0.9500836866259952,0.12205275893211365,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S2,RANDOM_BASIS_0,0.96,0.959891609795263,0.10949291288852692,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S2,RANDOM_BASIS_1,0.96,0.959891609795263,0.1095798909664154,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S2,RANDOM_BASIS_2,0.96,0.959891609795263,0.10940264910459518,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S2,RANDOM_BASIS_3,0.96,0.959891609795263,0.10938885062932968,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,25,S2,RANDOM_BASIS_4,0.96,0.959891609795263,0.10922057181596756,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S2,BASELINE,0.9299999999999999,0.9297423510466989,0.22806502878665924,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S2,PCA_POSITIVE_ONLY_ROUTING,0.94,0.9395342678134055,0.22779330611228943,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S2,SHUFFLED_UTILITY_ROUTING,0.9299999999999999,0.9297423510466989,0.22423285245895386,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S2,PCA_SIGNED_UTILITY_ROUTING,0.94,0.9395342678134055,0.22779330611228943,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S2,RANDOM_BASIS_0,0.9299999999999999,0.9297423510466989,0.22802604734897614,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S2,RANDOM_BASIS_1,0.9299999999999999,0.9297423510466989,0.22817789018154144,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S2,RANDOM_BASIS_2,0.9299999999999999,0.9297423510466989,0.22816285490989685,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S2,RANDOM_BASIS_3,0.9299999999999999,0.9297423510466989,0.22799253463745117,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,29,S2,RANDOM_BASIS_4,0.9299999999999999,0.9297423510466989,0.22795440256595612,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S2,BASELINE,1.0,1.0,0.0041019488126039505,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S2,PCA_POSITIVE_ONLY_ROUTING,1.0,1.0,0.0030683057848364115,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S2,SHUFFLED_UTILITY_ROUTING,1.0,1.0,0.003915011417120695,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S2,PCA_SIGNED_UTILITY_ROUTING,1.0,1.0,0.0030683057848364115,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S2,RANDOM_BASIS_0,1.0,1.0,0.004102368839085102,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S2,RANDOM_BASIS_1,1.0,1.0,0.004096824210137129,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S2,RANDOM_BASIS_2,1.0,1.0,0.00411211745813489,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S2,RANDOM_BASIS_3,1.0,1.0,0.004108712542802095,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,36,S2,RANDOM_BASIS_4,1.0,1.0,0.004103679209947586,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S2,BASELINE,0.99,0.9899959983993598,0.007947545498609543,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S2,PCA_POSITIVE_ONLY_ROUTING,1.0,1.0,0.006837619002908468,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S2,SHUFFLED_UTILITY_ROUTING,1.0,1.0,0.0075345728546381,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S2,PCA_SIGNED_UTILITY_ROUTING,1.0,1.0,0.006837619002908468,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S2,RANDOM_BASIS_0,0.99,0.9899959983993598,0.007912468165159225,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S2,RANDOM_BASIS_1,0.99,0.9899959983993598,0.007978707551956177,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S2,RANDOM_BASIS_2,0.99,0.9899959983993598,0.007935740053653717,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S2,RANDOM_BASIS_3,0.99,0.9899959983993598,0.00795535184442997,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,37,S2,RANDOM_BASIS_4,0.99,0.9899959983993598,0.00790360290557146,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S2,BASELINE,1.0,1.0,0.016785375773906708,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S2,PCA_POSITIVE_ONLY_ROUTING,1.0,1.0,0.014757114462554455,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S2,SHUFFLED_UTILITY_ROUTING,1.0,1.0,0.01642332226037979,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S2,PCA_SIGNED_UTILITY_ROUTING,1.0,1.0,0.014757114462554455,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S2,RANDOM_BASIS_0,1.0,1.0,0.016812527552247047,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S2,RANDOM_BASIS_1,1.0,1.0,0.016760485246777534,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S2,RANDOM_BASIS_2,1.0,1.0,0.016738787293434143,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S2,RANDOM_BASIS_3,1.0,1.0,0.016731103882193565,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,39,S2,RANDOM_BASIS_4,1.0,1.0,0.01679398864507675,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S2,BASELINE,0.5700000000000001,0.5661030595813205,1.6370106935501099,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S2,PCA_POSITIVE_ONLY_ROUTING,0.61,0.6053291536050156,1.6750985383987427,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S2,SHUFFLED_UTILITY_ROUTING,0.5700000000000001,0.5661030595813205,1.6292352676391602,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S2,PCA_SIGNED_UTILITY_ROUTING,0.61,0.6053291536050156,1.6750985383987427,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S2,RANDOM_BASIS_0,0.5700000000000001,0.5661030595813205,1.636803388595581,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S2,RANDOM_BASIS_1,0.5700000000000001,0.5661030595813205,1.6374908685684204,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S2,RANDOM_BASIS_2,0.5700000000000001,0.5661030595813205,1.6375688314437866,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S2,RANDOM_BASIS_3,0.5700000000000001,0.5661030595813205,1.636736273765564,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,42,S2,RANDOM_BASIS_4,0.5700000000000001,0.5661030595813205,1.6374330520629883,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S2,BASELINE,0.82,0.817889697685094,0.6137868762016296,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S2,PCA_POSITIVE_ONLY_ROUTING,0.82,0.8178595317725752,0.6232007145881653,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S2,SHUFFLED_UTILITY_ROUTING,0.82,0.817889697685094,0.6180762648582458,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S2,PCA_SIGNED_UTILITY_ROUTING,0.82,0.8178595317725752,0.6232007145881653,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S2,RANDOM_BASIS_0,0.82,0.817889697685094,0.6139276027679443,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S2,RANDOM_BASIS_1,0.82,0.817889697685094,0.6136273741722107,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S2,RANDOM_BASIS_2,0.82,0.817889697685094,0.6138032674789429,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S2,RANDOM_BASIS_3,0.82,0.817889697685094,0.613572359085083,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,51,S2,RANDOM_BASIS_4,0.82,0.817889697685094,0.6139659285545349,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S2,BASELINE,0.78,0.7773711183623874,0.907164990901947,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S2,PCA_POSITIVE_ONLY_ROUTING,0.79,0.786845527978251,0.928558349609375,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S2,SHUFFLED_UTILITY_ROUTING,0.78,0.7773711183623874,0.9133009314537048,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S2,PCA_SIGNED_UTILITY_ROUTING,0.79,0.786845527978251,0.928558349609375,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S2,RANDOM_BASIS_0,0.78,0.7773711183623874,0.9080814123153687,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S2,RANDOM_BASIS_1,0.78,0.7773711183623874,0.9068878293037415,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S2,RANDOM_BASIS_2,0.78,0.7773711183623874,0.9072487354278564,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S2,RANDOM_BASIS_3,0.78,0.7773711183623874,0.9067748188972473,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
OpenBMI_SSVEP,54,S2,RANDOM_BASIS_4,0.78,0.7773711183623874,0.90729159116745,100,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-4,S0,BASELINE,0.53,0.4685662596110357,0.6872979998588562,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-4,S0,PCA_POSITIVE_ONLY_ROUTING,0.535,0.47621863647883755,0.6867954134941101,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-4,S0,SHUFFLED_UTILITY_ROUTING,0.53,0.4685662596110357,0.6870078444480896,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-4,S0,PCA_SIGNED_UTILITY_ROUTING,0.535,0.47621863647883755,0.6868305206298828,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-4,S0,RANDOM_BASIS_0,0.53,0.4685662596110357,0.687284529209137,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-4,S0,RANDOM_BASIS_1,0.53,0.4685662596110357,0.6873016357421875,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-4,S0,RANDOM_BASIS_2,0.53,0.4685662596110357,0.6872839331626892,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-4,S0,RANDOM_BASIS_3,0.53,0.4685662596110357,0.6872889995574951,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-4,S0,RANDOM_BASIS_4,0.53,0.4685662596110357,0.6873008608818054,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-8,S0,BASELINE,0.87,0.8681006493506493,0.5597420334815979,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-8,S0,PCA_POSITIVE_ONLY_ROUTING,0.865,0.8628571428571429,0.5583892464637756,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-8,S0,SHUFFLED_UTILITY_ROUTING,0.87,0.8681006493506493,0.5597232580184937,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-8,S0,PCA_SIGNED_UTILITY_ROUTING,0.86,0.8575933272301902,0.5581938028335571,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-8,S0,RANDOM_BASIS_0,0.87,0.8681006493506493,0.5597409605979919,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-8,S0,RANDOM_BASIS_1,0.87,0.8681006493506493,0.5597386956214905,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-8,S0,RANDOM_BASIS_2,0.87,0.8681006493506493,0.5597565174102783,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-8,S0,RANDOM_BASIS_3,0.87,0.8681006493506493,0.5597516894340515,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-8,S0,RANDOM_BASIS_4,0.87,0.8681006493506493,0.559739351272583,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-10,S0,BASELINE,0.68,0.6744990336690062,0.6438542008399963,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-10,S0,PCA_POSITIVE_ONLY_ROUTING,0.66,0.6541552232733191,0.643900454044342,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-10,S0,SHUFFLED_UTILITY_ROUTING,0.68,0.6744990336690062,0.6437849402427673,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-10,S0,PCA_SIGNED_UTILITY_ROUTING,0.66,0.6541552232733191,0.6438833475112915,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-10,S0,RANDOM_BASIS_0,0.68,0.6744990336690062,0.6438542008399963,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-10,S0,RANDOM_BASIS_1,0.68,0.6744990336690062,0.6438617706298828,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-10,S0,RANDOM_BASIS_2,0.68,0.6744990336690062,0.6438566446304321,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-10,S0,RANDOM_BASIS_3,0.68,0.6744990336690062,0.6438514590263367,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-10,S0,RANDOM_BASIS_4,0.68,0.6744990336690062,0.6438419222831726,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-15,S0,BASELINE,0.78,0.7767857142857143,0.6017639636993408,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-15,S0,PCA_POSITIVE_ONLY_ROUTING,0.78,0.7767857142857143,0.6018365621566772,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-15,S0,SHUFFLED_UTILITY_ROUTING,0.78,0.7767857142857143,0.6019065380096436,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-15,S0,PCA_SIGNED_UTILITY_ROUTING,0.78,0.7767857142857143,0.6017139554023743,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-15,S0,RANDOM_BASIS_0,0.78,0.7767857142857143,0.6017820239067078,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-15,S0,RANDOM_BASIS_1,0.78,0.7767857142857143,0.6017684936523438,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-15,S0,RANDOM_BASIS_2,0.78,0.7767857142857143,0.6017701625823975,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-15,S0,RANDOM_BASIS_3,0.78,0.7767857142857143,0.6017614006996155,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-15,S0,RANDOM_BASIS_4,0.78,0.7767857142857143,0.6017710566520691,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-20,S0,BASELINE,0.925,0.9247724366207779,0.5050073266029358,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-20,S0,PCA_POSITIVE_ONLY_ROUTING,0.925,0.9248478168290788,0.5038900375366211,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-20,S0,SHUFFLED_UTILITY_ROUTING,0.9299999999999999,0.9298245614035088,0.5048668384552002,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-20,S0,PCA_SIGNED_UTILITY_ROUTING,0.925,0.9248478168290788,0.5038764476776123,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-20,S0,RANDOM_BASIS_0,0.925,0.9247724366207779,0.504989743232727,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-20,S0,RANDOM_BASIS_1,0.925,0.9247724366207779,0.5050145983695984,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-20,S0,RANDOM_BASIS_2,0.925,0.9247724366207779,0.5049999356269836,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-20,S0,RANDOM_BASIS_3,0.925,0.9247724366207779,0.5049964785575867,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-20,S0,RANDOM_BASIS_4,0.925,0.9247724366207779,0.5050142407417297,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-39,S0,BASELINE,0.5,0.41030781931831584,0.695444643497467,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-39,S0,PCA_POSITIVE_ONLY_ROUTING,0.51,0.4273024777933614,0.6948732137680054,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-39,S0,SHUFFLED_UTILITY_ROUTING,0.5,0.41030781931831584,0.6952402591705322,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-39,S0,PCA_SIGNED_UTILITY_ROUTING,0.51,0.4273024777933614,0.694919764995575,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-39,S0,RANDOM_BASIS_0,0.5,0.41030781931831584,0.695417046546936,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-39,S0,RANDOM_BASIS_1,0.5,0.41030781931831584,0.6954386830329895,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-39,S0,RANDOM_BASIS_2,0.5,0.41030781931831584,0.6954504251480103,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-39,S0,RANDOM_BASIS_3,0.5,0.41030781931831584,0.6954586505889893,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-39,S0,RANDOM_BASIS_4,0.5,0.41030781931831584,0.6954447031021118,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S0,BASELINE,0.7949999999999999,0.7885235332043843,0.5934634208679199,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S0,PCA_POSITIVE_ONLY_ROUTING,0.7949999999999999,0.7885235332043843,0.5930185914039612,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S0,SHUFFLED_UTILITY_ROUTING,0.8,0.7940479868190712,0.5935195684432983,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S0,PCA_SIGNED_UTILITY_ROUTING,0.7949999999999999,0.7885235332043843,0.5928235650062561,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S0,RANDOM_BASIS_0,0.8,0.7940479868190712,0.5934852361679077,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S0,RANDOM_BASIS_1,0.7949999999999999,0.7885235332043843,0.5934906601905823,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S0,RANDOM_BASIS_2,0.7949999999999999,0.7885235332043843,0.5934677720069885,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S0,RANDOM_BASIS_3,0.7949999999999999,0.7885235332043843,0.5934590101242065,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-40,S0,RANDOM_BASIS_4,0.7949999999999999,0.7885235332043843,0.5934723019599915,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S0,BASELINE,0.98,0.9799979997999799,0.4824281930923462,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S0,PCA_POSITIVE_ONLY_ROUTING,0.98,0.9799979997999799,0.48200902342796326,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S0,SHUFFLED_UTILITY_ROUTING,0.98,0.9799979997999799,0.48242005705833435,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S0,PCA_SIGNED_UTILITY_ROUTING,0.98,0.9799979997999799,0.48190703988075256,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S0,RANDOM_BASIS_0,0.98,0.9799979997999799,0.4824194312095642,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S0,RANDOM_BASIS_1,0.98,0.9799979997999799,0.48243144154548645,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S0,RANDOM_BASIS_2,0.98,0.9799979997999799,0.4824284315109253,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S0,RANDOM_BASIS_3,0.98,0.9799979997999799,0.4824181795120239,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-43,S0,RANDOM_BASIS_4,0.98,0.9799979997999799,0.4824289083480835,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-46,S0,BASELINE,0.99,0.9899989998999901,0.48917606472969055,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
WBCIC_MI,sub-46,S0,PCA_POSITIVE_ONLY_ROUTING,0.99,0.9899989998999901,0.48879826068878174,200,POST_HELDOUT_DEVELOPMENT_EVALUATION
